numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
36,Mayorista Bell Ville,Mayorista Bell Ville,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - Villa Nueva - Villa María, Córdoba, Argentina",Carla Molina,2,4,-32.420845,-63.23966,true
37,Perfumería La Esquina,Perfumería La Esquina,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - Villa Nueva - Villa María, Córdoba, Argentina",Carla Molina,2,4,-32.415184,-63.24078,true
38,Corralón San Martín,Corralón San Martín,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - Villa Nueva - Villa María, Córdoba, Argentina",Carla Molina,2,4,-32.416322,-63.244974,true
39,Minimercado El Progreso,Minimercado El Progreso,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - Villa Nueva - Villa María, Córdoba, Argentina",Carla Molina,2,4,-32.419322,-63.24382,true
40,Almacén Don Mario,Almacén Don Mario,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - Villa Nueva - Villa María, Córdoba, Argentina",Carla Molina,2,4,-32.414699,-63.243646,true
41,Revendedor Tío Pujio,Revendedor Tío Pujio,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - Villa Nueva - Villa María, Córdoba, Argentina",Carla Molina,2,4,-32.418275,-63.242798,true
42,Droguería La Tradición,Droguería La Tradición,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - Villa Nueva - Villa María, Córdoba, Argentina",Carla Molina,2,4,-32.41319,-63.239885,true
43,Distribuidora El Pionero,Distribuidora El Pionero,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.418937,-63.223434,true
44,Ferretería El Portal,Ferretería El Portal,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.419397,-63.217085,true
45,Casa de Limpieza La Criolla,Casa de Limpieza La Criolla,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.416109,-63.220943,true
46,Mayorista James Craik,Mayorista James Craik,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.420808,-63.219251,true
47,Perfumería El Recreo,Perfumería El Recreo,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.41786,-63.223907,true
48,Corralón El Molino,Corralón El Molino,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.413272,-63.221056,true
49,Minimercado El Pueblo,Minimercado El Pueblo,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.421302,-63.224417,true
50,Almacén Don Carlos,Almacén Don Carlos,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - Santa Rosa - Villa María, Córdoba, Argentina",Carla Molina,2,5,-32.420694,-63.219421,true
