numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
23,Accesorios para el Hogar,Accesorios para el Hogar,5493513952681,4,23,miercoles,jueves,"Zona ZONA NORESTE - Barrio San Martín - Paraná, Entre Ríos, Argentina",María González,1,2,-31.719861,-60.512858,true
24,Medias de Calidad,Medias de Calidad,5493414799650,1,24,miercoles,jueves,"Zona ZONA NORESTE - Barrio San Martín - Paraná, Entre Ríos, Argentina",María González,1,2,-31.724196,-60.511001,true
25,Juguetes para Todos,Juguetes para Todos,5492992500733,2,25,miercoles,jueves,"Zona ZONA NORESTE - Barrio San Martín - Paraná, Entre Ríos, Argentina",María González,1,2,-31.721472,-60.507286,true
26,Librería y Papelería,Librería y Papelería,5492615139305,3,26,miercoles,jueves,"Zona ZONA NORESTE - Barrio San Martín - Paraná, Entre Ríos, Argentina",María González,1,2,-31.724658,-60.510037,true
27,Bazares y Más,Bazares y Más,5492618861463,4,27,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.744782,-60.547821,true
28,Todo para Revender,Todo para Revender,5493812941974,1,28,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.744393,-60.550977,true
29,Ropa de Trabajo,Ropa de Trabajo,5493817404433,2,29,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.739633,-60.549918,true
30,Accesorios de Oficina,Accesorios de Oficina,5493419686914,3,30,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.739616,-60.553655,true
31,Medias Deportivas,Medias Deportivas,5493518648263,4,31,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.74434,-60.546156,true
32,Juguetes Educativos,Juguetes Educativos,5493516216782,1,32,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.744031,-60.546408,true
33,Librería y Arte,Librería y Arte,5492612780568,2,33,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.746293,-60.550944,true
34,Indumentaria Femenina,Indumentaria Femenina,5493582639964,3,34,jueves,viernes,"Zona ZONA SUROESTE - Barrio El Parque - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,3,-31.740146,-60.550098,true
35,Ropa de Niños,Ropa de Niños,5493814729528,4,35,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.742786,-60.532409,true
36,Accesorios para Mascotas,Accesorios para Mascotas,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.746345,-60.52936,true
37,Medias de Algodón,Medias de Algodón,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.740684,-60.53048,true
38,Juguetes de Madera,Juguetes de Madera,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.741822,-60.534674,true
39,Librería y Papelería Creativa,Librería y Papelería Creativa,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.744822,-60.53352,true
40,Bazares y Regalos,Bazares y Regalos,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.740199,-60.533346,true
41,Todo en Juguetes,Todo en Juguetes,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.743775,-60.532498,true
42,Ropa de Temporada,Ropa de Temporada,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - Barrio Villa Urquiza - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,4,-31.73869,-60.529585,true
43,Accesorios de Viaje,Accesorios de Viaje,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.744437,-60.513134,true
44,Medias para el Frío,Medias para el Frío,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.744897,-60.506785,true
45,Juguetes de Plástico,Juguetes de Plástico,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.741609,-60.510643,true
46,Librería y Material Escolar,Librería y Material Escolar,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.746308,-60.508951,true
47,Indumentaria Masculina,Indumentaria Masculina,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.74336,-60.513607,true
48,Ropa de Baño,Ropa de Baño,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.738772,-60.510756,true
49,Accesorios para el Hogar,Accesorios para el Hogar,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.746802,-60.514117,true
50,Medias de Compresión,Medias de Compresión,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - Barrio San José - Paraná, Entre Ríos, Argentina",Carlos Fernández,2,5,-31.746194,-60.509121,true
