product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
101069,KIT REPAR ZEOPARCH ZEOCAR X 500lts,20899.89,51,1,unidad,unidad,categoria_1,,,,KIT|KIT REPAR,0.15,,Producto KIT REPAR ZEOPARCH ZEOCAR X 500lts (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101024,KIT REPAR ZEOPARCH ZEOCAR X1L,34875.43,325,1,unidad,unidad,categoria_1,,,,KIT|KIT REPAR,0.18,,Producto KIT REPAR ZEOPARCH ZEOCAR X1L (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101094,MASILLA PLAST POLIESTER ZEOCAR X 2.50 KG,24712.32,444,1,unidad,unidad,categoria_1,,,,MASILLA|MASILLA PLAST,0.17,,Producto MASILLA PLAST POLIESTER ZEOCAR X 2.50 KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101018,MASILLA PLAST POLIESTER ZEOCAR X1KG,12789.29,73,1,unidad,unidad,categoria_1,,,,MASILLA|MASILLA PLAST,0.15,,Producto MASILLA PLAST POLIESTER ZEOCAR X1KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101020,MASILLA PLAST POLIESTER ZEOCAR X4KG,36718.95,461,4,unidad,unidad,categoria_1,,,,MASILLA|MASILLA PLAST,0.34,,Producto MASILLA PLAST POLIESTER ZEOCAR X4KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101017,MASILLA PLAST POLIESTER ZEOCAR X500GR,8119.25,307,500,unidad,unidad,categoria_1,,,,MASILLA|MASILLA PLAST,0.23,,Producto MASILLA PLAST POLIESTER ZEOCAR X500GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101022,MASILLA POLIESTER FIBRADA ZEOCAR X 0.535 KG.,12363.61,333,1,unidad,unidad,categoria_1,,,,MASILLA|MASILLA POLIESTER,0.27,,Producto MASILLA POLIESTER FIBRADA ZEOCAR X 0.535 KG. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101082,MASILLA POLIESTER FIBRADA ZEOCAR X 1.5 KG,29219.49,463,1,unidad,unidad,categoria_1,,,,MASILLA|MASILLA POLIESTER,0.27,,Producto MASILLA POLIESTER FIBRADA ZEOCAR X 1.5 KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101070,"MASILLA POLIESTER FINISH ZEOCAR X 2,50kg",32745.09,89,1,unidad,unidad,categoria_1,,,,MASILLA|MASILLA POLIESTER,0.36,,"Producto MASILLA POLIESTER FINISH ZEOCAR X 2,50kg (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
101029,MASILLA POLIESTER FINISH ZEOCAR X1KG,16016.74,436,1,unidad,unidad,categoria_1,,,,MASILLA|MASILLA POLIESTER,0.15,,Producto MASILLA POLIESTER FINISH ZEOCAR X1KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101030,MASILLA POLIESTER FINISH ZEOCAR X4KG,46710.54,138,4,unidad,unidad,categoria_1,,,,MASILLA|MASILLA POLIESTER,0.21,,Producto MASILLA POLIESTER FINISH ZEOCAR X4KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101026,PASTA PULIR ZEOCAR FINA AL AGUA X480CC,9150.69,110,480,unidad,unidad,categoria_1,,,,PASTA|PASTA PULIR,0.18,,Producto PASTA PULIR ZEOCAR FINA AL AGUA X480CC (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101025,PASTA PULIR ZEOCAR FINA AL AGUA X1L,16166.43,82,1,unidad,unidad,categoria_1,,,,PASTA|PASTA PULIR,0.22,,Producto PASTA PULIR ZEOCAR FINA AL AGUA X1L (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101023,PROTEC. TEXTU. AL AGUA BLANCO X 1 Lts,15899.77,211,1,unidad,unidad,categoria_1,,,,PROTEC.|PROTEC. TEXTU.,0.33,,Producto PROTEC. TEXTU. AL AGUA BLANCO X 1 Lts (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
101071,PROTEC. TEXTU. AL AGUA NEGRO x 1 Lts,15899.77,45,1,unidad,unidad,categoria_1,,,,PROTEC.|PROTEC. TEXTU.,0.29,,Producto PROTEC. TEXTU. AL AGUA NEGRO x 1 Lts (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11728,Sikaguard 70 Ladrillos 4 L,62897.57,162,1,unidad,unidad,categoria_1,,,,Sikaguard|Sikaguard 70,0.11,,Producto Sikaguard 70 Ladrillos 4 L (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11719,///Latex Techos Sikalastic 560 Blanco 20 K,197103.12,18,1,unidad,unidad,categoria_1,,,,///Latex|///Latex Techos,0.16,,Producto ///Latex Techos Sikalastic 560 Blanco 20 K (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11876,BINDAFIX Basico Impermeable Bolsa 25 KG,11347.13,262,1,unidad,unidad,categoria_1,,,,BINDAFIX|BINDAFIX Basico,0.24,,Producto BINDAFIX Basico Impermeable Bolsa 25 KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11714,Latex Techos Sikafill Sin Fibra Blanco 20 K,124846.87,500,1,unidad,unidad,categoria_1,,,,Latex|Latex Techos,0.35,,Producto Latex Techos Sikafill Sin Fibra Blanco 20 K (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11788,Latex Techos Sikalastic 560 Blanco 10 K,112414.0,218,1,unidad,unidad,categoria_1,,,,Latex|Latex Techos,0.18,,Producto Latex Techos Sikalastic 560 Blanco 10 K (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11833,Latex Techos Sikalastic 560 Rojo Ceramico 20 K,208929.3,441,1,unidad,unidad,categoria_1,,,,Latex|Latex Techos,0.18,,Producto Latex Techos Sikalastic 560 Rojo Ceramico 20 K (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11875,Latex Techos Sikalastic 560 Verde 20 K,208929.3,379,1,unidad,unidad,categoria_1,,,,Latex|Latex Techos,0.34,,Producto Latex Techos Sikalastic 560 Verde 20 K (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11878,SIKA 1 4 sachets x 5 lt.,36075.22,437,1,unidad,unidad,categoria_1,,,,SIKA|SIKA 1,0.16,,Producto SIKA 1 4 sachets x 5 lt. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11881,SIKA 1 BIDON x 4 LT.,8992.61,97,1,unidad,unidad,categoria_1,,,,SIKA|SIKA 1,0.3,,Producto SIKA 1 BIDON x 4 LT. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11877,SIKA 1 (Doy pack) 12 x 1 kg.,32131.56,414,1,unidad,unidad,categoria_1,,,,SIKA|SIKA 1,0.34,,Producto SIKA 1 (Doy pack) 12 x 1 kg. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11739,SIKA 1 X 200 KG. (96438),270457.09,81,1,unidad,unidad,categoria_1,,,,SIKA|SIKA 1,0.34,,Producto SIKA 1 X 200 KG. (96438) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11912,SIKA INERTOL INFILTR. X 20L (101568),67355.53,65,1,unidad,unidad,categoria_1,,,,SIKA|SIKA INERTOL,0.34,,Producto SIKA INERTOL INFILTR. X 20L (101568) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11727,SIKA INERTOL INFILTR. X 5L (101566),18053.88,404,1,unidad,unidad,categoria_1,,,,SIKA|SIKA INERTOL,0.36,,Producto SIKA INERTOL INFILTR. X 5L (101566) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11778,SIKA TEX-75 ROLLO X 26 M2 (418408),125631.0,124,1,unidad,unidad,categoria_1,,,,SIKA|SIKA TEX-75,0.14,,Producto SIKA TEX-75 ROLLO X 26 M2 (418408) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11902,SIKACERAM PORCELLANATO BOLSA X 25 KG.,25317.82,167,1,unidad,unidad,categoria_1,,,,SIKACERAM|SIKACERAM PORCELLANATO,0.39,,Producto SIKACERAM PORCELLANATO BOLSA X 25 KG. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11879,SIKACIM LIGANTE PACK 12 x 1 KG.,90981.41,365,1,unidad,unidad,categoria_1,,,,SIKACIM|SIKACIM LIGANTE,0.21,,Producto SIKACIM LIGANTE PACK 12 x 1 KG. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11792,SIKADUR 31 A/B X 1KG (465127),69430.4,311,1,unidad,unidad,categoria_1,,,,SIKADUR|SIKADUR 31,0.35,,Producto SIKADUR 31 A/B X 1KG (465127) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11950,SIKADUR 31 A/B X 6KG (465134),309533.12,15,1,unidad,unidad,categoria_1,,,,SIKADUR|SIKADUR 31,0.32,,Producto SIKADUR 31 A/B X 6KG (465134) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11793,SIKADUR 32 GEL A/B X 1 KG (465119),81167.84,58,1,unidad,unidad,categoria_1,,,,SIKADUR|SIKADUR 32,0.37,,Producto SIKADUR 32 GEL A/B X 1 KG (465119) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11787,SIKADUR 42 (KIT) MORTERO X 28KG,969872.27,342,1,unidad,unidad,categoria_1,,,,SIKADUR|SIKADUR 42,0.31,,Producto SIKADUR 42 (KIT) MORTERO X 28KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11946,SIKADUR 52 INYECCION AR MODULO X 1KG,207232.36,469,1,unidad,unidad,categoria_1,,,,SIKADUR|SIKADUR 52,0.39,,Producto SIKADUR 52 INYECCION AR MODULO X 1KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11718,SIKAFLEX -1 A PLUS GRIS CARTUCHO x 300 (809936),24992.55,97,1,unidad,unidad,categoria_1,,,,SIKAFLEX|SIKAFLEX -1,0.27,,Producto SIKAFLEX -1 A PLUS GRIS CARTUCHO x 300 (809936) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
17756,SIKAFLEX 1A PLUS GRIS (SALCHICHA) 600 ML(805130),37491.3,278,1,unidad,unidad,categoria_1,,,,SIKAFLEX|SIKAFLEX 1A,0.33,,Producto SIKAFLEX 1A PLUS GRIS (SALCHICHA) 600 ML(805130) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
17754,SIKAFLEX 221 BLANCO X 300 CC,29150.65,187,1,unidad,unidad,categoria_1,,,,SIKAFLEX|SIKAFLEX 221,0.11,,Producto SIKAFLEX 221 BLANCO X 300 CC (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11913,Sikaguard Ladrillos profesional x 20 Lt. (499459),84993.0,66,1,unidad,unidad,categoria_1,,,,Sikaguard|Sikaguard Ladrillos,0.17,,Producto Sikaguard Ladrillos profesional x 20 Lt. (499459) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11899,SIKALASTIC 612 GRIS X 25 KG,781821.89,408,1,unidad,unidad,categoria_1,,,,SIKALASTIC|SIKALASTIC 612,0.37,,Producto SIKALASTIC 612 GRIS X 25 KG (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11746,SIKALATEX BIDON X 5 LT (173594),94382.2,66,1,unidad,unidad,categoria_1,,,,SIKALATEX|SIKALATEX BIDON,0.14,,Producto SIKALATEX BIDON X 5 LT (173594) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11744,SIKALATEX X 2 LT,38322.41,331,1,unidad,unidad,categoria_1,,,,SIKALATEX|SIKALATEX X,0.32,,Producto SIKALATEX X 2 LT (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11721,SIKALATEX X 20 LT,361121.21,184,1,unidad,unidad,categoria_1,,,,SIKALATEX|SIKALATEX X,0.35,,Producto SIKALATEX X 20 LT (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11884,SIKAMONOTOP 107 X 25 KG (174012),45927.62,499,1,unidad,unidad,categoria_1,,,,SIKAMONOTOP|SIKAMONOTOP 107,0.25,,Producto SIKAMONOTOP 107 X 25 KG (174012) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
17760,SIKAMONOTOP 312 NFG X 25 KG.(615415),79020.87,27,1,unidad,unidad,categoria_1,,,,SIKAMONOTOP|SIKAMONOTOP 312,0.13,,Producto SIKAMONOTOP 312 NFG X 25 KG.(615415) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11723,SIKAMONOTOP 615 X 25 KG (400849),68829.1,236,1,unidad,unidad,categoria_1,,,,SIKAMONOTOP|SIKAMONOTOP 615,0.27,,Producto SIKAMONOTOP 615 X 25 KG (400849) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
17757,SIKAMONOTOP 620 X 25 KG (400844),66316.83,326,1,unidad,unidad,categoria_1,,,,SIKAMONOTOP|SIKAMONOTOP 620,0.11,,Producto SIKAMONOTOP 620 X 25 KG (400844) (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
11901,"SIKATOP SEAL 107 FLEX MODULO X 25,5 KG",71450.71,466,1,unidad,unidad,categoria_1,,,,SIKATOP|SIKATOP SEAL,0.13,,"Producto SIKATOP SEAL 107 FLEX MODULO X 25,5 KG (categoria_1)",https://via.placeholder.com/150,true,true,categoria_1
1316,RUST OLEUM (241526) COMFORT SPRAY GRIP,17627.24,156,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.28,,Producto RUST OLEUM (241526) COMFORT SPRAY GRIP (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
879,RUST OLEUM (262196) 2XBRILL. AZUL SPA X 340G,19479.62,338,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.29,,Producto RUST OLEUM (262196) 2XBRILL. AZUL SPA X 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1289,RUST OLEUM (270787) SELLADOR ALUMINIO,19890.62,261,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.17,,Producto RUST OLEUM (270787) SELLADOR ALUMINIO (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1301,RUST OLEUM (272093) IMPRIMANTE METAL VIRGEN,19507.39,357,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.24,,Producto RUST OLEUM (272093) IMPRIMANTE METAL VIRGEN (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1320,RUST OLEUM (281957)1-2-3 FONDO MULTIUSOX368GR,19479.62,160,368,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.25,,Producto RUST OLEUM (281957)1-2-3 FONDO MULTIUSOX368GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
2158,RUST OLEUM(248649)PAINT FOR PLASTIC BLACKx340G,25645.19,333,340,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(248649)PAINT,0.32,,Producto RUST OLEUM(248649)PAINT FOR PLASTIC BLACKx340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
823,RUST OLEUM(248921)BRILL. VINILO Y TELA ARENA,21110.14,381,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(248921)BRILL.,0.23,,Producto RUST OLEUM(248921)BRILL. VINILO Y TELA ARENA (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1256,RUST OLEUM(253256)TRANSLUCENT LENS BLACKx283GR,25645.19,351,283,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(253256)TRANSLUCENT,0.21,,Producto RUST OLEUM(253256)TRANSLUCENT LENS BLACKx283GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
873,RUST OLEUM(262159)2XIMPRIMANTE MATE GRISX 340G,19479.62,372,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262159)2XIMPRIMANTE,0.23,,Producto RUST OLEUM(262159)2XIMPRIMANTE MATE GRISX 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1179,RUST OLEUM(262192)2XIMPRIMANTE ROJO MATEX340GR,19479.62,495,2,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(262192)2XIMPRIMANTE,0.23,,Producto RUST OLEUM(262192)2XIMPRIMANTE ROJO MATEX340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1182,RUST OLEUM(2720439)POLIURETANO BRILLANTEX340GR,24132.02,272,340,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(2720439)POLIURETANO,0.37,,Producto RUST OLEUM(2720439)POLIURETANO BRILLANTEX340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1183,RUST OLEUM(272048)POLI. SEMI-BRILLOX340GR,24132.02,334,340,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272048)POLI.,0.31,,Producto RUST OLEUM(272048)POLI. SEMI-BRILLOX340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1411,RUST OLEUM(272071)SP SPECIALTY METAL. OROX312,24132.02,30,312,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(272071)SP,0.24,,Producto RUST OLEUM(272071)SP SPECIALTY METAL. OROX312 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1288,RUST OLEUM(277727)MIRROR EFFECT PLATAX170Grs,25276.08,476,170,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(277727)MIRROR,0.31,,Producto RUST OLEUM(277727)MIRROR EFFECT PLATAX170Grs (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1353,RUST OLEUM(278733) GLOW IN THE DARK X 340GR,37685.57,438,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(278733),0.31,,Producto RUST OLEUM(278733) GLOW IN THE DARK X 340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1403,RUST OLEUM(313527)AUTO CROMO BRILLANTEx340gr.,23534.0,165,340,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM(313527)AUTO,0.36,,Producto RUST OLEUM(313527)AUTO CROMO BRILLANTEx340gr. (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1317,RUST OLEUM (251592) P/CALIPER NEGRO X340GR,26901.48,422,340,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.15,,Producto RUST OLEUM (251592) P/CALIPER NEGRO X340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1198,RUST OLEUM (272055) LATON ANTIGUO X 340 GR,28544.21,104,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.38,,Producto RUST OLEUM (272055) LATON ANTIGUO X 340 GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1364,RUST OLEUM (272063) ACERO INOXIDABLE 340Cm3,26901.48,410,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.28,,Producto RUST OLEUM (272063) ACERO INOXIDABLE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1372,RUST OLEUM (272119) BRILL. LACA NEGROX 312GR,25952.61,13,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.12,,Producto RUST OLEUM (272119) BRILL. LACA NEGROX 312GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1195,RUST OLEUM (272131) FLUOR NARANJA BTE 340Cm3,26974.5,105,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.18,,Producto RUST OLEUM (272131) FLUOR NARANJA BTE 340Cm3 (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1286,RUST OLEUM (276800) PEEL COAT BLANCO MATE,26135.48,421,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.25,,Producto RUST OLEUM (276800) PEEL COAT BLANCO MATE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1291,RUST OLEUM (276802) PEEL COAT PLATA,30747.45,28,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.34,,Producto RUST OLEUM (276802) PEEL COAT PLATA (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1292,RUST OLEUM (284314) PEEL COAT ROJO MATE,30747.45,353,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.28,,Producto RUST OLEUM (284314) PEEL COAT ROJO MATE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1293,RUST OLEUM (284315) PEEL COAT AZUL BTE,30747.45,344,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.35,,Producto RUST OLEUM (284315) PEEL COAT AZUL BTE (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1294,RUST OLEUM (313533) PEEL COAT GRAFITO,30747.45,229,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.24,,Producto RUST OLEUM (313533) PEEL COAT GRAFITO (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1312,RUST OLEUM (314096)STONE PIEDRA NEGRO X 340GR,26723.66,379,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.23,,Producto RUST OLEUM (314096)STONE PIEDRA NEGRO X 340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1310,RUST OLEUM (314099) STONE PIEDRA MARRON X 340GR,26723.66,309,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.36,,Producto RUST OLEUM (314099) STONE PIEDRA MARRON X 340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1315,RUST OLEUM (314100) STONE P.MARRON CLARO X 340GR,26723.66,402,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.18,,Producto RUST OLEUM (314100) STONE P.MARRON CLARO X 340GR (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1483,RUST OLEUM (335316) PIZARRON TRANSP. MATE 312G,15683.32,18,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.37,,Producto RUST OLEUM (335316) PIZARRON TRANSP. MATE 312G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1484,RUST OLEUM (335341) BLANCO LINO 340G,17737.12,474,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.13,,Producto RUST OLEUM (335341) BLANCO LINO 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1462,RUST OLEUM (335345) TIZA ROSA PALIDO 340G,17737.12,198,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.16,,Producto RUST OLEUM (335345) TIZA ROSA PALIDO 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1488,RUST OLEUM (335346) AERO GRIS ENVEJECIDO 340G,17737.12,42,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.26,,Producto RUST OLEUM (335346) AERO GRIS ENVEJECIDO 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1463,RUST OLEUM (335348) TIZA CREMA GASA 340G,17737.12,91,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.18,,Producto RUST OLEUM (335348) TIZA CREMA GASA 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
1485,RUST OLEUM (335349) VERDE ESTANQUE 340G,17737.12,316,1,unidad,unidad,categoria_1,,,,RUST|RUST OLEUM,0.24,,Producto RUST OLEUM (335349) VERDE ESTANQUE 340G (categoria_1),https://via.placeholder.com/150,true,true,categoria_1
