product_code,lista_id,precio
AFTE0045,lista-01-base,22990.0
AFTE0045,lista-02-15up,26438.5
AFTE0045,lista-03-10off,20691.0
AFTE0045,lista-04-15off,19541.5
AFTE0052,lista-01-base,19990.0
AFTE0052,lista-02-15up,22988.5
AFTE0052,lista-03-10off,17991.0
AFTE0052,lista-04-15off,16991.5
AFTE0067,lista-01-base,39990.0
AFTE0067,lista-02-15up,45988.5
AFTE0067,lista-03-10off,35991.0
AFTE0067,lista-04-15off,33991.5
AFTE0068,lista-01-base,37990.0
AFTE0068,lista-02-15up,43688.5
AFTE0068,lista-03-10off,34191.0
AFTE0068,lista-04-15off,32291.5
AFTE0069,lista-01-base,44990.0
AFTE0069,lista-02-15up,51738.5
AFTE0069,lista-03-10off,40491.0
AFTE0069,lista-04-15off,38241.5
AFTE0085,lista-01-base,33990.0
AFTE0085,lista-02-15up,39088.5
AFTE0085,lista-03-10off,30591.0
AFTE0085,lista-04-15off,28891.5
AFTE0086,lista-01-base,37990.0
AFTE0086,lista-02-15up,43688.5
AFTE0086,lista-03-10off,34191.0
AFTE0086,lista-04-15off,32291.5
AFTE0090(C),lista-01-base,32990.0
AFTE0090(C),lista-02-15up,37938.5
AFTE0090(C),lista-03-10off,29691.0
AFTE0090(C),lista-04-15off,28041.5
AFTE0091,lista-01-base,33990.0
AFTE0091,lista-02-15up,39088.5
AFTE0091,lista-03-10off,30591.0
AFTE0091,lista-04-15off,28891.5
AFTE0091(C),lista-01-base,32990.0
AFTE0091(C),lista-02-15up,37938.5
AFTE0091(C),lista-03-10off,29691.0
AFTE0091(C),lista-04-15off,28041.5
AFTE0092,lista-01-base,33990.0
AFTE0092,lista-02-15up,39088.5
AFTE0092,lista-03-10off,30591.0
AFTE0092,lista-04-15off,28891.5
AFTE0092(C),lista-01-base,32990.0
AFTE0092(C),lista-02-15up,37938.5
AFTE0092(C),lista-03-10off,29691.0
AFTE0092(C),lista-04-15off,28041.5
AFTE0099,lista-01-base,16990.0
AFTE0099,lista-02-15up,19538.5
AFTE0099,lista-03-10off,15291.0
AFTE0099,lista-04-15off,14441.5
AFTE0100,lista-01-base,20990.0
AFTE0100,lista-02-15up,24138.5
AFTE0100,lista-03-10off,18891.0
AFTE0100,lista-04-15off,17841.5
AFTE0999,lista-01-base,34990.0
AFTE0999,lista-02-15up,40238.5
AFTE0999,lista-03-10off,31491.0
AFTE0999,lista-04-15off,29741.5
AFVA0031,lista-01-base,4400.0
AFVA0031,lista-02-15up,5060.0
AFVA0031,lista-03-10off,3960.0
AFVA0031,lista-04-15off,3740.0
AFVA0100,lista-01-base,2100.0
AFVA0100,lista-02-15up,2415.0
AFVA0100,lista-03-10off,1890.0
AFVA0100,lista-04-15off,1785.0
AFVA0165,lista-01-base,18400.0
AFVA0165,lista-02-15up,21160.0
AFVA0165,lista-03-10off,16560.0
AFVA0165,lista-04-15off,15640.0
AFVA0206,lista-01-base,2100.0
AFVA0206,lista-02-15up,2415.0
AFVA0206,lista-03-10off,1890.0
AFVA0206,lista-04-15off,1785.0
AFWKY007,lista-01-base,57200.0
AFWKY007,lista-02-15up,65780.0
AFWKY007,lista-03-10off,51480.0
AFWKY007,lista-04-15off,48620.0
AFWKY009,lista-01-base,31700.0
AFWKY009,lista-02-15up,36455.0
AFWKY009,lista-03-10off,28530.0
AFWKY009,lista-04-15off,26945.0
DELI0034,lista-01-base,12000.0
DELI0034,lista-02-15up,13800.0
DELI0034,lista-03-10off,10800.0
DELI0034,lista-04-15off,10200.0
DELI0035,lista-01-base,12000.0
DELI0035,lista-02-15up,13800.0
DELI0035,lista-03-10off,10800.0
DELI0035,lista-04-15off,10200.0
DELI0036,lista-01-base,12000.0
DELI0036,lista-02-15up,13800.0
DELI0036,lista-03-10off,10800.0
DELI0036,lista-04-15off,10200.0
DELI0037,lista-01-base,11500.0
DELI0037,lista-02-15up,13225.0
DELI0037,lista-03-10off,10350.0
DELI0037,lista-04-15off,9775.0
DELI0038,lista-01-base,18900.0
DELI0038,lista-02-15up,21735.0
DELI0038,lista-03-10off,17010.0
DELI0038,lista-04-15off,16065.0
DELI0039,lista-01-base,16100.0
DELI0039,lista-02-15up,18515.0
DELI0039,lista-03-10off,14490.0
DELI0039,lista-04-15off,13685.0
DELI0040,lista-01-base,16100.0
DELI0040,lista-02-15up,18515.0
DELI0040,lista-03-10off,14490.0
DELI0040,lista-04-15off,13685.0
VACO0001,lista-01-base,69650.0
VACO0001,lista-02-15up,80097.5
VACO0001,lista-03-10off,62685.0
VACO0001,lista-04-15off,59202.5
VACO0002,lista-01-base,32700.0
VACO0002,lista-02-15up,37605.0
VACO0002,lista-03-10off,29430.0
VACO0002,lista-04-15off,27795.0
VACO0003,lista-01-base,35200.0
VACO0003,lista-02-15up,40480.0
VACO0003,lista-03-10off,31680.0
VACO0003,lista-04-15off,29920.0
VACO0004,lista-01-base,25200.0
VACO0004,lista-02-15up,28980.0
VACO0004,lista-03-10off,22680.0
VACO0004,lista-04-15off,21420.0
VACO0005,lista-01-base,37800.0
VACO0005,lista-02-15up,43470.0
VACO0005,lista-03-10off,34020.0
VACO0005,lista-04-15off,32130.0
VACO0006,lista-01-base,17600.0
VACO0006,lista-02-15up,20240.0
VACO0006,lista-03-10off,15840.0
VACO0006,lista-04-15off,14960.0
VACO0007,lista-01-base,32700.0
VACO0007,lista-02-15up,37605.0
VACO0007,lista-03-10off,29430.0
VACO0007,lista-04-15off,27795.0
VACO0008,lista-01-base,17640.0
VACO0008,lista-02-15up,20286.0
VACO0008,lista-03-10off,15876.0
VACO0008,lista-04-15off,14994.0
VACO0009,lista-01-base,25200.0
VACO0009,lista-02-15up,28980.0
VACO0009,lista-03-10off,22680.0
VACO0009,lista-04-15off,21420.0
VACO0011,lista-01-base,17640.0
VACO0011,lista-02-15up,20286.0
VACO0011,lista-03-10off,15876.0
VACO0011,lista-04-15off,14994.0
VACO0012,lista-01-base,49100.0
VACO0012,lista-02-15up,56465.0
VACO0012,lista-03-10off,44190.0
VACO0012,lista-04-15off,41735.0
VACO0013,lista-01-base,30200.0
VACO0013,lista-02-15up,34730.0
VACO0013,lista-03-10off,27180.0
VACO0013,lista-04-15off,25670.0
VACO0014,lista-01-base,30200.0
VACO0014,lista-02-15up,34730.0
VACO0014,lista-03-10off,27180.0
VACO0014,lista-04-15off,25670.0
VACO0015,lista-01-base,27700.0
VACO0015,lista-02-15up,31855.0
VACO0015,lista-03-10off,24930.0
VACO0015,lista-04-15off,23545.0
VACO0016,lista-01-base,37800.0
VACO0016,lista-02-15up,43470.0
VACO0016,lista-03-10off,34020.0
VACO0016,lista-04-15off,32130.0
VACO0017,lista-01-base,44100.0
VACO0017,lista-02-15up,50715.0
VACO0017,lista-03-10off,39690.0
VACO0017,lista-04-15off,37485.0
VACO0018,lista-01-base,30240.0
VACO0018,lista-02-15up,34776.0
VACO0018,lista-03-10off,27216.0
VACO0018,lista-04-15off,25704.0
VACO0019,lista-01-base,20160.0
VACO0019,lista-02-15up,23184.0
VACO0019,lista-03-10off,18144.0
VACO0019,lista-04-15off,17136.0
VACO0020,lista-01-base,18200.0
VACO0020,lista-02-15up,20930.0
VACO0020,lista-03-10off,16380.0
VACO0020,lista-04-15off,15470.0
VACO0021,lista-01-base,77200.0
VACO0021,lista-02-15up,88780.0
VACO0021,lista-03-10off,69480.0
VACO0021,lista-04-15off,65620.0
VACO0022,lista-01-base,35280.0
VACO0022,lista-02-15up,40572.0
VACO0022,lista-03-10off,31752.0
VACO0022,lista-04-15off,29988.0
VACO0023,lista-01-base,16800.0
VACO0023,lista-02-15up,19320.0
VACO0023,lista-03-10off,15120.0
VACO0023,lista-04-15off,14280.0
VACO0024,lista-01-base,56700.0
VACO0024,lista-02-15up,65205.0
VACO0024,lista-03-10off,51030.0
VACO0024,lista-04-15off,48195.0
VACO0025,lista-01-base,19600.0
VACO0025,lista-02-15up,22540.0
VACO0025,lista-03-10off,17640.0
VACO0025,lista-04-15off,16660.0
VACO0026,lista-01-base,22600.0
VACO0026,lista-02-15up,25990.0
VACO0026,lista-03-10off,20340.0
VACO0026,lista-04-15off,19210.0
VACO0027,lista-01-base,30200.0
VACO0027,lista-02-15up,34730.0
VACO0027,lista-03-10off,27180.0
VACO0027,lista-04-15off,25670.0
VACO0028,lista-01-base,12300.0
VACO0028,lista-02-15up,14145.0
VACO0028,lista-03-10off,11070.0
VACO0028,lista-04-15off,10455.0
VACO0029,lista-01-base,2000.0
VACO0029,lista-02-15up,2300.0
VACO0029,lista-03-10off,1800.0
VACO0029,lista-04-15off,1700.0
VACO0030,lista-01-base,3800.0
VACO0030,lista-02-15up,4370.0
VACO0030,lista-03-10off,3420.0
VACO0030,lista-04-15off,3230.0
VACO0031,lista-01-base,3700.0
VACO0031,lista-02-15up,4255.0
VACO0031,lista-03-10off,3330.0
VACO0031,lista-04-15off,3145.0
VACO0032,lista-01-base,4000.0
VACO0032,lista-02-15up,4600.0
VACO0032,lista-03-10off,3600.0
VACO0032,lista-04-15off,3400.0
VACO0033,lista-01-base,4760.0
VACO0033,lista-02-15up,5474.0
VACO0033,lista-03-10off,4284.0
VACO0033,lista-04-15off,4046.0
VACO0034,lista-01-base,1900.0
VACO0034,lista-02-15up,2185.0
VACO0034,lista-03-10off,1710.0
VACO0034,lista-04-15off,1615.0
VACO0035,lista-01-base,2500.0
VACO0035,lista-02-15up,2875.0
VACO0035,lista-03-10off,2250.0
VACO0035,lista-04-15off,2125.0
VACO0036,lista-01-base,2600.0
VACO0036,lista-02-15up,2990.0
VACO0036,lista-03-10off,2340.0
VACO0036,lista-04-15off,2210.0
VACO0037,lista-01-base,6520.0
VACO0037,lista-02-15up,7498.0
VACO0037,lista-03-10off,5868.0
VACO0037,lista-04-15off,5542.0
VACO0038,lista-01-base,30000.0
VACO0038,lista-02-15up,34500.0
VACO0038,lista-03-10off,27000.0
VACO0038,lista-04-15off,25500.0
VACO0039,lista-01-base,25000.0
VACO0039,lista-02-15up,28750.0
VACO0039,lista-03-10off,22500.0
VACO0039,lista-04-15off,21250.0
VACO0040,lista-01-base,18400.0
VACO0040,lista-02-15up,21160.0
VACO0040,lista-03-10off,16560.0
VACO0040,lista-04-15off,15640.0
VACO0042,lista-01-base,76200.0
VACO0042,lista-02-15up,87630.0
VACO0042,lista-03-10off,68580.0
VACO0042,lista-04-15off,64770.0
VACO0043,lista-01-base,26600.0
VACO0043,lista-02-15up,30590.0
VACO0043,lista-03-10off,23940.0
VACO0043,lista-04-15off,22610.0
VACO0044,lista-01-base,33400.0
VACO0044,lista-02-15up,38410.0
VACO0044,lista-03-10off,30060.0
VACO0044,lista-04-15off,28390.0
VACO0045,lista-01-base,38000.0
VACO0045,lista-02-15up,43700.0
VACO0045,lista-03-10off,34200.0
VACO0045,lista-04-15off,32300.0
VACO0049,lista-01-base,28600.0
VACO0049,lista-02-15up,32890.0
VACO0049,lista-03-10off,25740.0
VACO0049,lista-04-15off,24310.0
VACO0051,lista-01-base,34800.0
VACO0051,lista-02-15up,40020.0
VACO0051,lista-03-10off,31320.0
VACO0051,lista-04-15off,29580.0
VACO0052,lista-01-base,36000.0
VACO0052,lista-02-15up,41400.0
VACO0052,lista-03-10off,32400.0
VACO0052,lista-04-15off,30600.0
VACO0053,lista-01-base,10000.0
VACO0053,lista-02-15up,11500.0
VACO0053,lista-03-10off,9000.0
VACO0053,lista-04-15off,8500.0
VACO0055,lista-01-base,42300.0
VACO0055,lista-02-15up,48645.0
VACO0055,lista-03-10off,38070.0
VACO0055,lista-04-15off,35955.0
VACO0056,lista-01-base,36500.0
VACO0056,lista-02-15up,41975.0
VACO0056,lista-03-10off,32850.0
VACO0056,lista-04-15off,31025.0
VACO0057,lista-01-base,15000.0
VACO0057,lista-02-15up,17250.0
VACO0057,lista-03-10off,13500.0
VACO0057,lista-04-15off,12750.0
VACO0058,lista-01-base,22200.0
VACO0058,lista-02-15up,25530.0
VACO0058,lista-03-10off,19980.0
VACO0058,lista-04-15off,18870.0
VACO0059,lista-01-base,10000.0
VACO0059,lista-02-15up,11500.0
VACO0059,lista-03-10off,9000.0
VACO0059,lista-04-15off,8500.0
VACO0074,lista-01-base,10000.0
VACO0074,lista-02-15up,11500.0
VACO0074,lista-03-10off,9000.0
VACO0074,lista-04-15off,8500.0
VACO0075,lista-01-base,16200.0
VACO0075,lista-02-15up,18630.0
VACO0075,lista-03-10off,14580.0
VACO0075,lista-04-15off,13770.0
VACO0076,lista-01-base,12300.0
VACO0076,lista-02-15up,14145.0
VACO0076,lista-03-10off,11070.0
VACO0076,lista-04-15off,10455.0
VACO0077,lista-01-base,12700.0
VACO0077,lista-02-15up,14605.0
VACO0077,lista-03-10off,11430.0
VACO0077,lista-04-15off,10795.0
VACO0078,lista-01-base,12700.0
VACO0078,lista-02-15up,14605.0
VACO0078,lista-03-10off,11430.0
VACO0078,lista-04-15off,10795.0
VACO0079,lista-01-base,13500.0
VACO0079,lista-02-15up,15525.0
VACO0079,lista-03-10off,12150.0
VACO0079,lista-04-15off,11475.0
VACO0082,lista-01-base,8700.0
VACO0082,lista-02-15up,10005.0
VACO0082,lista-03-10off,7830.0
VACO0082,lista-04-15off,7395.0
VACO0084,lista-01-base,15400.0
VACO0084,lista-02-15up,17710.0
VACO0084,lista-03-10off,13860.0
VACO0084,lista-04-15off,13090.0
VACO0085,lista-01-base,10700.0
VACO0085,lista-02-15up,12305.0
VACO0085,lista-03-10off,9630.0
VACO0085,lista-04-15off,9095.0
VACO0087,lista-01-base,10000.0
VACO0087,lista-02-15up,11500.0
VACO0087,lista-03-10off,9000.0
VACO0087,lista-04-15off,8500.0
VACO0088,lista-01-base,10000.0
VACO0088,lista-02-15up,11500.0
VACO0088,lista-03-10off,9000.0
VACO0088,lista-04-15off,8500.0
VACO0089,lista-01-base,10000.0
VACO0089,lista-02-15up,11500.0
VACO0089,lista-03-10off,9000.0
VACO0089,lista-04-15off,8500.0
VACO0090,lista-01-base,14100.0
VACO0090,lista-02-15up,16215.0
VACO0090,lista-03-10off,12690.0
VACO0090,lista-04-15off,11985.0
VACO0091,lista-01-base,13600.0
VACO0091,lista-02-15up,15640.0
VACO0091,lista-03-10off,12240.0
VACO0091,lista-04-15off,11560.0
VACO0092,lista-01-base,13600.0
VACO0092,lista-02-15up,15640.0
VACO0092,lista-03-10off,12240.0
VACO0092,lista-04-15off,11560.0
VACO0100,lista-01-base,51420.0
VACO0100,lista-02-15up,59133.0
VACO0100,lista-03-10off,46278.0
VACO0100,lista-04-15off,43707.0
VACO0101,lista-01-base,44501.36
VACO0101,lista-02-15up,51176.56
VACO0101,lista-03-10off,40051.22
VACO0101,lista-04-15off,37826.16
VACO0102,lista-01-base,48044.99
VACO0102,lista-02-15up,55251.74
VACO0102,lista-03-10off,43240.49
VACO0102,lista-04-15off,40838.24
VACO0103,lista-01-base,42852.15
VACO0103,lista-02-15up,49279.97
VACO0103,lista-03-10off,38566.94
VACO0103,lista-04-15off,36424.33
VACO0104,lista-01-base,47758.88
VACO0104,lista-02-15up,54922.71
VACO0104,lista-03-10off,42982.99
VACO0104,lista-04-15off,40595.05
VACO0105,lista-01-base,13500.0
VACO0105,lista-02-15up,15525.0
VACO0105,lista-03-10off,12150.0
VACO0105,lista-04-15off,11475.0
VACO0107,lista-01-base,13500.0
VACO0107,lista-02-15up,15525.0
VACO0107,lista-03-10off,12150.0
VACO0107,lista-04-15off,11475.0
VACO0108,lista-01-base,13500.0
VACO0108,lista-02-15up,15525.0
VACO0108,lista-03-10off,12150.0
VACO0108,lista-04-15off,11475.0
VACO0109,lista-01-base,13500.0
VACO0109,lista-02-15up,15525.0
VACO0109,lista-03-10off,12150.0
VACO0109,lista-04-15off,11475.0
VACO0110,lista-01-base,25200.0
VACO0110,lista-02-15up,28980.0
VACO0110,lista-03-10off,22680.0
VACO0110,lista-04-15off,21420.0
VACO0112,lista-01-base,25200.0
VACO0112,lista-02-15up,28980.0
VACO0112,lista-03-10off,22680.0
VACO0112,lista-04-15off,21420.0
VACO0113,lista-01-base,20500.0
VACO0113,lista-02-15up,23575.0
VACO0113,lista-03-10off,18450.0
VACO0113,lista-04-15off,17425.0
VACO0114,lista-01-base,21500.0
VACO0114,lista-02-15up,24725.0
