product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
6320,PAMPERS TOALLITAS Limpeza Delicada x48 (.),5941.96,374,12,unidad,unidad,Cuidado personal,Toallitas bebé,Pampers,Toallitas húmedas,PAMPERS TOALLITAS Limpeza Delicada x48 (.)|6320|toallitas bebé|caja|bulto|unidad|caja x12|bulto x12|x12|Pampers|caja pampers|bulto pampers|toallitas,0.91,0.80,"Toallitas húmedas, marca Pampers, caja x12, toallitas bebé, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
1088,ALWAYS Triple Protec Dia Seca 8 UNI.,5185.60,374,24,unidad,unidad,Cuidado personal,Cuidado femenino,Always,8 un,ALWAYS Triple Protec Dia Seca 8 UNI.|1088|cuidado femenino|caja|bulto|unidad|caja x24|bulto x24|x24|Always|caja always|bulto always|uni,0.91,0.80,"Toalla femenina, marca Always, 8 un, caja x24, cuidado femenino.",,true,true,Sucursal Córdoba
11797,ALWAYS XTRA NOCHES TRAN. SECAS X8,4168.69,372,12,unidad,unidad,Cuidado personal,Cuidado femenino,Always,Toalla femenina,ALWAYS XTRA NOCHES TRAN. SECAS X8|11797|cuidado femenino|caja|bulto|unidad|caja x12|bulto x12|x12|Always|caja always|bulto always|xtra|noches,0.90,0.79,"Toalla femenina, marca Always, caja x12, cuidado femenino, noche, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
2413,ALWAYS PROT. DIARIOS PERF X 40 NUEVO,4564.15,372,24,unidad,unidad,Cuidado personal,Cuidado femenino,Always,Protectores diarios,ALWAYS PROT. DIARIOS PERF X 40 NUEVO|2413|cuidado femenino|caja|bulto|unidad|caja x24|bulto x24|x24|Always|caja always|bulto always|prot|diarios,0.90,0.79,"Protectores diarios, marca Always, caja x24, cuidado femenino, uso diario.",,true,true,Sucursal Córdoba
1095,DOWNY 500ml BRISA SUAVE,5736.69,372,12,unidad,unidad,Cuidado personal,Suavizante,Downy,500 ml,DOWNY 500ml BRISA SUAVE|1095|suavizante|caja|bulto|unidad|caja x12|bulto x12|x12|Downy|caja downy|bulto downy|500|brisa,0.90,0.79,"Suavizante de ropa, marca Downy, 500 ml, caja x12, suavizante, brisa suave.",,true,true,Sucursal Córdoba
1098,DOWNY 1L BRISA SUAVE,11400.90,369,12,unidad,unidad,Cuidado personal,Suavizante,Downy,1 L,DOWNY 1L BRISA SUAVE|1098|suavizante|caja|bulto|unidad|caja x12|bulto x12|x12|Downy|caja downy|bulto downy|brisa|suave,0.89,0.78,"Suavizante de ropa, marca Downy, 1 L, caja x12, suavizante, brisa suave.",,true,true,Sucursal Córdoba
11234,DOWNY 1L BRISA INTENSO,11400.90,369,12,unidad,unidad,Cuidado personal,Suavizante,Downy,1 L,DOWNY 1L BRISA INTENSO|11234|suavizante|caja|bulto|unidad|caja x12|bulto x12|x12|Downy|caja downy|bulto downy|brisa|intenso,0.89,0.78,"Suavizante de ropa, marca Downy, 1 L, caja x12, suavizante, brisa intenso.",,true,true,Sucursal Córdoba
880,Downy Bot Brisa Suave 350ml,4351.86,366,12,unidad,unidad,Cuidado personal,Suavizante,Downy,350 ml,Downy Bot Brisa Suave 350ml|880|suavizante|caja|bulto|unidad|caja x12|bulto x12|x12|Downy|caja downy|bulto downy|350,0.88,0.77,"Suavizante de ropa, marca Downy, 350 ml, caja x12, suavizante, brisa suave.",,true,true,Sucursal Córdoba
550,PRESTO ULTRA GRIP X UNIDAD (NUEVA),1120.73,366,576,unidad,unidad,Cuidado personal,Afeitado desechable,Prestobarba,Máquina de afeitar,PRESTO ULTRA GRIP X UNIDAD (NUEVA)|550|afeitado desechable|caja|bulto|unidad|caja x576|bulto x576|x576|Prestobarba|caja prestobarba|bulto prestobarba|presto|ultra,0.88,0.77,"Máquina de afeitar, marca Prestobarba, caja x576, afeitado desechable, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
1430,PRESTO 3 BLISTER X 2 UNID,6031.34,366,72,unidad,unidad,Cuidado personal,Afeitado desechable,Prestobarba,2 un,PRESTO 3 BLISTER X 2 UNID|1430|afeitado desechable|caja|bulto|unidad|caja x72|bulto x72|x72|Prestobarba|caja prestobarba|bulto prestobarba|presto|blister,0.88,0.77,"Máquina de afeitar, marca Prestobarba, 2 un, caja x72, afeitado desechable.",,true,true,Sucursal Córdoba
220,PRESTO 3 BLISTER X8 UNI,20646.40,363,18,unidad,unidad,Cuidado personal,Afeitado desechable,Prestobarba,8 un,PRESTO 3 BLISTER X8 UNI|220|afeitado desechable|caja|bulto|unidad|caja x18|bulto x18|x18|Prestobarba|caja prestobarba|bulto prestobarba|presto|blister,0.87,0.77,"Máquina de afeitar, marca Prestobarba, 8 un, caja x18, afeitado desechable.",,true,true,Sucursal Córdoba
2248,VENUS MAQ. ORIGINAL x 1 UNID.,16128.42,363,36,unidad,unidad,Cuidado personal,Afeitado sistemas,Venus,1 un,VENUS MAQ. ORIGINAL x 1 UNID.|2248|afeitado sistemas|caja|bulto|unidad|caja x36|bulto x36|x36|Venus|caja venus|bulto venus|maq|original,0.87,0.77,"Máquina de afeitar, marca Venus, 1 un, caja x36, afeitado sistemas.",,true,true,Sucursal Córdoba
11617,OLD SPICE DES. BARRA FRESH 50g,8512.66,360,12,unidad,unidad,Cuidado personal,Desodorantes,Old Spice,50 g,OLD SPICE DES. BARRA FRESH 50g|11617|desodorantes|caja|bulto|unidad|caja x12|bulto x12|x12|Old Spice|caja old spice|bulto old spice|shampoo|old,0.86,0.76,"Desodorante, marca Old Spice, 50 g, caja x12, desodorantes, fresh.",,true,true,Sucursal Córdoba
1003,FOAMY REGULAR X 312 GR,10508.02,360,12,unidad,unidad,Cuidado personal,Espuma de afeitar,Foamy,312 g,FOAMY REGULAR X 312 GR|1003|espuma de afeitar|caja|bulto|unidad|caja x12|bulto x12|x12|Foamy|caja foamy|bulto foamy|regular|312,0.86,0.76,"Espuma de afeitar, marca Foamy, 312 g, caja x12, espuma de afeitar.",,true,true,Sucursal Córdoba
1641,MAGISTRAL LIMON 300ML,2290.09,346,21,unidad,unidad,Limpieza hogar,Lavavajillas,Magistral,300 ml,MAGISTRAL LIMON 300ML|1641|lavavajillas|caja|bulto|unidad|caja x21|bulto x21|x21|Magistral|caja magistral|bulto magistral|detergente|det,0.81,0.71,"Lavavajillas, marca Magistral, 300 ml, caja x21, lavavajillas, limón, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
1642,MAGISTRAL LIMON 500ML,3616.80,346,20,unidad,unidad,Limpieza hogar,Lavavajillas,Magistral,500 ml,MAGISTRAL LIMON 500ML|1642|lavavajillas|caja|bulto|unidad|caja x20|bulto x20|x20|Magistral|caja magistral|bulto magistral|detergente|det,0.81,0.71,"Lavavajillas, marca Magistral, 500 ml, caja x20, lavavajillas, limón, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
1643,MAGISTRAL LIMON 750ML,5425.27,346,18,unidad,unidad,Limpieza hogar,Lavavajillas,Magistral,750 ml,MAGISTRAL LIMON 750ML|1643|lavavajillas|caja|bulto|unidad|caja x18|bulto x18|x18|Magistral|caja magistral|bulto magistral|detergente|det,0.81,0.71,"Lavavajillas, marca Magistral, 750 ml, caja x18, lavavajillas, limón, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
18729,MAGISTRAL GATILLO X 500ml LIMON ANTIGRASA,4211.71,344,12,unidad,unidad,Limpieza hogar,Limpiadores,Magistral,500 ml,MAGISTRAL GATILLO X 500ml LIMON ANTIGRASA|18729|limpiadores|caja|bulto|unidad|caja x12|bulto x12|x12|Magistral|caja magistral|bulto magistral|detergente|lavavajillas,0.80,0.70,"Limpiador en gatillo, marca Magistral, 500 ml, caja x12, limpiadores, limón.",,true,true,Sucursal Córdoba
18730,MAGISTRAL GATILLO X 500ml NARANJA ANTIGRASA,4211.71,344,12,unidad,unidad,Limpieza hogar,Limpiadores,Magistral,500 ml,MAGISTRAL GATILLO X 500ml NARANJA ANTIGRASA|18730|limpiadores|caja|bulto|unidad|caja x12|bulto x12|x12|Magistral|caja magistral|bulto magistral|detergente|lavavajillas,0.80,0.70,"Limpiador en gatillo, marca Magistral, 500 ml, caja x12, limpiadores, naranja.",,true,true,Sucursal Córdoba
18359,ZORRO ULTRA DETERG.BOT 500ml Limon Original Glicer,2072.23,341,20,unidad,unidad,Limpieza hogar,Lavavajillas,Zorro,500 ml,ZORRO ULTRA DETERG.BOT 500ml Limon Original Glicer|18359|lavavajillas|caja|bulto|unidad|caja x20|bulto x20|x20|Zorro|caja zorro|bulto zorro|ultra|deterg,0.79,0.70,"Lavavajillas, marca Zorro, 500 ml, caja x20, lavavajillas, limón, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
18353,ZORRO ULTRA DETERG. BOT300ml Limon Original Glicer,1325.28,341,16,unidad,unidad,Limpieza hogar,Lavavajillas,Zorro,300 ml,ZORRO ULTRA DETERG. BOT300ml Limon Original Glicer|18353|lavavajillas|caja|bulto|unidad|caja x16|bulto x16|x16|Zorro|caja zorro|bulto zorro|ultra|deterg,0.79,0.70,"Lavavajillas, marca Zorro, 300 ml, caja x16, lavavajillas, limón, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
18342,ZORRO JB LIQ DP Evol Quitamanchas 800ml,2654.98,338,14,unidad,unidad,Limpieza hogar,Jabón líquido,Zorro,800 ml,ZORRO JB LIQ DP Evol Quitamanchas 800ml|18342|jabón líquido|caja|bulto|unidad|caja x14|bulto x14|x14|Zorro|caja zorro|bulto zorro|liq|800,0.78,0.69,"Jabón líquido para ropa, marca Zorro, 800 ml, caja x14, jabón líquido.",,true,true,Sucursal Córdoba
18343,ZORRO JB LIQ DP Evol Quitamanchas 3L,9305.02,338,4,unidad,unidad,Limpieza hogar,Jabón líquido,Zorro,3 L,ZORRO JB LIQ DP Evol Quitamanchas 3L|18343|jabón líquido|caja|bulto|unidad|caja x4|bulto x4|x4|Zorro|caja zorro|bulto zorro|liq,0.78,0.69,"Jabón líquido para ropa, marca Zorro, 3 L, caja x4, jabón líquido.",,true,true,Sucursal Córdoba
18387,ZORRO SUAVIZ. X900ML DP Elegante,2715.64,338,14,unidad,unidad,Limpieza hogar,Suavizante,Zorro,900 ml,ZORRO SUAVIZ. X900ML DP Elegante|18387|suavizante|caja|bulto|unidad|caja x14|bulto x14|x14|Zorro|caja zorro|bulto zorro|suaviz|x900ml,0.78,0.69,"Suavizante de ropa, marca Zorro, 900 ml, caja x14, suavizante.",,true,true,Sucursal Córdoba
18389,ZORRO SUAVIZ. X3L DP Elegante,9765.50,335,4,unidad,unidad,Limpieza hogar,Suavizante,Zorro,3 L,ZORRO SUAVIZ. X3L DP Elegante|18389|suavizante|caja|bulto|unidad|caja x4|bulto x4|x4|Zorro|caja zorro|bulto zorro|suaviz|x3l,0.77,0.68,"Suavizante de ropa, marca Zorro, 3 L, caja x4, suavizante.",,true,true,Sucursal Córdoba
18240,PLB SH X1LTR Brillo,3493.19,335,12,unidad,unidad,Limpieza hogar,Shampoo y acondicionador,Plusbelle,1 L,PLB SH X1LTR Brillo|18240|shampoo y acondicionador|caja|bulto|unidad|caja x12|bulto x12|x12|Plusbelle|caja plusbelle|bulto plusbelle|shampoo|plb,0.77,0.68,"Shampoo, marca Plusbelle, 1 L, caja x12, shampoo y acondicionador.",,true,true,Sucursal Córdoba
18260,PLB CN X1LTR Brillo Corazón,3493.58,332,12,unidad,unidad,Limpieza hogar,Shampoo y acondicionador,Plusbelle,1 L,PLB CN X1LTR Brillo Corazón|18260|shampoo y acondicionador|caja|bulto|unidad|caja x12|bulto x12|x12|Plusbelle|caja plusbelle|bulto plusbelle|plb|x1ltr,0.76,0.67,"Acondicionador, marca Plusbelle, 1 L, caja x12, shampoo y acondicionador.",,true,true,Sucursal Córdoba
18416,ACE BOTELLA X 800ML,3013.09,332,15,unidad,unidad,Limpieza hogar,Jabón líquido,Ace,800 ml,ACE BOTELLA X 800ML|18416|jabón líquido|caja|bulto|unidad|caja x15|bulto x15|x15|Ace|caja ace|bulto ace|botella|800ml,0.76,0.67,"Jabón líquido para ropa, marca Ace, 800 ml, caja x15, jabón líquido.",,true,true,Sucursal Córdoba
18415,ACE POUCH X3000 ML,9305.00,330,4,unidad,unidad,Limpieza hogar,Jabón líquido,Ace,3000 ml,ACE POUCH X3000 ML|18415|jabón líquido|caja|bulto|unidad|caja x4|bulto x4|x4|Ace|caja ace|bulto ace|pouch|doypack,0.75,0.66,"Jabón líquido para ropa, marca Ace, 3000 ml, caja x4, jabón líquido.",,true,true,Sucursal Córdoba
2082,ARIEL Liquido DELICATES POUCH 800ML,3242.73,330,12,unidad,unidad,Limpieza hogar,Jabón líquido,Ariel,800 ml,ARIEL Liquido DELICATES POUCH 800ML|2082|jabón líquido|caja|bulto|unidad|caja x12|bulto x12|x12|Ariel|caja ariel|bulto ariel|pouch|doypack,0.75,0.66,"Jabón líquido para ropa, marca Ariel, 800 ml, caja x12, jabón líquido.",,true,true,Sucursal Córdoba
18367,Zorro BAÑO GAT LIMP. PROF. 500ml,3139.18,330,20,unidad,unidad,Limpieza hogar,Limpiadores específicos,Zorro,500 ml,Zorro BAÑO GAT LIMP. PROF. 500ml|18367|limpiadores específicos|caja|bulto|unidad|caja x20|bulto x20|x20|Zorro|caja zorro|bulto zorro|baño|gat,0.75,0.66,"Limpiador de baño, marca Zorro, 500 ml, caja x20, limpiadores específicos.",,true,true,Sucursal Córdoba
18707,Okebon Leche 273g,1913.74,327,18,unidad,unidad,Limpieza hogar,Galletitas,Okebon,273 g,Okebon Leche 273g|18707|galletitas|caja|bulto|unidad|caja x18|bulto x18|x18|Okebon|caja okebon|bulto okebon|273,0.74,0.65,"Galletita, marca Okebon, 273 g, caja x18, galletitas, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
18400,ZORRO JAB. EN PAN X2 Clásico 150gs,1947.64,327,42,unidad,unidad,Limpieza hogar,Jabón en pan,Zorro,Jabón en pan,ZORRO JAB. EN PAN X2 Clásico 150gs|18400|jabón en pan|caja|bulto|unidad|caja x42|bulto x42|x42|Zorro|caja zorro|bulto zorro|jab|pan,0.74,0.65,"Jabón en pan, marca Zorro, caja x42, jabón en pan.",,true,true,Sucursal Córdoba
20102,POETT 900ml BEBE MULTIESP Desinf.,2040.13,324,12,unidad,unidad,Limpieza hogar,Limpiadores,Poett,900 ml,POETT 900ml BEBE MULTIESP Desinf.|20102|limpiadores|caja|bulto|unidad|caja x12|bulto x12|x12|Poett|caja poett|bulto poett|900|bebe,0.73,0.64,"Limpiador desinfectante, marca Poett, 900 ml, caja x12, limpiadores, bebé.",,true,true,Sucursal Córdoba
20104,POETT 900ml ESPIRITU MULTIESP Desinf.,2040.13,324,12,unidad,unidad,Limpieza hogar,Limpiadores,Poett,900 ml,POETT 900ml ESPIRITU MULTIESP Desinf.|20104|limpiadores|caja|bulto|unidad|caja x12|bulto x12|x12|Poett|caja poett|bulto poett|900|espiritu,0.73,0.64,"Limpiador desinfectante, marca Poett, 900 ml, caja x12, limpiadores, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
20109,POETT 900ml ALEGRA TU DIA MULTIESP Desinf.,2040.13,321,12,unidad,unidad,Limpieza hogar,Limpiadores,Poett,900 ml,POETT 900ml ALEGRA TU DIA MULTIESP Desinf.|20109|limpiadores|caja|bulto|unidad|caja x12|bulto x12|x12|Poett|caja poett|bulto poett|900|alegra,0.72,0.63,"Limpiador desinfectante, marca Poett, 900 ml, caja x12, limpiadores, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
20032,LAVANDINA 1L MULTISUP LAVANDA AYUDIN,1842.22,321,15,unidad,unidad,Limpieza hogar,Lavandina,Ayudín,1 L,LAVANDINA 1L MULTISUP LAVANDA AYUDIN|20032|lavandina|caja|bulto|unidad|caja x15|bulto x15|x15|Ayudín|caja ayudín|bulto ayudín|cloro|multisup,0.72,0.63,"Lavandina, marca Ayudín, 1 L, caja x15, lavandina, lavanda, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
20035,LAVANDINA 1L MULTISUP GLACIAR AYUDIN,1842.22,321,15,unidad,unidad,Limpieza hogar,Lavandina,Ayudín,1 L,LAVANDINA 1L MULTISUP GLACIAR AYUDIN|20035|lavandina|caja|bulto|unidad|caja x15|bulto x15|x15|Ayudín|caja ayudín|bulto ayudín|cloro|multisup,0.72,0.63,"Lavandina, marca Ayudín, 1 L, caja x15, lavandina, glaciar, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
20410,TRENET POWER 120g DP POLVO,2283.31,318,24,unidad,unidad,Limpieza hogar,Quitamanchas ropa,Trenet,120 g,TRENET POWER 120g DP POLVO|20410|quitamanchas ropa|caja|bulto|unidad|caja x24|bulto x24|x24|Trenet|caja trenet|bulto trenet|power|120,0.71,0.62,"Quitamanchas ropa, marca Trenet, 120 g, caja x24, quitamanchas ropa.",,true,true,Sucursal Córdoba
20305,REPELENTE SELTON DIARIO 165ml,5615.10,318,12,unidad,unidad,Limpieza hogar,Repelente,Selton,165 ml,REPELENTE SELTON DIARIO 165ml|20305|repelente|caja|bulto|unidad|caja x12|bulto x12|x12|Selton|caja selton|bulto selton|diario|165,0.71,0.62,"Repelente, marca Selton, 165 ml, caja x12, repelente, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
20193,ESPONJA LISA MORTIMER,737.42,316,96,unidad,unidad,Limpieza hogar,Utensilios,Mortimer,Esponja,ESPONJA LISA MORTIMER|20193|utensilios|caja|bulto|unidad|caja x96|bulto x96|x96|Mortimer|caja mortimer|bulto mortimer|esponja|lisa,0.70,0.62,"Esponja, marca Mortimer, caja x96, utensilios, lista ESEKA-U sucursal Córdoba.",,true,true,Sucursal Córdoba
10108,TERMA CITRUS 1.35L,1852.66,316,12,unidad,unidad,Bebidas,Amargos,Terma,1.35 L,TERMA CITRUS 1.35L|10108|amargos|caja|bulto|unidad|caja x12|bulto x12|x12|Terma|caja terma|bulto terma|litro y medio|citrus,0.70,0.62,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, citrus.",,true,true,Sucursal Córdoba
10109,TERMA SERRANO PET 1.35L,1852.66,313,12,unidad,unidad,Bebidas,Amargos,Terma,1.35 L,TERMA SERRANO PET 1.35L|10109|amargos|caja|bulto|unidad|caja x12|bulto x12|x12|Terma|caja terma|bulto terma|litro y medio|serrano,0.69,0.61,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, serrano.",,true,true,Sucursal Córdoba
10107,TERMA POMELO PET 1.35L,1852.66,313,12,unidad,unidad,Bebidas,Amargos,Terma,1.35 L,TERMA POMELO PET 1.35L|10107|amargos|caja|bulto|unidad|caja x12|bulto x12|x12|Terma|caja terma|bulto terma|litro y medio|pomelo,0.69,0.61,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, pomelo.",,true,true,Sucursal Córdoba
10112,TERMA CUYANO PET 1.35L,1852.66,313,12,unidad,unidad,Bebidas,Amargos,Terma,1.35 L,TERMA CUYANO PET 1.35L|10112|amargos|caja|bulto|unidad|caja x12|bulto x12|x12|Terma|caja terma|bulto terma|litro y medio|cuyano,0.69,0.61,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, cuyano.",,true,true,Sucursal Córdoba
