pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00037,25019,5493517000019,Despensa El Cerro,2026-07-03 12:18:54,confirmado,40061.61,Pedido historico mock - Despensa El Cerro,true,false,4
P-00038,25019,5493517000019,Despensa El Cerro,2026-07-20 13:37:01,entregado,1574.76,Pedido historico mock - Despensa El Cerro,true,false,4
P-00039,25020,5493517000020,Almacén Villa Belgrano,2026-07-10 15:29:17,entregado,39669.22,Pedido historico mock - Almacén Villa Belgrano,true,false,1
P-00040,25020,5493517000020,Almacén Villa Belgrano,2026-07-27 16:48:24,facturado,8356.88,Pedido historico mock - Almacén Villa Belgrano,true,false,1
P-00041,25021,5493517000021,Maxikiosco Cerro,2026-07-17 08:40:40,facturado,8474.20,Pedido historico mock - Maxikiosco Cerro,true,false,2
P-00042,25021,5493517000021,Maxikiosco Cerro,2026-08-03 09:59:47,confirmado,19373.88,Pedido historico mock - Maxikiosco Cerro,true,false,2
P-00043,25022,5493517000022,Kiosco La Esquina,2026-07-24 11:51:03,confirmado,32640.32,Pedido historico mock - Kiosco La Esquina,true,false,3
P-00044,25022,5493517000022,Kiosco La Esquina,2026-08-10 12:10:10,entregado,17182.20,Pedido historico mock - Kiosco La Esquina,true,false,3
P-00045,25023,5493517000023,Almacén Don Carlos,2026-07-31 14:02:26,entregado,7489.24,Pedido historico mock - Almacén Don Carlos,true,false,4
P-00046,25023,5493517000023,Almacén Don Carlos,2026-08-17 15:21:33,facturado,12988.65,Pedido historico mock - Almacén Don Carlos,true,false,4
P-00047,25024,5493517000024,Despensa San Martín,2026-08-07 17:13:49,facturado,23805.58,Pedido historico mock - Despensa San Martín,true,false,1
P-00048,25024,5493517000024,Despensa San Martín,2026-08-24 08:32:56,confirmado,75512.80,Pedido historico mock - Despensa San Martín,true,false,1
P-00049,25025,5493517000025,Autoservicio El Progreso,2026-08-14 10:24:12,confirmado,39844.39,Pedido historico mock - Autoservicio El Progreso,true,false,2
P-00050,25025,5493517000025,Autoservicio El Progreso,2026-05-31 11:43:19,entregado,28325.11,Pedido historico mock - Autoservicio El Progreso,true,false,2
P-00051,25026,5493517000026,Maxikiosco Villa Cabrera,2026-08-21 13:35:35,entregado,6669.56,Pedido historico mock - Maxikiosco Villa Cabrera,true,false,3
P-00052,25026,5493517000026,Maxikiosco Villa Cabrera,2026-06-07 14:54:42,facturado,8674.80,Pedido historico mock - Maxikiosco Villa Cabrera,true,false,3
P-00053,25027,5493517000027,Maxikiosco Sobremonte,2026-08-28 16:46:58,facturado,5632.45,Pedido historico mock - Maxikiosco Sobremonte,true,false,4
P-00054,25027,5493517000027,Maxikiosco Sobremonte,2026-06-14 17:05:05,confirmado,21517.05,Pedido historico mock - Maxikiosco Sobremonte,true,false,4
P-00055,25028,5493517000028,Despensa Marqués,2026-06-04 09:57:21,confirmado,16815.28,Pedido historico mock - Despensa Marqués,true,false,1
P-00056,25028,5493517000028,Despensa Marqués,2026-06-21 10:16:28,entregado,53177.41,Pedido historico mock - Despensa Marqués,true,false,1
P-00057,25029,5493517000029,Kiosco El Recreo,2026-06-11 12:08:44,entregado,76047.93,Pedido historico mock - Kiosco El Recreo,true,false,2
P-00058,25029,5493517000029,Kiosco El Recreo,2026-06-28 13:27:51,facturado,34857.16,Pedido historico mock - Kiosco El Recreo,true,false,2
P-00059,25030,5493517000030,Almacén El Gaucho,2026-06-18 15:19:07,facturado,3499.50,Pedido historico mock - Almacén El Gaucho,true,false,3
P-00060,25030,5493517000030,Almacén El Gaucho,2026-07-05 16:38:14,confirmado,1658.00,Pedido historico mock - Almacén El Gaucho,true,false,3
P-00061,25031,5493517000031,Maxikiosco General Paz,2026-06-25 08:30:30,confirmado,11326.76,Pedido historico mock - Maxikiosco General Paz,true,false,4
P-00062,25031,5493517000031,Maxikiosco General Paz,2026-07-12 09:49:37,entregado,25126.65,Pedido historico mock - Maxikiosco General Paz,true,false,4
P-00063,25032,5493517000032,Despensa La Unión,2026-07-02 11:41:53,entregado,34238.89,Pedido historico mock - Despensa La Unión,true,false,1
P-00064,25032,5493517000032,Despensa La Unión,2026-07-19 12:00:00,facturado,46531.08,Pedido historico mock - Despensa La Unión,true,false,1
P-00065,25033,5493517000033,Kiosco 9 de Julio,2026-07-09 14:52:16,facturado,63266.09,Pedido historico mock - Kiosco 9 de Julio,true,false,2
P-00066,25033,5493517000033,Kiosco 9 de Julio,2026-07-26 15:11:23,confirmado,13872.08,Pedido historico mock - Kiosco 9 de Julio,true,false,2
P-00067,25034,5493517000034,Almacén Barrio Norte,2026-07-16 17:03:39,confirmado,17027.23,Pedido historico mock - Almacén Barrio Norte,true,false,3
P-00068,25034,5493517000034,Almacén Barrio Norte,2026-08-02 08:22:46,entregado,10585.76,Pedido historico mock - Almacén Barrio Norte,true,false,3
P-00069,25035,5493517000035,Autoservicio Jardín,2026-07-23 10:14:02,entregado,26258.67,Pedido historico mock - Autoservicio Jardín,true,false,4
P-00070,25035,5493517000035,Autoservicio Jardín,2026-08-09 11:33:09,facturado,52354.24,Pedido historico mock - Autoservicio Jardín,true,false,4
P-00071,25036,5493517000036,Maxikiosco Güemes,2026-07-30 13:25:25,facturado,3855.46,Pedido historico mock - Maxikiosco Güemes,true,false,1
P-00072,25036,5493517000036,Maxikiosco Güemes,2026-08-16 14:44:32,confirmado,134962.75,Pedido historico mock - Maxikiosco Güemes,true,false,1
P-00073,25037,5493517000037,Almacén Barrio Sur,2026-08-06 16:36:48,confirmado,127006.81,Pedido historico mock - Almacén Barrio Sur,true,false,2
P-00074,25037,5493517000037,Almacén Barrio Sur,2026-08-23 17:55:55,entregado,39208.93,Pedido historico mock - Almacén Barrio Sur,true,false,2
P-00075,25038,5493517000038,Kiosco El Paso,2026-08-13 09:47:11,entregado,26891.21,Pedido historico mock - Kiosco El Paso,true,false,3
P-00076,25038,5493517000038,Kiosco El Paso,2026-05-30 10:06:18,facturado,67572.34,Pedido historico mock - Kiosco El Paso,true,false,3
P-00077,25039,5493517000039,Despensa El Sauce,2026-08-20 12:58:34,facturado,3149.52,Pedido historico mock - Despensa El Sauce,true,false,4
P-00078,25039,5493517000039,Despensa El Sauce,2026-06-06 13:17:41,confirmado,13341.50,Pedido historico mock - Despensa El Sauce,true,false,4
P-00079,25040,5493517000040,Maxikiosco Güemes 2,2026-08-27 15:09:57,confirmado,53921.78,Pedido historico mock - Maxikiosco Güemes 2,true,false,1
P-00080,25040,5493517000040,Maxikiosco Güemes 2,2026-06-13 16:28:04,entregado,9811.83,Pedido historico mock - Maxikiosco Güemes 2,true,false,1
P-00081,0,5493517000041,Almacén La Tradición,2026-06-03 08:20:20,entregado,50859.96,Pedido historico mock - Almacén La Tradición,true,false,2
P-00082,0,5493517000041,Almacén La Tradición,2026-06-20 09:39:27,facturado,15234.42,Pedido historico mock - Almacén La Tradición,true,false,2
P-00083,0,5493517000042,Kiosco Los Siete Hermanos,2026-06-10 11:31:43,facturado,26677.21,Pedido historico mock - Kiosco Los Siete Hermanos,true,false,3
P-00084,0,5493517000042,Kiosco Los Siete Hermanos,2026-06-27 12:50:50,confirmado,3703.67,Pedido historico mock - Kiosco Los Siete Hermanos,true,false,3
P-00085,0,5493517000043,Kiosco Ruta 9,2026-06-17 14:42:06,confirmado,29328.00,Pedido historico mock - Kiosco Ruta 9,true,false,4
P-00086,0,5493517000043,Kiosco Ruta 9,2026-07-04 15:01:13,entregado,11097.24,Pedido historico mock - Kiosco Ruta 9,true,false,4
P-00087,0,5493517000044,Autoservicio Ruta 9,2026-06-24 17:53:29,entregado,45680.20,Pedido historico mock - Autoservicio Ruta 9,true,false,1
P-00088,0,5493517000044,Autoservicio Ruta 9,2026-07-11 08:12:36,facturado,43066.45,Pedido historico mock - Autoservicio Ruta 9,true,false,1
P-00089,0,5493517000045,Almacén Jesús María,2026-07-01 10:04:52,facturado,7038.45,Pedido historico mock - Almacén Jesús María,true,false,2
P-00090,0,5493517000045,Almacén Jesús María,2026-07-18 11:23:59,confirmado,86234.32,Pedido historico mock - Almacén Jesús María,true,false,2
P-00091,0,5493517000046,Kiosco La Estación,2026-07-08 13:15:15,confirmado,85506.53,Pedido historico mock - Kiosco La Estación,true,false,3
P-00092,0,5493517000046,Kiosco La Estación,2026-07-25 14:34:22,entregado,148797.07,Pedido historico mock - Kiosco La Estación,true,false,3
P-00093,0,5493517000047,Despensa Don Roberto,2026-07-15 16:26:38,entregado,18550.08,Pedido historico mock - Despensa Don Roberto,true,false,4
P-00094,0,5493517000047,Despensa Don Roberto,2026-08-01 17:45:45,facturado,18544.68,Pedido historico mock - Despensa Don Roberto,true,false,4
P-00095,0,5493517000048,Maxikiosco Alta Córdoba,2026-07-22 09:37:01,facturado,51895.53,Pedido historico mock - Maxikiosco Alta Córdoba,true,false,1
P-00096,0,5493517000048,Maxikiosco Alta Córdoba,2026-08-08 10:56:08,confirmado,81305.00,Pedido historico mock - Maxikiosco Alta Córdoba,true,false,1
P-00097,0,5493517000049,Almacén El Nativo,2026-07-29 12:48:24,confirmado,10367.58,Pedido historico mock - Almacén El Nativo,true,false,2
P-00098,0,5493517000049,Almacén El Nativo,2026-08-15 13:07:31,entregado,26582.58,Pedido historico mock - Almacén El Nativo,true,false,2
P-00099,0,5493517000050,Kiosco El Cruce,2026-08-05 15:59:47,entregado,11281.80,Pedido historico mock - Kiosco El Cruce,true,false,3
P-00100,0,5493517000050,Kiosco El Cruce,2026-08-22 16:18:54,facturado,29544.61,Pedido historico mock - Kiosco El Cruce,true,false,3
P-00101,25004,5493517000004,Almacén Doña Rosa,2026-09-01 11:15:00,abierto,3759.21,Pedido abierto mock - promo Fase 2 - Almacén Doña Rosa,true,true,1
P-00102,25001,5493517000001,Kiosco 24 Horas Nueva Córdoba,2026-09-01 11:15:13,pendiente,25684.26,Pedido abierto mock - Kiosco 24 Horas Nueva Córdoba,true,true,2
P-00103,25002,5493517000002,Maxikiosco Plaza España,2026-09-01 11:15:26,abierto,5002.17,Pedido abierto mock - Maxikiosco Plaza España,true,true,3
P-00104,25003,5493517000003,Autoservicio Chacabuco,2026-09-01 11:15:39,pendiente,12890.78,Pedido abierto mock - Autoservicio Chacabuco,true,true,4
P-00105,25005,5493517000005,Kiosco El Palacio,2026-09-01 11:15:52,abierto,20598.31,Pedido abierto mock - Kiosco El Palacio,true,true,2
P-00106,25006,5493517000006,Despensa Bv. Chacabuco,2026-09-01 11:15:05,pendiente,48803.94,Pedido abierto mock - Despensa Bv. Chacabuco,true,true,3
