product_code,nombre,familia_precio,presentacion_total,precio_unidad,metodo_precio,fuente_url
63250144,LP MEJ. FORMULA UNO CJ2X10 KG,mejorador,20 kg,155800,web_directo,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
72401021,LP ESENCIA VAIN. BIDON 2 LT,esencia,2 l,5700,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
40171014,PREMIUM HOJ LOW TRANS CJ4PILX5KG - 100A,margarina,20 kg,137800,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
40148014,SELECTA MELANGE MASAS 0 TRANS CJ4PILX5KG,margarina,20 kg,139300,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
11057182,CALSA LPF CLASICA CJ 4D/10FP/100G 100A,levadura_fresca,4 kg,42700,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
40185014,PREMIUM HOJALDRE LT CJ4PILX5KG,margarina,20 kg,130800,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
40021015,SUPER MARG. HOJAL ** CJ2PILX10KG,margarina,20 kg,135100,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
72970022,LP KOLAROMA MANTECA BIDON 1 LT,kolaroma,1 l,26200,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
40017015,MILHOJAS MARG. HOJAL # ** CJ2PILX10KG,margarina,20 kg,144000,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
63230490,"LP MEJ.CONC. CALSA MAX CJ 4X1,5 KG",mejorador,6 kg,47500,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
40011015,MILHOJAS MARG. HOJAL ** CJ2PILX10KG,margarina,20 kg,139500,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
40156014,MTK MARG. MASAS LT CJ4PILX5KG,margarina,20 kg,130800,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
15112184,MI PAN LSF INSTANTANEA CJ 4D/50S/10G,levadura_seca,2 kg,45500,web_extrapolado,https://tienda.elnuevoemporio.com.ar/tienda/otros-alimentos/levadura-seca-instantanea-mauripan-x-500gr
63250042,LP MEJ. FORMULA UNO BOL.10 KG,mejorador,10 kg,82000,web_directo,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
61010195,LP POLVO PARA HORNEAR FLOR CJ4X4 KG,aditivo,16 kg,138900,formula_inventada,
64009144,LP MEJ. MEJORMIGA CJ2X10 KG,mejorador,20 kg,149200,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
73732130,LP BAÑO ALFAJ. SEMIAMARGO CJ X 3 KG,chocolate,3 kg,36000,formula_inventada,
72809160,FLEISCH. CREMA VEGETAL VAIN. CJ 12X1 LT,crema,12 l,130900,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
73093145,LP PREM. BIZCOCHUELO VAI. CJ6X3 KG,premezcla,18 kg,182300,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
40124015,GOLF MARG. MASAS CJ2PILX10KG,margarina,20 kg,130400,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
22015066,LP MEJ DIASTASICO BALDE X5KG,extracto_malta,5 kg,33500,web_extrapolado,https://distribuidorachichi.com.ar/productos/74-0101710_EXTRACTO-DE-MALTA-CALSA-X-28-K.html
73181032,LP. PREM. BUDIN BASE HUM VAIN BOL 3K,premezcla,10 kg,111500,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73135145,LP. PREM. AKTIVO CEREALES CJ6X3 KG,premezcla,18 kg,182000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73181145,LP. PREM. BUDIN BASE HUM VAIN CJ 6X3KG,premezcla,18 kg,174600,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73044144,LP PREM. FACTURAS Y MEDIALUNAS CJ2X10 KG,premezcla,20 kg,197100,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72421156,LP ESENCIA LIMON CJ 6X2 LT,esencia,12 l,35600,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
72980022,LP KOLAROMA CHOCO. BIDON 1 LT,kolaroma,1 l,28100,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
73167145,I360 PREM. BROWNIE. CJ6X3KG,premezcla,18 kg,174000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72940022,LP KOLAROMA FRUTILLA BIDON 1 LT,kolaroma,1 l,26600,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
21010144,LP HAR. DE MALTA MALTARINA CJ2X10 KG,extracto_malta,20 kg,132100,web_extrapolado,https://distribuidorachichi.com.ar/productos/74-0101710_EXTRACTO-DE-MALTA-CALSA-X-28-K.html
72809169,FLEISCH. CREMA VEGETAL VAIN. PACK X1 LT,crema,1 l,11400,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
72690193,LP CHIPS SEMIAMARGO CAJA 4X1 KG,chocolate,1 kg,11900,formula_inventada,
73164145,I360 PREM. MUFFIN VAIN. CJ6X3K,premezcla,20 kg,205300,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
15018082,MAURIPAN LEV. SECA MD CJ 20 PAQ 500G,levadura_seca,10 kg,245400,web_extrapolado,https://tienda.elnuevoemporio.com.ar/tienda/otros-alimentos/levadura-seca-instantanea-mauripan-x-500gr
61010034,LP POLVO PARA HORNEAR FLOR BOLSA X 4KG,aditivo,4 kg,37800,formula_inventada,
73038145,LP PREM. BIZCOCHUELO CHOCO. CJ6X3 KG,premezcla,18 kg,187900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
11054190,LEV. PRENS. FAMILIAR c/MM -CJ/8D/10P/50,levadura_fresca,4 kg,43600,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
72950022,LP KOLAROMA VAIN. BIDON 1 LT,kolaroma,1 l,25200,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
11044181,CALSA LPF AMASA FACIL CJ 4D/20FP/50G,levadura_fresca,4 kg,44300,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
22015112,LP MEJ DIASTASICO BALDE X28KG,extracto_malta,28 kg,186500,web_extrapolado,https://distribuidorachichi.com.ar/productos/74-0101710_EXTRACTO-DE-MALTA-CALSA-X-28-K.html
73108208,I360 PREM. PAN CON SEMILLAS CAJ 4x5 KG,premezcla,5 kg,50600,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
40027015,SUPER MARG. HOJAL ** CJ2PILX10KG - 100A,margarina,20 kg,143200,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
73108157,I360 PREM. PAN CON SEMILLAS BOL 5 KG,premezcla,5 kg,51000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
34322093,LIBERTINA GRASA CJX20KG,grasa,20 kg,125500,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
32001093,HORNITO GRASA AO CJX20KG,grasa,20 kg,128800,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
21010042,LP HAR. DE MALTA MALTARINA BOL X10 KG,extracto_malta,10 kg,71200,web_extrapolado,https://distribuidorachichi.com.ar/productos/74-0101710_EXTRACTO-DE-MALTA-CALSA-X-28-K.html
72441156,LP ESENCIA COCO CJ 6X2 LT,esencia,12 l,33200,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
72411156,LP ESENCIA NARAN. CJ 6X2 LT,esencia,12 l,35800,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
40173014,PREMIUM MASA C/MAN LOW TRANS CJ 4PILx5KG,margarina,20 kg,132600,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
72401156,LP ESENCIA VAIN. CJ 6X2 LT,esencia,12 l,34200,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
72810032,LP CREMA PASTELERA BOL.3 KG,crema,3 kg,33100,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
73733130,LP BAÑO ALFAJ. BLANCO CJ X 3 KG,chocolate,3 kg,37200,formula_inventada,
73163145,I360 PREM. MUFFIN CHOCO. CJ6X3KG 100A,premezcla,18 kg,183400,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72421021,LP ESENCIA LIMON BIDON 2 LT,esencia,2 l,6000,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
73165145,I360 PREM. CROISSANT. CJ6X3KG,premezcla,18 kg,190200,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73093032,LP PREM. BIZCOCHUELO VAI. BOL.3 KG,premezcla,3 kg,32900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73109208,I360 PREM. PAN CON CEREALES CAJ 4x5KG,premezcla,5 kg,55200,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
11081001,LEUDEX LEV. FRESCA PAQ 500G,levadura_fresca,0.5 kg,5800,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
73038032,LP PREM. BIZCOCHUELO CHOCO. BOL.3 KG,premezcla,3 kg,32700,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73164032,I360 PREM. MUFFIN VAIN. BOL3KG,premezcla,3 kg,32700,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72831145,LP CREMA CHANTILLY PREMIUM CJ6X3 KG,crema,18 kg,179700,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
73103032,LP. PREM. BUDIN HUM VAI BOL 3KG,premezcla,3 kg,30400,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73103145,LP. PREM. BUDIN HUM VAI 6X3KG,premezcla,3 kg,32700,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73180145,LP. PREM. BUDIN BASE HUM CHOCO CJ 6X3KG,premezcla,18 kg,171900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
61010200,LP POLVO PARA HORNEAR FLOR CJ8X2 KG,aditivo,16 kg,145700,formula_inventada,
63257144,LP MEJ. FORMULA UNO CJ2X10 KG 100A,mejorador,20 kg,149800,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
40229015,FLOR MARG. HOJAL ** CJ2PILX10KG,margarina,20 kg,138500,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
15017001,MAURIPAN LEV. SECA MS PAQ 500G,levadura_seca,0.5 kg,12300,web_directo,https://tienda.elnuevoemporio.com.ar/tienda/otros-alimentos/levadura-seca-instantanea-mauripan-x-500gr
73167032,I360 PREM. BROWNIE. BOL3KG,premezcla,3 kg,30200,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
73094032,LP PREM. ROSCA-PAN DULCE DUAL BOL. 3KG,premezcla,3 kg,31200,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
63257042,LP MEJ. FORMULA UNO BOL.10 KG 100A,mejorador,10 kg,77600,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
72411021,LP ESENCIA NARANJA BIDON 2 LT,esencia,2 l,5900,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
40157014,MTK MARG. HOJAL LT CJ4PILX5KG,margarina,20 kg,139800,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
31301093,BIZCOCHINA GRASA 35 CJX20KG,grasa,20 kg,122300,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
72690033,LP CHIPS SEMIAMARGO BOL. X1 KG,chocolate,1 kg,12700,formula_inventada,
73180032,LP. PREM. BUDIN BASE HUM CHOCO BOL 3KG,premezcla,3 kg,33200,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
63230486,"LP MEJ.CONC. CALSA MAX POTE X1,5 KG",mejorador,1.5 kg,12000,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
73094145,LP PREM. ROSCA-PAN DULCE CJ6X3 KG,premezcla,18 kg,185600,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
62010132,LP EMULSIONANTE GEL POTE X4 KG,aditivo,4 kg,36700,formula_inventada,
73135032,LP PREM. AKTIVO CEREALES BOL.3 KG,premezcla,3 kg,30800,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
11066082,DUQUESA LEV. FRESCA CJ 20 PAQ 500G 100A,levadura_fresca,10 kg,110600,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
40184015,GOLF MARG. MASAS LT CJ2PILX10KG,margarina,20 kg,137300,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
72910022,LP KOLAROMA CAFÉ BIDON 1 LT,kolaroma,1 l,26100,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
73109157,I360 PREM. PAN CON CEREALES BOL 5 KG,premezcla,5 kg,52900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
40190093,MARG PREM. MASAS/BATIDOS 0%TRANS-Cajx20K,margarina,20 kg,149600,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
32402090,RICABE GRASA CJ20SACHX1KG,grasa,1 kg,6800,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
63230493,LP MEJ.CONC. CALSA MAX CJ 12X500 G,mejorador,6 kg,44300,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
32026093,IDEALINA GRASA CJX20KG,grasa,20 kg,130900,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
73102145,LP. PREM. BUDIN HUM CHOCO 6X3KG,premezcla,3 kg,31000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72830145,LP CREMA CHANTILLY CLASSIC CJ6X3 KG,crema,18 kg,190600,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
61010030,LP POLVO PARA HORNEAR FLOR BOLSA X 2KG,aditivo,2 kg,18400,formula_inventada,
72441021,LP ESENCIA COCO BIDON 2 LT,esencia,2 l,6400,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
73163032,I360 PREM. MUFFIN CHOCO. BOL3KG 100A,premezcla,3 kg,30000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72461156,LP ESENCIA PAN DULCE CJ 6X2 LT,esencia,12 l,33100,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
73165032,I360 PREM. CROISSANT. BOL3KG,premezcla,3 kg,33400,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
64009042,LP MEJ. MEJORMIGA BOL.10 KG,mejorador,10 kg,82000,web_extrapolado,https://sapore.com.ar/s-0101610-mejorador-formula-1-calsa-x-10-kg/
73094144,LP PREM. ROSCA-PAN DULCE CJ2X10 KG,premezcla,20 kg,192700,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
31220093,DELICROK ACEITE LT1 CJX20KG,grasa,20 kg,122100,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
72818145,LP CREMA PASTELERA CJ6X3 KG 100A,crema,18 kg,195900,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
22030067,LP EXT. DE MALTA EXTRAMALT BALDE X12 KG,extracto_malta,12 kg,85500,web_extrapolado,https://distribuidorachichi.com.ar/productos/74-0101710_EXTRACTO-DE-MALTA-CALSA-X-28-K.html
40182014,PREMIUM HOJ. C/MAN LT CJ 4PILx5KG,margarina,20 kg,137400,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
72461021,LP ESENCIA PAN DULCE BIDON 2 LT,esencia,2 l,5700,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
73102032,LP. PREM. BUDIN HUM CHOCO BOL 3KG,premezcla,3 kg,32700,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
31521093,MR. CHOC ACEITE 927 0 TRANS CJX20KG,grasa,20 kg,127900,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
15018001,MAURIPAN LEV. SECA MD PAQ 500G,levadura_seca,0.5 kg,12400,web_extrapolado,https://tienda.elnuevoemporio.com.ar/tienda/otros-alimentos/levadura-seca-instantanea-mauripan-x-500gr
40172014,PREMIUM HOJ. C/MAN LOW TRANS CJ 4PILx5KG,margarina,20 kg,130600,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
73126144,LP PREM. MUFFIN VIN. CJ2X10 KG,premezcla,20 kg,200900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72451156,LP ESENCIA ALMENDRA CJ 6X2 LT,esencia,12 l,34900,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
31520093,MR. CHOC ACEITE 913 0 TRANS CJX20KG,grasa,20 kg,127700,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
40179014,PREMIUM MASAS LT CJ4PILX5KG,margarina,20 kg,136100,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
72451021,LP ESENCIA ALMEN. BIDON 2 LT,esencia,2 l,5900,web_extrapolado,https://distribuidorachichi.com.ar/productos/73-0100100_ESENCIA-DE-VAINILLA-CALSA-X-5-L-7790813000016.html
40143114,MTK MARG. HOJAL CJ4PILX5KG,margarina,20 kg,133200,web_extrapolado,https://distribuidoraalpes.com.ar/categoria-producto/grasas-margarinas/
73016179,LP PREM. COOKIES CJ7X3 KG,premezcla,21 kg,221800,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72804160,LP CREMA VEG REFRIGERATTO CJ 12X1 LT,crema,12 l,123800,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
72803160,LP CREMA VEG CHOCOLATE UHT CJ 12X1 LT,crema,12 l,130500,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
72804169,LP CREMA VEG REFRIGERATTO PACK X1,crema,1 kg,10400,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
31310093,BIZCOCHINA ACEITE 0% TRANS CJX20KG,grasa,20 kg,133800,web_extrapolado,https://distribuidorachichi.com.ar/productos/77-grasa-pastelgras-x-20-kg.html
11054192,LEV. PRENS. FAMILIAR C/MM -CJ/4D/10P/50,levadura_fresca,2 kg,22000,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
11044196,CALSA LPF AMASA FACIL CJ 2D/20FP/50G,levadura_fresca,2 kg,20800,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
73094042,LP PREM. ROSCA-PAN DULCE DUAL BOLX10KG,premezcla,10 kg,103000,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
11085082,VIRGEN LEV. FRESCA MECAN. CJ 20 PAQ 500G,levadura_fresca,10 kg,111000,web_extrapolado,https://distribuidoraalpes.com.ar/producto/levadura-prensada-virgen-x-500-grs-calsa/
73136145,LP. PREM. EKILIBRIUM FIBRA CJ6X3 KG,premezcla,18 kg,173900,web_extrapolado,https://www.distribuidorajumbalay.com.ar/levadura-premezcla-pan-de-queso-x-2-kg-calsa--det--PRM000
72818032,LP CREMA PASTELERA BOL.3 KG 100A,crema,3 kg,32000,web_extrapolado,https://marinosrl.com.ar/producto/400_crema-pastelera-calsa-(en-frio)-x-3-kg
