product_code,lista_precios_id,precio_unidad,is_mock
73181032,1,111500.00,True
73181032,2,128225.00,True
73181032,3,100350.00,True
73135145,1,182000.00,True
73135145,2,209300.00,True
73135145,3,163800.00,True
73181145,1,174600.00,True
73181145,2,200790.00,True
73181145,3,157140.00,True
73044144,1,197100.00,True
73044144,2,226665.00,True
73044144,3,177390.00,True
72421156,1,35600.00,True
72421156,2,40940.00,True
72421156,3,32040.00,True
72980022,1,28100.00,True
72980022,2,32315.00,True
72980022,3,25290.00,True
73167145,1,174000.00,True
73167145,2,200100.00,True
73167145,3,156600.00,True
72940022,1,26600.00,True
72940022,2,30590.00,True
72940022,3,23940.00,True
21010144,1,132100.00,True
21010144,2,151915.00,True
21010144,3,118890.00,True
72809169,1,11400.00,True
72809169,2,13110.00,True
72809169,3,10260.00,True
72690193,1,11900.00,True
72690193,2,13685.00,True
72690193,3,10710.00,True
73164145,1,205300.00,True
73164145,2,236095.00,True
73164145,3,184770.00,True
15018082,1,245400.00,True
15018082,2,282210.00,True
15018082,3,220860.00,True
61010034,1,37800.00,True
61010034,2,43470.00,True
61010034,3,34020.00,True
73038145,1,187900.00,True
73038145,2,216085.00,True
73038145,3,169110.00,True
11054190,1,43600.00,True
11054190,2,50140.00,True
11054190,3,39240.00,True
72950022,1,25200.00,True
72950022,2,28980.00,True
72950022,3,22680.00,True
11044181,1,44300.00,True
11044181,2,50945.00,True
11044181,3,39870.00,True
22015112,1,186500.00,True
22015112,2,214475.00,True
22015112,3,167850.00,True
73108208,1,50600.00,True
73108208,2,58190.00,True
73108208,3,45540.00,True
40027015,1,143200.00,True
40027015,2,164680.00,True
40027015,3,128880.00,True
73108157,1,51000.00,True
73108157,2,58650.00,True
73108157,3,45900.00,True
34322093,1,125500.00,True
34322093,2,144325.00,True
34322093,3,112950.00,True
32001093,1,128800.00,True
32001093,2,148120.00,True
32001093,3,115920.00,True
21010042,1,71200.00,True
21010042,2,81880.00,True
21010042,3,64080.00,True
72441156,1,33200.00,True
72441156,2,38180.00,True
72441156,3,29880.00,True
72411156,1,35800.00,True
72411156,2,41170.00,True
72411156,3,32220.00,True
40173014,1,132600.00,True
40173014,2,152490.00,True
40173014,3,119340.00,True
72401156,1,34200.00,True
72401156,2,39330.00,True
72401156,3,30780.00,True
72810032,1,33100.00,True
72810032,2,38065.00,True
72810032,3,29790.00,True
73733130,1,37200.00,True
73733130,2,42780.00,True
73733130,3,33480.00,True
73163145,1,183400.00,True
73163145,2,210910.00,True
73163145,3,165060.00,True
72421021,1,6000.00,True
72421021,2,6900.00,True
72421021,3,5400.00,True
73165145,1,190200.00,True
73165145,2,218730.00,True
73165145,3,171180.00,True
73093032,1,32900.00,True
73093032,2,37835.00,True
73093032,3,29610.00,True
73109208,1,55200.00,True
73109208,2,63480.00,True
73109208,3,49680.00,True
11081001,1,5800.00,True
11081001,2,6670.00,True
11081001,3,5220.00,True
73038032,1,32700.00,True
73038032,2,37605.00,True
73038032,3,29430.00,True
73164032,1,32700.00,True
73164032,2,37605.00,True
73164032,3,29430.00,True
72831145,1,179700.00,True
72831145,2,206655.00,True
72831145,3,161730.00,True
73103032,1,30400.00,True
73103032,2,34960.00,True
73103032,3,27360.00,True
73103145,1,32700.00,True
73103145,2,37605.00,True
73103145,3,29430.00,True
73180145,1,171900.00,True
73180145,2,197685.00,True
73180145,3,154710.00,True
61010200,1,145700.00,True
61010200,2,167555.00,True
61010200,3,131130.00,True
63257144,1,149800.00,True
63257144,2,172270.00,True
63257144,3,134820.00,True
40229015,1,138500.00,True
40229015,2,159275.00,True
40229015,3,124650.00,True
15017001,1,12300.00,True
15017001,2,14145.00,True
15017001,3,11070.00,True
73167032,1,30200.00,True
73167032,2,34730.00,True
73167032,3,27180.00,True
73094032,1,31200.00,True
73094032,2,35880.00,True
73094032,3,28080.00,True
63257042,1,77600.00,True
63257042,2,89240.00,True
63257042,3,69840.00,True
72411021,1,5900.00,True
72411021,2,6785.00,True
72411021,3,5310.00,True
40157014,1,139800.00,True
40157014,2,160770.00,True
40157014,3,125820.00,True
31301093,1,122300.00,True
31301093,2,140645.00,True
31301093,3,110070.00,True
72690033,1,12700.00,True
72690033,2,14605.00,True
72690033,3,11430.00,True
73180032,1,33200.00,True
73180032,2,38180.00,True
73180032,3,29880.00,True
63230486,1,12000.00,True
63230486,2,13800.00,True
63230486,3,10800.00,True
73094145,1,185600.00,True
73094145,2,213440.00,True
73094145,3,167040.00,True
62010132,1,36700.00,True
62010132,2,42205.00,True
62010132,3,33030.00,True
73135032,1,30800.00,True
73135032,2,35420.00,True
73135032,3,27720.00,True
11066082,1,110600.00,True
11066082,2,127190.00,True
11066082,3,99540.00,True
40184015,1,137300.00,True
40184015,2,157895.00,True
40184015,3,123570.00,True
72910022,1,26100.00,True
72910022,2,30015.00,True
72910022,3,23490.00,True
73109157,1,52900.00,True
73109157,2,60835.00,True
73109157,3,47610.00,True
40190093,1,149600.00,True
40190093,2,172040.00,True
40190093,3,134640.00,True
32402090,1,6800.00,True
32402090,2,7820.00,True
32402090,3,6120.00,True
63230493,1,44300.00,True
63230493,2,50945.00,True
63230493,3,39870.00,True
32026093,1,130900.00,True
32026093,2,150535.00,True
32026093,3,117810.00,True
73102145,1,31000.00,True
73102145,2,35650.00,True
73102145,3,27900.00,True
72830145,1,190600.00,True
72830145,2,219190.00,True
72830145,3,171540.00,True
61010030,1,18400.00,True
61010030,2,21160.00,True
61010030,3,16560.00,True
72441021,1,6400.00,True
72441021,2,7360.00,True
72441021,3,5760.00,True
73163032,1,30000.00,True
73163032,2,34500.00,True
73163032,3,27000.00,True
72461156,1,33100.00,True
72461156,2,38065.00,True
72461156,3,29790.00,True
73165032,1,33400.00,True
73165032,2,38410.00,True
73165032,3,30060.00,True
64009042,1,82000.00,True
64009042,2,94300.00,True
64009042,3,73800.00,True
73094144,1,192700.00,True
73094144,2,221605.00,True
73094144,3,173430.00,True
31220093,1,122100.00,True
31220093,2,140415.00,True
31220093,3,109890.00,True
72818145,1,195900.00,True
72818145,2,225285.00,True
72818145,3,176310.00,True
22030067,1,85500.00,True
22030067,2,98325.00,True
22030067,3,76950.00,True
40182014,1,137400.00,True
40182014,2,158010.00,True
40182014,3,123660.00,True
72461021,1,5700.00,True
72461021,2,6555.00,True
72461021,3,5130.00,True
73102032,1,32700.00,True
73102032,2,37605.00,True
73102032,3,29430.00,True
31521093,1,127900.00,True
31521093,2,147085.00,True
31521093,3,115110.00,True
15018001,1,12400.00,True
15018001,2,14260.00,True
15018001,3,11160.00,True
40172014,1,130600.00,True
40172014,2,150190.00,True
40172014,3,117540.00,True
73126144,1,200900.00,True
73126144,2,231035.00,True
73126144,3,180810.00,True
72451156,1,34900.00,True
72451156,2,40135.00,True
72451156,3,31410.00,True
31520093,1,127700.00,True
31520093,2,146855.00,True
31520093,3,114930.00,True
40179014,1,136100.00,True
40179014,2,156515.00,True
40179014,3,122490.00,True
72451021,1,5900.00,True
72451021,2,6785.00,True
72451021,3,5310.00,True
40143114,1,133200.00,True
40143114,2,153180.00,True
40143114,3,119880.00,True
73016179,1,221800.00,True
73016179,2,255070.00,True
73016179,3,199620.00,True
72804160,1,123800.00,True
72804160,2,142370.00,True
72804160,3,111420.00,True
72803160,1,130500.00,True
72803160,2,150075.00,True
72803160,3,117450.00,True
72804169,1,10400.00,True
72804169,2,11960.00,True
72804169,3,9360.00,True
31310093,1,133800.00,True
31310093,2,153870.00,True
31310093,3,120420.00,True
11054192,1,22000.00,True
11054192,2,25300.00,True
11054192,3,19800.00,True
11044196,1,20800.00,True
11044196,2,23920.00,True
11044196,3,18720.00,True
73094042,1,103000.00,True
73094042,2,118450.00,True
73094042,3,92700.00,True
11085082,1,111000.00,True
11085082,2,127650.00,True
11085082,3,99900.00,True
73136145,1,173900.00,True
73136145,2,199985.00,True
73136145,3,156510.00,True
72818032,1,32000.00,True
72818032,2,36800.00,True
72818032,3,28800.00,True
11056190,1,41200.00,True
11056190,2,47380.00,True
11056190,3,37080.00,True
64020195,1,165900.00,True
64020195,2,190785.00,True
64020195,3,149310.00,True
72803169,1,10700.00,True
72803169,2,12305.00,True
72803169,3,9630.00,True
33717093,1,131800.00,True
33717093,2,151570.00,True
33717093,3,118620.00,True
73016032,1,31700.00,True
73016032,2,36455.00,True
73016032,3,28530.00,True
72760193,1,48400.00,True
72760193,2,55660.00,True
72760193,3,43560.00,True
72710130,1,36000.00,True
72710130,2,41400.00,True
72710130,3,32400.00,True
73044042,1,107800.00,True
73044042,2,123970.00,True
73044042,3,97020.00,True
13010035,1,286800.00,True
13010035,2,329820.00,True
13010035,3,258120.00,True
72740193,1,50400.00,True
72740193,2,57960.00,True
72740193,3,45360.00,True
40183015,1,143200.00,True
40183015,2,164680.00,True
40183015,3,128880.00,True
73086145,1,169500.00,True
73086145,2,194925.00,True
73086145,3,152550.00,True
73084145,1,188900.00,True
73084145,2,217235.00,True
73084145,3,170010.00,True
13010105,1,186700.00,True
13010105,2,214705.00,True
13010105,3,168030.00,True
13010092,1,209400.00,True
13010092,2,240810.00,True
13010092,3,188460.00,True
13011092,1,209200.00,True
13011092,2,240580.00,True
13011092,3,188280.00,True
73086032,1,32000.00,True
73086032,2,36800.00,True
73086032,3,28800.00,True
40181014,1,138900.00,True
40181014,2,159735.00,True
40181014,3,125010.00,True
73084032,1,33400.00,True
73084032,2,38410.00,True
73084032,3,30060.00,True
63240490,1,48600.00,True
63240490,2,55890.00,True
63240490,3,43740.00,True
72740033,1,11800.00,True
72740033,2,13570.00,True
72740033,3,10620.00,True
15017042,1,11800.00,True
15017042,2,13570.00,True
15017042,3,10620.00,True
72760033,1,12500.00,True
72760033,2,14375.00,True
72760033,3,11250.00,True
22018114,1,1688400.00,True
22018114,2,1941660.00,True
22018114,3,1519560.00,True
15017097,1,12800.00,True
15017097,2,14720.00,True
15017097,3,11520.00,True
73136032,1,31200.00,True
73136032,2,35880.00,True
73136032,3,28080.00,True
40024015,1,135500.00,True
40024015,2,155825.00,True
40024015,3,121950.00,True
13012092,1,228300.00,True
13012092,2,262545.00,True
13012092,3,205470.00,True
63240486,1,11700.00,True
63240486,2,13455.00,True
63240486,3,10530.00,True
32402033,1,6200.00,True
32402033,2,7130.00,True
32402033,3,5580.00,True
64020034,1,41300.00,True
64020034,2,47495.00,True
64020034,3,37170.00,True
63230492,1,4300.00,True
63230492,2,4945.00,True
63230492,3,3870.00,True
72830032,1,32600.00,True
72830032,2,37490.00,True
72830032,3,29340.00,True
72831032,1,33800.00,True
72831032,2,38870.00,True
72831032,3,30420.00,True
10001106,1,11000.00,True
10001106,2,12650.00,True
10001106,3,9900.00,True
73069032,1,32000.00,True
73069032,2,36800.00,True
73069032,3,28800.00,True
73091180,1,145100.00,True
73091180,2,166865.00,True
73091180,3,130590.00,True
73107208,1,51600.00,True
73107208,2,59340.00,True
73107208,3,46440.00,True
