id,product_code,nombre,stock,created_at,updated_at,unidades_por_bulto,descripcion,rotacion_index,unidad_minima_de_venta,en_catalogo,image_url,bultos_por_pallet,cantidad_minima_de_venta,umv_tipo,unidades_por_display,displays_por_bulto,motivo_baja,mental_priority,es_pesable,peso_referencia_kg,pallets_por_equipo,caja_semantica,is_mock
936,1097,QUESO MOZZARELLA CAJA x4 HORMAS,60,2026-03-18 13:08:50.941219+00,2026-04-14 17:50:41.000469+00,1,"Descubre el irresistible sabor del Queso Mozzarella en su presentación de caja con 4 hormas, ideal para satisfacer a tus clientes amantes del queso. Cada caja contiene 12 displays, asegurando un stock suficiente para tus ventas. Este producto es un must-have en cualquier mostrador, ya que su versatilidad lo hace perfecto para pizzas, ensaladas y bocadillos. Con un excelente margen de ganancia y alta rotación, atraerás a un público que busca calidad y frescura en cada bocado. ¡No dejes pasar esta oportunidad!",0.002816451027555834547844160198337704059667885303497314453125,unidad,true,,,1,unidad,4,,,0,false,,,,false
937,1099,QUESO PATEGRAS CAJA x2 HORMAS,379,2026-03-18 13:08:52.162521+00,2026-04-14 17:50:27.672999+00,1,"Descubre el irresistible Queso Pategras, la elección perfecta para quienes buscan calidad y sabor en cada bocado. Presentado en una caja de 2 hormas, este producto premium es ideal para el mostrador de tu tienda. Con un atractivo formato que facilita la venta, es perfecto para compras por impulso. Su margen atractivo y su alta demanda entre consumidores de todas las edades garantizan una rotación rápida. ¡Aprovecha la oportunidad de ofrecer lo mejor a tus clientes y aumentar tus ganancias!",0.004915453154299511719094173400890213088132441043853759765625,unidad,true,,,1,unidad,2,,,0,false,,,,false
938,17,QUESO REGGIANITO HORMA,563,2026-03-18 13:08:53.375044+00,2026-03-18 13:41:21.965855+00,1,"Descubre el irresistible sabor del Queso Reggianito Horma, un auténtico deleite que conquistará a tus clientes. Presentado en un práctico formato de 12 displays con 48 unidades cada uno, este queso es ideal para exhibir en tu mostrador. Su popularidad y versatilidad lo convierten en una compra por impulso perfecta, asegurando un margen atractivo para ti. Atrae a amantes de la gastronomía y eleva tus ventas con este producto que no puede faltar en tu kiosco o almacén. ¡Hazlo parte de tu oferta!",0.0021310504547907244,unidad,true,,,1,unidad,,,,0,false,,,,false
939,170,QUESO CREMOSO FRACC.  x24 PORCIONES,18,2026-03-18 13:08:54.579267+00,2026-04-14 17:49:55.770338+00,1,"Descubre el delicioso QUESO CREMOSO en porciones, un favorito que encantará a tus clientes. Presentado en un práctico formato de 24 porciones, ideal para compartir o disfrutar en cualquier momento. Su cremosidad y sabor irresistible lo convierten en un snack perfecto para todos los públicos. Al tenerlo en tu exhibidor, fomentas la compra por impulso, asegurando una rotación rápida y márgenes atractivos. ¡Haz que tus ventas suban y sorprende a tus clientes con esta deliciosa opción!",0.0025797270474493196219800683621770076570101082324981689453125,unidad,true,,,1,unidad,24,,,0,false,,,,false
940,257,QUESO CRIOLLO FRACC. x10 PORCIONES,92,2026-03-18 13:08:55.790955+00,2026-04-14 17:49:37.083918+00,1,"Descubre el irresistible Queso Criollo Fraccionado, ideal para deleitar a tus clientes con su sabor auténtico y textura cremosa. Presentado en un formato de 10 porciones, este producto es perfecto para compartir y disfrutar en cualquier ocasión. Cada caja incluye 12 unidades, facilitando la exhibición en tu kiosco o almacén. Su atractivo para la compra por impulso y su excelente margen de ganancia lo convierten en un imprescindible en tu mostrador, atrayendo a un público que busca calidad y tradición. ¡No te quedes sin él!",0.00118540201330626375660071136763917820644564926624298095703125,unidad,true,,,1,unidad,10,,,0,false,,,,false
941,142,QUESO HOLANDA FRACC. x12 PORCIONES,9,2026-03-18 13:08:57.042228+00,2026-04-14 17:52:41.310124+00,1,"Descubre el irresistible Queso Holanda Fraccionado en 12 Porciones, ideal para satisfacer a tus clientes en cualquier momento. Su sabor suave y cremoso se adapta perfectamente a bocadillos y platos rápidos. Cada caja contiene 12 unidades, facilitando la exhibición y venta. Este producto es perfecto para compras por impulso, garantizando un excelente margen de rentabilidad. Atrae a familias y amantes del queso en tu kiosco o almacén y asegura una rotación rápida en tu mostrador. ¡No te lo pierdas!",0.0012428157464989715574876782966384780593216419219970703125,unidad,true,,,1,unidad,12,,,0,false,,,,false
942,171,QUESO POR SALUT FRACC. x24 PORCIONES,67,2026-03-18 13:08:58.294153+00,2026-04-14 17:49:05.442413+00,1,"¡Descubre el sabor auténtico del Queso Por Salut! Este delicioso queso en formato de 24 porciones es perfecto para satisfacer los antojos de tus clientes con un toque cremoso y versátil. Cada caja incluye 12 displays, facilitando su exhibición y venta. Ideal para el consumo diario, este producto es una excelente opción para la compra por impulso, ofreciendo un atractivo margen de ganancia. Atrae a familias y jóvenes, y asegúrate de tenerlo siempre en tu mostrador. ¡Aumenta tus ventas hoy mismo!",0.0027075639370827482739489955321232628193683922290802001953125,unidad,true,,,1,unidad,24,,,0,false,,,,false
943,1101,QUESO POR SALUT LIGHT FRACC. S/SAL x12U,152,2026-03-18 13:08:59.526178+00,2026-04-14 17:48:54.39776+00,1,"Descubre el irresistible Queso Por Salut Light, la opción perfecta para los amantes del sabor y la salud. Presentado en un conveniente formato de 12 unidades, cada porción es ideal para un snack rápido o un complemento en tus platos. Este queso, bajo en sal, atraerá a un público preocupado por su alimentación, garantizando una alta rotación en tu negocio. Aprovecha el margen atractivo y la compra por impulso; ¡no dejes pasar la oportunidad de tenerlo en tu mostrador!",0.00275796802669890130099705771726803504861891269683837890625,unidad,true,,,1,unidad,12,,,0,false,,,,false
944,1100,QUESO POR SALUT LIGHT FRACC. x12U,1751,2026-03-18 13:09:00.751632+00,2026-04-14 17:48:40.123112+00,1,"Descubre el irresistible sabor del QUESO POR SALUT LIGHT, la opción perfecta para quienes buscan disfrutar sin culpas. Presentado en un práctico formato de 12 unidades, este queso fraccionado es ideal para el consumo diario y se adapta a cualquier platillo. Su bajo contenido de grasa atrae a un público consciente de su salud, garantizando una alta rotación y ventas rápidas. ¡Colócalo en tu mostrador y aprovecha el potencial de compra por impulso de tus clientes!",0.003512960103277015279366057853849270031787455081939697265625,unidad,true,,,1,unidad,12,,,0,false,,,,false
945,208,QUESO REGGIANITO FRACC. X 12 PORCIONES,55,2026-03-18 13:09:01.984884+00,2026-04-14 17:48:29.753455+00,1,"Descubre el auténtico sabor del Queso Reggianito, ideal para deleitar a tus clientes en cada bocado. Presentado en un práctico formato de 12 porciones, es perfecto para compartir o disfrutar solo. Este delicioso queso se convierte en un imprescindible en tu mostrador, atrayendo a amantes de la gastronomía y generando compras por impulso. Con un alto margen de rentabilidad y una rotación rápida, ¡no dejes pasar la oportunidad de ofrecer un producto que encantará a todos!",0.001401334677719605868728702802172847441397607326507568359375,unidad,true,,,1,unidad,12,,,0,false,,,,false
946,184,QUESO RALLADO CAJA 24x120GRS,5623,2026-03-18 13:09:03.326841+00,2026-04-14 17:48:05.750685+00,1,"Descubre el irresistible Queso Rallado, la opción perfecta para realzar cualquier platillo. Presentado en una práctica caja de 24 unidades de 120 gramos, este producto es ideal para el mostrador de tu tienda. Su formato facilita la reposición y atrae a los amantes de la cocina rápida y deliciosa. Con un alto margen de ganancia y atractivo para el público que busca calidad y conveniencia, ¡no dejes pasar la oportunidad de incrementar tus ventas con este clásico imprescindible!",0.05059138966867049447273529949598014354705810546875,unidad,true,,,1,unidad,24,,,0,false,,,,false
947,197,QUESO RALLADO CAJA MADRE X 6 DISPLAYS,-14,2026-03-18 13:09:04.541439+00,2026-05-04 17:48:29.977076+00,1,"Descubre el delicioso QUESO RALLADO CAJA MADRE, la opción ideal para realzar cualquier platillo. Su sabor auténtico y versatilidad lo convierten en un favorito entre los consumidores. Cada caja incluye 6 displays de 24 unidades, perfectos para exhibir en tu kiosco o almacén. Con una alta tasa de rotación y un atractivo margen de ganancia, este producto es perfecto para compras por impulso. No dejes pasar la oportunidad de ofrecer a tus clientes un toque especial en cada comida. ¡Aumenta tus ventas hoy!",0.00004009753740825498,unidad,false,,,1,unidad,,,,0,false,,,,false
948,180,QUESO RALLADO DISPLAY 20x40GRS,6853,2026-03-18 13:09:05.76319+00,2026-04-14 17:47:54.31212+00,1,"¡Descubre el irresistible Queso Rallado en formato display! Con 20 paquetes de 40 gramos cada uno, este producto es perfecto para atraer a tus clientes y potenciar sus platillos. Su versatilidad y sabor inigualable lo convierten en un must-have en cualquier cocina. Además, su presentación facilita la exhibición en tu mostrador, ideal para compras por impulso. Con un excelente margen de ganancia, este queso rallado asegura una rápida rotación y satisfacción garantizada para tus consumidores. ¡No te quedes sin él!",0.46380096794267233750730383690097369253635406494140625,unidad,true,,,1,unidad,20,,,0,false,,,,false
949,67,QUESO CREMOSO REMANSO CAJA x4 HORMAS,38,2026-03-18 13:09:07.039705+00,2026-05-04 17:48:29.977076+00,1,"Descubre el delicioso Queso Cremoso Remanso, la elección perfecta para quienes buscan calidad y sabor en cada bocado. Presentado en una caja de 4 hornas, este producto es ideal para el consumo diario y fácil de manejar en tu negocio. Su textura suave y cremosa lo convierte en un favorito del público, impulsando las ventas por impulso. Con un margen atractivo, este queso es un imprescindible en tu mostrador, asegurando rotación constante y satisfacción garantizada para tus clientes. ¡No te quedes sin él!",0.00012831211970641595,unidad,false,,,1,unidad,,,,0,false,,,,false
950,312,LEP X 25 KG ALIMENTA,0,2026-03-18 13:09:08.267249+00,2026-05-04 17:48:29.977076+00,1,"¡Descubre LEP X 25 KG ALIMENTA, la opción ideal para atraer a tus clientes con un producto de alta calidad y excelente sabor! Este formato de 25 kg es perfecto para abastecer tu negocio y asegurar una rotación constante. Al ofrecer un producto tan versátil, te aseguras de captar la atención de consumidores que buscan calidad y economía. Incrementa tus márgenes de ganancia y fomenta la compra por impulso en tu mostrador, ¡no dejes pasar esta oportunidad de éxito para tu almacén!",0,unidad,false,,,1,unidad,,,,0,false,,,,false
951,378,LECHE EN POLVO CAJA 10x800GRS,1069,2026-03-18 13:09:09.480706+00,2026-04-14 17:47:41.697003+00,1,"¡Descubre la delicia de LEPI! Esta caja de 10 paquetes de 800g cada uno es perfecta para ofrecer a tus clientes un producto de calidad, ideal para acompañar sus comidas y snacks. Su formato de 10 unidades asegura un abastecimiento constante y atractivo en tu punto de venta. Además, su sabor irresistible genera compras por impulso, lo que se traduce en un excelente margen de ganancia. No dejes pasar la oportunidad de incrementar tus ventas con LEPI en tu mostrador.",0.004304723106752446175338189249259812640957534313201904296875,unidad,true,,,1,unidad,10,,,0,false,,,,false
952,1274,LECHE UAT 0% GRASA PACK 12x1LT,1327,2026-03-18 13:09:10.706101+00,2026-04-14 17:47:26.066415+00,1,"Descubre la frescura de la Leche UAT 0% Grasa, el aliado perfecto para un estilo de vida saludable. Presentada en un práctico pack de 12 unidades de 1 litro, es ideal para familias y consumidores conscientes de su nutrición. Su sabor suave y cremoso la convierte en la opción preferida para desayunos y recetas. Al tenerla en tu mostrador, aprovechas una alta rotación y un atractivo margen de ganancia, capturando la atención de un público en busca de opciones saludables.",0.08349735948805603324984758728533051908016204833984375,unidad,true,,,1,unidad,12,,,0,false,,,,false
953,363,LECHE UAT CHOCOLATADA PACK 12x1LT,3101,2026-03-18 13:09:11.92478+00,2026-04-14 17:47:14.682213+00,1,"Descubre la irresistible Leche UAT Chocolatada, un deleite que conquista a grandes y pequeños por su sabor intenso y cremosidad. Este pack incluye 12 unidades de 1 litro, perfecto para abastecer tu kiosco o almacén. Su formato práctico no solo se vende rápido, sino que también fomenta la compra por impulso, ideal para el público amante del chocolate. Con un margen atractivo, tu negocio se beneficiará de una rotación constante, convirtiendo cada venta en una dulce ganancia. ¡No te quedes sin ella!",0.0891511122626199858931528297034674324095249176025390625,unidad,true,,,1,unidad,12,,,0,false,,,,false
954,662,LECHE UAT CHOCOLATADA PACK 18x200ML,4499,2026-03-18 13:09:13.165166+00,2026-04-14 17:47:03.402289+00,1,"Descubre la irresistible **Leche UAT Chocolatada**, un deleite que conquista a grandes y chicos con su sabor intenso y cremoso. Este pack incluye **18 unidades de 200 ml**, perfecto para exhibir en tu kiosco o almacén. Su atractivo formato es ideal para compras impulsivas, y con un margen atractivo, garantiza un excelente retorno. La leche chocolatada es un clásico que no puede faltar en tu mostrador, atrayendo a familias y jóvenes que buscan un snack delicioso y reconfortante. ¡Aumenta tus ventas hoy!",0.196658550430063916447664951192564330995082855224609375,unidad,true,,,1,unidad,18,,,0,false,,,,false
955,671,LECHE  0% LACTOSA PACK 12x1LT,2580,2026-03-18 13:09:14.409356+00,2026-04-14 17:46:49.379269+00,1,"¡Descubre la suavidad de la Leche UAT Descremada 0% Lactosa! Ideal para quienes buscan disfrutar del sabor lácteo sin preocuparse por la lactosa. Este pack incluye 12 unidades de 1 litro, perfecto para mantener siempre disponible este producto en tu mostrador. Con la creciente demanda de opciones sin lactosa, este artículo se convierte en un imán para las compras por impulso, asegurando un margen atractivo para tu negocio. ¡Aprovecha la oportunidad de satisfacer a tus clientes y aumentar tu rentabilidad!",0.1391289799070646038270382405244163237512111663818359375,unidad,true,,,1,unidad,12,,,0,false,,,,false
956,1244,LECHE UAT DESC 0% LACTOSA PACK 12x500ML,-12,2026-03-18 13:09:15.649845+00,2026-05-04 17:48:29.977076+00,1,"¡Descubre la deliciosa Leche UAT Desc 0% Lactosa! Perfecta para quienes buscan disfrutar de un sabor cremoso sin la incomodidad de la lactosa. Presentada en un práctico pack de 12 unidades de 500 ml, es ideal para exhibir en tu kiosco o almacén. Este producto no solo atrae a un público en tendencia, sino que también garantiza una alta rotación gracias a su demanda entre quienes buscan alternativas saludables. ¡Aprovecha el margen de ganancia y potencia tus ventas con esta opción irresistible!",0.0001687363777898493,unidad,false,,,1,unidad,,,,0,false,,,,false
957,338,LECHE UAT ENTERA PACK 12x1LT,17616,2026-03-18 13:09:16.877513+00,2026-04-14 17:46:37.564553+00,1,"Descubre la Leche UAT Entera, un producto que enamora por su sabor cremoso y su frescura. Presentamos el formato ideal: un pack de 12 unidades de 1 litro cada una, perfecto para abastecer tu negocio. Esta leche es la elección preferida de familias y amantes de un desayuno nutritivo, garantizando una alta rotación en tu mostrador. Su atractivo precio y margen competitivo la convierten en un must-have para impulsar tus ventas por impulso. ¡No dejes pasar esta oportunidad!",1,unidad,true,,,1,unidad,12,,,0,false,,,,false
958,339,LECHE UAT DESCREMADA PACK 12x1LT,10245,2026-03-18 13:09:18.103046+00,2026-04-14 17:46:21.970541+00,1,"¡Descubre la frescura de la Leche UAT Parc Descremada! Este producto premium, ideal para consumidores saludables, ofrece un sabor suave y una textura ligera que encantarán a tus clientes. Presentado en un práctico pack de 12 unidades de 1 litro, es perfecto para el almacenamiento en tu kiosco o almacén. Su alta demanda y atractivo para familias y deportistas garantizan una rotación fluida. Aumenta tu rentabilidad con un producto que impulsa las compras por impulso y maximiza tus márgenes. ¡No te quedes sin ella!",0.4629091690088331656482978360145352780818939208984375,unidad,true,,,1,unidad,12,,,0,false,,,,false
959,678,LECHE UAT PEQUES PACK 12x1LT,40,2026-03-18 13:09:19.343679+00,2026-05-04 17:48:29.977076+00,1,"¡Descubre la deliciosa Leche UAT Peques! Un alimento esencial que encanta a los más pequeños gracias a su sabor suave y cremoso. Presentada en un práctico pack de 12 x 1LT, es ideal para familias en movimiento. Este producto no solo garantiza calidad, sino que también se convierte en una opción perfecta para el mostrador de tu negocio. Con alta demanda y margen atractivo, atraerás a padres que buscan lo mejor para sus hijos. ¡No te quedes sin ella!",0.00005883942341166897,unidad,false,,,1,unidad,,,,0,false,,,,false
960,1084,LECHE UAT PEQUES PACK 18x200ML,0,2026-03-18 13:09:20.562677+00,2026-05-04 17:48:29.977076+00,1,"¡Descubre la deliciosa Leche UAT Peques! Con su sabor suave y nutritivo, es la opción perfecta para los más pequeños. Este pack de 18 unidades de 200ml cada una es ideal para exhibir en tu kiosco o almacén. Su formato práctico facilita la compra y el consumo diario. Además, al ser un producto dirigido a niños, garantiza una alta rotación y un atractivo margen de ganancia. ¡No dejes pasar la oportunidad de satisfacer a tus clientes y potenciar tus ventas!",0.00032615633946670217,unidad,false,,,1,unidad,,,,0,false,,,,false
961,269,CREMA CHANTILLY CLASICA Spray C. X12U,1485,2026-03-18 13:09:21.775698+00,2026-04-14 17:46:09.068429+00,1,"¡Dale un toque de lujo a tus postres con la CREMA CHANTILLY CLÁSICA Spray! Este delicioso y suave topping es ideal para realzar el sabor de pasteles, helados y frutas. Presentado en un práctico formato de 12 sprays de 250 ml, es perfecto para el mostrador de kioscos y almacenes. Su fácil aplicación y versatilidad lo convierten en un favorito de los clientes, impulsando las compras por impulso. Aumenta tu margen y rotación al ofrecer un producto que encanta a todos. ¡No te lo pierdas!",0.006239800560195269719943045316767893382348120212554931640625,unidad,true,,,1,unidad,12,,,0,false,,,,false
962,176,CREMA DOBLE CAJA 12x200CC,9493,2026-03-18 13:09:22.991853+00,2026-04-14 17:45:56.523817+00,1,"Descubre la irresistible CREMA DOBLE, un deleite cremoso que cautivará a tus clientes. Presentada en una práctica caja de 12 unidades de 200cc, es perfecta para acompañar postres o disfrutar sola. Este producto se convierte en un imprescindible en tu mostrador, ideal para compras por impulso. Con un excelente margen de ganancia, atraerás a un amplio público que busca calidad y sabor. No dejes pasar la oportunidad de enriquecer tu oferta y aumentar tus ventas con CREMA DOBLE.",0.403828180210689058338147106042015366256237030029296875,unidad,true,,,1,unidad,12,,,0,false,,,,false
963,122,CREMA DOBLE CAJA 12x350CC,1249,2026-03-18 13:09:24.218723+00,2026-04-14 17:45:40.632785+00,1,"¡Descubre la irresistible CREMA DOBLE! Con su textura suave y sabor inigualable, este producto se convierte en el favorito de tus clientes para realzar postres y cafés. Presentada en una caja de 12 unidades de 350CC, es ideal para exhibir en tu mostrador. Aprovecha su alta demanda y margen de ganancia, perfecto para compras por impulso. Con la CREMA DOBLE, no solo atraerás a los amantes de lo dulce, ¡sino que también incrementarás tus ventas rápidamente!",0.088380348487994642159293334771064110100269317626953125,unidad,true,,,1,unidad,12,,,0,false,,,,false
964,1684,CREMA DE LECHE UAT 36% CAJA 12x500ml,0,2026-03-18 13:09:25.431691+00,2026-05-04 17:48:29.977076+00,1,"Descubre la Crema de Leche UAT 36%, el aliado perfecto para realzar tus platillos. Su textura cremosa y sabor intenso la convierten en la opción ideal para chefs y cocineros aficionados. Presentada en una caja de 12 envases de 500 ml, es fácil de almacenar y servir. Ofrece un excelente margen de ganancia al ser un producto básico en la cocina, ideal para compra por impulso. Atrae a clientes que buscan calidad y versatilidad en sus recetas. ¡No dejes pasar esta oportunidad!",0.0006677279544259113,unidad,false,,,1,unidad,,,,0,false,,,,false
965,177,CREMA DE LECHE UAT 36% CAJA 18x200ml,-3,2026-03-18 13:09:26.641689+00,2026-05-04 17:48:29.977076+00,1,"Descubre la Crema de Leche UAT 36%: la esencia de la cremosidad que tus clientes no podrán resistir. Presentada en una práctica caja de 18 unidades de 200ml, esta crema es ideal para preparar platillos irresistibles o acompañar postres, elevando cualquier receta. Al tener un alto contenido de grasa, garantiza una textura rica y un sabor inigualable. Perfecta para el mostrador de tu negocio, atraerá a los amantes de la cocina y generará compras impulsivas, maximizando tu margen de ganancia. ¡Aumenta tu rotación hoy!",0.00355475064782027,unidad,false,,,1,unidad,,,,0,false,,,,false
966,12,NEUFCHATEL C/AZUL CAJA 12x190GRS,-17,2026-03-18 13:09:27.875947+00,2026-05-04 17:48:29.977076+00,1,"Descubre el irresistible sabor del Neufchatel con azul, un queso cremoso que conquistará a tus clientes desde el primer bocado. Presentado en una caja de 12 unidades de 190 g cada una, es ideal para el exhibidor de tu tienda. Perfecto para untar, este producto de alta calidad es un imán para las compras por impulso, ofreciendo un excelente margen de ganancia. Atrae a amantes del queso gourmet y potencia tus ventas con esta deliciosa opción en tu mostrador.",0.002331033209879451,unidad,false,,,1,unidad,,,,0,false,,,,false
967,212,CHATEL JAMON CAJA 12x190GRS,2040,2026-03-18 13:09:29.094938+00,2026-04-14 17:45:18.391785+00,1,"Descubre el irresistible NEUFCHATEL C/JAMON, un queso cremoso que combina la suavidad del Neufchâtel con el sabor ahumado del jamón, perfecto para deleitar a tus clientes. Presentado en cajas de 12 unidades de 190 gramos, este producto es ideal para exhibiciones atractivas en tu kiosco o almacén. Su delicioso perfil lo convierte en una opción perfecta para compras por impulso, asegurando un alto margen de ganancia y una rápida rotación. ¡Añádelo a tu oferta y sorprende a tus consumidores!",0.0621654695868643913936324452151893638074398040771484375,unidad,true,,,1,unidad,12,,,0,false,,,,false
968,105,CHATEL SALAME CAJA 12x190GRS,1496,2026-03-18 13:09:30.331986+00,2026-04-14 17:45:03.572068+00,1,"Descubre el irresistible NEUFCHATEL con salame, un deleite gourmet que está revolucionando el paladar de los consumidores. Presentado en una caja de 12 unidades de 190 gramos, este producto combina la cremosidad del queso con el sabor intenso del salame, perfecto para disfrutar en cualquier ocasión. Su atractivo formato fomenta la compra por impulso, asegurando una alta rotación en tu mostrador. Con un excelente margen de ganancia, este producto es ideal para cautivar a un público que busca calidad y sabor. ¡No te quedes sin él!",0.04739769506880188443265211617472232319414615631103515625,unidad,true,,,1,unidad,12,,,0,false,,,,false
