codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
LYL-0173,Gomitas MISKY JELLY ROLL x 1kg x 208u,Gomitas MISKY JELLY ROLL en bolsa de 1 kilogramo.,"Gomitas frutales libres de gluten, marca Misky Jelly Roll, formato 1 kg.",gomitas|gominolas|caramelos,ACTUALIZAR
LYL-0174,Masticables MISKY x 800g x 240u,Masticables MISKY en bolsa de 800 gramos.,"Caramelos masticables sabor frutal, marca MISKY, presentación de 800g.",caramelos|masticables|chicles,ACTUALIZAR
LYL-0183,Chupetín Pelotita  Duo Lerithier x 50u,Chupetín pelotita Duo Lerithier en paquete de 50 unidades.,"Chupetín Pelotita Duo sabor frutal, marca Lheritier, presentación de 50 unidades.",chupetin|chupetines|pelotitas,ACTUALIZAR
LYL-0184,Chupetín Pelotita  Lerithier x 100u,Chupetín pelotita Lerithier en presentación de 100 unidades.,"Chupetín frutal marca Lheritier, presentado en pack de 100 unidades.",chupetin|chupetines,ACTUALIZAR
LYL-0186,Chupetín Fierita masticable c/Tatoo          x 50u,"Chupetín fierita masticable con tatoo, 50 unidades.","Chupetín masticable sabor tutti frutti con diseño de tatuaje, marca Fierita, paquete de 50 unidades.",chupetin|chupetines|caramelos,ACTUALIZAR
LYL-0190,Heladito de merengue con cucurucho           x 10u,"Heladito de merengue con cucurucho, 10 unidades.","Heladito de merengue con cucurucho, marca no especificada, presentación x 10 unidades.",heladito|merengue|cucurucho,ACTUALIZAR
LYL-0203,Minitorta Rapsodia – Nevares x 24u,"Minitorta Rapsodia de Nevares, formato de 24 unidades.","Minitorta de chocolate marca Rapsodia, presentación de 24 unidades de 80g cada una.",mini torta|torta|tortita,ACTUALIZAR
LYL-0205,Huevito con sorpresa Toca-Toca x 16u,"Huevito con sorpresa Toca-Toca, formato de 16 unidades.","Huevito de chocolate con sorpresa, marca Toca-Toca, presentación de 16 unidades.",huevito|chocolate sorpresa|huevo de chocolate,ACTUALIZAR
LYL-0206,Latitas con pastillitas x 24u,"Latitas con pastillitas, formato de 24 unidades.","Pastillas surtidas en latitas, marca Candy, presentación de 24 unidades.",pastillas|latitas|caramelos,ACTUALIZAR
LYL-0210,Froot Loops Kelloggs x 195g x 1u,"Froot Loops Kelloggs, formato de 195g.","Cereal de maíz y trigo sabor frutas, marca Kelloggs, formato 195g.",cereal|cereales|froot loops,ACTUALIZAR
LYL-0218,Puflitos Bachilitos x 1000g,"Puflitos Bachilitos, formato de 1000g.","Puflitos de maíz sabor natural, marca Bachilitos, presentación de 1000g.",puflitos|snacks|puf|palitos,ACTUALIZAR
LYL-0219,Aritos de Pizza Bachilitos x 1000g,"Aritos de Pizza Bachilitos, formato de 1000g.","Aritos de pizza, marca Bachilitos, formato 1000g.",aritos|snacks|panchos|pizzetas,ACTUALIZAR
LYL-0221,Conitos Bachilitos x 800g,"Conitos de la marca Bachilitos, formato de 800g.","Conitos de golosina sabor frutal, marca Bachilitos, presentación de 800g.",gomitas|conitos|caramelos,ACTUALIZAR
LYL-0222,Tutucas Bachilitos x 1000g,"Tutucas de la marca Bachilitos, formato de 1000g.","Tutucas de maíz sabor natural, marca Bachilitos, presentación de 1000g.",tutucas|snacks de maíz|panchitos,ACTUALIZAR
LYL-0236,Tutuca CRAKET x 150g                              x 1u,"Tutuca CRAKET, formato de 150g.","Crackers salados de harina de almendra, marca Tutuca, formato 150g.",crackers|masitas saladas|galletitas saladas,ACTUALIZAR
LYL-0237,Tornaditos CRAKET x 150g x 1u,"Tornaditos CRAKET, formato de 150g.","Tornaditos de maíz sabor salado, marca Craket, presentación de 150g.",snacks|tornaditos|palitos de maíz,ACTUALIZAR
LYL-0245,VOCACIÓN Clásica x 141g                   x 1u,"Galleta clásica de la marca Vocación, formato de 141g.","Galletitas clásicas sabor vainilla, marca Vocación, formato de 141g.",galletitas|galletitas dulces,ACTUALIZAR
LYL-0246,VOCACIÓN Clásica x 384g x 3u,"Galleta clásica de la marca Vocación, formato de 384g.","Galletitas dulces sabor vainilla, marca Vocación, presentación de 384 g en pack de 3.",galletitas|galletitas dulces,ACTUALIZAR
LYL-0247,VOCACIÓN Acaramelada x 435g x 3u,"Galleta acaramelada de la marca Vocación, formato de 435g.","Galletitas acarameladas sabor vainilla, marca Vocación, presentación de 435 g.",galletitas|galletitas dulces,ACTUALIZAR
LYL-0264,Larguita Hojalmar x 150g x1u,"Galletitas Larguita Hojalmar, formato 150g.","Galletitas de hojaldre sabor dulce, marca Hojalmar, presentación de 150 g.",galletitas|hojaldradas|bizcochos,ACTUALIZAR
LYL-0265,Palmera Hojalmar x 150g x 1u,"Galletitas Palmera Hojalmar, formato 150g.","Palmera de hojaldre dulce, marca Hojalmar, formato 150g.",palmera|hojaldre|galletita,ACTUALIZAR
LYL-0268,Fauna Mauri x 400g x 1u,"Galletitas Fauna Mauri, formato 400g.","Galletitas confitadas surtidas marca Mauri, presentación de 400g.",galletitas|galletas|confitadas,ACTUALIZAR
LYL-0270,Grisines Italianos Tradic. x 170g x 1u,"Grisines Italianos Tradicionales, formato 170g.","Grisines italianos tradicionales, marca Tradicional, presentación de 170g.",grisines|palitos|panecillos,ACTUALIZAR
LYL-0271,Grisines Italianos Clásicos x 200g x 1u,"Grisines Italianos Clásicos, formato 200g.","Grisines italianos clásicos, marca no especificada, formato 200g.",grisines|palitos de pan|panecillos,ACTUALIZAR
LYL-0272,Grisines Italianos Mix de semillas x 1u,"Grisines Italianos Mix de Semillas, formato individual.","Grisines italianos mix de semillas, marca no especificada, presentación de 1 unidad.",grisines|palitos de pan|palitos de semillas,ACTUALIZAR
LYL-0273,Grisines Italianos Light x 160g x 1u,"Grisines Italianos Light, formato 160g.","Grisines italianos livianos, libres de gluten, marca Riera, paquete de 160g.",grisines|palitos|panecillos,ACTUALIZAR
LYL-0276,Chapatitas x 140g x 1u,"Galletitas Chapatitas, formato 140g.","Galletitas dulces tipo chapatitas, marca Sarmiento, presentación de 140g.",galletitas|chapatitas,ACTUALIZAR
LYL-0279,Tumbitos x 150g                                    x 1u,"Galletitas Tumbitos, formato 150g.","Golosinas de goma en forma de ositos, marca Tumbitos, 150 gramos.",ositos|gomitas|gominolas,ACTUALIZAR
LYL-0292,Malta El Pocillo sin azúcares Doypack x 115g x 1u,"Malta sin azúcares de la marca El Pocillo, formato de 115g.","Malta sin azúcares en formato doypack de 115g, marca El Pocillo.",malta|bebida malta,ACTUALIZAR
LYL-0346,Té Taragui Ensobrado 100saq x 2gr                                   x 1u,Té Taragui ensobrado en bolsa de 100 saquitos de 2g.,"Té negro en saquitos ensobrados, marca Taragüi, 100 saquitos de 2g cada uno.",té|saquitos de té|té negro,ACTUALIZAR
LYL-0347,Té Taragui s/e F.x 25 x 1u,Té Taragui sin ensamble en bolsa de 25 saquitos.,"Té en hebras sabor vainilla, marca Taragüi, presentación de 25 bolsas.",té|infusión|saquito de té,ACTUALIZAR
LYL-0348,Té Taragui s/e F.x 50 x 1u,Té Taragui sin ensamble en bolsa de 50 saquitos.,"Té en hebras sabor vainilla, marca Taragüi, presentación de 50 bolsas.",té|infusión|saquito de té,ACTUALIZAR
LYL-0349,Té Taragui s/e F.100 x 1u,Té Taragui sin ensamble en bolsa de 100 saquitos.,"Té en hebras Blend Especial Taragüi, 180 g.",té|te en hebras|té suelto,ACTUALIZAR
LYL-0360,LA GOTITA Poxipol - 2ml x 1u,Adhesivo Poxipol en presentación de 2ml.,"Pegamento en tubo de 2 ml, marca Poxipol.",pegamento|adhesivo|gotita,ACTUALIZAR
LYL-0387,Bolsa Camiseta 45 x 60 x 50u,"Bolsa Camiseta 45 x 60, 50 unidades.","Bolsa camiseta negra reforzada de 45x60 cm, marca Aries, pack de 50 unidades.",bolsas|bolsas de camiseta|bolsas reforzadas,ACTUALIZAR
LYL-0388,Bolsas de residuos 45 x 60 x 10u,"Bolsas de residuos 45 x 60, 10 unidades.","Bolsas de residuos negras 45x60 cm, marca New Pel, pack de 10 unidades.",bolsas de basura|bolsas de residuos|bolsas de consorcio,ACTUALIZAR
LYL-0389,Bolsas de residuos 45 x 60 x 30u,"Bolsas de residuos 45 x 60, 30 unidades.","Bolsas de residuos 45x60 cm, marca Virulana, pack de 30 unidades.",bolsas de basura|bolsas de residuos|bolsas de desecho,ACTUALIZAR
LYL-0390,Bolsas de residuos 60 x 90 x 10u,"Bolsas de residuos 60 x 90, 10 unidades.","Bolsa de residuos 60x90 cm, marca SIPACK, presentación de 10 unidades.",bolsas de consorcio|bolsas de basura|bolsas de residuos,ACTUALIZAR
LYL-0391,Bolsas de residuos 80 x 110 x 10u,"Bolsas de residuos 80 x 110, 10 unidades.","Bolsas de residuos negras de 80 x 110 cm, pack de 10 unidades.",bolsas de basura|bolsas de residuos|bolsas negras,ACTUALIZAR
LYL-0397,Papel higienico                                      x 4u,"Papel higiénico, formato de 4 unidades.","Papel higiénico de doble hoja, marca Family, presentación de 4 rollos de 30 metros.",papel higiénico|papel de baño|rollos de papel,ACTUALIZAR
LYL-0398,Rollo de cocina x 3u,"Rollo de cocina, formato de 3 unidades.","Rollo de cocina con 3 unidades de 50 paños absorbentes, marca no especificada.",rollo de papel|papel de cocina|papel absorbente,ACTUALIZAR
LYL-0401,Pañuelos descartables Candela x 6u,"Pañuelos descartables de la marca Candela, paquete de 6 unidades.","Pañuelos descartables marca Candela, pack de 6 unidades.",pañuelos|tissues|servilletas descartables,ACTUALIZAR
LYL-0402,Encendedores Fuegolandia x 25u,"Encendedores de la marca Fuegolandia, paquete de 25 unidades.","Encendedores clásicos marca Fuegolandia, pack de 25 unidades.",mecheros|fuegos|encendedores,ACTUALIZAR
LYL-0403,Encendedores Candela x 25u,"Encendedores de la marca Candela, paquete de 25 unidades.","Encendedores a gas marca Candela, presentación en caja de 25 unidades.",mecheros|fósforos|encendedores,ACTUALIZAR
LYL-0414,Prestobarba Minora Pro                          x 10u,"Prestobarba Minora Pro, paquete de 10 unidades.","Máquina de afeitar con 2 hojas, marca Minora Pro, pack de 10 unidades.",maquina de afeitar|afeitadora|rasuradora,ACTUALIZAR
LYL-0418,Espirales Selton                                                         x 12u,"Espirales Selton, paquete de 12 unidades.","Espirales antimosquitos Selton, formato de 12 unidades para uso en exteriores.",espirales|espirales repelentes|espirales para mosquitos,ACTUALIZAR
LYL-0420,Lámpara LED Kian 6W - Fría                          x 1u,"Lámpara LED Kian de 6W, formato individual.","Lámpara LED E27 6W luz fría 6500K, marca Kian.",lámpara led|foco led|luz fría,ACTUALIZAR
LYL-0421,Lámpara LED Kian 9W- Fría                         x 1u,"Lámpara LED fría de 9W de la marca Kian, formato individual.","Lámpara LED fría de 9W, marca Kian, formato bulbo con rosca E27.",luz led|bombita|lámpara|foco,ACTUALIZAR
