product_code,nombre,image_url,estado
5398,Citrato de Magnesio 400 Vitamin Way 180g Limón,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5398.jpg,ok
6090,Ashwagandha Nature's Truth 3000mg 90 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6090.jpg,ok
6149,Pimenton Español Picante El Aguila Lata X75 Gr Importado,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6149.jpg,ok
5358999,Omega 3 Aceite de Pescado Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5358999.jpg,ok
6203,Coenzima Q10 Ubiquinona Maxima Absorción Natier x50 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6203.jpg,ok
5588,Minerales Quelatados (Zinc + Magnesio + Selenio + Vitamina B6) Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5588.jpg,ok
6077,Extracto Vainilla Natural El Castillo 100 cc,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6077.jpg,ok
46,Lax Fibras Geonat x30 Comprimidos,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/46.jpg,ok
6101,Aceite Oliva Oléico Corazon Lunlunta Guardia Vigil 500 ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6101.jpg,ok
6156,Salsa De Ostras Lee Kum Kee X 2.4kg Pet,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6156.jpg,ok
5233,Magnesio con Potasio y Vitamina B6 Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5233.jpg,ok
5210999,Colágeno Beauty Vitamin Way en Polvo 360 g Sabor Limón,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5210999.jpg,ok
5504999,Ginseng + Guaraná Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5504999.jpg,ok
4489,Ácido Hialurónico Geonat x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/4489.jpg,ok
5211,Colágeno FLEX Vitamin Way en Polvo x180g Sabor Limón,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5211.jpg,ok
361100,Pack x2 Té Negro Royal Black Saint Gottard x20 Saquitos,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/361100.jpg,ok
6049,Magnesio 200mg Sabor Limón Frambuesa Nature's Truth 60gomita,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6049.jpg,ok
6211,Vitamina D3-800 Ui Natural Life X 30 Cápsulas Blandas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6211.jpg,ok
6143,Quinoa Bebible Victrin Crinway 5 Unidades De 5 Ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6143.jpg,ok
3500,Semillas de Girasol Natural Seed x200g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/3500.jpg,ok
Siluet100,Spirulina Siluett Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/Siluet100.jpg,ok
6150,Aceite Oliva Oléico Corazon Lunlunta Vigil Jarra 500 ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6150.jpg,ok
1779,"Carotenos + Vitaminas A, C y e Natufarma x30 Cápsulas",https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1779.jpg,ok
6078,Magnesio + Calcio Vitamin Way con Vitamina C y D x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6078.jpg,ok
6079,Omega 3 Aceite Hígado De Bacalao 1000mg Natural Life X 60,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6079.jpg,ok
5560999,Arándano Ury Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5560999.jpg,ok
5503,Spirulina Sport Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5503.jpg,ok
6115,Aceite de Oliva Extra Virgen Laur Alto en Polifenoles x500 cc,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6115.jpg,ok
5684999,Recuperación muscular BCAA 2:1:1 Vitamin Way x90 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5684999.jpg,ok
6136,Vitamina B-12 5000mcg Horbaach Sublingual Metilcobalamina,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6136.jpg,ok
6204,Zinc + Selenio Complejo Antioxidante Natural Life X 30 Comp,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6204.jpg,ok
6119,Tahini Pasta De Sesamo Al Kanater 900 Grs,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6119.jpg,ok
5431,Omega 3 Aceite de Pescado Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5431.jpg,ok
5434,Isoflavonas Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5434.jpg,ok
6083,Omega 3 Aceite De Pescado Sundance 1200mg X 100,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6083.jpg,ok
1288,Natulax Plus Cascara Sagrada Natufarma x40 sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1288.jpg,ok
6160,Suplemento Femenino Vitamina D Sri Sri 60 Cáps,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6160.jpg,ok
5671999,Whey Protein Tri Blend Vitamin Way Sabor Vainilla 990 g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5671999.jpg,ok
6093,Melena De León 2100mg Vegano Nature's Trutsin Gluten 50 Cáps,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6093.jpg,ok
6012,Laddubar Cranberries Caja X10 Barras 60g Y 15g Proteína,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6012.jpg,ok
6078200,Pack x3 Magnesio + Calcio Vitamin Way 60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6078200.jpg,ok
7000,Té Frutos del Bosque Saint Gottard x20 Saquitos,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/7000.jpg,ok
1599,Mix Frutos Secos Multifrutos Natural Seed sin Tacc 200g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1599.jpg,ok
5685999,Brutal Mass Gainer Vitamin Way Sabor Chocolate 1500g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5685999.jpg,ok
6168,Detox Colabella Quelatos Vegetales Desintoxicadores X 60 Com,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6168.jpg,ok
5344999,Aceto Balsámico Ahumado Millán 250 ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5344999.jpg,ok
4562999,Café Instantáneo Liofilizado Vainilla y Canela Juan Valdez 95g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/4562999.jpg,ok
6177,Pimenton Español Ahumado El Castillo Lata X75 Gr Importado,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6177.jpg,ok
6121,Aceite Oliva Laur Extra Virgen Altos Limpios Vidrio 500 Ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6121.jpg,ok
6017,Cepillo Dental Sri Sri Tattva Para Adultos Cerda Suave Bambu,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6017.jpg,ok
6025,Aceto Balsamico Premium Bidon Corazon Lunlunta Oleico 2l,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6025.jpg,ok
5603,Insaponificables de Palta y Soja Vitamin Way x30 sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5603.jpg,ok
5500,Colágeno + Calcio Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5500.jpg,ok
1251,Serenil Natufarma Melisa Sedante Natural x30 Comprimidos,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1251.jpg,ok
6064,Arroz Basmati Sri Sri 500gr,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6064.jpg,ok
6300,Jabón Sri Sri Ayurvédico Con Limón Y Tea Tree,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6300.jpg,ok
1279,Omega 3 Aceite Pescado Natufarma x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1279.jpg,ok
5328,Omega 3 Aceite de Chía Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5328.jpg,ok
6124,Bocaditos Granix Cereal Relleno Chocolate Blanco 180g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6124.jpg,ok
6191,"Salsa Tabasco Roja X 1,89 L",https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6191.jpg,ok
5303999,Citrato de Magnesio 500 Geonat x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5303999.jpg,ok
5557,Zinc Quelato Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5557.jpg,ok
ginkgo200,Pack x3 Ginkgo 120 Complex Memoria Vitamin Way X Cápsulas Pharmamerican,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/ginkgo200.jpg,ok
265,Tisana Adelgazante Saint Gottard x20 Saquitos,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/265.jpg,ok
1282999,Isoflavonas de Soja Menopausia y Huesos Natufarma x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1282999.jpg,ok
5470,Citrato de Magnesio Vitamin Way 180 g Sabor Naranja,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5470.jpg,ok
6213,Magnesio 500mg Life Extension En Cápsulas X 100,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6213.jpg,ok
5586999,Café Instantáneo Liofilizado Clásico Juan Valdez x150 g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5586999.jpg,ok
5528,Citrato de Magnesio Sleep + CALM Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5528.jpg,ok
3289,Tabasco Verde Salsa Picante Suave Jalapeño 60 ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/3289.jpg,ok
4558999,Café Molido Premium Juan Valdez Volcan 250g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/4558999.jpg,ok
45999,Curcumin Asian Geonat x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/45999.jpg,ok
6104,Yerba Mate Aguantadora Selección Especial Suave 500g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6104.jpg,ok
6196,Salsa Hoisin Lee Kum Kee 2.27 kg,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6196.jpg,ok
6087,Leche de Coco Chaokoh 165 ml - Lata Milk,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6087.jpg,ok
229,Té Rooibos Saint Gottard Avellana Caramelizada x20 Saquitos,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/229.jpg,ok
5678999,Óxido Nítrico Pre Entreno Vitamin Way Sabor Limón 180g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5678999.jpg,ok
6032,Maca 1600mg Natures Truth 60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6032.jpg,ok
4744,Omega 3 Aceite de Pescado Geonat x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/4744.jpg,ok
6061,Frutigran Avena Y Pasas Galletitas Granix 500 Grs,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6061.jpg,ok
9998100,Pack x3 Semilla de Chia Entera Natural Seed x200g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/9998100.jpg,ok
6125,Galletitas Granix De Salvado Sin Sal Tripack 690gr,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6125.jpg,ok
5673999,Whey Protein Daily 100% Vitamin Way 900 g Sabor Vainilla,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5673999.jpg,ok
4592999,Cúrcuma + Jengibre con Pimienta Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/4592999.jpg,ok
6073,Polen Reconvertido Energizante Crinway 5 Unidades de 5 ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6073.jpg,ok
5588100,"Pack x2 Minerales Quelatados (zinc, Magnesio y Selenio) Vitamin Way",https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5588100.jpg,ok
6034,Vitamina B3 Niacina Sin Enrojecimiento Sundance 50 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6034.jpg,ok
5622999,Multivitamínico y Multimineral Vitamin Way x30 Cápsulas sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5622999.jpg,ok
6089,One Multivitaminas Minerales Natural Life X30 Comp Sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6089.jpg,ok
6051,Cúrcuma Y Curcumina Nature's Truth 70 Gomitas Sabor Durazno,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6051.jpg,ok
6166,Aceto Balsamico Laur Millan Italiano Trebbiano 250ml Premium,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6166.jpg,ok
6139,Calostro Colabella Libre De Gluten 60 Comprimidos Sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6139.jpg,ok
5292,Colágeno Beauty Flex Vitamin Way Bebible 360g Sabor Limón,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5292.jpg,ok
5602,Hierro Quelato Vitamin Way x30 Cápsulas sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5602.jpg,ok
3607,Betacaroteno Geonat x30 Comprimidos,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/3607.jpg,ok
5188,Melena de Leon Vitamin Way x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5188.jpg,ok
6014,Caja X 12 Barras Veganas Coco & Choco S/tacc Laddubar,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6014.jpg,ok
5322,Omega 3 Duo Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5322.jpg,ok
5687,Próbioticos + Vitaminas Vitamin Way x30 Cápsulas sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5687.jpg,ok
6039,Magnesio Triple + D3 Y Zinc Nature's Truth 60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6039.jpg,ok
6033,Mct Oil Líquido Keto Nature's Truth 473 Ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6033.jpg,ok
6110,Multi-collagen Natural Life 2 Colageno Vitd3 Vit C X 30 Comp,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6110.jpg,ok
6128,Granix Copos De Maíz Sin Azúcar Bolsa 3 Kg,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6128.jpg,ok
5699,Hileret Clasico Edulcorante Caja x500 Sobres - 400 g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5699.jpg,ok
6066,Pasta Dental Ayurvédica En Gel Sudanta Encías Sanas 200 Gr,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6066.jpg,ok
4593,Omega 3 Aceite de Pescado Geonat x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/4593.jpg,ok
6042,Colageno Hidrolizado Tipo I & Iii Nature's Truth 90 Caps,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6042.jpg,ok
6158,Alpiste Colabella Suplemento Lipasa S/tacc En Polvo 300g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6158.jpg,ok
6188,Jabón Ayurvedico Vegetal Naranja Y Tulsi Sri Sri 100 Grs,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6188.jpg,ok
6184,Vitamina K2 Mk-7 100mcg + D3 5000 Ui Horbaach X 180 Caps,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6184.jpg,ok
5304999,Vitamina D3 Geonat x30 Cápsulas sin Sabor,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5304999.jpg,ok
1602999,Colageína Geonat x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1602999.jpg,ok
5359,Citrato de Magnesio con Vitamina D Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5359.jpg,ok
6132,Nad+ Nicotinamida Resveratrol Calostro Q10 Zinc X 100g,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6132.jpg,ok
6013,"Caja X12 Barras Laddubar Gold Almendras, Datiles Y Cacao 30g",https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6013.jpg,ok
1264,Omega 3 Aceite de Pescado 1000 Mg Natufarma x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1264.jpg,ok
6081,Aceite De Oregano Sundance 4000mg X 60 Capsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6081.jpg,ok
1291,Body Fort Skin Hair & Nails Natufarma x30 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1291.jpg,ok
1593,Semillas Chia + Alfalfa Molida Natural Seed x250 g sin Tacc,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/1593.jpg,ok
5679999,Carnitine 1500 + Caffeine Vitamin Way x60 Cápsulas,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/5679999.jpg,ok
3989,Salsa Teriyaki Lee Kum Kee 250 ml,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/3989.jpg,ok
6007,12 Barras Laddubar Arandanos 30g Raw Vegana Sin Tacc Kosher,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6007.jpg,ok
6021,Pasta Dental Gel Efecto Blanqueador Sri Sri Sudanta 200gr,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6021.jpg,ok
6148,"Salsa de Soja x1,9 L Lee Kum Kee",https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-kiki_market/6148.jpg,ok
