id,slug,title,category,price,originalPrice,currentStock,handleStock,type,featured,description,images,options
6808d4c13b260c0004dd1a2d,juego-de-sabanas-1-12-plazas_6808d4c13b260c0004dd1a2d,JUEGO DE SÁBANAS 1 1/2 PLAZAS,BLANQUERIA Y NOVEDADES,10500,0,0,false,available,false,"- Variedad de diseños y estampas
- 180 hilos

Compra mínima de $50.000 (Podes surtirla con la cantidad de artículos que quieras)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745409175682.jpg,[]
6808d63ff3178f000406fa66,mantel-eco-cuero-140x200-m_6808d63ff3178f000406fa66,MANTEL ECO CUERO 1.40X2.00 M,BLANQUERIA Y NOVEDADES,10500,0,0,false,available,false,"- Medida: 1,40 x 2,00
- Variedad de estampas y colores

Compra mínima de $50.000 (Podes surtirla con la cantidad de artículos que quieras)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745409451683.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745409549818.jpg,[]
6808d6acf3178f000406fa67,juego-toalla-y-toallon-wossen_6808d6acf3178f000406fa67,JUEGO TOALLA Y TOALLON “WOSSEN”,BLANQUERIA Y NOVEDADES,15000,0,0,false,available,false,"- Variedad de colores
- Incluye toalla y toallón

Compra mínima de $50.000 (Podes surtirla con la cantidad de artículos que quieras)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745409692185.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745409705369.jpg,[]
6808d9502f28fc00048686ee,toallon-poncho-infantil_6808d9502f28fc00048686ee,TOALLÓN PONCHO INFANTIL,BLANQUERIA Y NOVEDADES,11500,0,0,false,available,false,"- Variedad de diseños y personajes
- Niños y niñas

Compra mínima de $50.000 (Podes surtirla con la cantidad de artículos que quieras)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745410332400.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745410337842.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745410342780.jpg,[]
6808d99fcf60490004aecbe3,cortina-de-bano-de-pvc_6808d99fcf60490004aecbe3,CORTINA DE BAÑO DE PVC,BLANQUERIA Y NOVEDADES,6000,0,0,false,available,false,"- Gran variedad de diseños disponibles
- Incluye cortina blanca para interior

Compra mínima de $50.000 (Podes surtirla con la cantidad de artículos que quieras)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745410443335.jpg,[]
68092a4a7b096f00046bfec4,gorras-de-marcas_68092a4a7b096f00046bfec4,GORRAS DE MARCAS,GORRAS DE VERANO,15000,0,0,false,available,false,"El precio es por una gorra.

La compra mínima es de $50.000 (Podes llevar la cantidad que quieras de cada artículo y surtir tu compra, los precios ya son por mayor)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745431074609.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745431094077.jpg,[]
68092bb47b096f00046bfec9,capelina-con-orejitas-nena_68092bb47b096f00046bfec9,CAPELINA CON OREJITAS NENA,GORRAS DE VERANO,15000,0,0,false,available,false,"El precio es por una capelina.

La compra mínima es de $50.000 (Podes llevar la cantidad que quieras de cada artículo y surtir tu compra, los precios ya son por mayor)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745431360220.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745431390492.jpg,[]
680936d8cc71820004c437f6,gorra-lisa-poliester_680936d8cc71820004c437f6,GORRA LISA POLIESTER,GORRAS DE VERANO,5000,0,0,false,available,false,"El precio es por una gorra.

La compra mínima es de $50.000 (Podes llevar la cantidad que quieras de cada artículo y surtir tu compra, los precios ya son por mayor)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745434291966.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745434308655.jpg,[]
680938dfa4b14c00041e3754,gorra-infantil_680938dfa4b14c00041e3754,GORRA INFANTIL,GORRAS DE VERANO,5000,0,0,false,available,false,"El precio es por un par de medias invisibles animadas.

La compra mínima es de $50.000 (Podes llevar la cantidad que quieras de cada artículo y surtir tu compra, los precios ya son por mayor)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745434785770.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1745434791164.jpg,[]
6809655f776ca200047083cb,combo-mixto-medias-34-soquetes-animados_6809655f776ca200047083cb,COMBO MIXTO (MEDIAS 3/4 + SOQUETES ANIMADOS),COMBOS,0,0,0,false,variant,true,"El combo incluye tenis animadas y soquetes animados. 

Debe elegir uno de los dos combos disponibles: 24 y 24 o 30 y 30 de cada uno",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1747688648725.jpg,"[{""options"":[{""currentStock"":0,""handleStock"":false,""enabled"":true,""title"":""24 Medias 3/4 + 24 Soquetes animados"",""id"":""8wV7uR-q5b"",""price"":65000},{""currentStock"":0,""handleStock"":false,""enabled"":true,""title"":""30 Medias 3/4 + 30 Soquetes animados"",""id"":""ZHgGnaD8FE"",""price"":80000}],""count"":1,""required"":true,""value"":[],""title"":""Cantidades"",""id"":""c8bD3Lh9D""}]"
68306c4f4da4c2000449f14a,combo-48-tenis-animadasmarcas_68306c4f4da4c2000449f14a,COMBO 48 TENIS ANIMADAS/MARCAS,COMBOS,82000,0,0,false,available,false,"El combo incluye 48 (4 docenas) de tenis animadas y de marcas.

Talles para adultos y niños
Diseños variados y surtidos",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1748003842693.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1748003849777.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1748003856122.jpg,[]
685ae40aa9b8640004a8e575,perfume-arabe-club-de-nuit-105ml_685ae40aa9b8640004a8e575,"PERFUME ÁRABE ""CLUB DE NUIT"" 105ML",PERFUMES,22300,34000,0,false,promotional,false,"El precio equivale a un perfume.

Perfume árabe Club de Nuit intense Man",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1750787070522.jpg,[]
685ae4744e0f7a00049e1f4b,perfume-arabe-amber-oud-105ml_685ae4744e0f7a00049e1f4b,"PERFUME ÁRABE ""AMBER OUD""  105ML",PERFUMES,30800,45000,0,false,promotional,false,"El precio equivale a un perfume.

Perfume Árabe HARAMAIN Amber Oud",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1750787099012.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1750787102718.jpg,[]
685c6a2766443e00047238b7,manta-flanel-lisa-2-plazas_685c6a2766443e00047238b7,MANTA FLANEL LISA 2 PLAZAS,BLANQUERIA Y NOVEDADES,25000,0,0,false,available,false,"- 2 plazas 
- Tiene polar 

Compra mínima de $50.000 (Podes surtirla con la cantidad de artículos que quieras)",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1750886926308.jpg,[]
6877e397ec07430004761282,frazada-para-bebe-x-2-unidades_6877e397ec07430004761282,FRAZADA PARA BEBÉ X 2 UNIDADES,BLANQUERIA Y NOVEDADES,20000,0,0,false,available,false,"- Antialegicas
- 100 x 130 cm",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752687397461.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752687404751.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752687409122.jpg,[]
6877f20a45cea10004ebc396,frazada-2-12-plazas-terrenal_6877f20a45cea10004ebc396,"FRAZADA 2 1/2 PLAZAS ""TERRENAL""",BLANQUERIA Y NOVEDADES,25000,0,0,false,available,false,"Terminacion con costura detallada y acabado de razo..
200 x 240 cm

MARCA TERRENAL",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752691025295.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752691041553.jpg,[]
6877f25f7118860004171422,frazada-1-12-plazas-terrenal_6877f25f7118860004171422,"FRAZADA 1 1/2 PLAZAS ""TERRENAL""",BLANQUERIA Y NOVEDADES,18500,0,0,false,available,false,"Terminacion con costura detallada y acabado de razo..

90 X 190 CM

MARCA TERRENAL",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752691216923.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752691226185.jpg,[]
687829b1fa95a9000460d440,sonny-angel-labubu-y-fruta-decorativo-oferton_687829b1fa95a9000460d440,SONNY ANGEL LABUBU Y FRUTA DECORATIVO OFERTON,JUGUETES,2000,0,0,false,available,false,"- JUGUETE SORPRESA, ADAPTATIVO A CUALQUIER TIPO DE DISPOSITIVO. VIENE EN CAJA SELLADA Y PUEDE TOCAR CUALQUIERA DE 12 VARIANTES.",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752705292890.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752705297811.jpg,[]
68782bc0fa95a9000460d444,llavero-labubu-con-ropa_68782bc0fa95a9000460d444,LLAVERO LABUBU CON ROPA,JUGUETES,25000,0,0,false,available,false,"- LLAVERO LABUBU MONSTER. EDICION LIMITADA COCA COLA. EMPAQUE SORPRESA, PUEDEN TOCAR 2 DISEÑOS DIFERENTES Y UNO MISTERIOSO. CADA MODELO VIENE CON ROPA.",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752705975587.jpg,[]
68782da9575f4d0004f4c0de,peluche-capibara-con-luz-y-sonido_68782da9575f4d0004f4c0de,PELUCHE CAPIBARA CON LUZ Y SONIDO,JUGUETES,25000,0,0,false,available,false,- PELUCHE DE CAPIBARA CON LUZ Y SONIDO. 3 DIFERENTES MODOS. SE ACTIVA DESDE LA PATA DERECHA. FUNCIONA A PILAS QUE SE COLOCAN DESDE LA PARTE DE ATRAS.,https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752706369488.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1752706373478.jpg,[]
687fd63de04629000442baa5,monedero-capibara_687fd63de04629000442baa5,MONEDERO CAPIBARA,JUGUETES,10000,0,0,false,available,false,,https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753208249479.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753208259126.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753208263168.jpg,[]
687fdb2caafbe40004ebc612,dispenser-mini-pato-y-capibara_687fdb2caafbe40004ebc612,DISPENSER MINI PATO Y CAPIBARA,JUGUETES,5000,0,0,false,available,false,"Dispenser mini para niños, modelos de pato y capibara",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753209533667.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753209538894.jpg,[]
687ffe74d760110004860432,monopatin-de-capibara-con-luces-y-musica_687ffe74d760110004860432,MONOPATIN DE CAPIBARA CON LUCES Y MUSICA,JUGUETES,60000,0,0,false,available,false,"Monopatin de capibara
Tiene luces y musica
Es plegable
Variedad de colores",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753218593954.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753218599420.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753218616634.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753218623574.jpg,[]
688002d4f0c4760004bc0aa7,set-x3-munecos-chifles_688002d4f0c4760004bc0aa7,SET X3 MUÑECOS CHIFLES,JUGUETES,12000,0,0,false,available,false,El precio es por el pack de 3 muñecos,https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753219770828.jpg,[]
6880082c41e2e8000499747d,cabeza-musical-labubu-oferta_6880082c41e2e8000499747d,CABEZA MUSICAL LABUBU OFERTA,JUGUETES,10000,0,0,false,available,false,Labubu sorpresa en bolsa,https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753221044108.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753221048947.jpg,[]
688008740416e700046fdf41,labubu-candy-sorpresa-oferta_688008740416e700046fdf41,LABUBU CANDY SORPRESA OFERTA,JUGUETES,9000,0,0,false,available,false,"Labubu tamaño y estilo llavero
Diseño sorpresa",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753221198108.jpg,[]
688008bb0416e700046fdf42,labubu-con-ropa-en-caja-transparente_688008bb0416e700046fdf42,LABUBU CON ROPA EN CAJA TRANSPARENTE,JUGUETES,24000,0,0,false,available,false,,https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753221265760.jpg,[]
688010cbd68cda0004271963,piloto-de-lluvia-infantil_688010cbd68cda0004271963,PILOTO DE LLUVIA INFANTIL,NOVEDADES,15000,0,0,false,available,false,"100% NILON
TALLES AJUSTABLES DEL 5 AL 16
4 DISEÑOS DISPONIBLES",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223317682.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223321302.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223328503.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223336595.jpg,[]
6880123c9e463c00046ed0c0,peluche-labubu-gigante_6880123c9e463c00046ed0c0,PELUCHE LABUBU GIGANTE,JUGUETES,36000,0,0,false,available,false,3 DISEÑOS DISPONIBLES,https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223662434.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223666305.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223670412.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753223675198.jpg,[]
688408fe53a62100046f6aab,slime-chico_688408fe53a62100046f6aab,SLIME CHICO ,JUGUETES,1500,0,0,false,available,false,"- SLIME DE ALIEN, TORTUGA, PAPITA, SAPO, PERRITO Y ANIMALES. CON BOLITAS DE COLORES. 6 COLORES DIFERENTES DISPONIBLES.",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483374559.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483408235.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483413133.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483418506.jpg,[]
68840a8553a62100046f6aac,slime-mediano_68840a8553a62100046f6aac,SLIME MEDIANO,JUGUETES,4000,0,0,false,available,false,"- SLIME MEDIANO DE POPIT, ZAPATILLA NIKE, CUBO RUBIK, PELOTA FUTBOL. CON BOLITAS DE COLORES. 4 COLORES DIFERENTES DISPONIBLES.",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483683729.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483688389.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483691662.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753483695385.jpg,[]
68840b6753a62100046f6aae,slime-grande-munecos_68840b6753a62100046f6aae,SLIME GRANDE MUÑECOS,JUGUETES,5000,0,0,false,available,false,"- SLIME GRANDE CON MUÑECOS DE ASTRONAUTA, CAPIBARA, PRINCESA. CON BOLITAS GLITTER. 4 COLORES DIFERENTES DISPONIBLES.",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484038178.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484043369.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484046325.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484049123.jpg,[]
68840d0fd4311300046763f5,squishy-oreopulpo_68840d0fd4311300046763f5,SQUISHY OREO/PULPO,JUGUETES,4000,0,0,false,available,false,- SQUISHY DE OREO Y PULPO. OREOS VIENEN EN DOS COLORES. PULPOS EN 6 COLORES DIFERENTES.,https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484396786.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484400334.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484405027.jpg,[]
68840dc5d4311300046763f8,squishy-ardilladino-rexfrutillabanana_68840dc5d4311300046763f8,SQUISHY ARDILLA/DINO REX/FRUTILLA/BANANA,JUGUETES,3000,0,0,false,available,false,"- SQUISHY DE ARDILLA, DINO REX, FRUTILLA Y BANANA. VAROS COLOSRES DISPONIBLES EN TODOS LOS MODELOS. ",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484672959.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484676545.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484680209.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753484683965.jpg,[]
6884de9743d0280004d459cd,squishy-calverapatitomurcielagopelota-pastel_6884de9743d0280004d459cd,SQUISHY CALVERA/PATITO/MURCIELAGO/PELOTA PASTEL,JUGUETES,3000,0,0,false,available,false,"- SQUISHY DE CALAVERA, PATITO, MURCIELAGO, PELOTA PASTEL. ",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753538123568.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753538127249.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753538131207.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753538135776.jpg,[]
688a9c621006a700042d19b5,velador-capibara-25057_688a9c621006a700042d19b5,VELADOR  CAPIBARA (25057),JUGUETES,17500,0,0,false,available,false,"Lampara de ecritorio capibara
Tiempo estimado de uso 3hs
bateria de 250mah
Carga por USB",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753914366225.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753914371661.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753914445322.jpg,[]
688a9ddc03116800046fec8a,velador-capibara-25137_688a9ddc03116800046fec8a,VELADOR CAPIBARA (25137),JUGUETES,14000,0,0,false,available,false,"Lampara de ecritorio capibara
Tiempo estimado de uso 3hs
bateria de 250mah
Carga por USB",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753914745292.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753914750688.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753914754399.jpg,[]
688a9f2f29a1bd0004dc362e,velador-capibara-c-saca-puntas-25138-25140_688a9f2f29a1bd0004dc362e,VELADOR CAPIBARA C/ SACA PUNTAS (25138 - 25140),JUGUETES,10000,0,0,false,available,false,"Lampara de ecritorio capibara
Carga por USB
Tiene saca puntas",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915134879.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915139878.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915143825.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915153298.jpg,[]
688aa01f29a1bd0004dc3632,velador-capibara-25139_688aa01f29a1bd0004dc3632,VELADOR CAPIBARA (25139),JUGUETES,15000,0,0,false,available,false,"Lampara de escritorio capibara
Carga por USB
Luz calida y luz fria
",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915347472.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915353733.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915358442.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915365632.jpg,[]
688aa141fc6b660004b37d74,velador-capibara-74_688aa141fc6b660004b37d74,VELADOR CAPIBARA (74),JUGUETES,16000,0,0,false,available,false,"Lampara de escritorio capibara
Carga por USB
Tiene saca puntas
2 intensidades de luz",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915645109.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915650865.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915655797.jpg,[]
688aa253fc6b660004b37d78,velador-kitty-celeste-rosa_688aa253fc6b660004b37d78,VELADOR KITTY CELESTE / ROSA,JUGUETES,14000,0,0,false,available,false,"LUZ LED
CARGA USB
COLOR CELESTE Y ROSA",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915957660.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915961337.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753915964816.jpg,[]
688aa36929a1bd0004dc3645,velador-labubu-342343_688aa36929a1bd0004dc3645,VELADOR LABUBU (342/343),JUGUETES,16800,0,0,false,available,false,"Tiempo estimado de duracion 3hs.
Carga en 3hs
Carga por USB
",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753916164855.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753916169154.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1753916172559.jpg,[]
689503dea287b0000470ad49,arco-y-flecha-con-sopapa_689503dea287b0000470ad49,ARCO Y FLECHA CON SOPAPA,JUGUETES,12000,0,0,false,available,false,"- ARCO Y FLECHAS DE SUPER HEROES, MODELO DE SPIDERMAN Y CAPITAN AMERICA. VIENEN CON TRES FLECHAS CON SOPAPA.",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1754596252050.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1754596255612.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1754596258732.jpg,[]
6895046acdf946000440b36e,pony-para-peinar-tiny_6895046acdf946000440b36e,"PONY PARA PEINAR ""TINY""",JUGUETES,15000,0,0,false,available,false,"- PONY PARA PEINAR MARCA ""TINY"", TRES COLORES DOSPONIBLES. VIENE CON BROCHES Y PEINE.",https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1754596412005.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1754596415383.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1754596418344.jpg | https://pency-images.nyc3.digitaloceanspaces.com/bmgmayorista/1754596421392.jpg,[]
