pedido_id,cliente_id,fecha,estado,origen,total,tiene_inbound,fecha_medianoche,en_ventana_24h,en_ventana_48h,en_ventana_7d,atribuido_48h,motivo_exclusion
258,42934,2026-01-02T03:00:00+00:00,confirmado,suplai,127684.0690,false,true,false,false,false,false,carga_historica_sin_hora
259,31231,2026-01-02T03:00:00+00:00,confirmado,suplai,33640.8000,false,true,false,false,false,false,carga_historica_sin_hora
266,36896,2026-01-02T03:00:00+00:00,confirmado,suplai,46429.0000,false,true,false,false,false,false,carga_historica_sin_hora
271,37068,2026-01-02T03:00:00+00:00,confirmado,suplai,139416.4370,false,true,false,false,false,false,carga_historica_sin_hora
276,34519,2026-01-02T03:00:00+00:00,confirmado,suplai,99820.2000,false,true,false,false,false,false,carga_historica_sin_hora
279,31901,2026-01-02T03:00:00+00:00,confirmado,suplai,160910.8490,false,true,false,false,false,false,carga_historica_sin_hora
288,36931,2026-01-02T03:00:00+00:00,confirmado,suplai,154124.0700,false,true,false,false,false,false,carga_historica_sin_hora
291,35709,2026-01-02T03:00:00+00:00,confirmado,suplai,62036.0000,true,true,false,false,false,false,carga_historica_sin_hora
297,36042,2026-01-02T03:00:00+00:00,confirmado,suplai,228147.0000,false,true,false,false,false,false,carga_historica_sin_hora
300,35839,2026-01-02T03:00:00+00:00,confirmado,suplai,49160.0000,false,true,false,false,false,false,carga_historica_sin_hora
306,44224,2026-01-02T03:00:00+00:00,confirmado,suplai,36820.0550,false,true,false,false,false,false,carga_historica_sin_hora
312,45030,2026-01-02T03:00:00+00:00,confirmado,suplai,45570.8000,false,true,false,false,false,false,carga_historica_sin_hora
313,37072,2026-01-02T03:00:00+00:00,confirmado,suplai,40990.0000,false,true,false,false,false,false,carga_historica_sin_hora
314,36958,2026-01-02T03:00:00+00:00,confirmado,suplai,291248.4360,true,true,false,false,false,false,carga_historica_sin_hora
316,36995,2026-01-02T03:00:00+00:00,confirmado,suplai,96900.0000,false,true,false,false,false,false,carga_historica_sin_hora
320,37235,2026-01-02T03:00:00+00:00,confirmado,suplai,30422.2000,true,true,false,false,false,false,carga_historica_sin_hora
331,32684,2026-01-02T03:00:00+00:00,confirmado,suplai,13900.0000,false,true,false,false,false,false,carga_historica_sin_hora
332,32684,2026-01-02T03:00:00+00:00,confirmado,suplai,45669.7200,false,true,false,false,false,false,carga_historica_sin_hora
335,31900,2026-01-02T03:00:00+00:00,confirmado,suplai,45874.9200,true,true,false,false,false,false,carga_historica_sin_hora
337,31909,2026-01-02T03:00:00+00:00,confirmado,suplai,31220.0050,false,true,false,false,false,false,carga_historica_sin_hora
338,31907,2026-01-02T03:00:00+00:00,confirmado,suplai,64976.7500,false,true,false,false,false,false,carga_historica_sin_hora
340,31903,2026-01-02T03:00:00+00:00,confirmado,suplai,33587.6400,false,true,false,false,false,false,carga_historica_sin_hora
342,31947,2026-01-02T03:00:00+00:00,confirmado,suplai,175890.4200,false,true,false,false,false,false,carga_historica_sin_hora
344,31921,2026-01-02T03:00:00+00:00,confirmado,suplai,48408.2800,false,true,false,false,false,false,carga_historica_sin_hora
345,31929,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2700,true,true,false,false,false,false,carga_historica_sin_hora
352,46569,2026-01-02T03:00:00+00:00,confirmado,suplai,120725.3000,false,true,false,false,false,false,carga_historica_sin_hora
353,46569,2026-01-02T03:00:00+00:00,confirmado,suplai,44170.0000,false,true,false,false,false,false,carga_historica_sin_hora
354,32707,2026-01-02T03:00:00+00:00,confirmado,suplai,36665.0000,false,true,false,false,false,false,carga_historica_sin_hora
362,32742,2026-01-02T03:00:00+00:00,confirmado,suplai,57830.0000,true,true,false,false,false,false,carga_historica_sin_hora
367,32771,2026-01-02T03:00:00+00:00,confirmado,suplai,15135.0000,false,true,false,false,false,false,carga_historica_sin_hora
368,32771,2026-01-02T03:00:00+00:00,confirmado,suplai,39114.0000,false,true,false,false,false,false,carga_historica_sin_hora
370,32767,2026-01-02T03:00:00+00:00,confirmado,suplai,30465.0000,false,true,false,false,false,false,carga_historica_sin_hora
379,44269,2026-01-02T03:00:00+00:00,confirmado,suplai,49104.2700,false,true,false,false,false,false,carga_historica_sin_hora
383,31249,2026-01-02T03:00:00+00:00,confirmado,suplai,36739.2570,true,true,false,false,false,false,carga_historica_sin_hora
408,31545,2026-01-02T03:00:00+00:00,confirmado,suplai,30360.0000,false,true,false,false,false,false,carga_historica_sin_hora
416,32795,2026-01-02T03:00:00+00:00,confirmado,suplai,159836.3200,false,true,false,false,false,false,carga_historica_sin_hora
420,32802,2026-01-02T03:00:00+00:00,confirmado,suplai,37483.2700,false,true,false,false,false,false,carga_historica_sin_hora
423,32871,2026-01-02T03:00:00+00:00,confirmado,suplai,88790.9700,true,true,false,false,false,false,carga_historica_sin_hora
424,32817,2026-01-02T03:00:00+00:00,confirmado,suplai,75507.7600,false,true,false,false,false,false,carga_historica_sin_hora
431,31064,2026-01-02T03:00:00+00:00,confirmado,suplai,37650.3900,false,true,false,false,false,false,carga_historica_sin_hora
432,32650,2026-01-02T03:00:00+00:00,confirmado,suplai,78820.0330,false,true,false,false,false,false,carga_historica_sin_hora
436,44293,2026-01-02T03:00:00+00:00,confirmado,suplai,31589.3300,false,true,false,false,false,false,carga_historica_sin_hora
445,34971,2026-01-02T03:00:00+00:00,confirmado,suplai,118709.0600,true,true,false,false,false,false,carga_historica_sin_hora
449,35842,2026-01-02T03:00:00+00:00,confirmado,suplai,51251.3600,false,true,false,false,false,false,carga_historica_sin_hora
451,35915,2026-01-02T03:00:00+00:00,confirmado,suplai,30310.9700,false,true,false,false,false,false,carga_historica_sin_hora
456,35879,2026-01-02T03:00:00+00:00,confirmado,suplai,55818.2070,false,true,false,false,false,false,carga_historica_sin_hora
457,36959,2026-01-02T03:00:00+00:00,confirmado,suplai,192684.7160,false,true,false,false,false,false,carga_historica_sin_hora
460,36962,2026-01-02T03:00:00+00:00,confirmado,suplai,178080.7600,false,true,false,false,false,false,carga_historica_sin_hora
479,36902,2026-01-02T03:00:00+00:00,confirmado,suplai,80471.0000,false,true,false,false,false,false,carga_historica_sin_hora
492,34593,2026-01-02T03:00:00+00:00,confirmado,suplai,45575.0000,false,true,false,false,false,false,carga_historica_sin_hora
498,35886,2026-01-02T03:00:00+00:00,confirmado,suplai,48490.2000,false,true,false,false,false,false,carga_historica_sin_hora
513,35080,2026-01-02T03:00:00+00:00,confirmado,suplai,31873.2300,false,true,false,false,false,false,carga_historica_sin_hora
515,35040,2026-01-02T03:00:00+00:00,confirmado,suplai,30052.7400,false,true,false,false,false,false,carga_historica_sin_hora
517,35529,2026-01-02T03:00:00+00:00,confirmado,suplai,30265.0000,false,true,false,false,false,false,carga_historica_sin_hora
524,43169,2026-01-02T03:00:00+00:00,confirmado,suplai,70319.9300,false,true,false,false,false,false,carga_historica_sin_hora
537,37211,2026-01-02T03:00:00+00:00,confirmado,suplai,43999.9890,false,true,false,false,false,false,carga_historica_sin_hora
540,37373,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2800,false,true,false,false,false,false,carga_historica_sin_hora
556,37213,2026-01-02T03:00:00+00:00,confirmado,suplai,32039.9800,true,true,false,false,false,false,carga_historica_sin_hora
560,35187,2026-01-02T03:00:00+00:00,confirmado,suplai,95610.5000,false,true,false,false,false,false,carga_historica_sin_hora
575,35553,2026-01-02T03:00:00+00:00,confirmado,suplai,25283.6200,false,true,false,false,false,false,carga_historica_sin_hora
576,35553,2026-01-02T03:00:00+00:00,confirmado,suplai,7140.0000,false,true,false,false,false,false,carga_historica_sin_hora
577,35827,2026-01-02T03:00:00+00:00,confirmado,suplai,31015.2600,false,true,false,false,false,false,carga_historica_sin_hora
587,35794,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2700,false,true,false,false,false,false,carga_historica_sin_hora
592,35414,2026-01-02T03:00:00+00:00,confirmado,suplai,45575.0000,false,true,false,false,false,false,carga_historica_sin_hora
600,36544,2026-01-02T03:00:00+00:00,confirmado,suplai,34441.2690,false,true,false,false,false,false,carga_historica_sin_hora
615,42535,2026-01-02T03:00:00+00:00,confirmado,suplai,54460.7500,false,true,false,false,false,false,carga_historica_sin_hora
617,35763,2026-01-02T03:00:00+00:00,confirmado,suplai,54137.1000,false,true,false,false,false,false,carga_historica_sin_hora
635,34634,2026-01-02T03:00:00+00:00,confirmado,suplai,39608.2290,true,true,false,false,false,false,carga_historica_sin_hora
637,34640,2026-01-02T03:00:00+00:00,confirmado,suplai,55998.6920,false,true,false,false,false,false,carga_historica_sin_hora
639,34641,2026-01-02T03:00:00+00:00,confirmado,suplai,14580.0000,false,true,false,false,false,false,carga_historica_sin_hora
640,34641,2026-01-02T03:00:00+00:00,confirmado,suplai,29035.0000,false,true,false,false,false,false,carga_historica_sin_hora
650,34624,2026-01-02T03:00:00+00:00,confirmado,suplai,123221.8750,false,true,false,false,false,false,carga_historica_sin_hora
651,34624,2026-01-02T03:00:00+00:00,confirmado,suplai,7705.0020,false,true,false,false,false,false,carga_historica_sin_hora
658,34643,2026-01-02T03:00:00+00:00,confirmado,suplai,36849.9990,false,true,false,false,false,false,carga_historica_sin_hora
663,34647,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2700,false,true,false,false,false,false,carga_historica_sin_hora
670,37817,2026-01-02T03:00:00+00:00,confirmado,suplai,31445.1000,false,true,false,false,false,false,carga_historica_sin_hora
676,37247,2026-01-02T03:00:00+00:00,confirmado,suplai,90098.7180,false,true,false,false,false,false,carga_historica_sin_hora
686,37114,2026-01-02T03:00:00+00:00,confirmado,suplai,37030.2000,true,true,false,false,false,false,carga_historica_sin_hora
691,31927,2026-01-02T03:00:00+00:00,confirmado,suplai,33289.9380,true,true,false,false,false,false,carga_historica_sin_hora
701,36984,2026-01-02T03:00:00+00:00,confirmado,suplai,43910.0000,false,true,false,false,false,false,carga_historica_sin_hora
710,31814,2026-01-02T03:00:00+00:00,confirmado,suplai,30590.0000,true,true,false,false,false,false,carga_historica_sin_hora
713,37581,2026-01-02T03:00:00+00:00,confirmado,suplai,156851.4100,false,true,false,false,false,false,carga_historica_sin_hora
719,37889,2026-01-02T03:00:00+00:00,confirmado,suplai,102118.3390,false,true,false,false,false,false,carga_historica_sin_hora
722,44634,2026-01-02T03:00:00+00:00,confirmado,suplai,31015.2600,false,true,false,false,false,false,carga_historica_sin_hora
726,32746,2026-01-02T03:00:00+00:00,confirmado,suplai,53400.4000,false,true,false,false,false,false,carga_historica_sin_hora
734,37367,2026-01-02T03:00:00+00:00,confirmado,suplai,45570.3640,false,true,false,false,false,false,carga_historica_sin_hora
741,41505,2026-01-02T03:00:00+00:00,confirmado,suplai,41874.6800,false,true,false,false,false,false,carga_historica_sin_hora
751,36948,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2800,false,true,false,false,false,false,carga_historica_sin_hora
760,44686,2026-01-02T03:00:00+00:00,confirmado,suplai,49160.0000,false,true,false,false,false,false,carga_historica_sin_hora
762,44724,2026-01-02T03:00:00+00:00,confirmado,suplai,74169.5000,false,true,false,false,false,false,carga_historica_sin_hora
763,40933,2026-01-02T03:00:00+00:00,confirmado,suplai,35490.0000,false,true,false,false,false,false,carga_historica_sin_hora
766,44696,2026-01-02T03:00:00+00:00,confirmado,suplai,51251.3600,false,true,false,false,false,false,carga_historica_sin_hora
767,44194,2026-01-02T03:00:00+00:00,confirmado,suplai,158876.4900,false,true,false,false,false,false,carga_historica_sin_hora
769,37233,2026-01-02T03:00:00+00:00,confirmado,suplai,36739.2570,false,true,false,false,false,false,carga_historica_sin_hora
778,36927,2026-01-02T03:00:00+00:00,confirmado,suplai,51802.0300,false,true,false,false,false,false,carga_historica_sin_hora
780,37281,2026-01-02T03:00:00+00:00,confirmado,suplai,43258.2700,false,true,false,false,false,false,carga_historica_sin_hora
784,32755,2026-01-02T03:00:00+00:00,confirmado,suplai,15135.0000,false,true,false,false,false,false,carga_historica_sin_hora
785,32755,2026-01-02T03:00:00+00:00,confirmado,suplai,29721.6000,false,true,false,false,false,false,carga_historica_sin_hora
786,44730,2026-01-02T03:00:00+00:00,confirmado,suplai,62167.1500,false,true,false,false,false,false,carga_historica_sin_hora
790,44368,2026-01-02T03:00:00+00:00,confirmado,suplai,81770.0000,false,true,false,false,false,false,carga_historica_sin_hora
791,44429,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2700,false,true,false,false,false,false,carga_historica_sin_hora
811,39417,2026-01-02T03:00:00+00:00,confirmado,suplai,31613.0000,false,true,false,false,false,false,carga_historica_sin_hora
815,40140,2026-01-02T03:00:00+00:00,confirmado,suplai,31863.6380,false,true,false,false,false,false,carga_historica_sin_hora
827,40548,2026-01-02T03:00:00+00:00,confirmado,suplai,137296.2300,true,true,false,false,false,false,carga_historica_sin_hora
829,40060,2026-01-02T03:00:00+00:00,confirmado,suplai,31379.9707,false,true,false,false,false,false,carga_historica_sin_hora
831,40080,2026-01-02T03:00:00+00:00,confirmado,suplai,111881.6930,false,true,false,false,false,false,carga_historica_sin_hora
837,40730,2026-01-02T03:00:00+00:00,confirmado,suplai,122278.1590,true,true,false,false,false,false,carga_historica_sin_hora
839,40802,2026-01-02T03:00:00+00:00,confirmado,suplai,212250.3000,false,true,false,false,false,false,carga_historica_sin_hora
841,40839,2026-01-02T03:00:00+00:00,confirmado,suplai,102470.2400,false,true,false,false,false,false,carga_historica_sin_hora
865,41238,2026-01-02T03:00:00+00:00,confirmado,suplai,30265.0000,false,true,false,false,false,false,carga_historica_sin_hora
868,41302,2026-01-02T03:00:00+00:00,confirmado,suplai,268975.2000,false,true,false,false,false,false,carga_historica_sin_hora
869,41302,2026-01-02T03:00:00+00:00,confirmado,suplai,1073059.6600,false,true,false,false,false,false,carga_historica_sin_hora
871,41339,2026-01-02T03:00:00+00:00,confirmado,suplai,17840.0000,false,true,false,false,false,false,carga_historica_sin_hora
872,41339,2026-01-02T03:00:00+00:00,confirmado,suplai,30270.0000,false,true,false,false,false,false,carga_historica_sin_hora
876,41439,2026-01-02T03:00:00+00:00,confirmado,suplai,55998.6920,false,true,false,false,false,false,carga_historica_sin_hora
891,41775,2026-01-02T03:00:00+00:00,confirmado,suplai,227768.1990,false,true,false,false,false,false,carga_historica_sin_hora
903,42085,2026-01-02T03:00:00+00:00,confirmado,suplai,15135.0000,false,true,false,false,false,false,carga_historica_sin_hora
904,42085,2026-01-02T03:00:00+00:00,confirmado,suplai,82665.2000,false,true,false,false,false,false,carga_historica_sin_hora
905,42122,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2700,false,true,false,false,false,false,carga_historica_sin_hora
911,42283,2026-01-02T03:00:00+00:00,confirmado,suplai,41110.2000,false,true,false,false,false,false,carga_historica_sin_hora
913,42313,2026-01-02T03:00:00+00:00,confirmado,suplai,36348.2920,false,true,false,false,false,false,carga_historica_sin_hora
917,42430,2026-01-02T03:00:00+00:00,confirmado,suplai,36021.7410,false,true,false,false,false,false,carga_historica_sin_hora
923,42593,2026-01-02T03:00:00+00:00,confirmado,suplai,70790.0000,false,true,false,false,false,false,carga_historica_sin_hora
942,42932,2026-01-02T03:00:00+00:00,confirmado,suplai,32050.0000,false,true,false,false,false,false,carga_historica_sin_hora
943,42934,2026-01-02T03:00:00+00:00,confirmado,suplai,127684.0690,false,true,false,false,false,false,carga_historica_sin_hora
945,42958,2026-01-02T03:00:00+00:00,confirmado,suplai,37800.0000,false,true,false,false,false,false,carga_historica_sin_hora
953,43119,2026-01-02T03:00:00+00:00,confirmado,suplai,56869.9870,true,true,false,false,false,false,carga_historica_sin_hora
955,43120,2026-01-02T03:00:00+00:00,confirmado,suplai,34769.9220,false,true,false,false,false,false,carga_historica_sin_hora
957,43122,2026-01-02T03:00:00+00:00,confirmado,suplai,55818.2070,false,true,false,false,false,false,carga_historica_sin_hora
959,43124,2026-01-02T03:00:00+00:00,confirmado,suplai,57161.8050,false,true,false,false,false,false,carga_historica_sin_hora
977,43379,2026-01-02T03:00:00+00:00,confirmado,suplai,103184.0140,false,true,false,false,false,false,carga_historica_sin_hora
991,43882,2026-01-02T03:00:00+00:00,confirmado,suplai,240037.2100,false,true,false,false,false,false,carga_historica_sin_hora
1002,44358,2026-01-02T03:00:00+00:00,confirmado,suplai,31270.5000,false,true,false,false,false,false,carga_historica_sin_hora
1007,64178,2026-01-02T03:00:00+00:00,confirmado,suplai,31720.0000,false,true,false,false,false,false,carga_historica_sin_hora
1008,64179,2026-01-02T03:00:00+00:00,confirmado,suplai,36988.5800,false,true,false,false,false,false,carga_historica_sin_hora
1013,64205,2026-01-02T03:00:00+00:00,confirmado,suplai,30999.9700,false,true,false,false,false,false,carga_historica_sin_hora
1015,64206,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2700,false,true,false,false,false,false,carga_historica_sin_hora
1021,64214,2026-01-02T03:00:00+00:00,confirmado,suplai,95399.9920,false,true,false,false,false,false,carga_historica_sin_hora
1022,64214,2026-01-02T03:00:00+00:00,confirmado,suplai,27799.9900,false,true,false,false,false,false,carga_historica_sin_hora
1033,37882,2026-01-02T03:00:00+00:00,confirmado,suplai,42051.0100,false,true,false,false,false,false,carga_historica_sin_hora
1035,31231,2026-01-02T03:00:00+00:00,confirmado,suplai,33640.8000,false,true,false,false,false,false,carga_historica_sin_hora
1036,44930,2026-01-02T03:00:00+00:00,confirmado,suplai,42690.0000,false,true,false,false,false,false,carga_historica_sin_hora
1045,44969,2026-01-02T03:00:00+00:00,confirmado,suplai,30500.0510,false,true,false,false,false,false,carga_historica_sin_hora
1049,45052,2026-01-02T03:00:00+00:00,confirmado,suplai,49100.0000,true,true,false,false,false,false,carga_historica_sin_hora
1052,45080,2026-01-02T03:00:00+00:00,confirmado,suplai,109546.0000,false,true,false,false,false,false,carga_historica_sin_hora
1054,45086,2026-01-02T03:00:00+00:00,confirmado,suplai,85966.1600,true,true,false,false,false,false,carga_historica_sin_hora
1059,45274,2026-01-02T03:00:00+00:00,confirmado,suplai,42935.0000,false,true,false,false,false,false,carga_historica_sin_hora
1062,45362,2026-01-02T03:00:00+00:00,confirmado,suplai,32040.0000,false,true,false,false,false,false,carga_historica_sin_hora
1066,45423,2026-01-02T03:00:00+00:00,confirmado,suplai,70625.0300,false,true,false,false,false,false,carga_historica_sin_hora
1067,45425,2026-01-02T03:00:00+00:00,confirmado,suplai,32808.2800,true,true,false,false,false,false,carga_historica_sin_hora
1069,45482,2026-01-02T03:00:00+00:00,confirmado,suplai,38298.2700,false,true,false,false,false,false,carga_historica_sin_hora
1071,45187,2026-01-02T03:00:00+00:00,confirmado,suplai,65108.2700,false,true,false,false,false,false,carga_historica_sin_hora
1075,45523,2026-01-02T03:00:00+00:00,confirmado,suplai,41120.1660,false,true,false,false,false,false,carga_historica_sin_hora
1079,45551,2026-01-02T03:00:00+00:00,confirmado,suplai,75220.0000,false,true,false,false,false,false,carga_historica_sin_hora
1080,45597,2026-01-02T03:00:00+00:00,confirmado,suplai,39970.8000,false,true,false,false,false,false,carga_historica_sin_hora
1088,45699,2026-01-02T03:00:00+00:00,confirmado,suplai,42938.0000,true,true,false,false,false,false,carga_historica_sin_hora
1106,45873,2026-01-02T03:00:00+00:00,confirmado,suplai,48490.2000,false,true,false,false,false,false,carga_historica_sin_hora
1110,45903,2026-01-02T03:00:00+00:00,confirmado,suplai,32740.0000,false,true,false,false,false,false,carga_historica_sin_hora
1114,45923,2026-01-02T03:00:00+00:00,confirmado,suplai,93248.3100,false,true,false,false,false,false,carga_historica_sin_hora
1137,46690,2026-01-02T03:00:00+00:00,confirmado,suplai,44383.1600,false,true,false,false,false,false,carga_historica_sin_hora
1150,46780,2026-01-02T03:00:00+00:00,confirmado,suplai,34363.5300,false,true,false,false,false,false,carga_historica_sin_hora
1156,45825,2026-01-02T03:00:00+00:00,confirmado,suplai,67693.2000,true,true,false,false,false,false,carga_historica_sin_hora
1161,38975,2026-01-02T03:00:00+00:00,confirmado,suplai,31330.0600,true,true,false,false,false,false,carga_historica_sin_hora
1169,40751,2026-01-02T03:00:00+00:00,confirmado,suplai,40008.2700,false,true,false,false,false,false,carga_historica_sin_hora
1187,43291,2026-01-02T03:00:00+00:00,confirmado,suplai,31854.8000,false,true,false,false,false,false,carga_historica_sin_hora
264,34437,2026-01-03T03:00:00+00:00,confirmado,suplai,40808.2700,false,true,false,false,false,false,carga_historica_sin_hora
265,34459,2026-01-03T03:00:00+00:00,confirmado,suplai,260290.8800,true,true,false,false,false,false,carga_historica_sin_hora
268,36928,2026-01-03T03:00:00+00:00,confirmado,suplai,60257.9590,false,true,false,false,false,false,carga_historica_sin_hora
289,35422,2026-01-03T03:00:00+00:00,confirmado,suplai,37591.7200,false,true,false,false,false,false,carga_historica_sin_hora
295,46688,2026-01-03T03:00:00+00:00,confirmado,suplai,43590.0000,true,true,false,false,false,false,carga_historica_sin_hora
318,38432,2026-01-03T03:00:00+00:00,confirmado,suplai,57336.1000,false,true,false,false,false,false,carga_historica_sin_hora
325,32968,2026-01-03T03:00:00+00:00,confirmado,suplai,30449.7000,true,true,false,false,false,false,carga_historica_sin_hora
363,31596,2026-01-03T03:00:00+00:00,confirmado,suplai,15410.0040,false,true,false,false,false,false,carga_historica_sin_hora
364,31596,2026-01-03T03:00:00+00:00,confirmado,suplai,23793.4290,false,true,false,false,false,false,carga_historica_sin_hora
365,32765,2026-01-03T03:00:00+00:00,confirmado,suplai,60528.2700,true,true,false,false,false,false,carga_historica_sin_hora
371,31606,2026-01-03T03:00:00+00:00,confirmado,suplai,43800.4000,false,true,false,false,false,false,carga_historica_sin_hora
385,31283,2026-01-03T03:00:00+00:00,confirmado,suplai,44459.8100,false,true,false,false,false,false,carga_historica_sin_hora
388,31327,2026-01-03T03:00:00+00:00,confirmado,suplai,43800.0000,true,true,false,false,false,false,carga_historica_sin_hora
393,31347,2026-01-03T03:00:00+00:00,confirmado,suplai,90156.9000,false,true,false,false,false,false,carga_historica_sin_hora
396,31369,2026-01-03T03:00:00+00:00,confirmado,suplai,57750.0700,true,true,false,false,false,false,carga_historica_sin_hora
398,31419,2026-01-03T03:00:00+00:00,confirmado,suplai,46070.5000,false,true,false,false,false,false,carga_historica_sin_hora
399,31505,2026-01-03T03:00:00+00:00,confirmado,suplai,35508.0470,false,true,false,false,false,false,carga_historica_sin_hora
400,31435,2026-01-03T03:00:00+00:00,confirmado,suplai,57334.8660,false,true,false,false,false,false,carga_historica_sin_hora
401,31441,2026-01-03T03:00:00+00:00,confirmado,suplai,32808.2700,true,true,false,false,false,false,carga_historica_sin_hora
406,31509,2026-01-03T03:00:00+00:00,confirmado,suplai,13900.0000,false,true,false,false,false,false,carga_historica_sin_hora
407,31509,2026-01-03T03:00:00+00:00,confirmado,suplai,22584.0000,false,true,false,false,false,false,carga_historica_sin_hora
410,31495,2026-01-03T03:00:00+00:00,confirmado,suplai,96364.9880,true,true,false,false,false,false,carga_historica_sin_hora
426,36170,2026-01-03T03:00:00+00:00,confirmado,suplai,220711.3100,true,true,false,false,false,false,carga_historica_sin_hora
442,36094,2026-01-03T03:00:00+00:00,confirmado,suplai,181096.9570,false,true,false,false,false,false,carga_historica_sin_hora
458,36069,2026-01-03T03:00:00+00:00,confirmado,suplai,436430.3480,false,true,false,false,false,false,carga_historica_sin_hora
459,36067,2026-01-03T03:00:00+00:00,confirmado,suplai,41040.0500,false,true,false,false,false,false,carga_historica_sin_hora
473,36190,2026-01-03T03:00:00+00:00,confirmado,suplai,308432.7000,false,true,false,false,false,false,carga_historica_sin_hora
