row_num,nombre,precio
33,LIQUIDO DESINFECTANTE 1 X 900CC ESENCIAL LIM,870.0
34,ALFAJOR GENIO TRIPLE NEGRO X 24U,7960.0
35,ALFAJOR GENIO TRIPLE BLANCO X 24U,7960.0
36,PAPEL HIG. BLANCOX 4X30MTS,1655.0
37,TRAPO PISO BLANCO X1X60X50CM,1440.0
38,TRAPO PISO BLANCOX1X6070CM,1660.0
39,TRAPO PISO GRIS X1X60X70CM,1660.0
40,TRAPO PISO GRIS X1X60X50CM,1440.0
41,PAPEL HIG. X 1 X 50MTS,660.0
42,JABON EN PAN BLANC. X 200 G,680.0
43,JABON EN PAN BLANC.X 150 G,570.0
44,BOLSA RESI. X45X60X30U,1360.0
45,BOLSA RESI. X80X110X10U,2110.0
46,BOLSA RESI. X90X120X10U,2690.0
47,BOLSA RESI. X60X90X10U,980.0
48,ROLLO COCINA X3X50P,1850.0
49,TRAPO PISO RAYAS X1X50X60CM,1440.0
50,SUELDO,0.0
51,LIQ. P ROPA 1X800CC SEDILE,1540.0
52,"LIQ. P LAVAR ROPA 1X1,4L SEDILE",3000.0
53,PROMOPACK X1X P2 SEDILE,2860.0
54,REJILLA NIDO ABEJA 1U DOMITEC,1080.0
55,TAKIS FUEGO 1 P 140 G FLOW BAR EXP,3250.0
56,TAKIS FUEGO 1P 49 G FLOW BAR EXP,1360.0
57,TAKIS  FUEGO 1P 85 G FLOW BAR EXP,2050.0
58,TAKIS ORIGINAL 1P 140 G FLOW BAR EXP,3250.0
59,TAKIS ORIGINAL 1P 85 G FLOW BAR EXP,2050.0
60,TAKIS ORIGINAL 1P 49 FLOW BAR EXP,1360.0
61,TAKIS XPLOSION 1P 49 FLOW BAR EXP,1360.0
62,TAKIS XPLOSION 1P 140 G FLOW BAR EXP,3250.0
63,TAKIS XPLOSION 1P 85 G FLOW BAR EXP,2050.0
64,ALFAJOR FULBITO MANI 44 X 30GR,9460.0
65,ALFAJOR FULBITO CHOCOLATE 44 X 30GR,9460.0
66,TURRON FULBITO C/RELLENO MOUSSE 50 X 25GR,4600.0
67,ARROZ MITAI CALIDAD 0000,550.0
68,LENTEJA 1U X 400G SAN BERNARDO,1570.0
69,FRANGOLLO BLANCO 1U X 1KG SAN BERNARDO,2000.0
70,LOCRILLO BLANCO 1U X 1KG SAN BERNARDO,1950.0
71,MAIZ PELADO BLANCO 1U X 1KG SAN BERNARDO,2270.0
72,POLENTA 1U X  SAN BERNARDO,1100.0
73,AVENA TRADICIONAL 1U X 500G SAN BERNARDO,1660.0
74,AVENA INSTANTANEA 1U X 400G SAN BERNARDO,1310.0
75,MAIZ PISINGALLO 1U X 500G SAN BERNARDO,900.0
76,LAVAVAJILLAS SEDILE ALOE VERA 1X4.5L,5330.0
77,LAVAVAJILLAS SEDILE GLICERINA 1X4.5L,5330.0
78,LAVAVAJILLAS SEDILE LIMON 1X4.5L,5330.0
79,POROTOS ALUBIA 1U X 500G SAN BERNARDO,1520.0
80,LIQ P LAVAR ROPA 1X800CC DOYPACK CLOW,1600.0
81,COLAGENO LAVAVAJILLAS 1 X 750CC SEDILE,1275.0
82,CABO MADERA CON ROSCA 1UX1.20MT DOMITEC,1105.0
83,CABO MADERA CON ROSCA 1UX1.30MT DOMITEC,1250.0
84,ESCOBA EXTERIOR DOMITEC 1U,2700.0
85,ESCOBILLON RECTO DOMITEC 1U,2880.0
86,POROTO PALLARES 1U X 500G SAN BERNARDO,3420.0
87,TRIGO PELADO 1U X 1KG SAN BERNARDO,1960.0
88,BURGOL 1U X 500G SAN BERNARDO,1440.0
89,BOMBON SMACK GRANEL 60U X 16G,8650.0
90,BOMBON SMACK 30U X 16G,5400.0
91,BOMBON SMACK 6U X 16G,960.0
92,CUBANITO 48U X 25G,13930.0
93,OBLEA SMACK 48U X 25G,13930.0
94,BIZCOCHUELO PICNIC 40U X 38G,14510.0
95,SMACK BAR CHOC 12U X 35G,4160.0
96,VINO POTREILLOS MALBEC 6U X 1.125L,12500.0
97,ALFAJOR RASTA BLANCO 18U X 70G,20500.0
98,ALFAJOR RASTA NEGRO 18U X 70G,20500.0
99,LENTEJA 1U X 1KG SAN BERNARDO,3610.0
100,SECADOR DOBLE GOMA X 1U DOMITEC,3000.0
101,ALFAJOR FULBITO BLACK 44 X 30GR,9460.0
102,RAPSODIA 24U X 80G,15230.0
103,MAQUINA DESECHABLES PARA AFEITAR X 12U BIC,4520.0
104,ALFAJOR TRIPEL GENIO NEGRO X 24 U,8850.0
105,PAPAS FRITAS SNACKO 1U X 800G,5800.0
106,ENCENDEDOR BIC MAXI 1 X 6U,8000.0
107,ENCENDEDOR BIC MINI 1 X 6U,5600.0
108,ARVEJAS MAROLIO LATA 1U X 350GR,560.0
109,CACAO MAROLIO 1U X 180GR,1220.0
110,CACAO MAROLIO 1U X 360GR,2420.0
111,VINAGRE D/ALCOHOL MAROLIO 1U X 500CC,1090.0
112,VINAGRE D/ALCOHOL MAROLIO 1U X 1LT,1500.0
113,CHOCLO EN GRANO MAROLIO 1U X 300GR,1550.0
114,ATUN CASCABEL DESM.ACEITE 1U X 170GR,1490.0
115,ATUN CASCABEL DESM.NAT 1U X 170GR,1490.0
116,FIDEO SPAGHETTI MAROLIO 1U X 500GR,850.0
117,FIDEO TALLARIN MAROLIO 1U X 500GR,850.0
118,ARVEJA MAROLIO TETRA 1U X 340GR,540.0
119,FIDEO CODITO SANTA ISABEL 1U X 500GR,810.0
120,FIDEO MOSTACHOL RAY SANTA ISABEL 1U X 500GR,810.0
121,FIDEO TIRABUZON SANTA ISABEL 1U X 500GR,740.0
122,FIDEO TALLARIN SANTA ISABEL 1U X 500GR,810.0
123,FIDEO SPAGHETTI SANTA ISABEL 1U X 500GR,810.0
124,FIDEO CODOS SANTA ISABEL 1U X 500GR,810.0
125,DET.CONC ULTRA LIMON SEDILE 1U X 500CC,1520.0
126,DET.CONC ULTRA MANZANA SEDILE 1U X 500CC,1520.0
127,LIQ DESINF 1 X900CC SEDILE CHERRY,905.0
128,TALLARIN MORRON CALOYO 1U X 500GR,1650.0
129,TALLARIN AL HUEVO CALOYO 1U X 500GR,1650.0
130,TALLARIN ESPINACA CALOYO 1U X 500GR,1650.0
131,FIDEOS MOÑOS MIX CALOYO 1U X 500GR,1650.0
132,ALFAJOR RASTA TRICO 14U X 100G,23500.0
133,MADALENAS VAINILLA 1U X 200GR VALENTE,1985.0
134,MADALENAS RELLENAS CON DDL 1U X 200GR VALENTE,1985.0
135,MADALENAS CHOCO RELLENAS DDLL 1U X 200GR VALENTE,1985.0
136,MADALENAS MARMOLADAS 1U X 200GR VALENTE,1985.0
137,VAINILLAS 1U X 74G VALENTE,710.0
138,VAINILLAS 1U X 148G VALENTE,1020.0
139,VAINILLAS 1U X 444G VALENTE,3430.0
140,RAPIDITAS CLASIC 1U X 240GR,2100.0
141,RAPIDITAS INTEGRAL 1U X 220GR,2060.0
142,RAPIDITAS LIGHT 1U X 220GR,2060.0
143,RAPIDITAS WRAPS 1U X 470GR,4720.0
144,PAN BLANCO 1U X 315GR BOH,1930.0
145,PAN SALVADO 1U X 330GR BOH,2130.0
146,PAN SEMILLADO 1U X 330GR BOH,2130.0
147,PAN PANCHO 1P X 6U X210GR,1800.0
148,PAN HAMBURGUESA 1P X 6U X 210GR,1800.0
149,SALMAS HORNEADAS 1U X 90GR,1930.0
150,BRAUNICHOC 1U X 35GR,880.0
151,GRISINES CEBOLLA 1UX75G BIMBO,730.0
152,GRISINES CIBOULETTE Y MANTECA 1UX75G BIMBO,730.0
153,MADALENAS VAINILLA BIMBO 1UX240G,2160.0
154,MADALENAS VAINILLA RELL C/DULC 1UX234G BIMBO,2160.0
155,VAINILLAS BIMBO 1UX148G,1490.0
156,VAINILLAS BIMBO 1UX74G,670.0
157,BROWNIE CHIPS 1UX62G,1230.0
158,FIDEOS MOÑOS ESPINACA CALOYO 1U X 500GR,1650.0
159,YERBA COSMICO 1U X 500GR,3600.0
160,BUDIN CON FRUTA BUON NATALE 1U X 170GR,800.0
161,BUDIN SIN FRUTA BUON NATALE 1U X 170GR,800.0
162,BUDIN MARMOLADO BUON NATALE 1U X 170GR,800.0
163,PAN DULCE CON FRUTA BUON NATALE 1U,1880.0
164,JUGO DE MANZANA PURA FRUTTA 1U X 250CC,1060.0
165,JUGO DE NARANJA PURA FRUTTA 1U X 250CC,1060.0
166,JUGO DE MULTIFRUTA PURA FRUTTA 1U X 250CC,1060.0
167,JUGO DE PERA PURA FRUTTA 1U X 250CC,1060.0
168,JUGO DE MANZANA ROJA  PURA FRUTTA 1U X 1LT,2790.0
169,JUGO DE MANZANA VERDE PURA FRUTTA 1U X 1LT,2790.0
170,JUGO DE MULTIFRUTA PURA FRUTTA 1U X 1LT,2790.0
171,JUGO DE NARANJA PURA FRUTTA 1U X 1LT,2790.0
172,JUGO GREEN DETOX MANZ/APIO PURA FRUTTA 1U X 1LT,3360.0
173,JUGO BLEND DETOX NAR/REMOLACH PURA FRUTTA 1U X 1LT,3360.0
174,JUGO  MANZ/KIWI PURA FRUTTA 1U X 1LT,3360.0
175,JUGO MANZ/FRUTILLA PURA FRUTTA 1U X 1LT,3360.0
176,JUGO MANZ/ARANDANO PURA FRUTTA 1U X 1LT,3360.0
177,BUDIN CHIP CHOCO 1U X 170G VLT,1770.0
178,BUDIN C/FRUTA 1U X 170G VLT,1770.0
179,BUDIN MARMOLADO 1U X 170G VLT,1770.0
180,BUDIN  RELLENO C/DULCE LECHE 1U X 220G VLT,1770.0
181,BUDIN VAINILLA 1U X 170G VLT,1770.0
182,BUDIN CHIP CHOCO 1U X 170G BIMBO,1850.0
183,BUDIN CHOCOLATE 1U X 170G BIMBO,1850.0
184,BUDIN MARMOLADO 1U X 170G BIMBO,1850.0
185,BUDIN RELLENO C/DULCE DE LECHE 1U X 220G BIMBO,1850.0
186,BUDIN VAINILLA 1U X 170G BIMBO,1850.0
187,PAN DULCE CHIP CHOCOLATE 1U X 400G VLT,4240.0
188,PAN DULCE C/FRUTA 1U X 400G VLT,4240.0
189,PAN DULCE SIN FRUTA 1U X 350G VLT,4240.0
190,PAN DULCE CHIP CHOCOLATE 1U X 400G BIMBO,4500.0
191,PAN DULCE C/FRUTAS 1U X 400G BIMBO,4500.0
192,BUDIN C/FRUTAS 1U X 250GR NEVARES,1290.0
193,BUDIN SIN FRUTA 1U X 250GR NEVARES,1290.0
194,BUDIN MARMOLADO  1U X 250GR NEVARES,1290.0
195,BUDIN C/CHIPS CHOCOLATE  1U X 250GR NEVARES,1290.0
196,LENTEJA 1U X 400G MAXI CHEF,1130.0
197,DURAZNO EN MITADES MAROLIO 1U X 820GR,2030.0
198,TAKIS INTENSE NACHO 1P 49 G FLOW BAR EXP,1360.0
199,TAKIS INTENSE NACHO 1P 85G FLOW BAR EXP,2050.0
200,TAKIS INTENSE NACHO 1P 140G FLOW BAR EXP,3250.0
201,YERBA PLAYADITO 1U X 1KG,4050.0
202,MAYONESA POMO BENIDORM 1U X 460GR,1386.0
203,KETCHUP POMO BENIDORM 1U X 500GR,1862.0
204,MOSTAZA POMO BENIDORM 1U X 480GR,1520.0
205,QUESO CHEDAR POMO BENIDORM 1U X 470GR,2610.0
206,SALSA GOLF POMO BENIDORM 1U X 460GR,1730.0
207,SALSA BARBACOA POMO BENIDORM 1U X 500GR,2410.0
208,SALSA DE AJI PICANTE POMO BENIDORM 1U X 510GR,2520.0
209,MAY. CON ACEITUNAS POMO BENIDORM 1U X 460GR,1730.0
210,CHIMICHURRI POMO BENIDORM 1U X 480GR,1830.0
211,BUDIN FANTASIA NEVARES CHOCO,1200.0
212,VINO POTREILLOS MALBEC ROBLE  X 3U X 1.125L,6250.0
213,CAJA NAVIDEÑA ECO 2,236.0
214,CAJA NAVIDEÑA CLASICA 2,236.0
215,BOLSA NAVIDEÑAS X 1U,393.0
216,SUAV 1X 4.5LT SEDILE BOSQUE,4630.0
217,SUAV 1X 4.5LT SEDILE MONTAÑA,4630.0
218,LIQ DESINF 1 X 4.5LT SEDILE LAVANDA,3950.0
219,PURE DE TOMATE MOLTO 1U X 520GR,940.0
220,JUGO NARANJIN 190CC X 12U,6480.0
221,JUGO MANZANIN 190CC X 12U,6480.0
222,JUGO UVIN 190CC X 12U,6480.0
223,JUGO MANGUIN 190CC X 12U,6480.0
224,JUGO MULTIFRUTIN 190CC X 12U,6480.0
225,JUGO FRUTILLIN 190CC X 12U,6480.0
226,RAPIDITAS CHIA LINO 1U X 220GR,2060.0
227,YERBA PLAYADITO 1U X 500GR,2165.0
228,YERBA PLAYADITO 1U X 250GR,1210.0
229,SAQUITO DE MATE COCIDO X1 X 25U,910.0
230,SAQUITO DE MATE COCIDO X1 X 50U,1830.0
231,LIQ DESINF 1 X 4.5LT SEDILE PINO,3950.0
232,LIQ DESINF 1 X 4.5LT SEDILE MAR,3950.0
233,LIQ.LIMP 1 X 1.8LT SEDILE PINO,1650.0
234,LIQ.LIMP 1 X 1.8LT SEDILE MAR,1650.0
235,LIQ.LIMP 1 X 1.8LT SEDILE LAVANDA,1650.0
236,LIQ P LAVAR ROPA 1X3LT SEDILE DOYPACK,6380.0
237,QUESO ROQUEFORT POMO BENIDORM 1U X 470GR,2600.0
238,QUESO PARMENSANO POMO BENIDORM 1U X 470GR,2450.0
239,ATUN UY TUNA AL NAT 120G,2530.0
240,ATUN UY TUNA AL NAT 250G,5316.0
241,ATUN UY TUNA EN ACEITE 250G,5316.0
242,SMACK BAR LECHE 12U X 35G,4160.0
243,VIAJE SALTA - CAFAYATE,0.0
244,BARRA MANI HIT  C/CHOC X25G,690.0
245,MAIZ PELADO BLANCO 1U X 500GR SAN BERNARDO,1150.0
246,LOCRILLO BLANCO 1U X 500GR SAN BERNARDO,1070.0
247,TORTA SMACK BIZC. RELLENO C/DDL,14290.0
248,ALFAJOR FANTOCHE TRIPLE CHOCO 12 X 85GR,10880.0
249,ALFAJOR FANTOCHE TRIPLE BLANCO 12 X 85GR,10880.0
250,CARAM ALKA CHERRY X 800GR,11320.0
251,CARAM ALKA MENTA X 800GR,11320.0
252,CARAM ALKA STRONG X 800GR,11320.0
253,CARAM FLYNN PAFF TUTTI FRUTTI X 70UN(560,7390.0
254,CARAM MAST CIRCUS X 100(300GR),2150.0
255,CARAM MAST GRANJEROS X 100(300GR),2150.0
256,CARAM MASTICABLES MISKY SURTIDOS X 800G,6820.0
257,CARAM MENTHOPLUS MENTA X 12UN,5940.0
258,CARAM MENTHOPLUS MIEL X 12UN,5940.0
259,CARAM MISKY RELLENOS FRUTA X 810G,7630.0
260,CARAM MISKY RELLENOS MIEL X 675GR,7630.0
261,CARAM MISKY TOFFEES CHOCO X 648GR,7650.0
262,CARAM MISKY TOFFEES LECHE X 648GR,7650.0
263,CARAM MISKY TRANSP MENTA X 810GR,9780.0
264,CHUPETIN COSMOS FRUTALES X 40UN(500GR),4780.0
265,CHUPETIN MR POPS EVOL BLUE BERRY X 24UN,5890.0
266,CHUPETIN MR POPS EVOL CEREZA X 24UN,5890.0
267,CHUPETIN MR POPS EVOL SURTIDO X 24UN,5890.0
268,CHUPETIN PELOTITAS X 50UN(450GR),2592.95
269,GOMITAS MISKY GUSANITOS ACIDOS 12 X 25GR,5330.0
270,GOMITAS MISKY DINOS 12 X 25GR,5330.0
271,FRUTIGELATIN TRUITOS 12 X 25GR,4310.0
272,GOMITAS MISKY FANTASIA 12 X 30GR (360GR),5320.0
273,GOMITAS MISKY FANTASIA X 1KG,10590.0
274,GOMITAS MISKY JELLY ROLL X 1KG,10590.0
275,GONGYS TRENZADO X 28GR,400.0
276,PALITOS EN LA SELVA X 600 G,10880.0
277,PICO DULCE X 48UN(672GR),10250.0
278,PICO DULCE EST X 24UN,4900.0
279,PICO DULCE C LED EST 24 X 14GR,3691.65
280,CERVEZA SALTA RUBIA PACK x 6UN,10500.0
281,BELDENT FRUTILLA X 20UN,13990.0
282,BELDENT MENTA FUERTE QI X20 UN,13990.0
283,BELDENT MENTA QI X20 UN,13990.0
284,BUBBALOO MENTA X 60 UN,6390.0
285,BUBBALOO TUTTI FRUTTI X 60 UN,6390.0
286,BUBBALOO FRUTILLA X 60 UN,6390.0
287,BUBBALOO UVA X 60U,6390.0
288,CHICLE TOPLINE 7 ATOM/STRONG X 16UN,15480.0
289,BOMBON FERRERO ROCHER X 4UN (50GR),5000.0
290,BOMBON HAMLET LECHE X 30UN (390GR),10310.0
291,CHOCOLATE HAMLET ALM & MANI DISPLAY 21UN X 45GR,18155.0
292,CHOCOLATE HAMLET BLANCO & COOK DISPLAY 21UN X45GR,18155.0
293,CHOCOLATE HAMLET FRUTILLA DISPLAY 21UN X 43GR,18155.0
294,PURE DE TOMATE NOEL TETRA X 520G,940.0
295,SALSA NOEL P/PIZZA X 340G,1240.0
296,ENCENDEDOR CLIPPER X 5UN,4500.0
297,BIZCOCHO DON SATUR DULCE X 200GR,1240.0
298,BIZCOCHO DON SATUR SALADO X 200GR,1240.0
299,GALL MEDIATARDE TRIPACK X 315GR,1610.0
300,GALL MEDIATRADE SANDW TRIPACK X 321GR,1700.0
301,GALL MERENGADAS X 88GS,1530.0
302,GALL POLVORITA CHOCOLATE X 81GR,600.0
303,GALL POLVORITA FRUTILLA X 81GR,600.0
304,GALL POLVORITA VAINILLA X 81GR,600.0
305,GALL RUMBA X 110GR,1530.0
306,GALL SONRISA FRAMB X 108GR,1530.0
307,GALL SURTIDO LIA X 400GR,2080.0
308,GALL SURTIDO DIVERSION X 398GR,2900.0
309,GALL TRIO PEPAS ALEMANAS X 180GR,760.0
310,GALL SURTIDO FAUNA X 150 GR,780.0
311,GALL TRIO PEPAS X 200GR,980.0
312,GALL VOCACION ACARAMELADA TRIPACK,2310.0
313,GALL VOCACION ACARAMELADAS X 145GR,880.0
314,GALL VOCACION CLASICA TRIPACK,2310.0
315,GALL VOCACION CLASICAS X 141GR,880.0
316,OBLEAS OBLITA FRUTILLA X 50GR,470.0
317,OBLEAS OBLITA VAINILLA X 50GR,470.0
318,OREO MINI PQ X 50GR,1130.0
319,TOSTADAS RIERA DULCES X 200GR,1300.0
320,TURRON MISKY CAJA 50UN  X 25GR,11210.0
321,VAINILLAS MAURI X 80GR,570.0
322,JUGOS PR BAGGIO DURAZNO X 200ML,560.0
323,JUGOS PR BAGGIO MIX FRUTAL X 200ML,560.0
324,JUGOS PR BAGGIO MULTIFRUTA X 200ML,560.0
325,JUGOS PR BAGGIO DURAZNO X 1LTR,1900.0
326,JUGOS PR BAGGIO MULTIFRUTA X 1LTR,1900.0
327,"SALVADOR TONICA S/AZUCAR FARDO 6UN X 1,5L",6000.0
328,"SALVADOR TONICA FARDO 6UN X 1,5L",6000.0
329,SEMILLAS PIPAS GIGANTES C/CASC X 12UN,8000.0
330,SEMILLAS SAN JORGE 5UN X 120GR,3000.0
331,GARBANZO 1U X 500G SAN BERNARDO,1460.0
332,PEPITO MINI PQ X 50GR,1130.0
333,OREO 1X118GR,2070.0
334,CHUPETIN MR POPS EVOL EXTREME DUO X 24UN,5890.0
335,GOMITAS MISKY ROLLO X12 U X 35GR,4660.0
336,ALFAJOR. MILKA DDL BLANCO SIMPLE 1,1620.0
337,ALFAJOR PEPITOS TRIPLE 1U X 57GR,1450.0
338,ALFAJOR TORTA TRIPLE 1U X 70GR,1450.0
339,PEPITOS 1U X 119GR,2010.0
340,CHOCOLATE MISKY CELOFAN BLANCO 30UX25GR,28210.0
341,CHOCOLATE MISKY CELOFAN NEGRO 30UX25GR,28210.0
342,CARAM ALKA ACIDOS X 800GR,11320.0
343,ALFAJOR. MILKA DDL CHOCOLATE SIMPLE 1,1620.0
344,BELDENT TUTTI FRUTI X 20UN,13990.0
345,BROWNIE MINI 1U X 35G,765.0
346,EDULCORANTE SI-DIET X 600CC,2800.0
347,RHODESIA 1X36X22GR,32940.0
348,CERVEZA SALTA NEGRA PACK X 6UN,10500.0
349,ALFAJOR GENIO TRIPLE MIX BLANCO / NEGRO X 24 U,8000.0
350,ALFAJOR PEPITOS TRIPLE 1UX57GR,1620.0
351,ALFAJOR TORTA TRIPLE 1UX70GR,1620.0
352,MARLBORO BLUE TITANIUM BOX 20,6900.0
353,MARLBORO GOLD SUPERSLIMS BOX 20,6900.0
354,MARLBORO KS 20,5930.0
355,MARLBORO BOX 20,6340.0
356,MARLBORO BOX 12,3790.0
357,MARLBORO GOLD BOX 20,6340.0
358,MARLBORO BLUE XL BOX 20,6340.0
359,MARLBORO CORAL XL BOX 20,6340.0
360,MARLBORO PURPLE XL BOX 20,6340.0
361,MARLBORO PURPLE 12,3790.0
362,MARLB CRAFTED RED SP 20,3740.0
363,MARLBORO CRAFTED BLUE SP 20,3740.0
364,MARLBORO CRAFTED BOX 20,4140.0
365,MARLBORO CRAFTED FORWARD SP 20,3740.0
366,MARLBORO CRAFTED FORWARD BOX 20,4140.0
367,MARLBORO CRAFTED CORAL BOX 20,4140.0
368,PHILLIP MORRIS KS 20,5370.0
369,PHILLIP MORRIS BOX 20,5780.0
370,PHILLIP MORRIS 12,3440.0
371,PHILLIP BLUE BOX 20,5780.0
372,PHILLIP BLUE BOX 12,3480.0
373,HARMONI COLORADOS KS,4760.0
374,HARMONI DORADOS KS,4760.0
375,CHESTER RED KS 20,4760.0
376,CHESTER RED BOX 12,3080.0
377,CHESTER BLUE KS 20,4760.0
378,CHESTER BLUE BOX 20,5170.0
379,CHESTER BLUE BOX 12,3080.0
380,PHILLIP MORRIS RED SELECT SP 20,2300.0
381,CHESTER PURLPE BOX 20,5170.0
382,LUCKY STRIKE PARIS BOX 20,6680.0
383,LUCKY STRIKE MIX XL BOX 20,6110.0
384,LUCKY STRIKE MIX 12,3650.0
385,LUCKY STRIKE COOL BOX 20,5540.0
386,LUCKY STRIKE CLICK KS  20,5130.0
387,LUCKY STRIKE COOL CLICK 12,3340.0
388,LUCKY STRIKE RED KS 20,5130.0
389,LUCKY STRIKE RED 12,3300.0
390,CAMEL KS 20,5750.0
391,CAMEL BOX 20,6110.0
392,CAMEL 12,3650.0
393,CAMEL LEGEND BOX 20,3780.0
394,LUCKY ORIGEN BOX 20,3780.0
395,LUCKY ORIGEN KS 20,3470.0
396,LUCKY ORIGEN 10,1920.0
397,LUCKY ORIGEN CONV BOX 20,3780.0
398,LUCKY ORIGEN CONV KS 20,3470.0
399,LUCKY ORIGEN CONV 10,2130.0
400,LUCKY STRIKE RED BOX 20,5540.0
401,LUCKY RED 20,2180.0
402,BELDENT SANDIA X 20UN,13990.0
403,CHICLE TOPLINE 7 XPLOS.MENTA X 16UN,15480.0
404,MARLBORO  CRAFTED RED SP 20,3740.0
405,GALL VARIEDAD TERRABUSI X 390GR,2580.0
406,EXHIBIDOR TAKIS,0.0
407,EXHIBIDOR RAPIDITAS,0.0
408,MARLBORO CRAFTED PURPLE BOX 20,4140.0
409,BELDENT MENTOL X 20UN,13990.0
410,AGUA VIDA BAGGGIO MANZANA 1U X 1.5LT,1400.0
411,AGUA VIDA BAGGGIO NARANJA DULCE 1U X 1.5LT,1400.0
412,CHUPETIN CEBOLLITA X 40U X 6GR,1877.0
413,TAKIS  BUCKIN RANCH 1P 49G FLOW BAR EXP,1360.0
414,TAKIS  BUCKIN RANCH 1P 85G FLOW BAR EXP,2050.0
415,TAKIS  BUCKIN RANCH 1P 140G FLOW BAR EXP,3250.0
416,AGUA VIDA BAGGGIO PERA 1U X 1.5LT,1400.0
417,ADELANTO CTA CTE,1.0
418,CANCELACION CTA CTE,1.0
