numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
23,Soluciones de Limpieza,Soluciones de Limpieza,5493513952681,4,23,miercoles,jueves,"Zona ZONA NORESTE - Barrio La Paz - Villa Constitución, Santa Fe, Argentina",María González,1,2,-33.214071,-60.312778,true
24,Limpieza y Cuidado del Hogar,Limpieza y Cuidado del Hogar,5493414799650,1,24,miercoles,jueves,"Zona ZONA NORESTE - Barrio La Paz - Villa Constitución, Santa Fe, Argentina",María González,1,2,-33.218406,-60.310921,true
25,Limpieza Industrial,Limpieza Industrial,5492992500733,2,25,miercoles,jueves,"Zona ZONA NORESTE - Barrio La Paz - Villa Constitución, Santa Fe, Argentina",María González,1,2,-33.215682,-60.307206,true
26,Limpieza y Desinfección,Limpieza y Desinfección,5492615139305,3,26,miercoles,jueves,"Zona ZONA NORESTE - Barrio La Paz - Villa Constitución, Santa Fe, Argentina",María González,1,2,-33.218868,-60.309957,true
27,Insumos para la Limpieza,Insumos para la Limpieza,5492618861463,4,27,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.238992,-60.347741,true
28,Limpieza de Oficinas,Limpieza de Oficinas,5493812941974,1,28,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.238603,-60.350897,true
29,Limpieza de Espacios,Limpieza de Espacios,5493817404433,2,29,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.233843,-60.349838,true
30,Productos de Mantenimiento,Productos de Mantenimiento,5493419686914,3,30,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.233826,-60.353575,true
31,Limpieza de Pisos,Limpieza de Pisos,5493518648263,4,31,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.23855,-60.346076,true
32,Limpieza de Ventanas,Limpieza de Ventanas,5493516216782,1,32,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.238241,-60.346328,true
33,Limpieza de Alfombras,Limpieza de Alfombras,5492612780568,2,33,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.240503,-60.350864,true
34,Limpieza de Baños,Limpieza de Baños,5493582639964,3,34,jueves,viernes,"Zona ZONA SUROESTE - Barrio La Florida - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,3,-33.234356,-60.350018,true
35,Limpieza de Cocinas,Limpieza de Cocinas,5493814729528,4,35,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.236996,-60.332329,true
36,Limpieza de Muebles,Limpieza de Muebles,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.240555,-60.32928,true
37,Limpieza de Superficies,Limpieza de Superficies,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.234894,-60.3304,true
38,Limpieza de Equipos,Limpieza de Equipos,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.236032,-60.334594,true
39,Limpieza de Maquinaria,Limpieza de Maquinaria,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.239032,-60.33344,true
40,Limpieza de Vehículos,Limpieza de Vehículos,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.234409,-60.333266,true
41,Limpieza de Áreas Exteriores,Limpieza de Áreas Exteriores,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.237985,-60.332418,true
42,Limpieza de Áreas Comunes,Limpieza de Áreas Comunes,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - Barrio San Martín - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,4,-33.2329,-60.329505,true
43,Limpieza de Espacios Públicos,Limpieza de Espacios Públicos,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.238647,-60.313054,true
44,Limpieza de Espacios Privados,Limpieza de Espacios Privados,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.239107,-60.306705,true
45,Limpieza de Eventos,Limpieza de Eventos,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.235819,-60.310563,true
46,Limpieza de Obras,Limpieza de Obras,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.240518,-60.308871,true
47,Limpieza de Construcción,Limpieza de Construcción,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.23757,-60.313527,true
48,Limpieza de Restaurantes,Limpieza de Restaurantes,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.232982,-60.310676,true
49,Limpieza de Hoteles,Limpieza de Hoteles,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.241012,-60.314037,true
50,Limpieza de Hospitales,Limpieza de Hospitales,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - Barrio El Paraíso - Villa Constitución, Santa Fe, Argentina",Carlos Rodríguez,2,5,-33.240404,-60.309041,true
