product_code,nombre,image_url,descripcion,rotacion_index,qty
13357,ALFAJOR MINITORTA BLANCO 21X69G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13357-300x300.webp,"Descubre el irresistible Alfajor Minitorta Blanco, una delicia de 69g que combina un suave relleno de dulce de leche con una cobertura de chocolate blanco. Presentado en prácticos packs de 21 unidades, este alfajor es perfecto para el mostrador de tu kiosco o almacén. Su tamaño ideal lo convierte en la opción perfecta para compras por impulso, garantizando una alta rotación. Atraerás a un público amplio, desde niños hasta adultos, ¡y maximizarás tu margen de ganancia!",0.0643,0
13326,MANA RELLENA VAINILLA FRUTILLA 36X152G,https://arcorencasa.com/wp-content/uploads/2025/07/20250724-13326-300x300.webp,"Descubre el irresistible sabor de MANA RELLENA VAINILLA FRUTILLA, un snack que conquista a grandes y pequeños con su deliciosa combinación de crema de vainilla y frutilla. Este formato incluye 36 unidades de 152g, perfecto para exhibir en tu kiosco o almacén. Su atractivo visual y sabor único lo convierten en un producto ideal para compras por impulso, garantizando una rápida rotación y un margen de ganancia atractivo. ¡No dejes pasar la oportunidad de aumentar tus ventas!",0.063,0
13783,MANA VAINILLA 36X136G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-13783-300x300.webp,"¡Descubre el irresistible sabor de MANA Vainilla! Este delicioso producto, presentado en un formato de 36 unidades de 136g, es perfecto para satisfacer los antojos de tus clientes y atraer a nuevos consumidores. Su cremosidad y toque de vainilla lo convierten en un snack ideal para cualquier momento del día. Además, su atractivo diseño impulsa la compra por impulso, garantizando un rápido movimiento en tu mostrador. Aumenta tu margen de ganancia y no dejes pasar la oportunidad de ofrecer lo mejor.",0.0623,0
13360,ALFAJOR MINITORTA COCO 21X70.5G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13360-300x300.webp,"Descubre el irresistible Alfajor Minitorta Coco, una delicia que combina la suavidad de su biscuit con un cremoso relleno de coco, ideal para satisfacer los antojos de tus clientes. Este formato incluye 21 unidades de 70.5g, perfectas para exhibir en tu kiosco o almacén. Su atractivo sabor lo convierte en una opción perfecta para la compra por impulso, generando un alto margen de ganancia. Atrae a un público amante del dulce y asegúrate de que tu mostrador siempre esté abastecido.",0.0598,0
13315,SALSA ARCOR PIZZA 24X340G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13315-300x300.webp,"Descubre la irresistible Salsa Arcor Pizza, el aliado perfecto para elevar tus ventas. Con 24 frascos de 340g cada uno, este formato es ideal para exhibir y atraer a tus clientes. Su sabor auténtico y su textura cremosa son irresistibles, convirtiendo cada pizza en una experiencia gourmet. Perfecta para compras por impulso, esta salsa garantiza un alto margen de ganancia y una rápida rotación. Atrae a amantes de la pizza y asegura que tu mostrador siempre esté abastecido. ¡No te quedes sin ella!",0.0586,0
14394,TRAVIATA CON KESITAS 36X96G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-14394-300x300.webp,"Descubre el irresistible sabor de TRAVIATA CON KESITAS, un snack que combina la crocancia de galletas con un toque dulce que encanta a grandes y chicos. Presentado en un formato práctico de 36 cajas de 96g, es ideal para exhibir en tu kiosco o almacén. Su atractivo diseño y delicioso sabor lo convierten en una compra por impulso perfecta, asegurando un alto margen de ganancia y una rápida rotación en tu mostrador. ¡No te quedes sin este éxito de ventas! Estas galletas son la nueva combinacion de las tradicionales galletas traviata con un toque de kesitas. Los clientes suelen pedirla como Kesitas Nueva.",0.058400000000000000521804821573823573999106884002685546875,0
5679,TOMATE PERITA 24X400G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-5679-300x300.webp,"Descubre el sabor auténtico y la frescura del TOMATE PERITA, ideal para darle un toque especial a tus platillos. Presentado en un práctico formato de 24 latas de 400g, este producto se adapta perfectamente a las necesidades de tu negocio. Su versatilidad lo convierte en un favorito para la cocina diaria, atrayendo a un amplio público. Con un excelente margen de ganancia, es perfecto para la compra por impulso, asegurando una rotación rápida en tu mostrador. ¡No dejes pasar esta oportunidad!",0.0578,0
13873,POLENTA PRESTOPRONTA 30X490G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13873-300x300.webp,"¡Descubre la Polenta Prestopronta, el aliado perfecto para tus comidas! Con su textura suave y delicioso sabor, esta polenta se ha convertido en un favorito entre los consumidores que buscan opciones rápidas y satisfactorias. Presentada en un formato de 30 paquetes de 490g, es ideal para mantener en tu almacén. Su fácil preparación la convierte en una opción irresistible para compras por impulso. Aumenta tus márgenes y atrae a un público que valora la comodidad y calidad en la cocina. ¡No te quedes sin ella!",0.0561,0
13324,MANA RELLENA VAINILLA CHOCOLATE 36X152G,https://arcorencasa.com/wp-content/uploads/2025/07/20250724-13324-300x300.webp,"Descubre el irresistible sabor de MANA RELLENA VAINILLA CHOCOLATE, una combinación perfecta que conquista a grandes y chicos. Presentado en un práctico formato de 36 paquetes de 152g, es ideal para exhibir en tu mostrador. Este delicioso snack es perfecto para la compra por impulso, garantizando un alto margen de ganancia y una rápida rotación. Con una propuesta atractiva para consumidores que buscan un dulce momento, ¡no dejes pasar la oportunidad de atraer más clientes a tu negocio!",0.0505,0
13997,FORMIS CHOCOLATE VAINILLA 36X102G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-13997-300x300.webp,"Descubre el irresistible placer de FORMIS CHOCOLATE VAINILLA, una deliciosa combinación que encantará a tus clientes. Presentado en un formato práctico de 36 unidades de 102g, este producto se adapta perfectamente a cualquier mostrador. Su exquisito sabor y empaque atractivo fomentan la compra por impulso, garantizando una rápida rotación. Con un buen margen de ganancia, es ideal para atraer a un público amplio, desde niños hasta adultos. ¡No dejes pasar la oportunidad de incrementar tus ventas con FORMIS!",0.0464,0
4303,ALFAJOR BONOBON LECHE 40X40G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-4303-300x300.webp,"¡Descubre el irresistible Alfajor Bonobón Leche, la combinación perfecta de galleta suave y un delicioso relleno de crema! Presentado en un formato atractivo de 40 unidades de 40g cada una, es ideal para ofrecer a tus clientes un snack dulce y tentador. Este alfajor se vende como pan caliente, garantizando alta rotación y un excelente margen de ganancia. Perfecto para compras por impulso, atraerá a tus consumidores y aumentará tus ventas en el mostrador. ¡No dejes pasar esta oportunidad!",0.0461,0
13993,FORMIS VAINILLA CHOCOLATE 36X102G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-13993-300x300.webp,"¡Descubre la irresistible combinación de FORMIS Vainilla Chocolate! Este delicioso snack de 102g es el equilibrio perfecto entre la suavidad de la vainilla y el intenso sabor del chocolate, ideal para deleitar a tus clientes. Cada caja incluye 36 unidades, perfectas para exhibir en tu kiosco o almacén. Su atractivo diseño y sabor único garantizan una compra por impulso, asegurando un gran margen de ganancia. ¡No dejes pasar la oportunidad de aumentar tus ventas con FORMIS!",0.0429,0
13364,CEREAL MIX FRUTILLA CHOCOLATE 6x20x26G,https://arcorencasa.com/wp-content/uploads/2025/08/20250805-13364-300x300.webp,"¡Descubre el irresistible Cereal Mix Frutilla Chocolate! Este delicioso combo de sabores combina la frescura de la frutilla con el placer del chocolate, capturando la atención de los amantes del desayuno. Presentado en un formato de 6 cajas, cada una con 20 unidades de 26g, es perfecto para exhibir en tu kiosco. Su atractivo sabor impulsa las compras por impulso, ofreciendo un excelente margen de ganancia y atrayendo a un público diverso. ¡No dejes pasar la oportunidad de incrementar tus ventas!",0.0399,0
9537,ALFAJOR TOFI TRIPLE BLANCO 21X73 G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-9537-300x300.webp,"Descubre el irresistible Alfajor Tofi Triple Blanco, una delicia que combina la suavidad del dulce de leche con la cremosidad del chocolate blanco. Presentado en un formato de 21 unidades de 73 g, es perfecto para exhibir en tu kiosco. Este alfajor no solo atrae a los amantes de lo dulce, sino que su atractivo diseño impulsa la compra por impulso. Con un margen atractivo, asegúrate de tenerlo en el mostrador para captar a un público fiel y aumentar tus ventas. ¡No te quedes sin él!",0.038,0
10204,CRIOLLITAS POR 3 ORIGINAL 22X3X100G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-10204-300x300.webp,"¡Descubre el sabor auténtico de CRIOLLITAS POR 3 ORIGINAL! Estas deliciosas galletas, crujientes y llenas de tradición, son el snack perfecto para cualquier momento. Presentadas en un práctico formato de 22 cajas con 3 paquetes de 100g cada una, son ideales para exhibir en tu kiosco o almacén. Su atractivo sabor provoca compras por impulso, asegurando una alta rotación y un excelente margen de ganancia. ¡No dejes pasar la oportunidad de deleitar a tus clientes y aumentar tus ventas!",0.0342,0
15001,ALFAJOR CHOCO CREAMY 21X60G,https://arcorencasa.com/wp-content/uploads/2025/02/20250214-15001-300x300.webp,"Descubre el irresistible Alfajor Choco Creamy, un manjar que conquista paladares con su suave relleno de crema y su cobertura de chocolate. Presentado en un formato de 21 unidades de 60g, es perfecto para exhibir en tu kiosco o almacén. Su atractivo sabor y presentación lo convierten en una opción ideal para compras por impulso, asegurando una alta rotación. Atrae a un público diverso y maximiza tu margen de ganancia con este dulce favorito que no puede faltar en tu mostrador.",0.0341,0
14997,RAMEN CARNE 24X70G,https://arcorencasa.com/wp-content/uploads/2025/04/20250408-14997-300x300.webp,"¡Descubre el irresistible Ramen Carne, una explosión de sabor que encantará a tus clientes! Presentado en un práctico formato de 24 sobres de 70g, este ramen es perfecto para aquellos que buscan una comida rápida y deliciosa. Su fácil preparación lo convierte en una opción ideal para el público joven y dinámico. Además, su atractivo precio y alta demanda aseguran una rotación constante en tu mostrador, generando compras por impulso y un excelente margen de ganancia. ¡No dejes pasar esta oportunidad!",0.0337,0
14744,PORTEÑITAS 36X139G,https://arcorencasa.com/wp-content/uploads/2025/04/20250408-14744-1-300x300.webp,"¡Descubre las irresistibles PORTEÑITAS! Estas delicias de 139g son el snack perfecto que conquista a todos con su sabor único y auténtico. Presentadas en un formato de 36 paquetes, cada uno ideal para atrapar la atención de tus clientes. Su atractivo diseño y el sabor que todos aman las convierten en una compra por impulso irresistible. Aumenta tu rentabilidad con un margen competitivo, atrayendo a un público amplio que busca disfrutar en cualquier momento. ¡No dejes pasar esta oportunidad!",0.0331,0
13781,MANA LECHE 36X136G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-13781-300x300.webp,"Descubre MANA LECHE, la deliciosa opción que conquista a grandes y chicos con su sabor inconfundible. Presentada en un práctico formato de 36 unidades de 136g, ideal para exhibir en tu kiosco. Este producto no solo es una delicia, sino que también impulsa la compra por impulso, garantizando una alta rotación. Su atractivo precio y popularidad entre el público lo convierten en una excelente oportunidad de rentabilidad para tu negocio. ¡No dejes pasar la oportunidad de ofrecer lo mejor!",0.033,0
10336,AIREADO COFLER LECHE 8x20x27G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-10336-300x300.webp,"Descubre el irresistible sabor de AIREADO COFLER LECHE, el snack que está marcando tendencia entre los amantes del dulce. Presentado en un formato de 8 packs de 20 unidades de 27g, es perfecto para exhibir en tu kiosco o almacén. Este delicioso producto no solo atrae con su textura ligera y sabor inigualable, sino que también impulsa la compra por impulso, ofreciendo un excelente margen de ganancia. ¡No dejes pasar la oportunidad de deleitar a tus clientes y aumentar tus ventas!",0.0327,0
13325,MANA RELLENA LIMON 36X152G,https://arcorencasa.com/wp-content/uploads/2025/07/20250724-13325-300x300.webp,"Descubre el irresistible sabor de MANA RELLENA LIMÓN, el snack que todos buscan. Con un formato de 36 paquetes de 152g, es perfecto para el mostrador de tu kiosco o almacén. Su frescura y dulzura cítrica hacen que sea el compañero ideal para cualquier momento del día. Este producto es una excelente opción de compra por impulso, con un alto margen de ganancia y atractivo para un amplio público. ¡No dejes pasar la oportunidad de aumentar tus ventas!",0.0313,0
15034,RAMEN POLLO PICANTE 24X70G,https://arcorencasa.com/wp-content/uploads/2025/04/20250408-15034-300x300.webp,"¡Descubre la explosiva combinación de sabores de nuestro Ramen Pollo Picante! Este delicioso producto, con su inconfundible toque picante, está en sintonía con las tendencias actuales de comida rápida y sabrosa. Presentado en un formato de 24 unidades de 70g, es perfecto para reabastecer tu kioskó o almacén. Su atractivo para los amantes de la comida asiática garantiza una alta rotación, convirtiéndolo en una excelente opción para compras por impulso. ¡Aumenta tus márgenes y deleita a tus clientes!",0.0306,0
6973,SALADIX PIZZA ESTUCHE 4X6X100G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-6973-300x300.webp,"¡Descubre el irresistible sabor de Saladix Pizza! Este práctico estuche de 4 paquetes de 6 unidades de 100g cada uno es perfecto para aquellos que buscan un snack delicioso y fácil de disfrutar en cualquier momento. Su formato conveniente se adapta idealmente a tu mostrador, atrayendo a los consumidores en busca de algo sabroso para saciar sus antojos. Con un alto margen de ganancia y su popularidad creciente, Saladix Pizza garantiza una rotación rápida y compras por impulso, ideal para maximizar tus ventas.",0.0305,0
10342,AIREADO COFLER MIXTO 8x10x55G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-10342-300x300.webp,"Descubre el irresistible AIREADO COFLER MIXTO, un snack que combina la suavidad del aireado con un sabor único que deleita a grandes y chicos. Presentado en una caja de 8 packs de 10 unidades de 55g cada uno, es perfecto para exhibir en tu kiosco. Su atractivo formato promueve la compra por impulso, asegurando un alto margen de ganancia. Ideal para un público amplio, ¡no dejes pasar la oportunidad de incrementar tus ventas con este delicioso producto!",0.0304,0
14996,RAMEN POLLO 24X70G,https://arcorencasa.com/wp-content/uploads/2025/04/20250408-14996-300x300.webp,"Descubre el delicioso Ramen Pollo, la opción perfecta para satisfacer antojos en minutos. Este atractivo formato de 24 paquetes de 70g es ideal para exhibir en tu kiosco o almacén, capturando la atención de los amantes de la comida rápida. Su sabor irresistible y fácil preparación lo convierten en una compra por impulso, garantizando una alta rotación. Aumenta tu margen con un producto que atrae a un público joven y dinámico que busca conveniencia y sabor. ¡Hazlo parte de tu oferta hoy!",0.0296,0
13242,CHOCLO ARCOR ENTERO 24x300G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13242-300x300.webp,"¡Descubre el delicioso Choclo Arcor Entero! Este producto premium es perfecto para realzar tus platos con su sabor natural y textura ideal. Presentado en un formato práctico de 24 latas de 300g, es fácil de almacenar y exhibir. Su versatilidad lo convierte en un favorito para los consumidores, impulsando las compras por impulso. Con un excelente margen de ganancia, atraerás a un público amplio que busca calidad y conveniencia. ¡No dejes pasar la oportunidad de tenerlo en tu mostrador!",0.0281,0
10770,COFLER 3 PLACERES 12x10x55G,https://arcorencasa.com/wp-content/uploads/2025/05/20250506-10770-300x300.webp,"Descubre el irresistible sabor de COFLER 3 PLACERES, el snack que está conquistando paladares. Cada paquete de 55g combina tres deliciosas variedades que garantizan satisfacción en cada bocado. Presentado en un formato de 12 unidades, es ideal para exhibir en tu kiosco o almacén. Su atractivo y versatilidad lo convierten en un producto de compra por impulso, asegurando un alto margen de ganancia y una rápida rotación. ¡Haz que tus clientes disfruten y vuelve a llenar tu mostrador!",0.028,0
10337,AIREADO COFLER BLANCO 8x20x27G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-10337-300x300.webp,"Descubre el irresistible sabor del Aireado Cofler Blanco, el snack que ha conquistado a todos. Con su textura ligera y su delicioso relleno de crema, es el capricho perfecto para cualquier momento. Presentado en cajas de 8 paquetes de 20 unidades de 27g, facilita la exhibición en tu tienda. Este producto es ideal para la compra por impulso, atrayendo a un amplio público que busca un gusto único. ¡Aumenta tus ventas y sorprende a tus clientes con Aireado Cofler Blanco!",0.0277,0
14669,CEREAL MIX CHOCOLATE 6X20X38G,https://arcorencasa.com/wp-content/uploads/2024/10/20241028-14669-300x300.webp,"¡Descubre el irresistible Cereal Mix Chocolate! Con su combinación perfecta de crujientes trozos y un delicioso sabor a chocolate, este producto se convierte en el snack ideal para todos los amantes de lo dulce. Presentado en 6 cajas de 20 unidades de 38g cada una, es perfecto para exhibir en tu kiosco. Su atractivo para la compra por impulso garantiza una rápida rotación, mientras que su margen atractivo lo convierte en una elección inteligente para atraer a un público diverso. ¡No dejes pasar esta oportunidad!",0.025,0
14407,TRAVIATA SANDWICH 48X108G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-14407-300x300.webp,"Descubre el irresistible sabor de TRAVIATA SANDWICH, el bocadillo que está marcando tendencia en el mercado. Presentado en un formato práctico de 48 unidades de 108g, es ideal para satisfacer antojos de una manera rápida y deliciosa. Este producto es perfecto para el mostrador de kioscos y almacenes, ya que impulsa las compras por impulso, garantizando una alta rotación. Con un margen atractivo, atraerás a un público amplio y fiel que busca calidad y conveniencia. ¡No dejes pasar esta oportunidad de aumentar tus ventas!",0.0244,0
3777,CRIOLLITAS ORIGINAL 56X100G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-3777-300x300.webp,"Descubre el sabor auténtico de CRIOLLITAS ORIGINAL, la galleta que conquista paladares con su crujiente textura y delicioso sabor. Presentadas en un formato de 56 paquetes de 100g, son ideales para compartir o disfrutar en cualquier momento. Su atractivo diseño y popularidad garantizan que tus clientes no puedan resistirse a comprarlas. Perfectas para el mostrador, generan una alta rotación y un excelente margen de ganancia, convirtiéndose en una compra por impulso que no puede faltar en tu negocio.",0.0235,0
10338,AIREADO COFLER MIXTO 8x20x27G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-10338-300x300.webp,"¡Descubre el irresistible AIREADO COFLER MIXTO! Este delicioso snack combina la suavidad de su textura aireada con el sabor inigualable del chocolate y la crema. Presentado en un formato práctico de 8 bolsas de 20 unidades de 27g, es perfecto para el consumo diario. Su atractivo diseño y sabor único lo convierten en una compra por impulso ideal para tus clientes. Aumenta tu rentabilidad con un producto que asegura rotación rápida y atrae a un amplio público amante de los dulces. ¡No te lo pierdas!",0.0234,0
7168,SALADIX CALABRESA ESTUCHE 4X6X100G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-7168-300x300.webp,"Descubre el irresistible sabor de Saladix Calabresa, la opción perfecta para quienes buscan un snack delicioso y práctico. Este estuche de 4 paquetes de 6 unidades de 100g cada uno es ideal para el mostrador de tu kiosco o almacén. Con su atractivo formato y combinación de sabores, es difícil resistirse a la compra por impulso. Además, su margen de ganancia atractivo asegura que tu negocio se beneficie de cada venta, atrayendo a un público amante de los snacks. ¡No dejes pasar esta oportunidad!",0.0234,0
