numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
37,Pinturería El Arcoíris,Pinturería El Arcoíris,5492618889598,2,37,viernes,sabado,"Zona ZONA NORESTE - Argüello - Córdoba, Argentina",María González,1,4,-31.403695,-64.168826,true
38,Ferretería La Clave,Ferretería La Clave,5492615021286,3,38,viernes,sabado,"Zona ZONA NORESTE - Argüello - Córdoba, Argentina",María González,1,4,-31.403353,-64.165432,true
39,Corralón El Refugio,Corralón El Refugio,5493813520000,4,39,viernes,sabado,"Zona ZONA NORESTE - Argüello - Córdoba, Argentina",María González,1,4,-31.402454,-64.165086,true
40,Asadería El Fogón,Asadería El Fogón,5492997489876,1,40,viernes,sabado,"Zona ZONA NORESTE - Argüello - Córdoba, Argentina",María González,1,4,-31.39716,-64.165034,true
41,Almacén El Buen Gusto,Almacén El Buen Gusto,5493519107005,2,41,viernes,sabado,"Zona ZONA NORESTE - Argüello - Córdoba, Argentina",María González,1,4,-31.402768,-64.168221,true
42,Carnicería El Gran Asado,Carnicería El Gran Asado,5493874104594,3,42,viernes,sabado,"Zona ZONA NORESTE - Argüello - Córdoba, Argentina",María González,1,4,-31.396707,-64.163906,true
43,Parrilla El Sabor del Campo,Parrilla El Sabor del Campo,5492617413812,4,43,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.428431,-64.20153,true
44,Restaurante La Casa de la Carne,Restaurante La Casa de la Carne,5492617236955,1,44,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.428569,-64.203434,true
45,Almacén El Sabor de Casa,Almacén El Sabor de Casa,5492612928724,2,45,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.433417,-64.197723,true
46,Carnicería El Maestro,Carnicería El Maestro,5492999435946,3,46,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.428992,-64.197215,true
47,Pinturería La Gama,Pinturería La Gama,5493517632424,4,47,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.432892,-64.201388,true
48,Ferretería El Proveedor,Ferretería El Proveedor,5493416524997,1,48,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.434268,-64.197757,true
49,Corralón La Base,Corralón La Base,5493876499570,2,49,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.429141,-64.201235,true
50,Asadería El Gran Asador,Asadería El Gran Asador,5492998066543,3,50,sabado,lunes,"Zona ZONA SUROESTE - Malagueño - Córdoba, Argentina",Carlos Fernández,2,5,-31.432042,-64.202734,true
