client_id,razon_social,direccion,query,ok,status,lat,lng,formatted,location_type,partial_match,error_message
25,Rey Chavez Distributor Corp.#1,"3400 NW 62nd St Ste 101, Miami","3400 NW 62nd St Ste 101, Miami, 33147, FL, USA",True,OK,25.8301302,-80.2521117,"3400 NW 62nd St #101, Miami, FL 33147, USA",ROOFTOP,False,
26,FRANCISCO'S CAFE & SERVICES,"2711 SW 137th ave suite 75, Miami","2711 SW 137th ave suite 75, Miami, 33175, FL, USA",True,OK,25.7422375,-80.4153942,"2711 SW 137th Ave #75, Miami, FL 33175, USA",ROOFTOP,False,
27,A Marshall Catering & Take Out II,"613/615 E Atlantic Blvd, Pompano Beach","613/615 E Atlantic Blvd, Pompano Beach, 33060, Florida, USA",True,OK,26.2322317,-80.117679,"613/615 E Atlantic Blvd, Pompano Beach, FL 33060, USA",ROOFTOP,False,
28,"PRIME MEALS, LLC","12221 PEMBROKE RD, PEMBROKE PINES","12221 PEMBROKE RD, PEMBROKE PINES, 33025, FL, USA",True,OK,25.9954395,-80.30862309999999,"12221 Pembroke Rd, Pembroke Pines, FL 33027, USA",ROOFTOP,False,
29,EL MIO INC,"12362 QUAIL ROOST DRIVE, Miami","12362 QUAIL ROOST DRIVE, Miami, 33177, FL, USA",True,OK,25.581146,-80.39125899999999,"12362 Quail Roost Dr, Miami, FL 33177, USA",ROOFTOP,False,
30,"SUNSOF, INC","5821 E 10 th. Ave Unit 105, Hialeah","5821 E 10 th. Ave Unit 105, Hialeah, 33013, FL, USA",True,OK,25.8758844,-80.26115109999999,"5821 E 10th Ave Unit 105, Hialeah, FL 33013, USA",ROOFTOP,False,
31,FOOD LAB FLORIDA; LLC GABLES DELIGHT,"2180 NW 24TH CT UNIT 2602, MIAMI","2180 NW 24TH CT UNIT 2602, MIAMI, 33142-7115, FL, USA",True,OK,25.7968433,-80.23700099999999,"2180 NW 24th Ct #2602, Miami, FL 33142, USA",ROOFTOP,False,
32,PANNA MANUFACTURING LLC,"18330 NE 2nd ave, Miami","18330 NE 2nd ave, Miami, 33179, FL, USA",True,OK,25.9436944,-80.19738559999999,"18330 NE 2nd Ave, Miami, FL 33179, USA",ROOFTOP,False,
33,Cheney Brothers,"1 Cheney Way, Riviera Beach","1 Cheney Way, Riviera Beach, 33404, Florida, USA",True,OK,26.7678574,-80.0932548,"1 Cheney Way, Riviera Beach, FL 33404, USA",ROOFTOP,False,
34,AGUAMIEL LLC,"10 Village Green Way, Key Biscayne","10 Village Green Way, Key Biscayne, 33149, Florida, USA",True,OK,25.6916302,-80.164761,"10 Village Green Way, Key Biscayne, FL 33149, USA",ROOFTOP,False,
35,BAY  SUPERMARKET,"909 Normandy Dr., Miami Beach","909 Normandy Dr., Miami Beach, 33141, FL, USA",True,OK,25.8561081,-80.12839269999999,"909 Normandy Dr, Miami Beach, FL 33141, USA",ROOFTOP,False,
36,AROMA CATERING INC,"530 Sharazad Blvd, Miami","530 Sharazad Blvd, Miami, 33054, FL, USA",True,OK,25.9035128,-80.2534376,"530 Sharazad Blvd, Opa-locka, FL 33054, USA",ROOFTOP,False,
37,ASAADA CORP.  - NAHUÉN - KEY BISCAYNE,"⁠260 Crandon Blvd, Key Biscayne","⁠260 Crandon Blvd, Key Biscayne, 33149, Florida, USA",True,OK,25.6964622,-80.1642373,"260 Crandon Blvd, Key Biscayne, FL 33149, USA",ROOFTOP,False,
38,PEÑA FOODS,"9800 NW 79 AVE, HIALEAH","9800 NW 79 AVE, HIALEAH, 33016, FL, USA",True,OK,25.863001,-80.32604500000001,"9800 NW 79th Ave, Hialeah Gardens, FL 33016, USA",ROOFTOP,False,
39,The Avalon Miami,"12837 SW 42nd St, Miami","12837 SW 42nd St, Miami, 33175, FL, USA",True,OK,25.7299613,-80.40250929999999,"12837 SW 42nd St, Miami, FL 33175, USA",ROOFTOP,False,
40,Acai by the Sea,"7601 E Treasure Drive
Suite CU14, North bay village","7601 E Treasure Drive
Suite CU14, North bay village, 33141, Florida, USA",True,OK,25.847659,-80.14571099999999,"7601 E Treasure Dr Cu-14, North Bay Village, FL 33141, USA",ROOFTOP,False,
41,GOURMET KOSHER,"330 NE 59th St, Miami","330 NE 59th St, Miami, 33137, FL, USA",True,OK,25.8296607,-80.1892299,"330 NE 59th St, Miami, FL 33137, USA",ROOFTOP,False,
42,CAFE BONJOUR,"865 Collins Ave Ste. B, Miami Beach","865 Collins Ave Ste. B, Miami Beach, 33139, FL, USA",True,OK,25.7791687,-80.13169479999999,"865 Collins Ave Apt B, Miami Beach, FL 33139, USA",ROOFTOP,False,
43,GUARAPO JUICE BAR & CAFE,"553 NE 81 Street, Miami","553 NE 81 Street, Miami, 33138, FL, USA",True,OK,25.8491715,-80.1857568,"553 NE 81st St, Miami, FL 33138, USA",ROOFTOP,False,
44,BRENO LEITE,"19900 E COUNTRY CLUB DR. PH04., Aventura","19900 E COUNTRY CLUB DR. PH04., Aventura, 33180, Florida, USA",True,OK,25.9617157,-80.1280286,"19900 E Country Club Dr, Aventura, FL 33180, USA",GEOMETRIC_CENTER,True,
45,WINN-DIXIE - # 318 KEY BISCAYNE SHOPPING CENTER,"604 CRANDON BLVD., KEY BISCAYNE","604 CRANDON BLVD., KEY BISCAYNE, 33149, Florida, USA",True,OK,25.6896289,-80.16483649999999,"604 Crandon Blvd, Key Biscayne, FL 33149, USA",GEOMETRIC_CENTER,False,
46,KEY FOOD WESTON (EX BRAVO),"15860 W State Ed 84, Sunrise","15860 W State Ed 84, Sunrise, 33326, Florida, USA",True,OK,26.1223173,-80.3588462,"15860 W State Rd 84, Sunrise, FL 33326, USA",ROOFTOP,True,
47,RONNIE & MOE'S ITALIAN ICE,"6600 NW 27th AVE, MIAMI","6600 NW 27th AVE, MIAMI, 33147, FL, USA",True,OK,25.8339442,-80.24223839999999,"6600 NW 27th Ave, Miami, FL 33147, USA",GEOMETRIC_CENTER,False,
48,KOOL TREATS BY MAMA DUKES,"7700 NW 14th court, MIAMI","7700 NW 14th court, MIAMI, 33147, FL, USA",True,OK,25.8445882,-80.2221824,"7700 NW 14th Ct, Miami, FL 33147, USA",ROOFTOP,False,
49,FUZZBEE'S,"3444 Main Hwy #2, Coconut Grove","3444 Main Hwy #2, Coconut Grove, 33133, Florida, USA",True,OK,25.7272217,-80.2434741,"3444 Main Hwy #2, Coconut Grove, FL 33133, USA",ROOFTOP,False,
50,"BENFRESH,LLC","7337 NW 37 AVE
UNIT 3, MIAMI","7337 NW 37 AVE
UNIT 3, MIAMI, 33147, FL, USA",True,OK,25.8404905,-80.25732339999999,"7337 NW 37th Ave #3, Miami, FL 33147, USA",ROOFTOP,False,
51,SEDANOS # 9 - Hialeah 9,"4040 E 4th ave, Hialeah","4040 E 4th ave, Hialeah, 33013, FL, USA",True,OK,25.8590721,-80.2752124,"4040 E 4th Ave, Hialeah, FL 33013, USA",ROOFTOP,False,
52,S4L Industries,"270 W 25 st, Hialeah","270 W 25 st, Hialeah, 33010, FL, USA",True,OK,25.8441059,-80.287544,"270 W 25th St, Hialeah, FL 33010, USA",ROOFTOP,False,
53,WELLS MARKET,"1756 N BAYSHORE DR, MIAMI","1756 N BAYSHORE DR, MIAMI, 33132, FL, USA",True,OK,25.79289,-80.1866204,"Bay parc apartments, 1756 N Bayshore Dr, Miami, FL 33132, USA",ROOFTOP,False,
54,KEY FOOD SUNRISE - Sunset Strip,"8251 Sunset Strip, Sunrise","8251 Sunset Strip, Sunrise, 33322, Florida, USA",True,OK,26.153806,-80.2561772,"8251 Sunset Strip, Sunrise, FL 33322, USA",GEOMETRIC_CENTER,False,
55,RPM Pizzería LLC,"1327 NW 8th pl, Cape Coral","1327 NW 8th pl, Cape Coral, 33993, Florida, USA",True,OK,26.6784613,-81.9912846,"1327 NW 8th Pl, Cape Coral, FL 33993, USA",ROOFTOP,False,
56,SABOR TROPICAL SUPERMARKET #7,"969 Normandy Dr, MIAMI BEACH","969 Normandy Dr, MIAMI BEACH, 33141, FL, USA",True,OK,25.8560221,-80.1295117,"969 Normandy Dr, Miami Beach, FL 33141, USA",ROOFTOP,False,
57,# 17- BRAVO FLAMINGO,"12141 Pembroke Rd,, Pembroke Pines","12141 Pembroke Rd,, Pembroke Pines, 33025, FL, USA",True,OK,25.9941031,-80.3085653,"12141 Pembroke Rd, Pembroke Pines, FL 33027, USA",ROOFTOP,False,
58,ACAI TASTY,"1024 71st STREET, MIAMI BEACH","1024 71st STREET, MIAMI BEACH, 33141, FL, USA",True,OK,25.8549108,-80.1291349,"1024 71st St, Miami Beach, FL 33141, USA",ROOFTOP,False,
59,AURA BOWLS,"760 Jefferson Ave, Miami Beach","760 Jefferson Ave, Miami Beach, 33139, FL, USA",True,OK,25.7781184,-80.1376435,"760 Jefferson Ave, Miami Beach, FL 33139, USA",ROOFTOP,False,
60,Empanadas 305,"221 W 27th Street, Hialeah","221 W 27th Street, Hialeah, 33010, FL, USA",True,OK,25.8465473,-80.2868587,"221 W 27th St, Hialeah, FL 33010, USA",ROOFTOP,False,
62,PINTON BY TIME 2 GROW,"13435 SW 128th st # 106, Miami","13435 SW 128th st # 106, Miami, 33186, FL, USA",True,OK,25.6490143,-80.4121313,"13435 SW 128th St STE 106, Miami, FL 33186, USA",ROOFTOP,False,
63,SEDANOS # 20 - Miami Gardens 20,"3801  W Flager st, Coral Gables","3801  W Flager st, Coral Gables, 33126, Florida, USA",True,OK,25.7721925,-80.2576851,"3801 W Flagler St, Miami, FL 33134, USA",ROOFTOP,False,
64,SEDANOS # 22 - Hialeah 22,"5360  W 16th ave, HIALEAH","5360  W 16th ave, HIALEAH, 33012, FL, USA",True,OK,25.8682861,-80.3177032,"5360 W 16th Ave, Hialeah, FL 33012, USA",ROOFTOP,False,
65,SEDANOS # 42 - Miami 42,"3801  W Flager st, Coral Gables","3801  W Flager st, Coral Gables, 33126, Florida, USA",True,OK,25.7721925,-80.2576851,"3801 W Flagler St, Miami, FL 33134, USA",ROOFTOP,False,
66,"SOUTH FLORIDA FOOD, LLC","5801 WILEY street, Hollywood","5801 WILEY street, Hollywood, 33023, Florida, USA",True,OK,25.9984622,-80.2032074,"5801 Wiley St, Hollywood, FL 33023, USA",ROOFTOP,False,
67,1-Bite LLC,"14260 sw 136th street, unit 18, Miami","14260 sw 136th street, unit 18, Miami, 33186, FL, USA",True,OK,25.6405483,-80.4239837,"14260 SW 136th St Ste 18, Miami, FL 33186, USA",ROOFTOP,False,
68,ACAI MASTERS,"8842 SW 129th St, Miami","8842 SW 129th St, Miami, 33176, FL, USA",True,OK,25.6503963,-80.33760989999999,"8842 SW 129th St, Miami, FL 33176, USA",ROOFTOP,False,
69,BLUE LAVENDER CAFE,"1414 Collins Ave codigo puerta 1414 A, Miami Beach","1414 Collins Ave codigo puerta 1414 A, Miami Beach, 33139, FL, USA",True,OK,25.78587,-80.13105139999999,"1414 Collins Ave, Miami Beach, FL 33139, USA",ROOFTOP,True,
70,KEY FOOD PEMBROKE PINES (Ex Price Choice #12),"701 NW 99 ave., Pembroke Pines","701 NW 99 ave., Pembroke Pines, 33024, FL, USA",True,OK,26.0142722,-80.2783874,"701 NW 99th Ave, Pembroke Pines, FL 33024, USA",ROOFTOP,False,
71,RORABECK'S PLANTS & PRODUCE,"5539 S Military Trail, Lake Worth","5539 S Military Trail, Lake Worth, 33463, Florida, USA",True,OK,26.5956216,-80.1160479,"5539 S Military Trl, Greenacres, FL 33463, USA",ROOFTOP,False,
72,SEDANOS # 11 - Hialeah 11,"950 E 4th ave, Hialeah","950 E 4th ave, Hialeah, 33010, FL, USA",True,OK,25.8306521,-80.2742256,"950 E 4th Ave, Hialeah, FL 33010, USA",ROOFTOP,False,
73,SEDANOS # 18 - West Dade 18,"12175  SW 26th st, MIAMI","12175  SW 26th st, MIAMI, 33175, FL, USA",True,OK,25.746688,-80.39029029999999,"12175 SW 26th St, Miami, FL 33175, USA",ROOFTOP,False,
74,SEDANOS # 21 - West Kendall 21,"13794  SW 152nd st, MIAMI","13794  SW 152nd st, MIAMI, 33177, FL, USA",True,OK,25.6251876,-80.4166259,"13794 SW 152nd St, Miami, FL 33177, USA",ROOFTOP,False,
75,SEDANOS # 43 - Hialeah 43,"1170 W 49th st, Hialeah","1170 W 49th st, Hialeah, 33012, FL, USA",True,OK,25.8659759,-80.3060331,"1170 W 49th St, Hialeah, FL 33013, USA",ROOFTOP,False,
76,SMOOTHIE EXPRESS,"835 NE 132 STREET, NORTH MIAMI","835 NE 132 STREET, NORTH MIAMI, 33161, FL, USA",True,OK,25.8972693,-80.1818818,"835 NE 132nd St, North Miami, FL 33161, USA",ROOFTOP,False,
77,THE SPRUCE JUICE,"200 CRANDON BLVD, SUITE 110, KEY BISCAYNE","200 CRANDON BLVD, SUITE 110, KEY BISCAYNE, 33149, Florida, USA",True,OK,25.6976367,-80.1634849,"200 Crandon Blvd #110, Key Biscayne, FL 33149, USA",ROOFTOP,False,
78,The Juice Box,"15900 SW 92nd Avenue, Palmetto Bay","15900 SW 92nd Avenue, Palmetto Bay, 33157, Florida, USA",True,OK,25.6222253,-80.3425078,"15900 SW 92nd Ave, Miami, FL 33157, USA",ROOFTOP,False,
79,FRANK'S FRESH FRUIT,"5291 SW 127 Ave, MIAMI","5291 SW 127 Ave, MIAMI, 33175, FL, USA",True,OK,25.717135,-80.3986999,"5291 SW 127th Ave, Miami, FL 33175, USA",ROOFTOP,False,
80,SABOR TROPICAL SUPERMARKET #5,"6190 SW 8th St, West Miami","6190 SW 8th St, West Miami, 33144, FL, USA",True,OK,25.7629349,-80.2953727,"6190 SW 8th St, West Miami, FL 33144, USA",ROOFTOP,False,
81,SMOOTHIE SQUAD - PLANTATION,"331 N university drive unit 114
(Inside UFC fit gym), Plantation","331 N university drive unit 114
(Inside UFC fit gym), Plantation, 33324, Florida, USA",True,OK,26.1259295,-80.2571809,"331 N University Dr Ste 114, Plantation, FL 33324, USA",ROOFTOP,True,
82,WINN-DIXIE - # 280 DORAL AREA,"10505 NW 41ST St, MIAMI","10505 NW 41ST St, MIAMI, 33178, FL, USA",True,OK,25.8126684,-80.3667013,"10505 NW 41st St, Doral, FL 33178, USA",ROOFTOP,False,
83,-4 DEGREES CAFE,"2650 S Military Trail
Unit 28, West Palm Beach","2650 S Military Trail
Unit 28, West Palm Beach, 33415, FL, USA",True,OK,26.637921,-80.111713,"2650 S Military Trl Unit 28, West Palm Beach, FL 33415, USA",ROOFTOP,False,
84,A Family - Brickell,"41 SE 5th St, Miami","41 SE 5th St, Miami, 33131, FL, USA",True,OK,25.7690384,-80.1920291,"41 SE 5th St, Miami, FL 33131, USA",ROOFTOP,False,
85,BLENDERS JUICE BAR,"600-2 W Hallandale Beach Blvd, Hallandale Beach","600-2 W Hallandale Beach Blvd, Hallandale Beach, 33009, Florida, USA",True,OK,25.9856963,-80.1545023,"600-2 W Hallandale Beach Blvd, Hallandale Beach, FL 33009, USA",ROOFTOP,False,
86,BRAVO HOLLYWOOD WEST PARK,"4000 SW 40 Ave., West Park","4000 SW 40 Ave., West Park, 33023, Florida, USA",True,OK,25.9742315,-80.18410639999999,"4000 SW 40th Ave, Pembroke Park, FL 33023, USA",ROOFTOP,False,
87,ERIK'S FIT MEALS,"10851 SW 40th STREET, MIAMI","10851 SW 40th STREET, MIAMI, 33165, FL, USA",True,OK,25.7326741,-80.37069319999999,"10851 SW 40th St, Miami, FL 33165, USA",ROOFTOP,False,
88,EXTRA SUPERMARKET,"12890 SW 8th street, Miami","12890 SW 8th street, Miami, 33184, FL, USA",True,OK,25.7601965,-80.4054393,"12890 SW 8th St, Miami, FL 33184, USA",ROOFTOP,False,
89,FRESCO Y MAS # 292 en 1630 West 49th St,"1630 west 49 street, Hialeah","1630 west 49 street, Hialeah, 33012, FL, USA",True,OK,25.8649299,-80.3153044,"Westland Commons, 1630 W 49th St, Hialeah, FL 33012, USA",ROOFTOP,False,
90,Festival Supermarket #42 (ex Presidente),"2450 N State Road 7, Margate","2450 N State Road 7, Margate, 33063, Florida, USA",True,OK,26.2581862,-80.19978689999999,"2450 N State Rd 7, Margate, FL 33063, USA",ROOFTOP,False,
91,KEY FOOD HOLLYWOOD - (EX BRAVO JOHNSON),"3025 Johnson St, Hollywood","3025 Johnson St, Hollywood, 33021, Florida, USA",True,OK,26.0189912,-80.1688478,"Otis German Shopping Center, 3025 Johnson St, Hollywood, FL 33021, USA",GEOMETRIC_CENTER,False,
92,SEDANOS # 16 - Hialeah 16,"3925  Palm ave, HIALEAH","3925  Palm ave, HIALEAH, 33012, FL, USA",True,OK,25.8581782,-80.2821756,"3925 Palm Ave, Hialeah, FL 33012, USA",ROOFTOP,False,
93,SEDANOS # 24 - Hollywood 24,"2325 N state road 7, Hollywood","2325 N state road 7, Hollywood, 33021, Florida, USA",True,OK,26.0313207,-80.2073815,"2325 N State Rd 7, Hollywood, FL 33024, USA",ROOFTOP,False,
94,SEDANOS # 33 - Doral 33,"10780 NW 58th St, Doral","10780 NW 58th St, Doral, 33178, FL, USA",True,OK,25.8249731,-80.3718571,"10780 NW 58th St, Doral, FL 33178, USA",ROOFTOP,False,
95,SEDANOS # 38 - Westchester 38,"8601  Bird Rd, MIAMI","8601  Bird Rd, MIAMI, 33155, FL, USA",True,OK,25.7344114,-80.33393819999999,"8601 Bird Rd, Miami, FL 33155, USA",ROOFTOP,False,
96,SMOOTHIE TIME,"8900 TAFT STREET, PEMBROKE PINES","8900 TAFT STREET, PEMBROKE PINES, 33024, FL, USA",True,OK,26.022606,-80.265062,"8900 Taft St, Pembroke Pines, FL 33024, USA",GEOMETRIC_CENTER,False,
97,SWEETGEM CUPCAKES LLC,"2580 Azalea Ave, Miramar","2580 Azalea Ave, Miramar, 33025-2402, FL, USA",True,OK,25.9859145,-80.26472969999999,"2580 Azalea Ave, Miramar, FL 33025, USA",ROOFTOP,False,
98,WINN-DIXIE 214 - THE SHOPPES OF LIBERTY CITY,"1150 NW 54TH STREET, Miami","1150 NW 54TH STREET, Miami, 33127, FL, USA",True,OK,25.8234229,-80.21513829999999,"1150 NW 54th St, Miami, FL 33127, USA",ROOFTOP,False,
99,"AMAZONIC VENTURES, LLC - NATIVO (CUSTOMER)","888 Biscayne Blvd, Miami","888 Biscayne Blvd, Miami, 33132, FL, USA",True,OK,25.7827987,-80.19016479999999,"888 Biscayne Blvd, Miami, FL 33132, USA",ROOFTOP,False,
100,California foods corp,"10530 NW 37th Terrace, Doral","10530 NW 37th Terrace, Doral, 33178, FL, USA",True,OK,25.8081569,-80.36747439999999,"10530 NW 37th Terrace, Doral, FL 33178, USA",ROOFTOP,False,
101,Cornycopia,"14601 SW 103rd Ct, Miami","14601 SW 103rd Ct, Miami, 33176, FL, USA",True,OK,25.6332371,-80.3608169,"14601 SW 103rd Ct, Miami, FL 33176, USA",ROOFTOP,False,
102,EL RANCHITO,"12320 SW 56 Street, Kendall","12320 SW 56 Street, Kendall, 33175, FL, USA",True,OK,25.7146612,-80.39428339999999,"12320 SW 56th St, Miami, FL 33175, USA",ROOFTOP,False,
103,FRESCO Y MAS # 231 en Miami Gardens Shopping,"5850 N.W. 183Rd Street, Hialeah","5850 N.W. 183Rd Street, Hialeah, 33015, FL, USA",True,OK,25.937485,-80.29750609999999,"5850 NW 183rd St, Hialeah, FL 33015, USA",ROOFTOP,False,
104,FRESCO Y MAS # 235 en 3401 NW y 18th Ave,"3401 NW 18th Ave, MIAMI","3401 NW 18th Ave, MIAMI, 33142, FL, USA",True,OK,25.8081222,-80.2244597,"3401 NW 18th Ave, Miami, FL 33142, USA",ROOFTOP,False,
105,FRESCO Y MAS # 270 en Lago Plaza,"2750  W 68th St. Ste 201, Hialeah","2750  W 68th St. Ste 201, Hialeah, 33016, FL, USA",True,OK,25.8837251,-80.3379186,"2750 W 68th St #201, Hialeah, FL 33016, USA",ROOFTOP,False,
106,FRESCO Y MAS # 274 en Taft Street Center,"6775 Taft St, Hollywood","6775 Taft St, Hollywood, 33024, Florida, USA",True,OK,26.0259878,-80.22324309999999,"6775 Taft St, Hollywood, FL 33024, USA",ROOFTOP,False,
107,FRESCO Y MAS # 388 18300 SW 137th Ave,"18300 SW 137th Ave, MIAMI","18300 SW 137th Ave, MIAMI, 33177, FL, USA",True,OK,25.5980064,-80.41483,"18300 SW 137th Ave, Miami, FL 33177, USA",ROOFTOP,False,
108,Meat Club Market,"5900 NW 97th Ave Unit 26, Doral","5900 NW 97th Ave Unit 26, Doral, 33178, FL, USA",True,OK,25.8276612,-80.35551950000001,"5900 NW 97th Ave #26, Doral, FL 33178, USA",ROOFTOP,False,
109,SEDANOS # 27 - Pembroke Pines 27,"10333  Pines Blvd, Pembroke Pines","10333  Pines Blvd, Pembroke Pines, 33026, FL, USA",True,OK,26.0095382,-80.28413499999999,"10333 Pines Blvd, Pembroke Pines, FL 33026, USA",ROOFTOP,False,
110,SEDANOS # 32 - West Dade 32,"14655  SW 56th st, Miami","14655  SW 56th st, Miami, 33175, FL, USA",True,OK,25.7156966,-80.43030499999999,"14655 SW 56th St, Miami, FL 33175, USA",ROOFTOP,False,
111,Sterling Group Foods - Bagel Boss,"5850 S Pine Island Rd, Davie","5850 S Pine Island Rd, Davie, 33328, Florida, USA",True,OK,26.0477045,-80.2575358,"5850 S Pine Island Rd, Davie, FL 33328, USA",ROOFTOP,False,
112,THE ICE CREAM FACTORY LLC,"1626 Michigan Ave, Miami Beach","1626 Michigan Ave, Miami Beach, 33138, FL, USA",True,OK,25.7900098,-80.1389872,"1626 Michigan Ave, Miami Beach, FL 33139, USA",ROOFTOP,False,
113,AR Espanola - Rosaluna Cafe,"200 S Biscayne Blvd, Miami","200 S Biscayne Blvd, Miami, 33130, FL, USA",True,OK,25.7725326,-80.1876016,"200 S Biscayne Blvd, Miami, FL 33131, USA",ROOFTOP,False,
114,Brothers Farmers Market - Sunrise,"3431 N Hiatus Road, Sunrise","3431 N Hiatus Road, Sunrise, 33351, Florida, USA",True,OK,26.131488,-80.29727969999999,"3431 N Hiatus Rd, Plantation, FL 33324, USA",RANGE_INTERPOLATED,False,
115,FOOD GIANT NW 10th ave (EX BRAVO TROPICAL MEAT & FISH),"11800 NW 10 Ave., Miami","11800 NW 10 Ave., Miami, 33168, FL, USA",True,OK,25.882928,-80.2153994,"11800 NW 10th Ave, Miami, FL 33168, USA",ROOFTOP,False,
116,FRESCO Y MAS # 1717 - 7851 Palm river rd,"7851 Palm river rd, Tampa","7851 Palm river rd, Tampa, 33619, Florida, USA",True,OK,27.9397987,-82.36717569999999,"7851 Palm River Rd, Tampa, FL 33619, USA",ROOFTOP,False,
117,FRESCO Y MAS # 243 en Palm Spring Mile,"541 West 49th Street, Hialeah","541 West 49th Street, Hialeah, 33012, FL, USA",True,OK,25.8683624,-80.2940394,"541 W 49th St, Hialeah, FL 33012, USA",ROOFTOP,False,
118,FRESCO Y MAS # 252 - 1525 Coral Way,"1525  Coral Way, Coral Gables","1525  Coral Way, Coral Gables, 33145, Florida, USA",True,OK,25.7513023,-80.2194942,"1525 Coral Wy, Miami, FL 33145, USA",ROOFTOP,False,
119,FRESCO Y MAS # 387 Quail Heights Plaza,"18801 SW 117th Ave., MIAMI","18801 SW 117th Ave., MIAMI, 33177, FL, USA",True,OK,25.5929771,-80.38021830000001,"18801 SW 117th Ave, Miami, FL 33157, USA",ROOFTOP,False,
120,KEY FOOD KIMBERLY (EX BRAVO KIMBERLY),"6039 A Kimberly Blvd, North Lauderdale","6039 A Kimberly Blvd, North Lauderdale, 33068, FL, USA",True,OK,26.2163611,-80.20579230000001,"6039 Kimberly Blvd, North Lauderdale, FL 33068, USA",ROOFTOP,False,
121,LARA WAIHRICH ROSA,"800 SE 4th Ave, Hallandale Beach","800 SE 4th Ave, Hallandale Beach, Florida, USA",True,OK,25.9767561,-80.1444501,"800 SE 4th Ave, HALNDLE BCH, FL 33009, USA",ROOFTOP,False,
122,Mango Man,"3598 W Broward Boulevard, Fort Lauderdale","3598 W Broward Boulevard, Fort Lauderdale, 33313, FL, USA",True,OK,26.1206699,-80.1959844,"3598 W Broward Blvd, Fort Lauderdale, FL 33312, USA",ROOFTOP,False,
123,Miami Juice,"18660 Collins Ave #101, Sunny Isles Beach","18660 Collins Ave #101, Sunny Isles Beach, 33160, Florida, USA",True,OK,25.9489535,-80.1210806,"18660 Collins Ave #101, Sunny Isles Beach, FL 33160, USA",ROOFTOP,False,
