id,product_code,nombre,stock,created_at,updated_at,unidades_por_bulto,descripcion,rotacion_index,unidad_minima_de_venta,en_catalogo,bultos_por_pallet,image_url,cantidad_minima_de_venta,umv_tipo,unidades_por_display,displays_por_bulto,motivo_baja,mental_priority,es_pesable,peso_referencia_kg,pallets_por_equipo,caja_semantica,is_mock,tipo_venta
10363,13228,BIZCOCHUELO AGUILA CHOCOLATE 12X530G,45,2026-02-03 14:43:25.372864+00,2026-07-16 12:00:51.539007+00,12,"Descubre el irresistible Bizcochuelo Águila Chocolate, una deliciosa tentación que conquistará a tus clientes con su suave textura y sabor intenso a chocolate. Este formato de 12 unidades de 530g es perfecto para el mostrador, ideal para familias y amantes de lo dulce. Su atractivo precio y presentación lo convierten en un producto de compra por impulso, asegurando una alta rotación y un excelente margen de ganancia. ¡No dejes pasar la oportunidad de deleitar y fidelizar a tus consumidores!",0.0002,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13228-300x300.webp,1,unidad,,,,0,false,,,,false,
10364,11921,BONOBON AGUILA 16X18X15G,168,2026-02-03 14:43:26.648558+00,2026-07-16 12:00:58.389976+00,16,"Bombones de chocolate con relleno de crema, marca Bon o Bon junto a marca Aguila, 15 g cada uno.",0.0017,DISPLAY,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20230410-11921-300x300.webp,1,display,,16,display_por_bulto inválido,0,false,,,display,false,
10365,14196,BEBIDA ARCOR NARANJA 12X1L,0,2026-02-03 14:43:27.965213+00,2026-05-13 10:32:36.118327+00,12,"Descubre la refrescante Bebida Arcor de Naranja, el sabor cítrico que está arrasando en el mercado. Presentada en un formato de 12 botellas de 1 litro, es perfecta para el consumo diario y para compartir en familia. Su atractivo precio y delicioso sabor la convierten en una opción ideal para tus clientes, estimulando compras por impulso. Aumenta tu rentabilidad con un alto margen y asegura una rápida rotación en el mostrador. ¡No dejes pasar esta oportunidad de maximizar tus ventas!",0,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-14196-300x300.webp,1,unidad,,,,0,false,,,,false,
10366,5044,BATATA VAINILLA ESTUCHE 12X500G,208,2026-02-03 14:43:29.377506+00,2026-07-16 12:00:53.97404+00,12,"¡Descubre la dulzura irresistible de la Batata Vainilla! Este delicioso estuche de 12 paquetes de 500g cada uno es una tendencia que no puede faltar en tu negocio. Su sabor único y versatilidad culinaria atraen a un amplio público, ideal para quienes buscan un snack saludable o un acompañante perfecto. Además, su presentación facilita la exhibición y fomenta la compra por impulso. Con un excelente margen de ganancia, ¡no dejes pasar la oportunidad de aumentar tus ventas hoy mismo!",0.0037,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-5044-300x300.webp,1,unidad,,,,0,false,,,,false,
10367,12228,BROWNIE AGUILA 12x425G,57,2026-02-03 14:43:30.73258+00,2026-07-16 12:00:58.407421+00,12,"Descubre el irresistible Brownie Águila, el dulce que conquista paladares. Con su textura suave y sabor intenso, es el complemento perfecto para cualquier momento. Cada caja incluye 12 presentaciones de 425g, ideales para exhibir en tu kiosco o almacén. Este producto no solo atrae a los amantes del chocolate, sino que también impulsa las compras por impulso, garantizando un excelente margen de ganancia. ¡No dejes pasar la oportunidad de deleitar a tus clientes y aumentar tu rotación!",0,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-12228-300x300.webp,1,unidad,,,,0,false,,,,false,
10368,14450,BARRA COFLER BLOCK MANI 6X20X45G,165,2026-02-03 14:43:32.028854+00,2026-07-16 12:00:52.279069+00,120,"¡Descubre la irresistible Barra Cofler Block Mani! Con su delicioso sabor a maní y chocolate, es el snack perfecto que atrae a todos los amantes del dulce. Este formato incluye 6 cajas, cada una con 20 barras de 45g, ideal para impulsar tus ventas. Este producto es un imán para la compra por impulso, garantizando una alta rotación y un atractivo margen de ganancia. Perfecto para un público que busca calidad y sabor en cada bocado. ¡No te quedes sin él!",0.0011,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/11/20241120-14450-300x300.webp,4,unidad,20,,,0,false,,,,false,
10369,13136,ATUN LC NATURAL 24X170G,626,2026-02-03 14:43:33.318391+00,2026-07-16 12:00:59.448691+00,24,"Descubre el irresistible sabor del Atún LC Natural, una opción saludable que encanta a todos. Presentado en un formato práctico de 24 latas de 170g, es ideal para tu kiosco o almacén. Este producto no solo es versátil para ensaladas y sándwiches, sino que también atrae a un amplio público que busca calidad y conveniencia. Su alta demanda garantiza una rotación rápida, brindándote rentabilidad y margen atractivo. ¡No dejes pasar la oportunidad de tenerlo en tu mostrador!",0.0171,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2026/01/20260122-13136-300x300.webp,1,unidad,,,,0,false,,,,false,
10370,15209,BUTTER TOFFEES LECHE 48X80G,52,2026-02-03 14:43:34.639183+00,2026-07-16 12:00:57.233413+00,48,"¡Descubre el irresistible sabor de BUTTER TOFFEES LECHE! Estas deliciosas golosinas de caramelo suave son perfectas para satisfacer esos antojos dulces de tus clientes. Presentadas en un práctico formato de 48 bolsas de 80g, son ideales para exhibir en tu kiosco o almacén. Su popularidad garantiza una alta rotación y un atractivo margen de ganancia. Captura la atención de los amantes de los dulces y potencia tus ventas con este producto que invita a la compra por impulso. ¡No te quedes sin ellas!",0.0004,DISPLAY,true,,https://arcorencasa.com/wp-content/uploads/2025/07/20250723-15209-300x300.webp,1,display,,48,display_por_bulto inválido,0,false,,,display,false,
10371,1782,CARAMELO MASTICABLE FRUTA 10X800G,131,2026-02-03 14:43:35.933799+00,2026-07-16 12:00:53.441911+00,10,"Descubre el irresistible Caramelo Masticable Fruta, una explosión de sabor que cautivará a tus clientes. Este formato de 10 bolsas de 800g es perfecto para mantener en tu kiosco o almacén, ofreciendo una variedad de sabores frutales que fomentan la compra por impulso. Ideal para niños y adultos, su atractivo precio y presentación llamativa garantizan una alta rotación y un excelente margen de ganancia. ¡No dejes pasar la oportunidad de aumentar tus ventas con este delicioso producto!",0.0104,DISPLAY,true,,,1,display,,10,display_por_bulto inválido,0,false,,,display,false,
10372,13902,BUTTER TOFFEES DULCE DE LECHE 6X810G,0,2026-02-03 14:43:37.213151+00,2026-05-29 19:45:24.481261+00,6,"¡Descubre el irresistible sabor de los Butter Toffees Dulce de Leche! Estos deliciosos caramelos son la combinación perfecta de cremosidad y dulzura, ideales para satisfacer los antojos de tus clientes. Presentados en un atractivo formato de 6 paquetes de 810g, son perfectos para exhibir en tu kiosco. Con un alto margen de ganancia y su capacidad de compra por impulso, estos toffees atraerán a un público amplio, asegurando una rotación rápida y constante en tu negocio. ¡No te quedes sin ellos!",0.0004,DISPLAY,true,,,1,display,,6,display_por_bulto inválido,0,false,,,display,false,
10373,14736,BUTTER TOFFEES RELLENO CHOCOLATE 6X810G,0,2026-02-03 14:43:38.486839+00,2026-06-09 15:55:48.485436+00,6,"Descubre la irresistible combinación de sabor con los Butter Toffees Relleno Chocolate, ¡un dulce que encantará a tus clientes! Presentados en formato de 6 cajas de 810 g, estos toffees son perfectos para exhibir en tu mostrador y captar la atención de los amantes del chocolate. Su textura suave y el delicioso relleno aseguran una experiencia única que fomenta la compra por impulso. Con un alto margen de ganancia y un público apasionado, ¡no dejes pasar la oportunidad de incrementar tus ventas!",0.0003,DISPLAY,true,,,1,display,,6,display_por_bulto inválido,0,false,,,display,false,
10374,12039,CELOFAN 50% CACAO 12x30X25G,0,2026-02-03 14:43:39.815371+00,2026-07-16 12:00:58.398806+00,360,"Descubre CELOFAN 50% CACAO, el chocolate que enamora a tus clientes con su intenso sabor y calidad premium. Este atractivo formato incluye 12 displays de 30 unidades de 25g, ideales para exhibir en tu kiosco o almacén. Su alto contenido de cacao lo convierte en una opción irresistible para los amantes del chocolate, lo que asegura una rápida rotación. Aumenta tus ventas con este producto, perfecto para compras impulsivas y con un excelente margen de ganancia. ¡No te quedes sin él!",0.0032,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2025/12/20251215-12039-300x300.webp,15,unidad,30,,,0,false,,,,false,
10375,3442,CARAMELO BASTON VIENA 12X470G,66,2026-02-03 14:43:41.109399+00,2026-07-16 12:00:53.721133+00,12,"Descubre el irresistible Caramelo Bastón Viena, la dulce tentación que conquista a grandes y chicos. Presentado en un atractivo formato de 12 displays de 470g, es ideal para exhibir en tu mostrador. Su sabor único y colorido lo convierte en un producto perfecto para compras por impulso, asegurando una alta rotación. Además, su margen de ganancia atractivo lo convierte en un aliado para maximizar tus ingresos. No dejes pasar la oportunidad de deleitar a tus clientes y aumentar tus ventas. ¡Hazlo parte de tu oferta hoy!",0.0015,DISPLAY,true,,,1,display,,12,display_por_bulto inválido,0,false,,,display,false,
10376,11878,BUTTER TOFFEES CHOCOLATE 6X822G,201,2026-02-03 14:43:42.381494+00,2026-07-16 12:00:55.831001+00,6,"¡Descubre el irresistible sabor de Butter Toffees Chocolate! Este delicioso caramelo de mantequilla, cubierto con una suave capa de chocolate, es la tendencia que tus clientes no podrán resistir. Presentado en un formato de 6 bolsas de 822g, es perfecto para compartir y disfrutar en cualquier ocasión. Tenerlo en tu mostrador garantiza una alta rotación y un atractivo margen de ganancia. Ideal para compras por impulso, ¡transforma tu kiosco en el lugar favorito de los amantes del dulce!",0.0066,DISPLAY,true,,,1,display,,6,display_por_bulto inválido,0,false,,,display,false,
10377,13857,CABALLA LC ACEITE Y AGUA 24X300G,0,2026-02-03 14:43:43.661369+00,2026-07-16 12:00:52.868104+00,24,"Descubre el irresistible sabor de la Caballa LC en aceite y agua, un clásico que nunca pasa de moda. Presentado en un conveniente formato de 24 latas de 300g, este producto es ideal para tus clientes que buscan una opción nutritiva y deliciosa. Además, su fácil apertura y versatilidad lo convierten en un must-have en cualquier mesa. ¡Aprovecha su alta rotación y atractivo para la compra por impulso! Garantiza margen y satisfacción a tus clientes con cada lata.",0.0035,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2026/02/20260206-13857-1-300x300.webp,1,unidad,,,,0,false,,,,false,
10378,13110,CARAMELO BC SURTIDO 6X420G,43,2026-02-03 14:43:44.986387+00,2026-07-16 12:00:58.158583+00,,"¡Descubre el irresistible Caramelo BC Surtido! Con su variedad de sabores, desde frutales hasta cremosos, es el dulce perfecto para atraer a todos los clientes. Presentado en un formato de 6 paquetes de 420g, este surtido es ideal para exhibiciones atractivas en tu tienda. Su excelente margen de ganancia y alta rotación garantizan que cada cliente se lleve una bolsa, impulsando las ventas por impulso. ¡No dejes pasar la oportunidad de endulzar tu negocio!",0.0002,DISPLAY,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241010-13110-300x300.webp,1,display,,6,display_por_bulto inválido,0,false,,,display,false,
10379,14720,BUTTER TOFFEES BUTTER & CREAM 6X675G,1,2026-02-03 14:43:46.356442+00,2026-07-16 12:00:52.328379+00,6,"Descubre el irresistible sabor de los Butter Toffees Butter & Cream, un dulce que seduce a todos con su textura cremosa y su delicioso toque de mantequilla. Cada caja contiene 6 paquetes de 675g, perfecta para exhibir en tu tienda y captar la atención de los amantes de los caramelos. Su atractivo formato es ideal para compras por impulso, asegurando una rotación constante y un excelente margen de ganancia. ¡No dejes que tus clientes se resistan a esta deliciosa tentación!",0.0002,DISPLAY,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241028-14720-300x300.webp,1,display,,6,display_por_bulto inválido,0,false,,,display,false,
10380,12852,CARAMELO ARCOR MINI CHERRY 10X800G,3,2026-02-03 14:43:47.703328+00,2026-07-16 12:00:58.425439+00,10,"¡Descubre la explosión de sabor de los Caramelos Arcor Mini Cherry! Este delicioso producto, con su irresistible sabor a cereza, es perfecto para atraer a todos los amantes de los dulces. Presentado en un formato de 10 bolsas de 800 g, te ofrece una excelente opción para el abastecimiento de tu negocio. Con su atractivo visual y sabor único, fomenta la compra por impulso, asegurando alta rotación y márgenes atractivos. ¡No dejes pasar la oportunidad de deleitar a tus clientes!",0.0001,DISPLAY,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241010-12852-300x300.webp,1,display,,10,display_por_bulto inválido,0,false,,,display,false,
10381,14904,CARAMELO FIZZ PICANTE 12X48X18G,14,2026-02-03 14:43:49.00351+00,2026-07-16 12:01:00.615648+00,12,"Descubre el Caramelo Fizz Picante, la explosión de sabor que encantará a tus clientes. Con su combinación única de dulzura y picante, este caramelo se convierte en una tendencia irresistible. Presentado en un formato de 12 displays de 48 unidades de 18g cada uno, es perfecto para exhibir en tu kiosco o almacén. Su atractivo sabor lo convierte en un producto ideal para compras por impulso, asegurando un alto margen de ganancia y rotación rápida. ¡No dejes pasar esta oportunidad de aumentar tus ventas!",0.0008,DISPLAY,true,,https://arcorencasa.com/wp-content/uploads/2025/03/20250327-14904-300x300.webp,1,display,,12,display_por_bulto inválido,0,false,,,display,false,
10382,14473,COFLER CUPS MANI 20X16X17G,2,2026-02-03 14:43:50.27938+00,2026-07-16 12:00:52.730921+00,20,"¡Descubre el irresistible sabor de los Cofler Cups Mani! Este delicioso snack combina el crujiente maní con una suave cobertura de chocolate, creando una explosión de sabor que cautiva a todos. Presentado en un formato óptimo de 20 unidades de 16g, es perfecto para exhibir en tu kiosco o almacén. Su atractivo como compra por impulso te asegura una alta rotación y un margen de ganancia atractivo, satisfaciendo a un público que busca un capricho dulce y salado en cualquier momento del día.",0.0008,DISPLAY,true,,https://arcorencasa.com/wp-content/uploads/2025/08/20250725-14473-300x300.webp,1,display,,20,display_por_bulto inválido,0,false,,,display,false,
10383,3777,CRIOLLITAS ORIGINAL 56X100G,369,2026-02-03 14:43:51.605635+00,2026-07-16 12:00:54.515736+00,56,"Descubre el sabor auténtico de CRIOLLITAS ORIGINAL, la galleta que conquista paladares con su crujiente textura y delicioso sabor. Presentadas en un formato de 56 paquetes de 100g, son ideales para compartir o disfrutar en cualquier momento. Su atractivo diseño y popularidad garantizan que tus clientes no puedan resistirse a comprarlas. Perfectas para el mostrador, generan una alta rotación y un excelente margen de ganancia, convirtiéndose en una compra por impulso que no puede faltar en tu negocio.",0.0235,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-3777-300x300.webp,1,unidad,,,,0,false,,,,false,
10384,10353,COFLER BLANCO CHOCOLINAS 12x10x55G,209,2026-02-03 14:43:52.940406+00,2026-07-16 12:00:55.815155+00,120,"Descubre el irresistible sabor de COFLER BLANCO CHOCOLINAS, el snack perfecto que combina la dulzura del chocolate blanco con una textura crujiente. Presentado en un práctico formato de 12 displays de 10 unidades de 55g cada uno, es ideal para exhibir y atraer a tus clientes. Su popularidad garantiza una alta rotación, convirtiéndolo en un excelente producto de compra por impulso. Atrae a un público que busca calidad y sabor, ¡y maximiza tus ganancias en el mostrador!",0.013,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2025/05/20250506-10353-300x300.webp,1,unidad,,,,0,false,,,,false,
10385,12898,COFLER BLANCO CHOCOLINA 36X140G,0,2026-02-03 14:43:54.275671+00,2026-07-16 12:00:58.284922+00,36,"Descubre el irresistible sabor del COFLER BLANCO CHOCOLINA, el snack perfecto que conquista a todos. Cada paquete de 140g está cuidadosamente presentado en un display de 36 unidades, ideal para exhibir en tu kiosco o almacén. Este delicioso chocolate blanco es un imán para las compras por impulso, asegurando una rápida rotación y un margen atractivo. Atrae a un público diverso, desde niños hasta adultos, y conviértelo en un imprescindible en tu mostrador. ¡Incrementa tus ventas hoy!",0.0004,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2025/05/20250506-12898-300x300.webp,1,unidad,,,,0,false,,,,false,
10386,10348,COFLER LECHE 12x10x55G,645,2026-02-03 14:43:55.574243+00,2026-07-16 12:00:55.465402+00,120,"¡Descubre la delicia de COFLER LECHE! Este exquisito producto combina el sabor auténtico del chocolate con la cremosidad de la leche, convirtiéndolo en una opción irresistible para los amantes de los snacks. Presentado en un formato de 12 cajas de 10 unidades de 55g, es perfecto para exhibir en tu kiosco. Su atractivo diseño y sabor cautivador impulsan las compras por impulso, asegurando un alto margen de ganancia y una rápida rotación en el mostrador. ¡No dejes pasar esta oportunidad!",0.0186,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2025/05/20250506-10348-300x300.webp,1,unidad,10,,,0,false,,,,false,
10387,10770,COFLER 3 PLACERES 12x10x55G,268,2026-02-03 14:43:56.85351+00,2026-07-16 12:00:57.552372+00,120,"Descubre el irresistible sabor de COFLER 3 PLACERES, el snack que está conquistando paladares. Cada paquete de 55g combina tres deliciosas variedades que garantizan satisfacción en cada bocado. Presentado en un formato de 12 unidades, es ideal para exhibir en tu kiosco o almacén. Su atractivo y versatilidad lo convierten en un producto de compra por impulso, asegurando un alto margen de ganancia y una rápida rotación. ¡Haz que tus clientes disfruten y vuelve a llenar tu mostrador!",0.028,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2025/05/20250506-10770-300x300.webp,1,unidad,,,,0,false,,,,false,
10388,14609,COFLER ROCKLETS LECHE 36x140G,0,2026-02-03 14:43:58.131477+00,2026-07-16 12:01:00.227305+00,36,"Descubre la irresistible combinación de sabor y diversión con los COFLER ROCKLETS LECHE. Estos deliciosos caramelos de chocolate con relleno cremoso son el snack perfecto para cualquier momento. Presentados en un formato de 36 unidades de 140g, son ideales para exhibiciones atractivas en tu kiosco. Su atractivo para el público joven y su excelente margen de ganancia hacen que sean una compra por impulso asegurada. ¡No dejes pasar la oportunidad de ofrecer un producto que vuela de los estantes!",0.0002,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2025/05/20250509-14609-300x300.webp,1,unidad,,,,0,false,,,,false,
10389,13675,CONDIMENTO PIZZA 4X10X23G,3,2026-02-03 14:43:59.453328+00,2026-07-16 12:00:51.606549+00,40,"¡Dale un giro irresistible a tus ventas con el Condimento Pizza! Este sabroso aliño de 4 sachets de 10g cada uno realza el sabor de cualquier pizza, convirtiéndolo en un favorito entre los amantes de la buena comida. Con un formato práctico y atractivo, es perfecto para exhibir en tu kiosco o almacén. Su alta demanda y fácil uso garantizan una rotación rápida, ideal para compras por impulso. ¡Aumenta tus márgenes y sorprende a tus clientes con este must-have!",0.0016,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13675-300x300.webp,1,unidad,10,,,0,false,,,,false,
10390,11028,COFLER BLOCK MANI CON CHOCOLATE 60X40G,341,2026-02-03 14:44:00.796765+00,2026-07-16 12:00:54.574186+00,60,"¡Descubre el irresistible COFLER BLOCK MANI CON CHOCOLATE! Este delicioso snack combina el crujiente del maní con la suavidad del chocolate, convirtiéndolo en la opción perfecta para los amantes de los sabores auténticos. Presentado en un formato de 60 unidades de 40g, es ideal para exhibir en tu kiosco o almacén. Su atractivo precio y gran demanda garantizan una alta rotación, atrayendo a clientes en busca de un capricho dulce y salado. ¡No dejes pasar esta oportunidad para impulsar tus ventas!",0.0136,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-11028-300x300.webp,1,unidad,,,,0,false,,,,false,
10391,13691,GALLETA CEREALES BAGLEY AVENA 10X3X155G,0,2026-02-03 14:44:02.104311+00,2026-03-06 03:02:27.654249+00,10,"Descubre el irresistible sabor de las Galletas de Cereales Bagley Avena, la opción perfecta para quienes buscan un snack saludable y delicioso. Presentadas en un formato de 10 paquetes de 3 g de 155 g cada uno, son ideales para el consumo diario. Su atractivo diseño y su contenido nutritivo las convierten en un producto estrella para el mostrador, fomentando la compra por impulso. Además, su margen atractivo asegura que tu negocio crezca mientras satisfaces la demanda de un público consciente de su alimentación.",0,UNIDAD,true,,,1,unidad,,,,0,false,,,,false,
10392,13623,GALLETA CEREALES BAGLEY MAIZ 30X189G,0,2026-02-03 14:44:03.378843+00,2026-06-09 15:55:46.95543+00,30,"Descubre la irresistible Galleta de Cereales Bagley Maíz, un delicioso snack que combina sabor y bienestar. Presentada en un práctico formato de 30 paquetes de 189g, es ideal para ofrecer en tu kiosco o almacén. Estas galletas son perfectas para los consumidores que buscan opciones saludables y deliciosas, promoviendo la compra por impulso. Con un atractivo margen de ganancia, este producto atraerá a un amplio público que valora la calidad y el sabor en cada bocado. ¡No dejes pasar esta oportunidad!",0,UNIDAD,true,,,1,unidad,,,,0,false,,,,false,
10393,14299,CHOCOLINAS NEGRO 25X258G,80,2026-02-03 14:44:04.69453+00,2026-07-16 12:00:53.119845+00,25,"¡Descubre el irresistible sabor de CHOCOLINAS NEGRO! Este delicioso snack de galleta rellena de chocolate se ha convertido en un favorito entre los amantes del chocolate. Presentado en un práctico formato de 25 cajas de 258g, es ideal para exhibir en tu kiosco. Su atractivo para el público juvenil y adulto asegura compras por impulso, generando un alto margen de rentabilidad. ¡No dejes pasar la oportunidad de aumentar tus ventas con CHOCOLINAS NEGRO en tu mostrador!",0.0012,UNIDAD,true,,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-14299-300x300.webp,1,unidad,,,,0,false,,,,false,
