product_code,nombre,descripcion
1828,ESCOBILLON CERDA LISO C/CABO,"Escobillon cerda liso c/cabo, marca SUNDE, rubro escobillones, venta por unidad."
B2533,ORGANIZADOR C/TAPA 10LTS,"Organizador c/tapa 10lts, marca SUNDE, rubro organizadores, venta por unidad."
B2530,ORGANIZADOR C/TAPA 18LTS,"Organizador c/tapa 18lts, marca SUNDE, rubro organizadores, venta por unidad."
B2531,ORGANIZADOR C/TAPA 30LTS,"Organizador c/tapa 30lts, marca SUNDE, rubro organizadores, venta por unidad."
7004,PALA RESIDUOS C/CABO ECONOMICA,"Pala residuos c/cabo economica, marca SUNDE, rubro cabos, venta por unidad."
7000,PALA RESIDUOS CLIP COMUN,"Pala residuos clip comun, marca SUNDE, rubro palas, venta por unidad."
1802,BARREHOJA METALICO REGULABLE,"Barrehoja metalico regulable, marca SUNDE, rubro barrehojas, venta por unidad."
1810,BARREHOJA PLASTICO COMUN,"Barrehoja plastico comun, marca SUNDE, rubro barrehojas, venta por unidad."
B2490,MACETA COLOR N° 10,"Maceta color n° 10, marca SUNDE, rubro macetas, venta por unidad."
FL-900,MACETA COLOR N° 20,"Maceta color n° 20, marca Florencia, rubro macetas, venta por unidad."
FL-904,MACETA COLOR N° 35,"Maceta color n° 35, marca Florencia, rubro macetas, venta por unidad."
A2472,ABRELATA MARIPOSA LOEKEMEYER,"Abrelata mariposa loekemeyer, rubro abrelatas, venta por unidad, catálogo SUNDE."
MK-6130,ABRELATA MARIPOSA MAKE,"Abrelata mariposa make, rubro abrelatas, venta por unidad, catálogo SUNDE."
B3140,OLLA ALUMINIO N° 20,"Olla aluminio n° 20, marca SUNDE, rubro ollas, venta por unidad."
B3146,OLLA ALUMINIO N° 26,"Olla aluminio n° 26, marca SUNDE, rubro ollas, venta por unidad."
B3150,OLLA ALUMINIO N° 30,"Olla aluminio n° 30, marca SUNDE, rubro ollas, venta por unidad."
100P-5,Sahumerio tibetano x8 SUPER PALO SANTO,"Sahumerio tibetano x8 super palo santo, marca SUNDE, rubro sahumerios, venta por unidad."
072-10,Veloncito aromático 5x3.5 LAVANDA,"Veloncito aromático 5x3.5 lavanda, marca SUNDE, rubro aromatización, venta por unidad."
072-25,Veloncito aromático 5x3.5 PALO SANTO,"Veloncito aromático 5x3.5 palo santo, marca SUNDE, rubro aromatización, venta por unidad."
051-14,Esencia para hornillo LAVANDA,"Esencia para hornillo lavanda, marca SUNDE, rubro aromatización, venta por unidad."
051-39,Esencia para hornillo PALO SANTO,"Esencia para hornillo palo santo, marca SUNDE, rubro aromatización, venta por unidad."
MK-70014,PRACTI DUO,"Practi duo, marca Make, rubro aromatizantes, venta por unidad, catálogo SUNDE."
1415,ESCOBA 5 HILOS COMUN,"Escoba 5 hilos comun, marca SUNDE, rubro escobas, venta por unidad."
1416,ESCOBA 5 HILOS MEZCLA,"Escoba 5 hilos mezcla, marca SUNDE, rubro escobas, venta por unidad."
1414,ESCOBA 6 HILOS ESPECIAL,"Escoba 6 hilos especial, marca SUNDE, rubro escobas, venta por unidad."
1407,ESCOBA 7 HILOS IMPERIAL,"Escoba 7 hilos imperial, marca SUNDE, rubro escobas, venta por unidad."
1950,CABO MADERA P/SOPAPA,"Cabo madera p/sopapa, marca SUNDE, rubro cabos, venta por unidad."
MK-6934,BALDE 10LTS M/PLASTICO BLACK MAKE,"Balde 10lts m/plastico black make, rubro baldes, venta por unidad."
LNN-183,BALDE 10LTS M/PLASTICO ECONOMICO 24X28CM,"Balde 10lts m/plastico economico 24x28cm, marca SUNDE, rubro baldes, venta por unidad."
B2412,BALDE 12LTS M/PLASTICO FLORIDA 30X29CM,"Balde 12lts m/plastico florida 30x29cm, marca SUNDE, rubro baldes, venta por unidad."
LNN-2460,BALDE C/ESC Y MOPA OVAL 16LTS COLORES 25X39CM,"Balde c/esc y mopa oval 16lts colores 25x39cm, marca SUNDE, rubro baldes, venta por unidad."
LNN-248,BALDE C/ESCURRIDOR REDONDO 13LTS,"Balde c/escurridor redondo 13lts, marca SUNDE, rubro baldes, venta por unidad."
IDI25,DESENGRASANTE MULTIUSO 5LTS,"Desengrasante multiuso 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad."
3410,DETERGENTE ALBO 5LT,"Detergente albo 5lt, marca SUNDE, rubro líquidos de limpieza, venta por unidad."
3408,DETERGENTE ALBO 750CC,"Detergente albo 750cc, marca SUNDE, rubro líquidos de limpieza, venta por unidad."
FS-2020,ESCOBA AMERICA FS,"Escoba america fs, marca SUNDE, rubro escobas, venta por unidad."
FS-2021,ESCOBA EUROPA FS,"Escoba europa fs, marca SUNDE, rubro escobas, venta por unidad."
FS-702,ESCOBILLON CERDA BIGOTE,"Escobillon cerda bigote, marca SUNDE, rubro escobillones, venta por unidad."
1830,ESCOBILLON CERDA BIGOTE C/CABO,"Escobillon cerda bigote c/cabo, marca SUNDE, rubro escobillones, venta por unidad."
IJL07,JABON LIQ B/E PQR AZUL T/SKIP 5LTS,"Jabon liq b/e pqr azul t/skip 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad."
ALB-1001,JABON LIQ B/E SUND VERDE T/ARIEL 20 LTS,"Jabon liq b/e sund verde t/ariel 20 lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad."
4200,LAVANDINA ALBO 1LTS,"Lavandina albo 1lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad."
4204,LAVANDINA ALBO 5LTS,"Lavandina albo 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad."
7416,PAÑO ABSORBENTE REJILLA SUND -OFERTA,"Paño absorbente rejilla sund -oferta, marca SUNDE, rubro paños y trapos, venta por unidad."
SND-569,REJILLA AMERICANA SUN-D 35X43CM,"Rejilla americana sun-d 35x43cm, marca SUNDE, rubro paños y trapos, venta por unidad."
SND-568,REJILLA LAVA-VAJILLA SUN-D 38X48CM,"Rejilla lava-vajilla sun-d 38x48cm, marca SUNDE, rubro paños y trapos, venta por unidad."
FS-2040,SECADOR DOPPIO BLANCO 41CM,"Secador doppio blanco 41cm, marca SUNDE, rubro secadores, venta por unidad."
MK-40N,SECADOR GOMA NEGRO 40CM MAKE REFORZADO,"Secador goma negro 40cm make reforzado, rubro secadores, venta por unidad."
2572,SECADOR PLASTICO DOBLE GOMA 40CM,"Secador plastico doble goma 40cm, marca SUNDE, rubro secadores, venta por unidad."
2600,"SOPAPA GOMA 4""","Sopapa goma 4"", marca SUNDE, rubro limpieza, venta por unidad."
2601,"SOPAPA GOMA 4"" C/CABO","Sopapa goma 4"" c/cabo, marca SUNDE, rubro cabos, venta por unidad."
8026,TRAPO PISO BLANCO DURAMAS,"Trapo piso blanco duramas, marca SUNDE, rubro paños y trapos, venta por unidad."
MK-6252,TRAPO PISO MAKE BLANCO 48X60,"Trapo piso make blanco 48x60, rubro paños y trapos, venta por unidad."
8030,TRAPO PISO MT CONSORCIO BLANCO 60*70,"Trapo piso mt consorcio blanco 60*70, marca SUNDE, rubro paños y trapos, venta por unidad."
B2507,JARDINERA N° 35,"Jardinera n° 35, marca SUNDE, rubro macetas, venta por unidad."
B2510,JARDINERA N° 45,"Jardinera n° 45, marca SUNDE, rubro macetas, venta por unidad."
B2515,JARDINERA N° 65,"Jardinera n° 65, marca SUNDE, rubro macetas, venta por unidad."
FL-911,MACETA BOWL COLGANTE C/GANCHO Nº19,"Maceta bowl colgante c/gancho nº19, marca Florencia, rubro macetas, venta por unidad."
A2470,ABRELATA MANIJA LOEKEMEYER,"Abrelata manija loekemeyer, rubro abrelatas, venta por unidad, catálogo SUNDE."
MK-6585,ABRELATA MANIJA MAKE,"Abrelata manija make, rubro abrelatas, venta por unidad, catálogo SUNDE."
B5122,ASADERA ENLOZ SALPICADA N°2 21X30CM,"Asadera enloz salpicada n°2 21x30cm, marca SUNDE, rubro asaderas, venta por unidad."
PTB-0327806002,ASADERA TEFLON VERMONT 28CM,"Asadera teflon vermont 28cm, rubro asaderas, venta por unidad, catálogo SUNDE."
PTB-0327899038,ASADERA TEFLON VERMONT SET X 3,"Asadera teflon vermont set x 3, rubro asaderas, presentación x3."
B3248,OLLA ALUMINIO GASTRONOMICA N° 40 - 50 LTS,"Olla aluminio gastronomica n° 40 - 50 lts, marca SUNDE, rubro ollas, venta por unidad."
B3250,OLLA ALUMINIO GASTRONOMICA N° 50 - 100 LTS,"Olla aluminio gastronomica n° 50 - 100 lts, marca SUNDE, rubro ollas, venta por unidad."
PTB-20510726,SARTEN TEFLON C/TAPA VIDRIO PARIS ROJO Nº26,"Sarten teflon c/tapa vidrio paris rojo nº26, marca Tramontina, rubro sartenes, venta por unidad."
PTB-20144622,SARTEN TEFLON RECTA C/TAPA PARIS Nº22,"Sarten teflon recta c/tapa paris nº22, marca Tramontina, rubro sartenes, venta por unidad."
160-02,Sahumerio empaste simple x100 BENJUI,"Sahumerio empaste simple x100 benjui, marca SUNDE, rubro sahumerios, venta por unidad."
150-02,Sahumerio empaste simple x15 BENJUI,"Sahumerio empaste simple x15 benjui, marca SUNDE, rubro sahumerios, venta por unidad."
160-03,Sahumerio empaste simple x100 CANELA,"Sahumerio empaste simple x100 canela, marca SUNDE, rubro sahumerios, venta por unidad."
432B-02,Sahumerio triple empaste x50 BENJUI,"Sahumerio triple empaste x50 benjui, marca SUNDE, rubro sahumerios, venta por unidad."
160-10,Sahumerio empaste simple x100 INCIENSO,"Sahumerio empaste simple x100 incienso, marca SUNDE, rubro sahumerios, venta por unidad."
432D-10,Sahumerio triple empaste x10 LAVANDA,"Sahumerio triple empaste x10 lavanda, marca SUNDE, rubro sahumerios, venta por unidad."
160-12,Sahumerio empaste simple x100 LAVANDA,"Sahumerio empaste simple x100 lavanda, marca SUNDE, rubro sahumerios, venta por unidad."
160-33,Sahumerio empaste simple x100 PALO SANTO,"Sahumerio empaste simple x100 palo santo, marca SUNDE, rubro sahumerios, venta por unidad."
AER-559L,Aromatizante aerosol Fraganss 360ml LAVANDA,"Aromatizante aerosol fraganss 360ml lavanda, rubro aromatizantes, venta por unidad."
