codigo_cliente,codigo_zona,vendedor_codigo,dia_visita
12719,35,3,viernes
12887,35,3,viernes
16675,35,3,viernes
13836,35,3,viernes
14027,35,3,viernes
34,35,3,viernes
17795,35,3,viernes
14419,35,3,viernes
18489,35,3,viernes
19031,35,3,viernes
19248,35,3,viernes
25612,35,3,viernes
15160,35,3,viernes
35301,35,3,viernes
16048,35,3,viernes
15057,35,3,viernes
15924,35,3,viernes
14785,35,3,viernes
17569,35,3,viernes
17560,35,3,viernes
17881,35,3,viernes
18686,35,3,viernes
19080,35,3,viernes
19399,35,3,viernes
19394,35,3,viernes
19375,35,3,viernes
19982,35,3,viernes
23637,35,3,viernes
22667,35,3,viernes
11561,36,3,sabado
11585,36,3,sabado
11640,36,3,sabado
11644,36,3,sabado
11348,36,3,sabado
14849,36,3,sabado
14906,36,3,sabado
13510,36,3,sabado
13558,36,3,sabado
14346,36,3,sabado
12908,36,3,sabado
17041,36,3,sabado
17042,36,3,sabado
13100,36,3,sabado
14080,36,3,sabado
18100,36,3,sabado
18318,36,3,sabado
17158,36,3,sabado
19431,36,3,sabado
19439,36,3,sabado
25358,36,3,sabado
17021,36,3,sabado
12090,41,4,lunes
12091,41,4,lunes
12092,41,4,lunes
12112,41,4,lunes
12138,41,4,lunes
12563,41,4,lunes
11340,41,4,lunes
11473,41,4,lunes
11474,41,4,lunes
11475,41,4,lunes
12342,41,4,lunes
12296,41,4,lunes
12320,41,4,lunes
14563,41,4,lunes
14574,41,4,lunes
14360,41,4,lunes
12742,41,4,lunes
14516,41,4,lunes
17710,41,4,lunes
13885,41,4,lunes
17879,41,4,lunes
17915,41,4,lunes
17916,41,4,lunes
18098,41,4,lunes
18393,41,4,lunes
15856,41,4,lunes
14256,41,4,lunes
25710,41,4,lunes
15092,41,4,lunes
17522,41,4,lunes
18444,41,4,lunes
18445,41,4,lunes
18590,41,4,lunes
19731,41,4,lunes
25328,41,4,lunes
25329,41,4,lunes
11216,42,4,martes
12583,42,4,martes
11277,42,4,martes
10895,42,4,martes
10934,42,4,martes
11029,42,4,martes
11063,42,4,martes
10859,42,4,martes
10866,42,4,martes
10849,42,4,martes
10817,42,4,martes
12524,42,4,martes
12394,42,4,martes
15327,42,4,martes
15998,42,4,martes
14288,42,4,martes
14331,42,4,martes
15802,42,4,martes
12828,42,4,martes
12831,42,4,martes
16064,42,4,martes
16182,42,4,martes
14052,42,4,martes
17140,42,4,martes
14160,42,4,martes
14121,42,4,martes
17707,42,4,martes
14071,42,4,martes
16458,42,4,martes
16647,42,4,martes
18119,42,4,martes
18375,42,4,martes
18994,42,4,martes
19221,42,4,martes
19233,42,4,martes
19236,42,4,martes
19195,42,4,martes
19684,42,4,martes
19514,42,4,martes
16154,42,4,martes
17680,42,4,martes
17812,42,4,martes
19076,42,4,martes
19229,42,4,martes
19311,42,4,martes
11002,43,4,miercoles
12440,43,4,miercoles
12262,43,4,miercoles
13554,43,4,miercoles
13043,43,4,miercoles
13467,43,4,miercoles
14680,43,4,miercoles
13428,43,4,miercoles
17577,43,4,miercoles
5329,43,4,miercoles
17499,43,4,miercoles
18154,43,4,miercoles
18155,43,4,miercoles
18158,43,4,miercoles
18127,43,4,miercoles
18187,43,4,miercoles
18193,43,4,miercoles
18350,43,4,miercoles
18321,43,4,miercoles
18322,43,4,miercoles
18338,43,4,miercoles
18342,43,4,miercoles
18492,43,4,miercoles
18480,43,4,miercoles
18481,43,4,miercoles
18482,43,4,miercoles
18624,43,4,miercoles
18673,43,4,miercoles
19026,43,4,miercoles
19028,43,4,miercoles
19029,43,4,miercoles
18493,43,4,miercoles
18483,43,4,miercoles
18485,43,4,miercoles
19038,43,4,miercoles
19193,43,4,miercoles
19254,43,4,miercoles
19447,43,4,miercoles
5837,43,4,miercoles
6013,43,4,miercoles
6174,43,4,miercoles
5083,43,4,miercoles
5698,43,4,miercoles
30366,43,4,miercoles
31847,43,4,miercoles
32232,43,4,miercoles
17148,43,4,miercoles
16898,43,4,miercoles
16558,43,4,miercoles
17419,43,4,miercoles
17574,43,4,miercoles
18160,43,4,miercoles
18238,43,4,miercoles
18647,43,4,miercoles
18602,43,4,miercoles
18975,43,4,miercoles
18634,43,4,miercoles
19049,43,4,miercoles
19018,43,4,miercoles
19086,43,4,miercoles
19087,43,4,miercoles
19088,43,4,miercoles
19786,43,4,miercoles
19993,43,4,miercoles
25123,43,4,miercoles
14852,44,4,jueves
13529,44,4,jueves
13494,44,4,jueves
14928,44,4,jueves
13386,44,4,jueves
13312,44,4,jueves
13314,44,4,jueves
18129,44,4,jueves
18133,44,4,jueves
18137,44,4,jueves
18257,44,4,jueves
18258,44,4,jueves
18259,44,4,jueves
18282,44,4,jueves
18329,44,4,jueves
18336,44,4,jueves
18374,44,4,jueves
19022,44,4,jueves
19034,44,4,jueves
19035,44,4,jueves
19128,44,4,jueves
19131,44,4,jueves
19157,44,4,jueves
19253,44,4,jueves
25092,44,4,jueves
6089,44,4,jueves
30575,44,4,jueves
30990,44,4,jueves
30998,44,4,jueves
31343,44,4,jueves
31923,44,4,jueves
32216,44,4,jueves
32417,44,4,jueves
18630,44,4,jueves
18591,44,4,jueves
18978,44,4,jueves
19037,44,4,jueves
19911,44,4,jueves
19078,44,4,jueves
19094,44,4,jueves
19546,44,4,jueves
19587,44,4,jueves
19983,44,4,jueves
19760,44,4,jueves
25085,44,4,jueves
11945,45,4,viernes
11957,45,4,viernes
11960,45,4,viernes
11766,45,4,viernes
12374,45,4,viernes
12492,45,4,viernes
12300,45,4,viernes
12349,45,4,viernes
12324,45,4,viernes
12375,45,4,viernes
12764,45,4,viernes
13008,45,4,viernes
14746,45,4,viernes
17656,45,4,viernes
5448,45,4,viernes
17483,45,4,viernes
18053,45,4,viernes
18054,45,4,viernes
19968,45,4,viernes
18111,45,4,viernes
18112,45,4,viernes
18289,45,4,viernes
18398,45,4,viernes
19269,45,4,viernes
19291,45,4,viernes
14639,45,4,viernes
19454,45,4,viernes
19474,45,4,viernes
19704,45,4,viernes
25338,45,4,viernes
21172,45,4,viernes
17677,45,4,viernes
18366,45,4,viernes
19305,45,4,viernes
19324,45,4,viernes
25322,45,4,viernes
21167,45,4,viernes
15979,46,4,sabado
16628,46,4,sabado
16706,46,4,sabado
16676,46,4,sabado
17478,46,4,sabado
20224,46,4,sabado
20356,46,4,sabado
5297,46,4,sabado
5312,46,4,sabado
20761,46,4,sabado
18085,46,4,sabado
18649,46,4,sabado
17414,46,4,sabado
6017,46,4,sabado
5697,46,4,sabado
15040,46,4,sabado
15023,46,4,sabado
14967,46,4,sabado
14968,46,4,sabado
31019,46,4,sabado
32715,46,4,sabado
16699,46,4,sabado
16653,46,4,sabado
16655,46,4,sabado
17566,46,4,sabado
16334,46,4,sabado
19323,46,4,sabado
19351,46,4,sabado
12102,51,5,lunes
12577,51,5,lunes
10900,51,5,lunes
10905,51,5,lunes
10982,51,5,lunes
10673,51,5,lunes
10697,51,5,lunes
10745,51,5,lunes
10748,51,5,lunes
12508,51,5,lunes
10717,51,5,lunes
12498,51,5,lunes
12376,51,5,lunes
12499,51,5,lunes
14312,51,5,lunes
12740,51,5,lunes
13720,51,5,lunes
14667,51,5,lunes
16127,51,5,lunes
14010,51,5,lunes
13409,51,5,lunes
17385,51,5,lunes
17716,51,5,lunes
13700,51,5,lunes
18047,51,5,lunes
18510,51,5,lunes
19505,51,5,lunes
14965,51,5,lunes
31250,51,5,lunes
16919,51,5,lunes
17991,51,5,lunes
18502,51,5,lunes
19011,51,5,lunes
19371,51,5,lunes
21601,51,5,lunes
11051,52,5,martes
12196,52,5,martes
11642,52,5,martes
11372,52,5,martes
11388,52,5,martes
11509,52,5,martes
11309,52,5,martes
11037,52,5,martes
10746,52,5,martes
10568,52,5,martes
10385,52,5,martes
12182,52,5,martes
12227,52,5,martes
12234,52,5,martes
12621,52,5,martes
14486,52,5,martes
12897,52,5,martes
12968,52,5,martes
17,52,5,martes
13020,52,5,martes
14527,52,5,martes
13831,52,5,martes
13102,52,5,martes
14382,52,5,martes
14184,52,5,martes
17733,52,5,martes
15236,52,5,martes
19245,52,5,martes
16583,52,5,martes
31345,52,5,martes
31634,52,5,martes
17362,52,5,martes
16105,52,5,martes
18971,52,5,martes
18684,52,5,martes
18984,52,5,martes
19273,52,5,martes
19381,52,5,martes
25940,52,5,martes
21505,52,5,martes
11332,53,5,miercoles
11350,53,5,miercoles
11354,53,5,miercoles
11412,53,5,miercoles
11421,53,5,miercoles
12620,53,5,miercoles
11041,53,5,miercoles
11048,53,5,miercoles
12429,53,5,miercoles
12431,53,5,miercoles
10368,53,5,miercoles
16007,53,5,miercoles
12704,53,5,miercoles
12985,53,5,miercoles
13037,53,5,miercoles
13040,53,5,miercoles
14429,53,5,miercoles
14205,53,5,miercoles
13610,53,5,miercoles
17830,53,5,miercoles
17970,53,5,miercoles
17984,53,5,miercoles
18345,53,5,miercoles
19146,53,5,miercoles
19300,53,5,miercoles
14275,53,5,miercoles
14280,53,5,miercoles
16586,53,5,miercoles
15042,53,5,miercoles
32592,53,5,miercoles
17434,53,5,miercoles
15006,53,5,miercoles
18348,53,5,miercoles
19620,53,5,miercoles
19276,53,5,miercoles
25105,53,5,miercoles
25139,53,5,miercoles
21608,53,5,miercoles
15781,54,5,jueves
15795,54,5,jueves
15871,54,5,jueves
17226,54,5,jueves
17361,54,5,jueves
5365,54,5,jueves
17889,54,5,jueves
18143,54,5,jueves
18190,54,5,jueves
19250,54,5,jueves
19449,54,5,jueves
17375,54,5,jueves
19703,54,5,jueves
30107,54,5,jueves
31811,54,5,jueves
17231,54,5,jueves
18071,54,5,jueves
347,54,5,jueves
19672,54,5,jueves
18976,54,5,jueves
18658,54,5,jueves
19067,54,5,jueves
19282,54,5,jueves
19342,54,5,jueves
19344,54,5,jueves
19486,54,5,jueves
19535,54,5,jueves
19594,54,5,jueves
19531,54,5,jueves
19671,54,5,jueves
19785,54,5,jueves
19804,54,5,jueves
19740,54,5,jueves
25766,54,5,jueves
21619,54,5,jueves
22087,54,5,jueves
22090,54,5,jueves
12045,55,5,viernes
12049,55,5,viernes
12029,55,5,viernes
11554,55,5,viernes
11357,55,5,viernes
11439,55,5,viernes
11304,55,5,viernes
13111,55,5,viernes
11319,55,5,viernes
10140,55,5,viernes
10196,55,5,viernes
10234,55,5,viernes
10271,55,5,viernes
10064,55,5,viernes
10103,55,5,viernes
10257,55,5,viernes
10263,55,5,viernes
12316,55,5,viernes
14372,55,5,viernes
13120,55,5,viernes
12837,55,5,viernes
12950,55,5,viernes
13220,55,5,viernes
17103,55,5,viernes
13334,55,5,viernes
17708,55,5,viernes
13690,55,5,viernes
13714,55,5,viernes
14072,55,5,viernes
17896,55,5,viernes
14655,55,5,viernes
18353,55,5,viernes
18358,55,5,viernes
18395,55,5,viernes
18446,55,5,viernes
18447,55,5,viernes
19736,55,5,viernes
19737,55,5,viernes
25734,55,5,viernes
14779,55,5,viernes
14780,55,5,viernes
19591,55,5,viernes
25107,55,5,viernes
19741,55,5,viernes
25327,55,5,viernes
21022,55,5,viernes
17112,56,5,sabado
17339,56,5,sabado
17124,56,5,sabado
20351,56,5,sabado
20994,56,5,sabado
5526,56,5,sabado
5866,56,5,sabado
25035,56,5,sabado
6079,56,5,sabado
5599,56,5,sabado
14990,56,5,sabado
15193,56,5,sabado
31118,56,5,sabado
17077,56,5,sabado
16353,56,5,sabado
17674,56,5,sabado
19084,56,5,sabado
19361,56,5,sabado
19984,56,5,sabado
21632,56,5,sabado
21621,56,5,sabado
16744,56,5,sabado
13240,61,6,lunes
10726,61,6,lunes
10799,61,6,lunes
10420,61,6,lunes
10318,61,6,lunes
10345,61,6,lunes
10349,61,6,lunes
14593,61,6,lunes
12348,61,6,lunes
12746,61,6,lunes
14523,61,6,lunes
12900,61,6,lunes
12901,61,6,lunes
13012,61,6,lunes
17386,61,6,lunes
13606,61,6,lunes
13840,61,6,lunes
16077,61,6,lunes
14173,61,6,lunes
17053,61,6,lunes
14689,61,6,lunes
13277,61,6,lunes
17557,61,6,lunes
13431,61,6,lunes
17691,61,6,lunes
17753,61,6,lunes
17829,61,6,lunes
18465,61,6,lunes
18490,61,6,lunes
18571,61,6,lunes
18648,61,6,lunes
18676,61,6,lunes
322,61,6,lunes
19460,61,6,lunes
19472,61,6,lunes
19743,61,6,lunes
25630,61,6,lunes
17848,61,6,lunes
5773,61,6,lunes
15231,61,6,lunes
31392,61,6,lunes
31546,61,6,lunes
16488,61,6,lunes
18661,61,6,lunes
19283,61,6,lunes
19595,61,6,lunes
25128,61,6,lunes
24818,61,6,lunes
11231,62,6,martes
12050,62,6,martes
12071,62,6,martes
12072,62,6,martes
11925,62,6,martes
11213,62,6,martes
11220,62,6,martes
11221,62,6,martes
11235,62,6,martes
11238,62,6,martes
11257,62,6,martes
11271,62,6,martes
12443,62,6,martes
12444,62,6,martes
14899,62,6,martes
14897,62,6,martes
12275,62,6,martes
12265,62,6,martes
15985,62,6,martes
12683,62,6,martes
14448,62,6,martes
12785,62,6,martes
12796,62,6,martes
14678,62,6,martes
14679,62,6,martes
14079,62,6,martes
13708,62,6,martes
17629,62,6,martes
17621,62,6,martes
31,62,6,martes
14163,62,6,martes
18182,62,6,martes
18392,62,6,martes
18475,62,6,martes
14245,62,6,martes
24790,62,6,martes
24751,62,6,martes
24760,62,6,martes
15252,62,6,martes
15108,62,6,martes
15098,62,6,martes
17145,62,6,martes
18982,62,6,martes
19068,62,6,martes
19136,62,6,martes
19634,62,6,martes
25067,62,6,martes
25070,62,6,martes
12713,63,6,miercoles
12598,63,6,miercoles
14885,63,6,miercoles
13576,63,6,miercoles
13580,63,6,miercoles
13586,63,6,miercoles
13587,63,6,miercoles
13592,63,6,miercoles
13594,63,6,miercoles
15282,63,6,miercoles
12679,63,6,miercoles
12680,63,6,miercoles
12682,63,6,miercoles
12859,63,6,miercoles
