codigo_zona,nombre,zone_type,description,color,dia_visita,codigo_ruta,vendedor_codigo,n_clientes_excel,n_pts_geo,geometry_wkt,is_mock
56,Zona 56 (V5 - Sábado),sales,"Ruta ERP zona 56: vendedor 5, visita Sábado.",#E67E22,sabado,5,5,22,21,"MULTIPOLYGON (((-64.14414354796692 -31.442207637671444, -64.14384415088955 -31.442693860128397, -64.14364230277133 -31.44322800264192, -64.14354531614094 -31.443790714363065, -64.14355670461805 -31.444361609441142, -64.14367605562232 -31.44492000555983, -64.14389904532031 -31.445445673213555, -64.1442175952688 -31.44591956857954, -64.14462016507963 -31.446324523435035, -64.14509217050346 -31.44664586712559, -64.14561651178613 -31.446871958051698, -64.14617419315647 -31.44699460541924, -64.14674501100271 -31.44700936597454, -64.14730828580649 -31.446915704974025, -64.14784361131781 -31.446717015556846, -64.14833159383025 -31.44642049581865, -64.14875455477365 -31.44603688803986, -64.21217875477365 -31.37641348803986, -64.21252191889981 -31.375955792201633, -64.21277196599513 -31.375441279278622, -64.21291980415 -31.374888657366476, -64.21296005785253 -31.374318020233744, -64.21289126344634 -31.373750116696602, -64.21235136344633 -31.3712900166966, -64.21214883654709 -31.37068431926276, -64.21182268664953 -31.37013521747748, -64.21138769510353 -31.36966759703183, -64.21086357604138 -31.369302650823517, -64.21027408291903 -31.369056918479327, -64.20873278291903 -31.36859981847933, -64.20825153786079 -31.368499120599882, -64.20776030805294 -31.368478380665497, -64.20727228775722 -31.3685381557436, -64.19955328775723 -31.3701343557436, -64.19903739131598 -31.37029048237798, -64.19855775908924 -31.37053640429876, -64.19812987385384 -31.3708641830189, -64.19776754796692 -31.371263237671442, -64.14414354796692 -31.442207637671444)))",false
61,Zona 61 (V6 - Lunes),sales,"Ruta ERP zona 61: vendedor 6, visita Lunes.",#2ECC71,lunes,6,6,48,46,"MULTIPOLYGON (((-64.171444808498 -31.400873286595278, -64.1719543238997 -31.40110453076839, -64.17249791894689 -31.401237136337016, -64.17305668379122 -31.40126649039821, -64.17361118087796 -31.401191571822643, -64.17414212111336 -31.40101498677627, -64.1746310348675 -31.400742878060548, -64.17506091447082 -31.40038471142499, -64.17541680585379 -31.399952946285485, -64.17568632874894 -31.399462602303004, -64.17852482874893 -31.392917302303005, -64.17874204437548 -31.39215008738492, -64.17901754437548 -31.39023138738492, -64.17904105248503 -31.38960094897263, -64.17893219942555 -31.38897953426864, -64.17744219942556 -31.38377343426864, -64.17732625673953 -31.383442718948412, -64.17569159007253 -31.379528818948412, -64.1753868312401 -31.37897293164222, -64.17497206664865 -31.378493495539278, -64.17446581731805 -31.37811191952013, -64.17389068945458 -31.377845242592393, -64.17327236498676 -31.37770537302592, -64.16138823165376 -31.376313273025918, -64.16079711159179 -31.376302683753202, -64.16021539357276 -31.37640822619341, -64.15966566991253 -31.376625801370626, -64.15916929035475 -31.376946959267887, -64.15874553290594 -31.377359227002415, -64.15841085513114 -31.37784659323782, -64.15817825498772 -31.37839013002005, -64.15805676602069 -31.37896872788666, -64.15724423268769 -31.38644416121966, -64.15724140458885 -31.387065335563214, -64.15736656647147 -31.38767377624756, -64.15761435215107 -31.38824339701633, -64.15797413807645 -31.388749775976326, -64.16388247140945 -31.395466442643325, -64.16440473429962 -31.395935751028993, -64.17108306763262 -31.400650751028994, -64.171324141831 -31.400804286595278, -64.171444808498 -31.400873286595278)))",false
62,Zona 62 (V6 - Martes),sales,"Ruta ERP zona 62: vendedor 6, visita Martes.",#2ECC71,martes,6,6,48,46,"MULTIPOLYGON (((-64.08903409825197 -31.47166318736336, -64.08959869521134 -31.47172226457645, -64.09016431283167 -31.471673926690723, -64.09071069824122 -31.471519904523905, -64.09919849824124 -31.468232504523904, -64.099346094032 -31.468170764515524, -64.100546094032 -31.467630764515523, -64.10098801196814 -31.467385186931637, -64.10571134530113 -31.464211853598638, -64.10621252962618 -31.4637887589433, -64.30050419629319 -31.2594300922763, -64.30085822732046 -31.258977950964006, -64.30111962136412 -31.258466636101637, -64.30127880066372 -31.257914882818792, -64.30132993271752 -31.25734290795254, -64.30127114399178 -31.256771669280642, -64.30110458856899 -31.256222097605892, -64.30083636922 -31.255714329828884, -64.30047631379183 -31.25526697111017, -64.30003761510487 -31.25489641315708, -64.29953634755347 -31.254616233613817, -64.29899087812291 -31.254436698561893, -64.2984211934031 -31.254364386359796, -64.29784816725837 -31.254401946604826, -64.29729279598645 -31.254548003048978, -64.29677542899145 -31.254797204026165, -64.26699242899144 -31.272842204026162, -64.2664371836768 -31.273275237687326, -64.0762860836768 -31.461380537687326, -64.07589858571774 -31.46185094583328, -64.07561415427547 -31.462389960904233, -64.07544452810401 -31.46297533723961, -64.07539670783551 -31.463582915805706, -64.07547266705755 -31.464187621261814, -64.07566927086138 -31.464764496843184, -64.07715797086138 -31.468008696843185, -64.07744040212494 -31.46849701049078, -64.07780925415209 -31.4689238193697, -64.07825148525166 -31.469274032578518, -64.07875145923082 -31.469535267448368, -64.07929149825198 -31.46969828736336, -64.08903409825197 -31.47166318736336)))",false
63,Zona 63 (V6 - Miércoles),sales,"Ruta ERP zona 63: vendedor 6, visita Miércoles.",#2ECC71,miercoles,6,6,44,44,"MULTIPOLYGON (((-64.19898483922448 -31.460368408512355, -64.19927435075446 -31.460371024186898, -64.21490758408747 -31.4597572908539, -64.21546458429171 -31.459682749176235, -64.21599791014732 -31.459505635594084, -64.21648884750546 -31.459232164938218, -64.21692016960938 -31.45887193316296, -64.21727674157306 -31.458437580628765, -64.21754605145706 -31.457944348558016, -64.21776115145707 -31.457443948558016, -64.21790721751668 -31.457018893020813, -64.21944236387068 -31.451154249648813, -64.21952946480698 -31.450647489794502, -64.21952874882635 -31.450133299547204, -64.21944023696211 -31.44962678422371, -64.21804419060811 -31.44435352759571, -64.21804035669581 -31.444339189296823, -64.2119262566958 -31.421697889296823, -64.21192061474972 -31.42167728811602, -64.08823041474972 -30.976261288116017, -64.08802584785313 -30.97572790609213, -64.08772388366802 -30.975242971426947, -64.08733547154989 -30.974824068066887, -64.0868746954947 -30.974486385633895, -64.08635826344694 -30.974242168643016, -64.08580490146211 -30.97410027251085, -64.08523467469162 -30.97406584245418, -64.08466825981152 -30.97414012692217, -64.08412619527701 -30.974320432327, -64.08362813658894 -30.974600220714585, -64.08319214357662 -30.974969346833685, -64.08283402554041 -30.975414426007223, -64.08256676799937 -30.975919319466623, -64.0824000618307 -30.97646571955073, -64.08233995187415 -30.97703381354974, -64.08238861774342 -30.97760300212284, -64.16983571774342 -31.456399502122842, -64.16999106310429 -31.456948294122324, -64.17024746394 -31.45745776782261, -64.17059565264691 -31.457909508305878, -64.1710230439504 -31.45828718742039, -64.17151418979941 -31.458577153961276, -64.17205133773598 -31.458768927093075, -64.17261507255749 -31.458855575179356, -64.19898483922448 -31.460368408512355)))",false
64,Zona 64 (V6 - Jueves),sales,"Ruta ERP zona 64: vendedor 6, visita Jueves.",#2ECC71,jueves,6,6,58,58,"MULTIPOLYGON (((-64.24795932568982 -31.439790417709407, -64.24855788517199 -31.43975625206844, -64.24913769841464 -31.43960374846724, -64.25016419841465 -31.439220548467237, -64.25069662864918 -31.43895920591873, -64.25116723796111 -31.438598222875065, -64.25155763170274 -31.438151709035633, -64.25185255060234 -31.437637117231425, -64.25204046720152 -31.437074561248387, -64.2521140364275 -31.436486029642367, -64.2520703826891 -31.435894526275156, -64.2503153826891 -31.42583252627516, -64.2500585554574 -31.42503735189951, -64.2499635554574 -31.424841751899507, -64.2497028717673 -31.424404034693143, -64.24937188193059 -31.42401673885399, -64.24898013141241 -31.42369103366437, -64.23626179807941 -31.41482863366437, -64.23573591519599 -31.414535787238375, -64.2351621568883 -31.414353816799398, -64.23456362087035 -31.414290047907887, -64.22394695420334 -31.414230047907886, -64.2234172536122 -31.414274142909104, -64.22290364910356 -31.414411027875737, -64.21047474910357 -31.418936227875736, -64.20999727831621 -31.419159333989715, -64.20956621792074 -31.41946255276605, -64.20122011792073 -31.42650625276605, -64.2008253812782 -31.426908694558517, -64.20051289995584 -31.427377876651597, -64.20029370719746 -31.427897232933883, -64.20017554236841 -31.428448425719086, -64.20016257769045 -31.42901199322206, -64.20025527092676 -31.429568036725055, -64.20045034921912 -31.430096923171405, -64.20074092464752 -31.430579978379114, -64.20111673743223 -31.431000146398034, -64.20156451819119 -31.43134259172972, -64.20206845646176 -31.431595223146477, -64.20261075894439 -31.43174912061436, -64.24545909227739 -31.43965355394736, -64.24587415902282 -31.439700551042407, -64.24795932568982 -31.439790417709407)))",false
65,Zona 65 (V6 - Viernes),sales,"Ruta ERP zona 65: vendedor 6, visita Viernes.",#2ECC71,viernes,6,6,35,35,"MULTIPOLYGON (((-64.20011810275543 -31.428750072983437, -64.20066953691946 -31.428946992931753, -64.20124871895213 -31.429033046847117, -64.20183358477853 -31.42900495648551, -64.20240185379834 -31.42886379195582, -64.20293187767042 -31.428614930953795, -64.20340346501152 -31.428267853897474, -64.20379865059165 -31.42783578276842, -64.2041023797238 -31.427335177417273, -64.20430308177569 -31.42678510852188, -64.20439311095575 -31.426206531085363, -64.20579617240075 -31.401453081854363, -64.20579157453474 -31.40104594039619, -64.20521459453474 -31.39377663039619, -64.20506465871743 -31.393049293800626, -64.20240295871743 -31.385211693800628, -64.20215175261298 -31.384661561670303, -64.20179531406957 -31.38417299086428, -64.20134812834831 -31.383765836350076, -64.20082836857348 -31.383456644428772, -64.20025715719719 -31.383257980311964, -64.19965770760666 -31.383177917485696, -64.19905438075841 -31.383219709613094, -64.19847169517632 -31.383381658309148, -64.19793333054646 -31.38365718216118, -64.19746116540128 -31.38403508419002, -64.19707438800071 -31.384500006882675, -64.19320875466772 -31.390236940215676, -64.19310314510696 -31.39040547196087, -64.19210314510696 -31.39212547196087, -64.19190340981712 -31.392538931135192, -64.19176911205459 -31.392978028830264, -64.18584854538759 -31.419427995497266, -64.18577721905213 -31.420001366731363, -64.1858171318798 -31.420577777161878, -64.18596680336181 -31.42113584567532, -64.18622068165043 -31.421654871525146, -64.18656934949674 -31.422115602196115, -64.18699987356989 -31.42250094754855, -64.18749628420042 -31.42279661375244, -64.20011810275543 -31.428750072983437)))",false
66,Zona 66 (V6 - Sábado),sales,"Ruta ERP zona 66: vendedor 6, visita Sábado.",#2ECC71,sabado,6,6,23,23,"MULTIPOLYGON (((-64.25066995229811 -31.399263970262318, -64.25128163421034 -31.399231891621948, -64.25187405109263 -31.399076244461646, -64.25242250680967 -31.39880351725844, -64.25290413783917 -31.398425079215514, -64.25329886638556 -31.39795670631324, -64.25762096638556 -31.391612106313243, -64.2578939641414 -31.391116620688198, -64.25806908973077 -31.39057869429243, -64.25814011580876 -31.390017455416757, -64.25810451673712 -31.389452861327683, -64.25796355839424 -31.388904988600775, -64.25772225316135 -31.388393319211517, -64.25738918168577 -31.38793604776973, -64.25697618775894 -31.387549434531834, -64.25649795715944 -31.387247227197335, -64.24974802382644 -31.383825793864336, -64.24925585977037 -31.383628833521815, -64.24873671187667 -31.383521575426236, -64.24803914520967 -31.383440808759236, -64.24751069000803 -31.38342651178622, -64.24698793008002 -31.383505196989727, -64.24648709824265 -31.38367442102543, -64.24108129824265 -31.386050121025427, -64.24097164255575 -31.386100971469485, -64.23355704255574 -31.389722571469488, -64.23304532403638 -31.390039746440298, -64.23260723945945 -31.390452708555554, -64.232260431747 -31.390944826646816, -64.23201886783995 -31.391496281707525, -64.23189227620949 -31.39208486506124, -64.23188575506353 -31.392686872768685, -64.23199956702732 -31.393278060253387, -64.23222912856674 -31.39383461870026, -64.23256519458042 -31.39433413390486, -64.23299423072638 -31.394756488957665, -64.23452873072638 -31.39598988895766, -64.23514508151948 -31.396372726918052, -64.23583531817603 -31.396596393102367, -64.24895031817603 -31.39914779310237, -64.2493736522981 -31.39919927026232, -64.25066995229811 -31.399263970262318)))",false
71,Zona 71 (V7 - Lunes),sales,"Ruta ERP zona 71: vendedor 7, visita Lunes.",#1ABC9C,lunes,7,7,53,52,"MULTIPOLYGON (((-64.15569399410306 -31.397208977774728, -64.15630480793081 -31.39724566617673, -64.1569103598592 -31.397157652353826, -64.15748545626555 -31.396948598068022, -64.16406512293254 -31.39376356473502, -64.16466624889793 -31.39337816201393, -64.16515926457326 -31.392861612667247, -64.30466726457327 -31.206578312667247, -64.30497361672543 -31.206071824937123, -64.3051745579102 -31.205515044817, -64.30526226523135 -31.204929648466038, -64.30523332413117 -31.20433842610971, -64.30508886132354 -31.203764394787296, -64.30483450092954 -31.20322990226923, -64.30448014552326 -31.20275575702994, -64.30403959061195 -31.20236041814744, -64.30352998755936 -31.202059276667907, -64.30297117586134 -31.201864056412653, -64.30238491076896 -31.20178235755484, -64.30179401632893 -31.20181736073505, -64.30122149681428 -31.201967703234896, -64.30068964113889 -31.202227532029394, -64.30021915512151 -31.202586731652666, -64.1088931551215 -31.381139731652667, -64.10850450704581 -31.38158132249827, -64.10820950362051 -31.382090265305212, -64.10801948772085 -31.382646991233784, -64.10794176545396 -31.3832300941843, -64.10797932523928 -31.38381715386116, -64.10813072290392 -31.384385597832726, -64.10839013721099 -31.384913569440823, -64.10874759368612 -31.385380768188746, -64.10918934813569 -31.385769230294944, -64.10969841511087 -31.386064019399985, -64.12177508177787 -31.391554352732985, -64.12253232743706 -31.39178397777473, -64.15569399410306 -31.397208977774728)))",false
72,Zona 72 (V7 - Martes),sales,"Ruta ERP zona 72: vendedor 7, visita Martes.",#1ABC9C,martes,7,7,47,45,"MULTIPOLYGON (((-64.115628931553 -31.447840053638792, -64.11586808167414 -31.448384478089114, -64.11620991396312 -31.448871038926786, -64.11664099855997 -31.44928062021652, -64.11714439907233 -31.44959713038492, -64.11770033797008 -31.449808134424007, -64.11828697360225 -31.449905342436107, -64.11888125830878 -31.449884935326207, -64.11945984391382 -31.44974771484603, -64.1199999990257 -31.44949907209494, -64.12048050210461 -31.449148775715155, -64.12088247521169 -31.448710588102674, -64.1293612085447 -31.437395021435677, -64.12966676507288 -31.436890545090485, -64.12986771723067 -31.436336036835304, -64.12995629796765 -31.435752929102705, -64.12992908352834 -31.43516375973056, -64.12978712578462 -31.43459130084664, -64.12953591157954 -31.4340576786976, -64.12185011157953 -31.4211906786976, -64.12145260257194 -31.42066601861609, -64.12095023929034 -31.420240680226602, -64.1203672067095 -31.419935140340602, -64.11973157341792 -31.419764108381916, -64.11627697341792 -31.419231675048913, -64.11557397538921 -31.419206771703813, -64.1108266753892 -31.419597405036814, -64.11024652314542 -31.419703304194705, -64.10969829724466 -31.419920650966827, -64.10920318303975 -31.420241046319045, -64.10878031346316 -31.420652109062196, -64.10844602966397 -31.421137954304232, -64.10821324952916 -31.421679807297632, -64.10809096849161 -31.422256728960836, -64.10808391191532 -31.422846425037086, -64.10819235249086 -31.423426107621946, -64.10950798582387 -31.427943807621947, -64.10951327548659 -31.427961762732483, -64.11334154215359 -31.440808362732483, -64.11336386488601 -31.440879986971794, -64.115628931553 -31.447840053638792)))",false
73,Zona 73 (V7 - Miércoles),sales,"Ruta ERP zona 73: vendedor 7, visita Miércoles.",#1ABC9C,miercoles,7,7,45,44,"MULTIPOLYGON (((-64.1877166880587 -31.478361858279364, -64.1879712835055 -31.478878707699295, -64.18831998648868 -31.479337356141933, -64.18874993559602 -31.479720887013585, -64.18924527276788 -31.48001515432503, -64.18978772819911 -31.48020930444617, -64.19035729419478 -31.480296176426673, -64.19093296312542 -31.48027256611743, -64.19149350226355 -31.480139344351034, -64.19201823692248 -31.47990142482233, -64.19248781301266 -31.47956758285383, -64.19288491088973 -31.479150131730414, -64.20455335184573 -31.464246488725415, -64.20487984110365 -31.463727967767966, -64.20509416646283 -31.463153926080228, -64.20518738676418 -31.46254831135595, -64.20515561307198 -31.46193638844305, -64.20500017091129 -31.461343685352517, -64.20068634512928 -31.449840702014516, -64.20044036243885 -31.44933492091428, -64.20010429868469 -31.44888394069467, -64.19968996546241 -31.448503611907626, -64.19921192529597 -31.44820730192699, -64.19868697981029 -31.448005425126908, -64.19813357920634 -31.447905076848958, -64.19485390498835 -31.44762396018696, -64.19417017620151 -31.44764361902045, -64.1893881762015 -31.44833211902045, -64.18878466429382 -31.448484237965225, -64.18822552894147 -31.448757613995355, -64.18783182894147 -31.449003713995356, -64.18733169764957 -31.44939570871933, -64.18692534920629 -31.449884249521517, -64.1843509510603 -31.453748361900516, -64.18409962141871 -31.454208132914538, -64.18393212227103 -31.4547046205877, -64.183853563383 -31.455222678958147, -64.183195111765 -31.465651678585147, -64.18322249633535 -31.46628676652478, -64.1833830792507 -31.466901827280363, -64.1877166880587 -31.478361858279364)))",false
74,Zona 74 (V7 - Jueves),sales,"Ruta ERP zona 74: vendedor 7, visita Jueves.",#1ABC9C,jueves,7,7,45,43,"MULTIPOLYGON (((-64.21498592692872 -31.415932510375487, -64.21519348485029 -31.41646681844961, -64.21549887671769 -31.416951897016652, -64.21589095350828 -31.417370037183538, -64.21635540156971 -31.417705973795275, -64.21687526517232 -31.417947442724067, -64.21743156551639 -31.418085628599098, -64.21800399359638 -31.418115486631645, -64.21857165162719 -31.41803592678652, -64.2191138159651 -31.417849853576286, -64.21961069367156 -31.417564060025427, -64.22004414509911 -31.4171889796756, -64.2203983461205 -31.416738305685534, -64.2270583127875 -31.406357572352533, -64.2273532444958 -31.405761276238195, -64.2275095120859 -31.405114643259754, -64.22751943146773 -31.404449470068478, -64.22718613146772 -31.40099520340148, -64.22709425941174 -31.400493863601156, -64.22691884550007 -31.400015311587637, -64.22454884550007 -31.394933644921636, -64.22424492749536 -31.394421743861898, -64.22384591263811 -31.393979933956814, -64.22336751363898 -31.393625613133015, -64.2228285692578 -31.393372734105526, -64.22225030245653 -31.393231254937117, -64.21262696912353 -31.391869588270115, -64.21237890605028 -31.391844948482102, -64.21232673938327 -31.391841948482103, -64.21175708168307 -31.39186344006595, -64.2112017739539 -31.39199230088039, -64.2106808672339 -31.392223878022232, -64.21021317041038 -31.392549809709607, -64.20981557106899 -31.392958327208984, -64.2095024257172 -31.39343467978032, -64.20928504139984 -31.393961667296427, -64.2091712674246 -31.39452026130475, -64.20916521193945 -31.395090292106257, -64.20926709359571 -31.395651177042485, -64.21498592692872 -31.415932510375487)))",false
75,Zona 75 (V7 - Viernes),sales,"Ruta ERP zona 75: vendedor 7, visita Viernes.",#1ABC9C,viernes,7,7,43,41,"MULTIPOLYGON (((-64.17407608705018 -31.404752974472597, -64.17412594673286 -31.405367295531203, -64.17430029694378 -31.405958462474594, -64.17459177862494 -31.40650152304262, -64.17498808877664 -31.406973555472298, -64.1754724997484 -31.40735463599062, -64.17602456528773 -31.40762867976685, -64.17662098354546 -31.40778411982879, -64.17723658061142 -31.407814395287158, -64.19905041428142 -31.406640465194155, -64.19967209167709 -31.40654084568713, -64.2002592864496 -31.406313669258807, -64.2007861354858 -31.405968941941172, -64.20122943361271 -31.405521847319044, -64.20156965567418 -31.404992077765986, -64.31497145567418 -31.17937527776599, -64.31517867140705 -31.178841236647553, -64.31528060319351 -31.178277545076714, -64.31527353462019 -31.177704755140176, -64.31515772340587 -31.177143750649314, -64.31493739200529 -31.176614985720406, -64.31462057365908 -31.176137739021485, -64.31421881950348 -31.17572941087577, -64.31374677741803 -31.175404888849258, -64.31322165796676 -31.175176004952863, -64.31266260690428 -31.17505110424961, -64.31209000712526 -31.175034740595223, -64.31152473550794 -31.175127510605396, -64.31098740174724 -31.175326031903335, -64.31049759692914 -31.175623066440536, -64.31007317924349 -31.176007784394677, -64.30972962287782 -31.17646615902283, -64.17462862287782 -31.39802815902283, -64.1743955784825 -31.398498575067816, -64.17424810577748 -31.399002413084286, -64.17419072072018 -31.399524244379595, -64.17407608705018 -31.404752974472597)))",false
76,Zona 76 (V7 - Sábado),sales,"Ruta ERP zona 76: vendedor 7, visita Sábado.",#1ABC9C,sabado,7,7,22,21,"MULTIPOLYGON (((-64.20758506570505 -31.366843174455827, -64.20820141548182 -31.3668768833495, -64.20881161742666 -31.366783733344878, -64.20960972742667 -31.366576073344877, -64.2097034347224 -31.366550062923448, -64.2244757247224 -31.36219062292345, -64.22503245107663 -31.361963504284642, -64.22553270484462 -31.361629927790847, -64.22595639099315 -31.361203293102694, -64.22628649018571 -31.360700737998588, -64.22650974244377 -31.360142449955664, -64.22661717979578 -31.359550855225304, -64.22660448651784 -31.35894971797784, -64.22647217249485 -31.358363185703436, -64.22622555273863 -31.357814819215193, -64.22587453388554 -31.357326646218826, -64.22543321625022 -31.35691827646683, -64.22491932742034 -31.35660611404098, -64.22435351014514 -31.356402698405674, -64.21736456014513 -31.354657238405675, -64.21654519074765 -31.354569265124056, -64.21243744074766 -31.354695925124055, -64.21160608064338 -31.354840282454628, -64.20654633064338 -31.356477962454626, -64.2060194438943 -31.356706260771443, -64.20554570614384 -31.357030763947986, -64.2051424735518 -31.357439583277912, -64.20482451920584 -31.35791774099425, -64.20460349188517 -31.35844771900447, -64.20448748928833 -31.359010100694547, -64.20401453928832 -31.363389920694548, -64.2040074075773 -31.363959267606234, -64.20410797708135 -31.36451970720334, -64.20431262498785 -31.365051050784754, -64.20461397927056 -31.365534157774395, -64.20500118425196 -31.36595162522167, -64.20546029165699 -31.366288414707533, -64.20597476307151 -31.366532394073044, -64.20652606570505 -31.366674774455827, -64.20758506570505 -31.366843174455827)))",false
81,Zona 81 (V8 - Lunes),sales,"Ruta ERP zona 81: vendedor 8, visita Lunes.",#E91E63,lunes,8,8,42,38,"MULTIPOLYGON (((-64.0544862713754 -31.388747917037612, -64.05494133988722 -31.389155852195664, -64.0554696360868 -31.38946310057916, -64.05604923577317 -31.38965691143331, -64.05665608565961 -31.389729241641188, -64.05726500158076 -31.38967708951167, -64.05785071363118 -31.38950261934912, -64.05838891486209 -31.38921307163511, -64.05885727001545 -31.388820462549695, -64.05923634243342 -31.38834108530203, -64.05951040067617 -31.387794833964993, -64.06541119750717 -31.372258512550992, -64.0655626098976 -31.37170558289862, -64.06560607882406 -31.371133947206175, -64.06554001691289 -31.37056448014274, -64.06536683657562 -31.370017977184627, -64.06323116990863 -31.36500264385163, -64.06292933891571 -31.364458532124317, -64.0625217557767 -31.363988387992286, -64.06202595379078 -31.363612435986266, -64.06146326123113 -31.363346848706055, -64.06085788385126 -31.363203051112098, -64.06023586360848 -31.363187229049664, -64.04369653027548 -31.364487562382664, -64.04309346686799 -31.364597808884756, -64.0425254066622 -31.36482834601249, -64.04201607183742 -31.365169546541445, -64.04158673220265 -31.365607161946443, -64.0412553169698 -31.36612291741962, -64.04103566603033 -31.3666952750259, -64.04093695200172 -31.36730033312661, -64.04096329717923 -31.367912824511286, -64.04111360138893 -31.36850717155572, -64.04368573472192 -31.37555243822272, -64.04372348516195 -31.375650475947623, -64.04444468516195 -31.377429875947623, -64.04468562494861 -31.377900364813808, -64.0450054015394 -31.378321262290612, -64.0544862713754 -31.388747917037612)))",false
82,Zona 82 (V8 - Martes),sales,"Ruta ERP zona 82: vendedor 8, visita Martes.",#E91E63,martes,8,8,55,55,"MULTIPOLYGON (((-64.16994368283595 -31.424539412363973, -64.17057149716184 -31.424605839598, -64080684 -31.40677946, -64080684.00058527 -31.40672181584121, -64080684.00114805 -31.406551098597532, -64080684.00166671 -31.406273868836905, -64080684.00212132 -31.405900780343558, -64080684.00249441 -31.405446170699058, -64080684.00277164 -31.404927510297096, -64080684.00294235 -31.404364730966048, -64080684.003 -31.40377946, -64080684.00294235 -31.40319418903395, -64080684.00277164 -31.402631409702902, -64080684.00249441 -31.40211274930094, -64080684.00212132 -31.40165813965644, -64080684.00166671 -31.401285051163093, -64080684.00114805 -31.401007821402466, -64080684.00058527 -31.40083710415879, -64080684 -31.40077946, -64.19428320000048 -31.39052775, -64.19388563475376 -31.390554209706853, -64.16362395142076 -31.394600226373854, -64.16306188047952 -31.39473139118377, -64.16253532972009 -31.39496776429578, -64.16036081305307 -31.39620787762878, -64.16005984579655 -31.396404299154057, -64.14643389579656 -31.40651048582106, -64.14599010482691 -31.406914353917212, -64.1456355665034 -31.40739846386443, -64.1453844647172 -31.407943448044744, -64.14524684520995 -31.40852750346597, -64.14522821367734 -31.409127264026377, -64.1453293155046 -31.409718735314236, -64.14554610594615 -31.410278254543826, -64.14683058927915 -31.412808037876825, -64.14722591753505 -31.413400068401558, -64.14774960958172 -31.413882283304265, -64.15886990958172 -31.421909799971264, -64.159407910103 -31.422219020001364, -64.15999801900794 -31.42241093943297, -64.16994368283595 -31.424539412363973)))",false
83,Zona 83 (V8 - Miércoles),sales,"Ruta ERP zona 83: vendedor 8, visita Miércoles.",#E91E63,miercoles,8,8,36,35,"MULTIPOLYGON (((-64.1596608166485 -31.468186867656282, -64.1601922111745 -31.468303918981434, -64.1607360078435 -31.468323058933976, -64.1612743168837 -31.468243657849545, -64.1695701168837 -31.466237624516545, -64.17018418073295 -31.466016061254624, -64.17073577922129 -31.465666914011138, -64.17119879325998 -31.465206715477947, -64.17155129837855 -31.464657256806742, -64.26825829837856 -31.270148590139744, -64.2684644753869 -31.269608981241102, -64.26856341010291 -31.269039860301202, -64.26855143439312 -31.268462328220153, -64.26842899227256 -31.267897797752084, -64.26820062344234 -31.26736719959938, -64.26787479497428 -31.266890206379653, -64.26746358738322 -31.266484503237784, -64.26698224672619 -31.26616513214618, -64.26644861933497 -31.26594393420404, -64.26588249014014 -31.265829110613165, -64.26530484911895 -31.265824918607745, -64.26473711306464 -31.265931513611843, -64.26420033153087 -31.26614494347684, -64.26371440639217 -31.266457295012508, -64.26329735395593 -31.266856987378837, -64.12924535395592 -31.422745987378836, -64.12888742971057 -31.42326339871012, -64.12864528715005 -31.42384408040566, -64.12852957581853 -31.4244624938102, -64.12854538475506 -31.4250914408101, -64.12869201867511 -31.425703260019215, -64.12896302854962 -31.426271043339742, -64.15136322854963 -31.462775243339742, -64.15162845104052 -31.463142145946232, -64.15194586441976 -31.46346496050447, -64.15555686441975 -31.46662126050447, -64.15605890950663 -31.466976378479032, -64.1566228166485 -31.467221667656283, -64.1596608166485 -31.468186867656282)))",false
84,Zona 84 (V8 - Jueves),sales,"Ruta ERP zona 84: vendedor 8, visita Jueves.",#E91E63,jueves,8,8,49,49,"MULTIPOLYGON (((-64.25064139151462 -31.45401291077741, -64.25123726736665 -31.453975710700337, -64.2518139766415 -31.453821249413743, -64.2523486783277 -31.453555644474903, -64.25282019515642 -31.45318941537037, -64.25320985234335 -31.452737066883657, -64.25350221721789 -31.45221651462221, -64.25368571044578 -31.45164837545609, -64.25375306463755 -31.451055150971083, -64.25384243130456 -31.44437845097108, -64.253810577132 -31.443900458328358, -64.25370304484451 -31.443433630242275, -64.25205364484451 -31.438218630242275, -64.25197983844333 -31.438011902904517, -64.24851263844333 -31.42931880290452, -64.2482504769655 -31.42880923703433, -64.24789620769923 -31.428358815783167, -64.24746275698598 -31.427983973822187, -64.24696594028723 -31.427698388135656, -64.24642388512035 -31.427512478984237, -64.24585636963391 -31.42743302969745, -64.24528410095567 -31.427462939168052, -64.24472795964472 -31.42760111607916, -64.24420823781544 -31.42784251872351, -64.23315793781545 -31.434324318723508, -64.23272520335539 -31.43463270784452, -64.23235366625622 -31.43501260670845, -64.23018846625621 -31.437659706708452, -64.22985788722421 -31.438157987966928, -64.22963269950078 -31.43871193489413, -64.2295218497118 -31.439299539381203, -64.22952974187888 -31.439897456116743, -64.22965606244908 -31.440481930087493, -64.23161546244908 -31.446542830087495, -64.23179514835115 -31.44697836985269, -64.23330848168415 -31.449958369852688, -64.23359987789803 -31.450421850759394, -64.23397065014402 -31.45082465871109, -64.23440845062268 -31.451153379025676, -64.23489869929853 -31.451397064355938, -64.23542506945778 -31.451547599268153, -64.24768033612477 -31.453868699268153, -64.24812665818162 -31.45391901077741, -64.25064139151462 -31.45401291077741)))",false
