codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
302,GUARANA 3 lts. X 6 MANAOS,GUARANA 3 lts. X 6 MANAOS,"Gaseosa sabor guaraná, marca Manaos, presentación de 3 litros en pack de 6.",gaseosa guaraná|manaos guaraná|guaraná manaos|gaseosa manaos,ACTUALIZAR
10141,LIMA LIMON 1.5 LTS X 6 MANAOS,LIMA LIMON 1.5 LTS X 6 MANAOS,"Gaseosa sabor lima limón, marca Manaos, presentación pack de 6 botellas de 1.5 litros.",gaseosa|manaos|limonada|refresco|bebida,ACTUALIZAR
296,LIMA LIMON 3 LTS. X 6 MANAOS,LIMA LIMON 3 LTS. X 6 MANAOS,"Gaseosa sabor lima limón, marca Manaos, presentación de 3 litros, pack de 6.",gaseosa|manaos|gaseosa lima limón|gaseosa manaos|lima limón manaos,ACTUALIZAR
375,LIMON 3 LTS. X 6 MANAOS,LIMON 3 LTS. X 6 MANAOS,"Gaseosa sabor limón, marca Manaos, presentación 3 litros, pack de 6 unidades.",gaseosa|limonada|manaos|gaseosa manaos|gaseosa limon manaos,ACTUALIZAR
10095,MAGDALENA BICOLOR 1X200GRS GAONA,MAGDALENA BICOLOR 1X200GRS GAONA,"Magdalena bicolor de 200 gramos, marca Gaona.",magdalena|madalena|bizcocho|pan dulce,ACTUALIZAR
10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,"Magdalena rellena con dulce de leche y coco, marca Gaona, 215 gramos.",magdalena|galleta|gaona|magdalena de coco,ACTUALIZAR
10101,MAGDALENA LIMON 1X200GRS GAONA,MAGDALENA LIMON 1X200GRS GAONA,"Magdalena sabor limón, marca Gaona, presentación de 200 gramos.",magdalena|budín|pan dulce,ACTUALIZAR
10103,MAGDALENA NARANJA C/CHIPS 1X180GRS GAONA,MAGDALENA NARANJA C/CHIPS 1X180GRS GAONA,"Magdalena sabor naranja con chips de chocolate, marca Gaona, 180 g.",magdalena|budín|pan dulce|gaona,ACTUALIZAR
10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,"Magdalena rellena con crema sabor frutilla, marca Gaona, 215 gramos.",magdalena|magdalenas|gaona frutilla,ACTUALIZAR
10040,MANAOS LATA COLA X6 UNIDADES,MANAOS LATA COLA X6 UNIDADES,"Gaseosa cola en lata, marca Manaos, pack de 6 unidades de 355 ml cada una.",gaseosa|cola|manaos|lata|gaseosa manaos|gaseosa cola manaos,ACTUALIZAR
10041,MANAOS LATA LIMA X6 UNIDADES,MANAOS LATA LIMA X6 UNIDADES,"Gaseosa sabor lima en lata, marca Manaos, pack de 6 unidades.",gaseosa|lima|manaos|lata|gaseosa manaos|lima manaos,ACTUALIZAR
10042,MANAOS LATA NARANJA X6 UNIDADES,MANAOS LATA NARANJA X6 UNIDADES,"Gaseosa sabor naranja en lata, marca Manaos, pack de 6 unidades.",gaseosa|manaos naranja|lata naranja|gaseosa manaos,ACTUALIZAR
10043,MANAOS LATA POMELO X6 UNIDADES,MANAOS LATA POMELO X6 UNIDADES,"Gaseosa sabor pomelo en lata de 355 ml, marca Manaos, pack de 6 unidades.",gaseosa|lata|manaos|pomelo,ACTUALIZAR
10044,MANAOS LATA TÓNICA X6 UNIDADES,MANAOS LATA TÓNICA X6 UNIDADES,"Gaseosa tónica en lata, marca Manaos, pack de 6 unidades de 355 ml cada una.",tonica|gaseosa tonica|manaos tonica|lata tonica|pack tonica,ACTUALIZAR
321,MANZANA 1 LITRO PINDAPOY,MANZANA 1 LITRO PINDA POY,"Jugo de manzana, marca Pindapoy, presentación 1 litro en envase Tetrapak.",jugo pindapoy|jugo de manzana|jugo manzana|pindapoy manzana,ACTUALIZAR
311,MANZANA 1.5 lts. X6 PLACER,MANZANA 1.5 lts. X6 PLACER,"Agua saborizada sabor manzana, marca Placer, presentación de 1.5 litros.",agua saborizada|agua manzana|agua sabor manzana|placer manzana,ACTUALIZAR
293,MANZANA 2.25 LTS. X 6 MANAOS,MANZANA 2.25 LTS. X 6 MANAOS,"Gaseosa sabor manzana, marca Manaos, presentación de 2.25 litros, pack de 6 unidades.",gaseosa manzana|manaos manzana|gaseosa manaos|manzana manaos,ACTUALIZAR
345,MANZANA 200 CC X18 PINDAPOY,MANZANA 200 CC X18 PINDAPOY,"Jugo de manzana 200 cc, marca Pindapoy, pack de 18 unidades.",jugo pindapoy|jugo de manzana|pindapoy manzana|jugo manzana 200cc,ACTUALIZAR
300,MANZANA 3 lts. X 6 MANAOS,MANZANA 3 lts. X 6 MANAOS,"Gaseosa sabor manzana, marca Manaos, presentación de 3 litros, pack de 6 unidades.",gaseosa manzana|manaos manzana|gaseosa manaos|manaos x 3l|gaseosa x 6,ACTUALIZAR
305,MANZANA 500ml X12 PLACER,MANZANA 500ml X12 PLACER,"Agua saborizada sabor manzana, marca Placer, presentación de 500ml, pack de 12 unidades.",agua saborizada|agua de manzana|placer manzana|agua manzana|agua sabor manzana,ACTUALIZAR
10031,MANZANILLA HURLINGHAM X25 SAQ. S/S,MANZANILLA HURLINGHAM X25 SAQ. S/S,"Infusión de manzanilla en saquitos de 2g, marca Hurlingham, pack de 25 unidades.",manzanilla|té de manzanilla|infusión de manzanilla,ACTUALIZAR
10119,MASITA COCO 1X220GRS GAONA,MASITA COCO 1X220GRS GAONA,"Galletitas masitas sabor coco, marca Gaona, presentación de 220 gramos.",masitas|galletitas|galletitas de coco|gaona,ACTUALIZAR
10120,MASITA LIMON 1X220GRS GAONA,MASITA LIMON 1X220GRS GAONA,"Galleta dulce sabor limón, marca Gaona, presentación de 220 gramos.",galleta|masita|galletitas|gaona,ACTUALIZAR
10032,MEZC. HIERBAS HURLINGHAM X25 SAQ. S/S,MEZC. HIERBAS HURLINGHAM X25 SAQ. S/S,"Té de hierbas en saquitos sabor clásico, marca Hurlingham, 25 unidades.",té|saquitos de té|té de hierbas|té hurlingham,ACTUALIZAR
322,MULTIFRUTA 1 LITRO X8 PINDAPOY,MULTIFRUTA 1 litro X8 PINDA POY,"Jugo multifruta en envase de 1 litro, marca Pindapoy, pack de 8 unidades.",jugo pindapoy|jugo multifruta|pindapoy multifruta|jugo en tetrapak,ACTUALIZAR
314,MULTIFRUTA 1.5 lts. X6 PLACER,MULTIFRUTA 1.5 lts. X6 PLACER,"Jugo sabor multifruta, marca Placer, presentación de 1.5 litros en pack de 6.",jugo multifruta|jugo placer|jugo en botella|multifruta placer,ACTUALIZAR
346,MULTIFRUTA 200 CC X18 PINDAPOY,MULTIFRUTA 200 CC X18 PINDAPOY,"Jugo de multifruta, marca Pindapoy, formato 200 ml, pack de 18 unidades.",jugo multifruta|jugo pindapoy|pindapoy multifruta|jugo en caja|jugo de frutas,ACTUALIZAR
308,MULTIFRUTA 500ml X12 PLACER,MULTIFRUTA 500ml X12 PLACER,"Agua saborizada multifruta en Tetra Brik de 500 mL, marca Placer, pack de 12.",agua saborizada|agua frutal|agua de frutas|agua saborizada placer,ACTUALIZAR
320,NARANJA 1 LITRO X8 PINDAPOY,NARANJA 1 LITRO X8 PINDAPOY,"Jugo de naranja con pulpa, marca Pindapoy, presentación de 1 litro, pack de 8.",jugo de naranja|jugo pindapoy|pindapoy naranja|jugo con pulpa,ACTUALIZAR
10142,NARANJA 1.5 LTS X 6 MANAOS,NARANJA 1.5 LTS X 6 MANAOS,"Gaseosa sabor naranja, marca Manaos, formato 1.5 litros, pack de 6 unidades.",gaseosa|manaos naranja|naranja manaos|gaseosa manaos,ACTUALIZAR
309,NARANJA 1.5 lts. X6 PLACER,NARANJA 1.5 lts. X6 PLACER,"Agua saborizada sabor naranja, marca Placer, presentación 1.5 litros, pack de 6.",agua saborizada|agua de naranja|agua sabor naranja|placer naranja,ACTUALIZAR
347,NARANJA 200 CC X18 PINDAPOY,NARANJA 200 CC X18 PINDAPOY,"Jugo de naranja líquido, marca Pindapoy, presentación 200 cc, pack de 18 unidades.",jugo pindapoy|jugo de naranja|pindapoy naranja|jugo 200 cc,ACTUALIZAR
297,NARANJA 3 lts. X 6 MANAOS,NARANJA 3 lts. X 6 MANAOS,"Gaseosa sabor naranja, marca Manaos, presentación de 3 litros, pack de 6 unidades.",gaseosa naranja|manaos naranja|gaseosa manaos|naranja manaos|gaseosa 3 litros,ACTUALIZAR
303,NARANJA 500ml X12 PLACER,NARANJA 500ml X12 PLACER,"Agua saborizada de naranja, marca Placer, presentación de 500ml, pack de 12 unidades.",agua saborizada|agua de naranja|placeres naranja|agua placer,ACTUALIZAR
283,NARANJA 600ml X 12 MANAOS,NARANJA 600ml X 12 MANAOS,"Gaseosa sabor naranja, marca Manaos, presentación 600 ml, pack de 12 unidades.",gaseosa|refresco|manaos naranja|naranja manaos,ACTUALIZAR
10122,PALMERITAS 1X200GRS GAONA,PALMERITAS 1X200GRS GAONA,"Palmeritas de hojaldre azucaradas, marca Gaona, presentación de 200 gramos.",palmeritas|hojaldres|palmeritas gaona,ACTUALIZAR
10125,PEPA 1X180GRS GAONA,PEPA 1X180GRS GAONA,"Pasta de membrillo marca Gaona, presentación de 180 gramos.",membrillo|pasta de membrillo|pepa|gaona,ACTUALIZAR
10124,PEPA 1X300GRS GAONA,PEPA 1X300GRS GAONA,"Pepa de membrillo 300g, marca Gaona, sabor tradicional.",pepas|dulce de membrillo|membrillo|gaona,ACTUALIZAR
10123,PEPA BATATA 1X300GRS GAONA,PEPA BATATA 1X300GRS GAONA,"Galletitas rellenas con mermelada de batata, marca Gaona, 300 g.",galletitas|pepas|galletitas de batata,ACTUALIZAR
469,PIZZETAS GALÁCTICAS X 100GR OVNI,PIZZETAS GALÁCTICAS5X100GR OVNI,"Pizzetas saladas sabor queso, marca Ovni, presentación de 100 gramos.",pizzetas|snacks|galletitas saladas,ACTUALIZAR
310,POMELO 1.5 lts. X6 PLACER,POMELO 1.5 lts. X6 PLACER,"Agua saborizada de pomelo, marca Placer, presentación de 1.5 litros, pack de 6 unidades.",agua saborizada|agua de pomelo|agua sabor pomelo|placeres pomelo,ACTUALIZAR
304,POMELO 500ml X12 PLACER,POMELO 500ml X12 PLACER,"Agua saborizada de pomelo, marca Placer, presentación de 500 ml, pack de 12.",agua saborizada|agua pomelo|placa pomelo|placa sabor pomelo,ACTUALIZAR
226,Productos varios,Productos varios,"Productos varios para limpieza y decoración, incluye cepillos y raspadores.",productos varios|artículos varios|cosas varias,ACTUALIZAR
210,QUESITOS GALACTICOS 1X65GR,QUESITOS GALACTICOS 1X65GR,"Quesitos en porciones de 65 gramos, marca no especificada.",quesitos|queso en porciones|queso snack,ACTUALIZAR
10126,RECREO SURTIDO 1X300 GRS GAONA,RECREO SURTIDO 1X300 GRS GAONA,"Galletas surtidas marca Gaona, presentación de 300 gramos.",galletitas|galletas gaona|recreo,ACTUALIZAR
470,SERRANITOS GALÁCTICOS 1X150GR OVNI,SERRANITOS GALÁCTICOS 1X150GR OVNI,"Snacks a base de harina de maíz sabor jamón, marca OVNI, 150 g.",serranitos|snacks|papas|galletitas saladas,ACTUALIZAR
10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,"Obleas agrupadas clásicas de 50g, marca Gaona, presentación 4 unidades.",obleas|galletitas|sinfonía|gaona,ACTUALIZAR
10093,SINFONIA BLACK 1X100GRS GAONA,SINFONIA BLACK 1X100GRS GAONA,"Oblea dulce sabor chocolate negro, marca Gaona, presentación 100 gramos.",obleas|obleas gaona|sinfonía black|sinfonía|golosinas,ACTUALIZAR
10084,SINFONIA COCO Y DDL 1X100GRS GAONA,SINFONIA COCO Y DDL 1X100GRS GAONA,"Galleta rellena con dulce de leche y coco, marca Gaona, 100 gramos.",galleta|sinfonía|gaona|galletita|dulce de leche|coco,ACTUALIZAR
10094,SINFONIA DDL 1X100GRS GAONA,SINFONIA DDL 1X100GRS GAONA,"Obleas dulces con relleno de dulce de leche, marca Gaona, 100 gramos.",obleas|galletitas|sinfonía|dulce de leche|gaona,ACTUALIZAR
10081,SINFONIA FRUTILLA 1X100GRS GAONA,SINFONIA FRUTILLA 1X100GRS GAONA,"Oblea de frutilla, marca Gaona, presentación 100 gramos.",oblea|galletita|gaona|sinfonia frutilla,ACTUALIZAR
10089,SINFONIA FRUTILLA 1X50GRS GAONA,SINFONIA FRUTILLA 1X50GRS GAONA,"Oblea rellena con crema sabor frutilla, marca Gaona, presentación 50g.",oblea|sinfonia|gaona frutilla|oblea frutilla,ACTUALIZAR
10078,SINFONIA LIMON 1X100GRS GAONA,SINFONIA LIMON 1X100GRS GAONA,"Obleas dulces con relleno sabor limón, marca Gaona, presentación 100g.",oblea|oblea gaona|sinfonía|oblea de limón,ACTUALIZAR
10090,SINFONIA LIMON 1X50GRS GAONA,SINFONIA LIMON 1X50GRS GAONA,"Oblea dulce con relleno sabor limón, marca Gaona, presentación de 50 gramos.",oblea|oblea de limón|gaona limón,ACTUALIZAR
10092,SINFONIA THINS 1X50GRS GAONA,SINFONIA THINS 1X50GRS GAONA,"Obleas rellenas de dulce de leche, marca Gaona, presentación de 50 gramos.",sinfonía|oblea|oblea de dulce de leche|gaona,ACTUALIZAR
10091,SINFONIA THINS 1X95GRS GAONA,SINFONIA THINS 1X95GRS GAONA,"Galletitas rellenas de crema sabor chocolate, marca Gaona, presentación de 95 gramos.",galletitas|sinfonía|thins,ACTUALIZAR
315,SODA SIFON 2 lts. X6 MANAOS,SODA SIFON 2 lts. X6 MANAOS,"Soda sifón marca Manaos, presentación en botella de 2 litros, pack de 6.",soda|gaseosa|soda sifón|manaos,ACTUALIZAR
10161,SURTIDO MANAOS 1.5 LITROS,SURTIDO MANAOS 1.5 LITROS,"Bebida sin alcohol sabor surtido, marca Manaos, presentación de 1.5 litros.",gaseosa surtido|manaos surtido|bebida manaos|gaseosa sin alcohol,ACTUALIZAR
10045,SURTIDO MANAOS LATA X6 UNIDADES,SURTIDO MANAOS LATA X6 UNIDADES,"Gaseosa surtido en lata de 354ml, marca Manaos, pack de 6 unidades.",gaseosa|lata|manaos|surtido,ACTUALIZAR
472,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,TONICA SIN AZÚCAR MANAOS 2.25 LTS.,"Tónica sin azúcar, marca Manaos, presentación en botella de 2,25 litros.",tonica manaos|agua tónica manaos|tonica sin azucar|manaos tonica,ACTUALIZAR
298,UVA 2.25 LTS. X 6 MANAOS,UVA 2.25 LTS. X 6 MANAOS,"Gaseosa sabor uva en botellas de 2,25 litros, marca Manaos.",gaseosa|manaos uva|uva manaos|gaseosa manaos,ACTUALIZAR
10034,VAGONETA GATOS X10KG,VAGONETA GATOS X10KG,"Alimento para gatos sabor pescado y pollo, marca Vagoneta, presentación 10 kg.",comida para gatos|alimento felino|vagoneta gatos|croquetas para gatos,ACTUALIZAR
10136,VALENCIANO ANILLO LIMON 1X150GRS,VALENCIANO ANILLO LIMON 1X150GRS,"Galletitas tipo anillo sabor limón, marca Valenciano, presentación de 150 gramos.",galletitas|anillos|galletitas de limón,ACTUALIZAR
10134,VALENCIANO CHIPS 1X150 GRS,VALENCIANO CHIPS 1X150 GRS,"Budín valenciano con chips de dulce de leche, marca Valenciano, 150 gramos.",budín|budín dulce|valenciano|chips de dulce de leche,ACTUALIZAR
10135,VALENCIANO PEPAS 1X150GRS,VALENCIANO PEPAS 1X150GRS,"Galletitas pepas de dulce de leche, marca Valenciano, presentación de 150 gramos.",galletitas|pepitas|pepas|valenciano,ACTUALIZAR
10138,VALENCIANO SURTIDO 1X150GRS,VALENCIANO SURTIDO 1X150GRS,"Galletitas dulces surtidas, marca Valenciano, presentación de 150 gramos.",galletitas|galletitas valenciano|galletitas surtidas,ACTUALIZAR
453,PALITOS GALÁCTICO 1X150G OVNI,PALITOS GALÁCTICO SABOR QUESO 1X150G OVNI,"Palitos galáctico sabor salado, marca OVNI, presentación de 150 gramos.",palitos|snacks|golosinas saladas,ACTUALIZAR
10062,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,SABORES DE LA VIDA AVENA/CACAO/MIEL 1X160GRS GAONA,"Galletitas sabor avena, cacao y miel, marca Gaona, presentación 160 gramos.",galletitas|gaona|galletitas gaona|sabores de la vida,ACTUALIZAR
10058,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,SABORES DE LA VIDA AVENA/CHIPS 1X160GRS GAONA,"Galletitas de avena con chips de chocolate, marca Gaona, 160 gramos.",galletitas|galletitas de avena|gaona|sabores de la vida,ACTUALIZAR
10060,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS G,SABORES DE LA VIDA AVENA/COCO/CHIPS DDL 1X160GRS GAONA,"Galletas dulces de avena con coco y chips de dulce de leche, marca Gaona.",galletitas|galletas de avena|galletas de coco|chips de dulce de leche,ACTUALIZAR
10059,SABORES DE LA VIDA AVENA/MANZANA 1X160GRS GAONA,SABORES DE LA VIDA AVENA/MANZANA 1X160GRS GAONA,"Galletitas de avena y manzana, marca Sabores de la Vida, 160 gramos.",galletitas|galletas de avena|galletas de manzana,ACTUALIZAR
10061,SABORES DE LA VIDA AVENA/MIEL 1X160GRS GAONA,SABORES DE LA VIDA AVENA/MIEL 1X160GRS GAONA,"Galletitas sabor avena, cacao y miel, marca Gaona, presentación 160 g.",galletitas|gaona|sabores de la vida|galletitas de avena|galletitas de miel,ACTUALIZAR
10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,"Galletitas dulces de avena y pasas, marca Sabores de La Vida, 160 gramos.",galletitas|galletitas de avena|galletitas de pasas|sabores de la vida,ACTUALIZAR
80000,ADELANTO CTA CTE,ADELANTO CTA CTE,"Adelanto de cuenta corriente, servicio financiero de Mercado Pago.",adelanto|préstamo|financiamiento,ACTUALIZAR
318,AGUA 2 lts. X6 VILLA MANAOS,AGUA 2 lts. X6 VILLA MANAOS,"Agua mineral sin gas, marca Villamanaos, presentado en pack de 6 botellas de 2 litros.",agua mineral|agua sin gas|villamanaos|agua villamanaos,ACTUALIZAR
316,AGUA 600ml X12 VILLA MANAOS,AGUA 600ml X12 VILLA MANAOS,"Agua mineral sin gas, marca Villa Manaos, presentación 600 ml, pack de 12 unidades.",agua villa manaos|agua sin gas villa manaos|botella villa manaos|agua mineral villa manaos,ACTUALIZAR
319,AGUA BIDON 6lts. VILLA MANAOS,AGUA BIDON 6lts. VILLA MANAOS,"Agua mineral en bidón de 6 litros, marca Villa Manaos.",agua|bidón de agua|agua mineral|agua manaos,ACTUALIZAR
317,AGUA c/ GAS 600ml X12 VILLA MANAOS,AGUA c/ GAS 600ml X12 VILLA MANAOS,"Agua mineral con gas en botella de 600ml, marca Villa Manaos, pack de 12.",agua con gas|agua mineral|agua villa manaos|agua gasificada|agua mineral con gas,ACTUALIZAR
356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS MANAOS,"Agua mineral sin gas, marca El Sano Corazón Argentino, presentación 1.5 litros, pack de 6.",agua sin gas|agua mineral|agua el sano corazón|agua el sano corazón argentino,ACTUALIZAR
393,AGUA EL SANO CORAZON ARGENTINO 500 ML X 12 S/GAS,AGUA EL SANO CORAZON ARGENTINO 500 ML X 12 S/GAS,"Agua sin gas, marca El Sano Corazón Argentino, presentación de 500 ml, pack de 12.",agua sin gas|agua el sano corazón|agua el sano corazón argentino,ACTUALIZAR
456,AJI MOLIDO BASILIA 1 X 25GR,AJI MOLIDO BASILIA1 X 25GR,"Ají molido dulce, marca Basilia, presentación de 25 gramos.",aji|aji molido|aji molido dulce,ACTUALIZAR
10127,ALAMESA MINI TOSTADAS DE ARROZ 1X120GRS GAONA,ALAMESA MINI TOSTADAS DE ARROZ 1X120GRS GAONA,"Tostadas de arroz, marca AlaMesa, presentación de 120 gramos, libres de gluten.",tostadas|tostaditas|mini tostadas|tostadas de arroz,ACTUALIZAR
10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,"Tostadas clásicas de arroz, marca Alamesa, presentación de 200 gramos.",tostadas|tostadas de arroz|tostadas alamesa,ACTUALIZAR
10129,ALAMESA TOSTADA DULCES 1X200GRS GAONA,ALAMESA TOSTADA DULCES 1X200GRS GAONA,"Tostadas dulces marca Alamesa, presentación de 200 gramos.",tostadas|tostadas dulces|gaona|alamesa,ACTUALIZAR
10130,ALAMESA TOSTADA LIGHT 1X200GRS GAONA,ALAMESA TOSTADA LIGHT 1X200GRS GAONA,"Tostadas light de 200 g, marca Gaona, sabor clásico.",tostadas|tostadas gaona|tostadas light,ACTUALIZAR
10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,"Tostadas de arroz clásicas, marca AlaMesa, presentación de 150 gramos.",tostadas|tostadas de arroz|galletitas de arroz,ACTUALIZAR
