product_code,articulo,grupo,marca,contador,cantidad,rotacion_raw,rotacion_index,margen_pct,margen_normalizado,clase_ab,interpretacion,ventas_neto,costo,en_catalogo
10074,CUBICUB VOLCAN DE CHOCOLATE 1X100GRS GAONA,#19 GALLETITAS,GAONA,5,18.0,0.277778,0.1831,0.3039,0.9933,B,baja rotación / alta rentabilidad,12049.58,8388.0,si
10075,CUBICUB BON 1X100GRS GAONA,#19 GALLETITAS,GAONA,6,29.0,0.206897,0.1029,0.2236,0.9883,B,baja rotación / alta rentabilidad,17404.95,13514.0,si
10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,#19 GALLETITAS,GAONA,110,403.0,0.272953,0.1776,-1.9575,0.852,B,baja rotación / alta rentabilidad,104421.5,308830.99,si
10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,#19 GALLETITAS,GAONA,16,69.0,0.231884,0.1311,0.3032,0.9933,B,baja rotación / alta rentabilidad,41477.28,28902.03,si
10078,SINFONIA LIMON 1X100GRS GAONA,#19 GALLETITAS,GAONA,17,77.0,0.220779,0.1186,0.3057,0.9934,B,baja rotación / alta rentabilidad,46454.57,32252.99,si
10079,SINFONIA CHOCOLATE 1X100GRS GAONA,#19 GALLETITAS,GAONA,9,26.0,0.346154,0.2604,0.3057,0.9934,B,baja rotación / alta rentabilidad,15685.96,10890.62,si
10080,SINFONIA (CLASICA) VAINILLA 1X100GRS GAONA,#19 GALLETITAS,GAONA,29,154.0,0.188312,0.0819,0.3057,0.9934,B,baja rotación / alta rentabilidad,92909.12,64505.98,si
10081,SINFONIA FRUTILLA 1X100GRS GAONA,#19 GALLETITAS,GAONA,24,146.0,0.164384,0.0548,0.3055,0.9934,B,baja rotación / alta rentabilidad,88052.49,61155.02,si
10082,SINFONIA DUO DOS CHOCOLATES 1X100GRS GAONA,#19 GALLETITAS,GAONA,28,135.0,0.207407,0.1035,0.3057,0.9934,B,baja rotación / alta rentabilidad,81446.31,56547.45,si
10083,SINFONIA NARANJA/CHOCOLATE 1X100GRS GAONA,#19 GALLETITAS,GAONA,21,99.0,0.212121,0.1088,0.3057,0.9934,B,baja rotación / alta rentabilidad,59727.29,41468.13,si
10084,SINFONIA COCO Y DDL 1X100GRS GAONA,#19 GALLETITAS,GAONA,16,60.0,0.266667,0.1705,0.3016,0.9932,B,baja rotación / alta rentabilidad,35987.2,25132.2,si
10085,SINFONIA CHOCOLATE 1X50GRS GAONA,#19 GALLETITAS,GAONA,8,30.0,0.266667,0.1705,0.2817,0.9919,B,baja rotación / alta rentabilidad,10204.96,7330.2,si
10087,SINFONIA DUO FRUTILLA C/CREMA 1X50GRS GAONA,#19 GALLETITAS,GAONA,15,116.0,0.12931,0.0151,0.2755,0.9915,B,baja rotación / alta rentabilidad,39118.99,28343.44,si
10088,SINFONIA DUO DOS CHOCOLATES 1X50GRS GAONA,#19 GALLETITAS,GAONA,14,64.0,0.21875,0.1163,0.2851,0.9921,B,baja rotación / alta rentabilidad,21919.81,15669.76,si
10089,SINFONIA FRUTILLA 1X50GRS GAONA,#19 GALLETITAS,GAONA,11,42.0,0.261905,0.1651,0.2919,0.9926,B,baja rotación / alta rentabilidad,14491.73,10262.28,si
10092,SINFONIA THINS 1X50GRS GAONA,#19 GALLETITAS,GAONA,5,21.0,0.238095,0.1382,0.2961,0.9928,B,baja rotación / alta rentabilidad,7289.25,5131.14,si
10093,SINFONIA BLACK 1X100GRS GAONA,#19 GALLETITAS,GAONA,23,112.0,0.205357,0.1011,0.3051,0.9934,B,baja rotación / alta rentabilidad,67509.94,46913.44,si
10094,SINFONIA DDL 1X100GRS GAONA,#19 GALLETITAS,GAONA,9,27.0,0.333333,0.2459,0.3057,0.9934,B,baja rotación / alta rentabilidad,16289.26,11309.49,si
10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,#19 GALLETITAS,GAONA,9,28.0,0.321429,0.2324,0.3009,0.9931,A,alta rotación / baja rentabilidad,40033.03,27985.72,si
10097,MAGDALENA (CLASICA) VAINILLA 1X200GRS GAONA,#19 GALLETITAS,GAONA,35,146.0,0.239726,0.14,0.3009,0.9931,B,baja rotación / alta rentabilidad,208743.75,145925.54,si
10098,MAGDALENA COCO RELL. DDL 1X215GRS GAONA,#19 GALLETITAS,GAONA,21,72.0,0.291667,0.1988,0.3009,0.9931,A,alta rotación / baja rentabilidad,102942.13,71963.28,si
10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,#19 GALLETITAS,GAONA,14,56.0,0.25,0.1516,0.3003,0.9931,B,baja rotación / alta rentabilidad,79994.6,55971.44,si
10105,MAGDALENA VAINILLA RELL. DDL 1X200GRS GAONA,#19 GALLETITAS,GAONA,18,75.0,0.24,0.1403,0.3009,0.9931,B,baja rotación / alta rentabilidad,107231.36,74961.75,si
10106,MAGDALENA VAINILLA RELL. CHOCOLATE 1X200GRS GAONA,#19 GALLETITAS,GAONA,14,42.0,0.333333,0.2459,0.3001,0.9931,A,alta rotación / baja rentabilidad,59978.07,41978.58,si
10109,BIZCOCHO AZUCARADO 1X180GRS GAONA,#19 GALLETITAS,GAONA,38,277.0,0.137184,0.024,0.3011,0.9931,B,baja rotación / alta rentabilidad,171663.4,119982.55,si
10110,BIZCOCHO SALADO 1X180GRS GAONA,#19 GALLETITAS,GAONA,22,116.0,0.189655,0.0834,0.3009,0.9931,B,baja rotación / alta rentabilidad,71869.93,50245.4,si
10111,CHIPS CHOCO BLANCO 1X230GRS GAONA,#19 GALLETITAS,GAONA,17,78.0,0.217949,0.1154,0.3017,0.9932,B,baja rotación / alta rentabilidad,81223.12,56716.92,si
10112,CHIPS CHOCOLATE 1X230GRS GAONA,#19 GALLETITAS,GAONA,25,145.0,0.172414,0.0639,0.3017,0.9932,B,baja rotación / alta rentabilidad,150991.73,105435.3,si
10113,CHIPS DDL 1X200GRS GAONA,#19 GALLETITAS,GAONA,19,69.0,0.275362,0.1803,0.3012,0.9931,B,baja rotación / alta rentabilidad,71799.18,50172.66,si
10114,CHIPS COLORES 1X200GRS GAONA,#19 GALLETITAS,GAONA,14,68.0,0.205882,0.1017,0.3017,0.9932,B,baja rotación / alta rentabilidad,70809.9,49445.52,si
10115,ANILLO COCO 1X220GRS GAONA,#19 GALLETITAS,GAONA,16,56.0,0.285714,0.192,0.3011,0.9931,B,baja rotación / alta rentabilidad,52713.27,36841.84,si
10116,ANILLO LIMON 1X220GRS GAONA,#19 GALLETITAS,GAONA,9,33.0,0.272727,0.1773,0.3017,0.9932,B,baja rotación / alta rentabilidad,31090.94,21710.37,si
10117,ANILLO VAINILLA 1X220GRS GAONA,#19 GALLETITAS,GAONA,16,52.0,0.307692,0.2169,0.3017,0.9932,B,baja rotación / alta rentabilidad,48991.79,34210.28,si
10118,MANTECADITAS 1X220GRS GAONA,#19 GALLETITAS,GAONA,17,55.0,0.309091,0.2185,0.2855,0.9922,A,alta rotación / baja rentabilidad,50640.52,36183.95,si
10119,MASITA COCO 1X220GRS GAONA,#19 GALLETITAS,GAONA,13,45.0,0.288889,0.1956,0.2962,0.9928,A,alta rotación / baja rentabilidad,42066.98,29605.05,si
10120,MASITA LIMON 1X220GRS GAONA,#19 GALLETITAS,GAONA,9,38.0,0.236842,0.1368,0.3017,0.9932,B,baja rotación / alta rentabilidad,35801.67,24999.82,si
10121,MASITA VAINILLA 1X220GRS GAONA,#19 GALLETITAS,GAONA,12,39.0,0.307692,0.2169,0.2972,0.9929,A,alta rotación / baja rentabilidad,36508.29,25657.71,si
10122,PALMERITAS 1X200GRS GAONA,#19 GALLETITAS,GAONA,6,16.0,0.375,0.293,0.2989,0.993,A,alta rotación / baja rentabilidad,28340.92,19870.24,si
10123,PEPA BATATA 1X300GRS GAONA,#19 GALLETITAS,GAONA,26,130.0,0.2,0.0951,0.2996,0.993,B,baja rotación / alta rentabilidad,134955.36,94528.2,si
10124,PEPA 1X300GRS GAONA,#19 GALLETITAS,GAONA,28,159.0,0.176101,0.068,0.3004,0.9931,B,baja rotación / alta rentabilidad,165257.82,115615.26,si
10125,PEPA 1X180GRS GAONA,#19 GALLETITAS,GAONA,19,80.0,0.2375,0.1375,0.3022,0.9932,B,baja rotación / alta rentabilidad,55433.08,38683.2,si
10126,RECREO SURTIDO 1X300 GRS GAONA,#19 GALLETITAS,GAONA,24,143.0,0.167832,0.0587,0.3009,0.9931,B,baja rotación / alta rentabilidad,160727.29,112363.68,si
10130,ALAMESA TOSTADA LIGHT 1X200GRS GAONA,#19 GALLETITAS,GAONA,10,44.0,0.227273,0.1259,0.3003,0.9931,B,baja rotación / alta rentabilidad,45818.18,32058.4,si
10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,#19 GALLETITAS,GAONA,12,71.0,0.169014,0.06,0.3016,0.9932,B,baja rotación / alta rentabilidad,99095.44,69206.54,si
10132,ALAMESA TOSTADAS DE ARROZ DULCES 1X150GRS GAONA,#19 GALLETITAS,GAONA,5,30.0,0.166667,0.0574,0.3021,0.9932,B,baja rotación / alta rentabilidad,41900.83,29242.2,si
10133,ALAMESA TOSTADAS DE ARROZ SIN SAL 1X150GRS GAONA,#19 GALLETITAS,GAONA,6,21.0,0.285714,0.192,0.3021,0.9932,B,baja rotación / alta rentabilidad,29330.58,20469.54,si
10134,VALENCIANO CHIPS 1X150 GRS,#19 GALLETITAS,VALENCIANO,37,249.0,0.148594,0.0369,0.2974,0.9929,B,baja rotación / alta rentabilidad,135818.4,95421.78,si
10135,VALENCIANO PEPAS 1X150GRS,#19 GALLETITAS,VALENCIANO,47,290.0,0.162069,0.0522,0.2967,0.9929,B,baja rotación / alta rentabilidad,158018.41,111133.8,si
10136,VALENCIANO ANILLO LIMON 1X150GRS,#19 GALLETITAS,VALENCIANO,24,113.0,0.212389,0.1091,0.2974,0.9929,B,baja rotación / alta rentabilidad,61636.48,43303.86,si
10137,VALENCIANO MASITA VAINILLA 1X150GR,#19 GALLETITAS,VALENCIANO,38,195.0,0.194872,0.0893,0.2973,0.9929,B,baja rotación / alta rentabilidad,106336.57,74727.9,si
10138,VALENCIANO SURTIDO 1X150GRS,#19 GALLETITAS,VALENCIANO,6,13.0,0.461538,0.3909,0.2947,0.9927,A,alta rotación / baja rentabilidad,7063.66,4981.86,si
10139,POMELO BLANCO 1.5LTS X 6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,42,77.0,0.545455,0.4858,0.3318,0.9951,B,baja rotación / alta rentabilidad,447313.97,298895.79,si
10140,COLA 1.5 LTS X 6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,66,202.0,0.326733,0.2384,0.3312,0.995,B,baja rotación / alta rentabilidad,1176032.99,786543.45,si
10141,LIMA LIMON 1.5 LTS X 6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,32,52.0,0.615385,0.5649,0.3323,0.9951,B,baja rotación / alta rentabilidad,303305.72,202523.72,si
10142,NARANJA 1.5 LTS X  6 MANAOS,#05 MANAOS 1.5 LTS,MANAOS,36,56.0,0.642857,0.596,0.3318,0.9951,B,baja rotación / alta rentabilidad,325206.55,217316.86,si
10143,CHOCOLATADA CRUNCHIPS 1X150GR GAONA,#14 ALMACEN,GAONA,7,41.0,0.170732,0.062,0.3044,0.9933,B,baja rotación / alta rentabilidad,35578.53,24748.01,si
10145,CHOCOLATADA CRUNCHIPS 1X300 GR GAONA,#14 ALMACEN,GAONA,1,1.0,1.0,1.0,0.302,0.9932,A,alta rotación / baja rentabilidad,1801.65,1257.52,si
10146,CUBICUB DOS CHOCOLATES 1X100 GR GAONA,#19 GALLETITAS,GAONA,7,26.0,0.269231,0.1734,0.3053,0.9934,B,baja rotación / alta rentabilidad,16975.23,11792.82,si
10147,MAYONESA NATURA 12X250GR,#14 ALMACEN,NATURA,2,2.0,1.0,1.0,0.2591,0.9905,A,alta rotación / baja rentabilidad,27553.72,20414.54,si
10160,POMELO ROSADO 500 ML PLACER,#06 PLACER 500 ML,MANAOS,58,117.0,0.495726,0.4296,0.3315,0.995,B,baja rotación / alta rentabilidad,690322.47,461484.18,si
281,COLA 600ml X 12 MANAOS,#10 MANAOS 600 ML,MANAOS,115,244.0,0.471311,0.402,0.3312,0.995,B,baja rotación / alta rentabilidad,1734388.73,1159872.64,si
283,NARANJA 600ml X 12 MANAOS,#10 MANAOS 600 ML,MANAOS,48,85.0,0.564706,0.5076,0.3312,0.995,B,baja rotación / alta rentabilidad,603429.65,403584.25,si
284,POMELO BLANCO 600ml X 12  MANAOS,#10 MANAOS 600 ML,MANAOS,44,88.0,0.5,0.4344,0.3312,0.995,B,baja rotación / alta rentabilidad,624727.21,417828.4,si
289,COLA 2.25 lts. X 6 MANAOS,#02 MANAOS 2.25 LTS,MANAOS,39,74.0,0.527027,0.465,0.3315,0.995,B,baja rotación / alta rentabilidad,609735.57,407617.9,si
292,POMELO BLANCO 2.25 LTS. X 6 MANAOS,#02 MANAOS 2.25 LTS,MANAOS,31,47.0,0.659574,0.6149,0.3035,0.9933,B,baja rotación / alta rentabilidad,371719.93,258892.45,si
293,MANZANA 2.25 LTS. X 6  MANAOS,#02 MANAOS 2.25 LTS,MANAOS,59,76.0,0.776316,0.747,0.1981,0.9867,A,alta rotación / baja rentabilidad,522057.82,418634.6,si
294,COLA S/AZUCAR 2.25 lts. X 6  MANAOS,#02 MANAOS 2.25 LTS,MANAOS,12,18.0,0.666667,0.623,0.3512,0.9963,B,baja rotación / alta rentabilidad,148016.52,96030.0,si
295,COLA 3 lts. X 6  MANAOS,#01 MANAOS 3 LTS,MANAOS,611,3991.0,0.153094,0.042,0.2711,0.9913,B,baja rotación / alta rentabilidad,32667107.75,23810585.37,si
296,LIMA LIMON 3 LTS. X 6 MANAOS,#01 MANAOS 3 LTS,MANAOS,297,1166.0,0.254717,0.157,0.2617,0.9907,B,baja rotación / alta rentabilidad,9422115.81,6956437.62,si
297,NARANJA 3 lts. X 6 MANAOS,#01 MANAOS 3 LTS,MANAOS,364,1477.0,0.246445,0.1476,0.2626,0.9907,B,baja rotación / alta rentabilidad,11949818.29,8811885.39,si
299,CITRUS 3 lts. X 6 MANAOS,#01 MANAOS 3 LTS,MANAOS,26,69.0,0.376812,0.2951,0.2706,0.9912,A,alta rotación / baja rentabilidad,564413.22,411658.83,si
300,MANZANA 3 lts. X 6  MANAOS,#01 MANAOS 3 LTS,MANAOS,435,1706.0,0.254982,0.1573,0.2737,0.9914,B,baja rotación / alta rentabilidad,14013867.97,10178115.42,si
301,POMELO BLANCO 3 lts. X 6 MANAOS,#01 MANAOS 3 LTS,MANAOS,524,2566.0,0.204209,0.0998,0.2754,0.9915,B,baja rotación / alta rentabilidad,21126909.43,15308935.62,si
302,GUARANA 3 lts. X 6  MANAOS,#01 MANAOS 3 LTS,MANAOS,65,214.0,0.303738,0.2124,0.2817,0.9919,A,alta rotación / baja rentabilidad,1777371.95,1276738.98,si
303,NARANJA 500ml X12 PLACER,#06 PLACER 500 ML,MANAOS,40,68.0,0.588235,0.5342,0.3311,0.995,B,baja rotación / alta rentabilidad,401077.79,268300.82,si
304,POMELO 500ml X12 PLACER,#06 PLACER 500 ML,MANAOS,38,63.0,0.603175,0.5511,0.3314,0.995,B,baja rotación / alta rentabilidad,371330.68,248280.78,si
305,MANZANA 500ml X12 PLACER,#06 PLACER 500 ML,MANAOS,51,102.0,0.5,0.4344,0.3312,0.995,B,baja rotación / alta rentabilidad,601763.73,402451.23,si
306,PERA 500ml X12 PLACER,#06 PLACER 500 ML,MANAOS,39,67.0,0.58209,0.5273,0.331,0.995,B,baja rotación / alta rentabilidad,395193.49,264365.29,si
307,ANANA 500ml X12 PLACER,#06 PLACER 500 ML,MANAOS,43,80.0,0.5375,0.4768,0.3315,0.995,B,baja rotación / alta rentabilidad,471983.58,315527.18,si
308,MULTIFRUTA 500ml X12 PLACER,#06 PLACER 500 ML,MANAOS,35,55.0,0.636364,0.5887,0.3309,0.995,B,baja rotación / alta rentabilidad,325527.35,217823.71,si
309,NARANJA 1.5 lts. X6 PLACER,#07 PLACER 1.5 LTS,MANAOS,68,94.0,0.723404,0.6871,0.332,0.9951,B,baja rotación / alta rentabilidad,524892.49,350611.81,si
310,POMELO 1.5 lts. X6 PLACER,#07 PLACER 1.5 LTS,MANAOS,86,125.0,0.688,0.6471,0.3313,0.995,B,baja rotación / alta rentabilidad,693388.31,463664.75,si
311,MANZANA 1.5 lts. X6 PLACER,#07 PLACER 1.5 LTS,MANAOS,80,134.0,0.597015,0.5442,0.33,0.9949,B,baja rotación / alta rentabilidad,739986.65,495807.26,si
312,PERA 1.5 lts. X6 PLACER,#07 PLACER 1.5 LTS,MANAOS,94,160.0,0.5875,0.5334,0.3297,0.9949,B,baja rotación / alta rentabilidad,885725.51,593712.55,si
313,ANANA 1.5 lts. X6 PLACER,#07 PLACER 1.5 LTS,MANAOS,118,234.0,0.504274,0.4393,0.3301,0.9949,B,baja rotación / alta rentabilidad,1295961.82,868216.86,si
314,MULTIFRUTA 1.5 lts. X6 PLACER,#07 PLACER 1.5 LTS,MANAOS,119,167.0,0.712575,0.6749,0.3308,0.995,B,baja rotación / alta rentabilidad,924703.98,618835.43,si
315,SODA SIFON 2 lts. X6 MANAOS,#03 SODA SIFON,MANAOS,184,556.0,0.330935,0.2432,0.3702,0.9975,B,baja rotación / alta rentabilidad,4381128.62,2759084.06,si
316,AGUA 600ml X12 VILLA MANAOS,#04 AGUAS,MANAOS,154,1015.0,0.151724,0.0405,0.3634,0.997,B,baja rotación / alta rentabilidad,4526317.6,2881293.1,si
317,AGUA c/ GAS 600ml X12 VILLA MANAOS,#04 AGUAS,MANAOS,38,55.0,0.690909,0.6504,0.3565,0.9966,B,baja rotación / alta rentabilidad,269545.54,173452.4,si
318,AGUA 2 lts. X6 VILLA MANAOS,#04 AGUAS,MANAOS,168,818.0,0.205379,0.1012,0.3862,0.9985,B,baja rotación / alta rentabilidad,3127280.39,1919401.83,si
319,AGUA BIDON 6lts. VILLA MANAOS,#04 AGUAS,MANAOS,80,522.0,0.153257,0.0422,0.411,1.0,B,baja rotación / alta rentabilidad,959084.32,564913.62,si
321,MANZANA 1 LITRO  PINDAPOY,#09 PINDAPOY,PINDAPOY,9,10.0,0.9,0.8869,0.2772,0.9916,A,alta rotación / baja rentabilidad,93099.14,67290.03,si
322,MULTIFRUTA 1 LITRO X8 PINDAPOY,#09 PINDAPOY,PINDAPOY,49,71.0,0.690141,0.6495,0.2763,0.9916,A,alta rotación / baja rentabilidad,654218.86,473483.76,si
337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,#02 MANAOS 2.25 LTS,MANAOS,30,51.0,0.588235,0.5342,0.3512,0.9963,B,baja rotación / alta rentabilidad,419380.14,272085.0,si
338,POMELO ROSADO 2.25 LTS. X 6 MANAOS,#02 MANAOS 2.25 LTS,MANAOS,65,104.0,0.625,0.5758,0.3316,0.995,B,baja rotación / alta rentabilidad,858057.9,573523.89,si
345,MANZANA 200 CC X18 PINDAPOY,#09 PINDAPOY,PINDAPOY,1,1.0,1.0,1.0,0.2876,0.9923,A,alta rotación / baja rentabilidad,7719.01,5499.22,si
346,MULTIFRUTA 200 CC X18 PINDAPOY,#09 PINDAPOY,PINDAPOY,76,104.0,0.730769,0.6955,0.2734,0.9914,A,alta rotación / baja rentabilidad,598776.98,435051.76,si
356,AGUA EL SANO CORAZON ARGENTINO 1.5 LTS. X 6 S/GAS,#04 AGUAS,MANAOS,63,222.0,0.283784,0.1899,0.3535,0.9964,B,baja rotación / alta rentabilidad,806556.27,521400.3,si
375,LIMON 3 LTS. X 6 MANAOS,#01 MANAOS 3 LTS,MANAOS,54,135.0,0.4,0.3213,0.2749,0.9915,A,alta rotación / baja rentabilidad,1110743.82,805419.45,si
379,DURAZNO 200 CC X18 PINDAPOY,#09 PINDAPOY,PINDAPOY,63,79.0,0.797468,0.7709,0.2751,0.9915,A,alta rotación / baja rentabilidad,453515.8,328739.02,si
380,DURAZNO 1 LITRO PINDAPOY,#09 PINDAPOY,PINDAPOY,42,49.0,0.857143,0.8384,0.2752,0.9915,A,alta rotación / baja rentabilidad,443970.92,321781.02,si
393,AGUA EL SANO CORAZON ARGENTINO 500 ML X 12 S/GAS,#04 AGUAS,MANAOS,36,76.0,0.473684,0.4047,0.3555,0.9965,B,baja rotación / alta rentabilidad,315305.76,203205.76,si
395,GRANADINA 3 LTS X6 MANAOS,#01 MANAOS 3 LTS,MANAOS,61,108.0,0.564815,0.5077,0.3226,0.9945,B,baja rotación / alta rentabilidad,951123.98,644335.56,si
4,COPOS DE MAIZ AZUCARADOS GAONA 1X200 GR,#14 ALMACEN,GAONA,1,4.0,0.25,0.1516,0.2909,0.9925,B,baja rotación / alta rentabilidad,12363.64,8767.4,si
424,PACK SURTIDO 3 LTS MANAOS,#01 MANAOS 3 LTS,MANAOS,2,6.0,0.333333,0.2459,0.3316,0.995,B,baja rotación / alta rentabilidad,53553.72,35796.42,no
425,PACK SURTIDO 2.25 LTS MANAOS,#02 MANAOS 2.25 LTS,MANAOS,2,2.0,1.0,1.0,0.3143,0.994,A,alta rotación / baja rentabilidad,16067.36,11016.7,no
