codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
1124,FLIT CASA Y JARDIN — 5 L,"Producto de limpieza Flit Casa Y Jardin, marca Dinamic, 5 L, listo para usar.","Insecticida casa y jardín tipo Flit, marca Dinamic, bidón 5 L.",insecticida|flit|casa y jardín|bidón|1124,ACTUALIZAR
1140,ALCOHOL DE QUEMAR — 5 L,"Insumo químico Alcohol De Quemar, marca Dinamic, 5 L, listo para usar.","Alcohol de quemar, marca Dinamic, bidón 5 L.",alcohol de quemar|bidón|1140,ACTUALIZAR
1151,DES. INDUSTRIAL CREMOSO/GEL — 5 L,"Desengrasante Des. Industrial Cremoso/Gel, marca Dinamic, 5 L, listo para usar.","Desengrasante industrial cremoso en gel, marca Dinamic, bidón 5 L.",desengrasante|industrial|gel|bidón|1151,ACTUALIZAR
1161,DESENG. MOTORES- GEL 1+2 — 5 L,"Desengrasante Deseng. Motores- Gel 1+2, marca Dinamic, 5 L, dilución 1+1.","Desengrasante gel para motores dilución 1+2, marca Dinamic, bidón 5 L.",desengrasante|motores|gel|1+2|bidón|1161,ACTUALIZAR
1172,PERF.BASE ALCOHOL A + — 5 L,"Producto para ropa Perf.Base Alcohol A +, marca Dinamic, 5 L, listo para usar.","Perfume base alcohol A+, marca Dinamic, bidón 5 L.",perfume|base alcohol|bidón|1172,ACTUALIZAR
1181,DESMANCHADOR LIMPIA ALFOMBRA APC — 5 L,"Producto automotor Desmanchador Limpia Alfombra Apc, marca Dinamic, 5 L, listo para usar.","Desmanchador limpia alfombra APC, marca Dinamic, bidón 5 L.",desmanchador|limpia alfombra|apc|bidón|1181,ACTUALIZAR
2014,APRESTO PLANCHADO 1+1 — 1 L,"Producto para ropa Apresto Planchado 1+1, marca Dinamic, 1 L, dilución 1+1.","Apresto para planchado dilución 1+1, marca Dinamic, 1 L.",apresto|almidón|planchado|litro|2014,ACTUALIZAR
2015,DESMANCHADOR DE ROPA PRELAVADO CONCENTRADO — 1 L,"Producto para ropa Desmanchador De Ropa Prelavado Concentrado, marca Dinamic, 1 L, dilución 1+4.","Desmanchador de ropa prelavado concentrado, marca Dinamic, 1 L.",desmanchador|prelavado|quitamanchas|litro|2015,ACTUALIZAR
2040,CERA ACRILICA NEGRA AUTOBRILLO — 1 L,"Producto para pisos Cera Acrilica Negra Autobrillo, marca Dinamic, 1 L, dilución 1+2.","Cera acrílica negra autobrillo para pisos, marca Dinamic, 1 L.",cera acrílica|cera negra|autobrillo|litro|2040,ACTUALIZAR
2041,CERA ACRILICA ROJA AUTOBRILLO — 1 L,"Producto para pisos Cera Acrilica Roja Autobrillo, marca Dinamic, 1 L, dilución 1+2.","Cera acrílica roja autobrillo para pisos, marca Dinamic, 1 L.",cera acrílica|cera roja|autobrillo|litro|2041,ACTUALIZAR
2042,CERA ACRILICA NATURAL AUTOBRILLO — 1 L,"Producto para pisos Cera Acrilica Natural Autobrillo, marca Dinamic, 1 L, dilución 1+4.","Cera acrílica natural autobrillo para pisos, marca Dinamic, 1 L.",cera acrílica|cera natural|autobrillo|litro|2042,ACTUALIZAR
2070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 1 L,"Producto para pisos Cipermetrina P/ Diluir ( K-Otrina ) Emulsionada Dilusion, marca Dinamic, 1 L, dilución 1 LT + 20.","Insecticida cipermetrina emulsionada tipo K-Otrina, dilución 1/20, 1 L, marca Dinamic.",cipermetrina|insecticida|k-otrina|litro|2070,ACTUALIZAR
2181,DESMANCHADOR LIMPIA ALFOMBRA APC — 1 L,"Producto automotor Desmanchador Limpia Alfombra Apc, marca Dinamic, 1 L, listo para usar.","Desmanchador limpia alfombra APC, marca Dinamic, 1 L.",desmanchador|limpia alfombra|apc|litro|2181,ACTUALIZAR
25,CLORO AL 104% — 5 L,"Producto de limpieza Cloro Al 104%, marca Dinamic, 5 L, listo para usar.","Cloro líquido al 104%, marca Dinamiclor, bidón 5 L.",cloro|lavandina|104|bidón|dinamiclor|25,ACTUALIZAR
3075,ALGUICIDA CONCENTRADO 1+3 BIDON — 5 LT,"Producto para pileta Alguicida Concentrado 1+3 Bidon, marca Dinamic, 5 LT, listo para usar.","Alguicida concentrado 1+3 en bidón de 5 litros, marca Dinamic.",bidón|litro|código|alguicida|3075,ACTUALIZAR
450,BIDON POL. X 5 LTS — UNIDAD,"Envase plástico Bidon Pol. X 5 Lts, marca Dinamic, unidad, listo para usar.","Bidón plástico vacío de 5 litros, envase, marca Dinamic.",bidón vacío|envase 5 litros|bidon pol|450,ACTUALIZAR
451,BIDON PLASTICO X 20LT — UNIDAD,"Envase plástico Bidon Plastico X 20Lt, marca Dinamic, unidad, listo para usar.","Bidón plástico vacío de 20 litros, envase, marca Dinamic.",bidón 20|envase 20 litros|bidón plástico|451,ACTUALIZAR
87,DESTAPACAÑERIAS — 5 L,"Producto de limpieza Destapacañerias, marca Dinamic, 5 L, listo para usar.","Destapacañerías líquido, marca Dinamic, bidón 5 L.",destapacañerías|destapa caños|bidón|87,ACTUALIZAR
1002,SHAMPOO P/ AUTOMOTOR C/ ABRILLANTADOR — 5 L,"Producto automotor Shampoo P/ Automotor C/ Abrillantador, marca Dinamic, 5 L, listo para usar.","Shampoo para automotor con abrillantador, marca Dinamic, presentación 5 L.",shampoo|abrillantador|bidón|litro|1002,ACTUALIZAR
1004,ESPUMA ACTIVA P/ CARROSERIA CONCENTRADA — 5 L,"Producto automotor Espuma Activa P/ Carroseria Concentrada, marca Dinamic, 5 L, dilución 1+4.","Shampoo auto espuma activa concentrada para carrocería, marca Dinamic, presentación 5 L.",shampoo|espuma|bidón|litro|lavado de autos|1004,ACTUALIZAR
1008,JABON LÍQUIDO VERDE B/E — 5 L,"Producto para ropa Jabon Líquido Verde B/E, marca Dinamic, 5 L, listo para usar.","Jabón líquido verde, marca Dinamic, presentación bidón de 5 L.",jabón|bidón|litro|detergente|1008,ACTUALIZAR
1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,"Producto para ropa Jabon Líq. Future Rosa B/E, marca Dinamic, 5 L, listo para usar.","Jabón líquido Future rosa baja espuma, marca Dinamic, bidón 5 L.",jabón líquido|future rosa|bidón|1009,ACTUALIZAR
1010,JABON LÍQ.VERDE C/QUITAMANCHA — 5 L,"Producto para ropa Jabon Líq.Verde C/Quitamancha, marca Dinamic, 5 L, listo para usar.","Jabón líquido verde con quitamanchas, marca Dinamic, presentación de 5 L.",jabón|litro|bidón|detergente|1010,ACTUALIZAR
1011,JABON LÍQ.AZUL B/E — 5 L,"Producto para ropa Jabon Líq.Azul B/E, marca Dinamic, 5 L, listo para usar.","Jabón líquido para ropa azul baja espuma, marca Dinamic, presentación 5 L.",jabón|bidón|litro|detergente|1011,ACTUALIZAR
1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,"Producto para ropa Jabon Liquido C/Suavi. Lila B/E, marca Dinamic, 5 L, listo para usar.","Jabón líquido con suavizante, aroma lila, marca Dinamic, presentación 5 L.",jabón|suavizante|litro|bidón|1012,ACTUALIZAR
1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,"Producto para ropa Jabon Líquido Blanco B/E (Con Blanqueador), marca Dinamic, 5 L, listo para usar.","Jabón líquido blanco con blanqueador, baja espuma, marca Dinamic, bidón 5 L.",jabón líquido|blanqueador|bidón|1013,ACTUALIZAR
1016,LAVANDINA ROPA BLANCA — 5 L,"Producto de limpieza Lavandina Ropa Blanca, marca Dinamic, 5 L, listo para usar.","Lavandina para ropa blanca, marca Dinamic, bidón 5 L.",lavandina|cloro|ropa blanca|bidón|1016,ACTUALIZAR
1018,SUAVIZANTE CELESTE — 5 L,"Producto para ropa Suavizante Celeste, marca Dinamic, 5 L, listo para usar.","Suavizante celeste, marca Dinamic, bidón 5 L.",suavizante|celeste|bidón|1018,ACTUALIZAR
1019,SUAVIZANTE AMARILLO — 5 L,"Producto para ropa Suavizante Amarillo, marca Dinamic, 5 L, listo para usar.","Suavizante para ropa amarillo, marca Dinamic, presentación bidón de 5 L.",suavizante|bidón|litro|caja|1019,ACTUALIZAR
1021,SUAVIZANTE BLANCO — 5 L,"Producto para ropa Suavizante Blanco, marca Dinamic, 5 L, listo para usar.","Suavizante líquido blanco, marca Dinamic, presentación 5 L.",suavizante|suavizante líquido|bidón|litro|código|1021,ACTUALIZAR
1022,SUAVIZANTE ROSA — 5 L,"Producto para ropa Suavizante Rosa, marca Dinamic, 5 L, listo para usar.","Suavizante rosa, marca Dinamic, bidón 5 L.",suavizante|rosa|bidón|1022,ACTUALIZAR
1023,SHAMPOO ROPA FINA AMARILLO — 5 L,"Producto para ropa Shampoo Ropa Fina Amarillo, marca Dinamic, 5 L, listo para usar.","Shampoo para ropa fina amarillo, marca Dinamic, bidón 5 L.",shampoo ropa fina|jabón delicado|bidón|1023,ACTUALIZAR
1027,LAVANDINA GEL PREMIUM VERDE CON EUCALIPTUS — 5 L,"Producto de limpieza Lavandina Gel Premium Verde Con Eucaliptus, marca Dinamic, 5 L, listo para usar.","Lavandina gel premium verde con eucaliptus, marca Dinamic, presentación 5 L.",lavandina|cloro|bidón|litro|caja|1027,ACTUALIZAR
1028,LAVANDINA EN GEL — 5 L,"Producto de limpieza Lavandina En Gel, marca Dinamic, 5 L, listo para usar.","Lavandina en gel, marca Dinamiclor, bidón 5 L.",lavandina gel|cloro gel|bidón|dinamiclor|1028,ACTUALIZAR
1030,DESENG .BLANCO CREMOSO (CIF) — 5 L,"Desengrasante Deseng .Blanco Cremoso (Cif), marca Dinamic, 5 L, listo para usar.","Desengrasante blanco cremoso tipo Cif, marca Dinamic, bidón 5 L.",desengrasante|tipo cif|cremoso|bidón|1030,ACTUALIZAR
1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,"Desengrasante Des.Descarbonizante Sódico (P/Bandeja/Friteras) , marca Dinamic, 5 L, listo para usar.","Descarbonizante sódico para bandejas y freidoras, marca Dinamic, bidón 5 L.",desengrasante|descarbonizante|freidoras|bidón|1031,ACTUALIZAR
1034,DET. LAVAVAJILLA FLUOR — 5 L,"Detergente lavavajillas Det. Lavavajilla Fluor, marca Dinamic, 5 L, listo para usar.","Detergente lavavajillas aroma fluor, marca Dinamic, bidón 5 L.",detergente|lavavajillas|fluor|bidón|1034,ACTUALIZAR
1035,DET. LAVAVAJILLA AMARILLO — 5 L,"Detergente lavavajillas Det. Lavavajilla Amarillo, marca Dinamic, 5 L, listo para usar.","Detergente lavavajillas amarillo, marca Dinamic, presentación 5 L.",det|lavavajillas|bidón|código|1035,ACTUALIZAR
1037,DET. LAVAVAJILLA CREMOSO — 5 L,"Detergente lavavajillas Det. Lavavajilla Cremoso, marca Dinamic, 5 L, listo para usar.","Detergente lavavajillas cremoso, marca Dinamic, bidón 5 L.",detergente|lavavajillas|cremoso|bidón|1037,ACTUALIZAR
1052,LIMPIADOR CONCENTRADO LECHOSO/TRANSPARENTE ARPEGE — 5 L,"Producto para pisos Limpiador Concentrado Lechoso/Transparente Arpege, marca Dinamic, 5 L, dilución 1 LT + 60.","Limpiador concentrado lechoso transparente, marca Dinamic, presentación 5 L.",limpiador|código|bidón|litro|detergente|1052,ACTUALIZAR
1058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (violeta), marca Dinamic, 5 L, dilución 1 LT + 60.","Limpiador concentrado lechoso violeta, marca Dinamic, presentación 5 L.",limpiador|concentrado|bidón|litro|multiuso|1058,ACTUALIZAR
1059,LIMPIADOR CONCENTRADO FRESCURAL LECHOSO (AMARILLO) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO FRESCURAL LECHOSO (amarillo), marca Dinamic, 5 L, dilución 1 LT + 60.","Limpiador concentrado de piso frescural lechoso amarillo, marca Dinamic, presentación 5 L.",limpiador|limpiapisos|bidón|código|1059,ACTUALIZAR
1071,LIMPIADOR CONCENTRADO LAVANDA GLADE TRANSP. (VIOLETA) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO LAVANDA GLADE TRANSP. (violeta), marca Dinamic, 5 L, dilución 1 LT + 60.","Limpiapisos concentrado lavanda tipo Glade, violeta, marca Dinamic, bidón 5 L.",limpiapisos|lavanda|tipo glade|bidón|1071,ACTUALIZAR
1076,PASTILLA DE CLORO TRIPLE ACCION 200 GR . — 1 KG,"Producto para pileta Pastilla De Cloro Triple Accion 200 Gr ., marca Dinamic, 1 KG, listo para usar.","Pastilla de cloro triple acción 200 g, marca Dinamiclor, presentación 1 kg.",pastilla cloro|triple acción|pileta|dinamiclor|1076,ACTUALIZAR
1077,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 1 KG,"Producto para pileta Cloro Polvo Pote ( Disolucion Rapida), marca Dinamic, 1 KG, listo para usar.","Cloro granulado disolución rápida, marca Dinamic, presentación 1 kg.",cloro|granulado|pote|litro|bidón|1077,ACTUALIZAR
1078,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 1 KG,"Producto para pileta Microbiocida ( Cloro Polvo 3 En 1 ), marca Dinamic, 1 KG, listo para usar.","Cloro en polvo microbiocida 3 en 1, marca Dinamiclor, pote 1 kg.",cloro polvo|3 en 1|pileta|dinamiclor|1078,ACTUALIZAR
1083,INSECTICIDA PERFUMADO T/ FLIT (BASE SOLVENTE ) — 5 L,"Producto de limpieza Insecticida Perfumado T/ Flit (Base Solvente ), marca Dinamic, 5 L, listo para usar.","Insecticida perfumado tipo Flit base solvente, marca Dinamic, bidón 5 L.",insecticida|tipo flit|bidón|1083,ACTUALIZAR
1086,PERF.BASE ALCOHOL COLONIA BEBE — 5 L,"Producto para ropa Perf.Base Alcohol Colonia Bebe, marca Dinamic, 5 L, listo para usar.","Perfume base de alcohol para colonia de bebé, presentación 5 L.",perfume|colonia|esencia|bidón|litro|1086,ACTUALIZAR
1101,PERF.BASE ALCOHOL COLONIA — 5 L,"Producto para ropa Perf.Base Alcohol Colonia, marca Dinamic, 5 L, listo para usar.","Perfume base de alcohol para colonia, marca Dinamic, presentación de 5 L.",perfume|esencia|bidón|litro|1101,ACTUALIZAR
1112,JABON EN POLVO BAJA ESPUMA X 10 KG — 10 KG,"Producto para ropa Jabon En Polvo Baja Espuma X 10 Kg, marca Dinamic, 10 kg, listo para usar.","Jabón en polvo baja espuma, marca Dinamic, bolsa 10 kg.",jabón en polvo|baja espuma|10 kg|1112,ACTUALIZAR
1117,JABON LIQUIDO CELESTE CON BICARBONATO — 5 L,"Producto para ropa Jabon Liquido Celeste Con Bicarbonato, marca Dinamic, 5 L, listo para usar.","Jabón líquido celeste con bicarbonato, marca Dinamic, presentación 5 L.",jabón|litro|bidón|detergente|1117,ACTUALIZAR
1118,SHAMPOO T/SEDAL NACARADO (PH NEUTRO) — 5 L,"Producto de higiene Shampoo T/Sedal Nacarado (Ph Neutro), marca Dinamic, 5 L, listo para usar.","Shampoo tipo Sedal nacarado pH neutro, marca Dinamic, bidón 5 L.",shampoo|tipo sedal|nacarado|bidón|1118,ACTUALIZAR
1120,JABON LIQ. CELESTIAL PLUS C/MICROCAPSULAS B/E (FROTAR ROPA) — 5 L,"Producto para ropa Jabon Liq. Celestial Plus C/Microcapsulas B/E (Frotar Ropa), marca Dinamic, 5 L, listo para usar.","Jabón líquido Celestial Plus con microcápsulas para frotar, marca Dinamic, bidón 5 L.",jabón líquido|celestial plus|microcápsulas|bidón|1120,ACTUALIZAR
1125,JABON DE MANOS CREMOSO COCO — 5 L,"Producto de higiene Jabon De Manos Cremoso Coco, marca Dinamic, 5 L, listo para usar.","Jabón de manos cremoso coco, marca Dinamic, bidón 5 L.",jabón de manos|coco|bidón|1125,ACTUALIZAR
1130,JABON DE MANOS BEBE/NEW WHITE TRANSP. AZUL — 5 L,"Producto de higiene Jabon De Manos Bebe/New White Transp. Azul, marca Dinamic, 5 L, listo para usar.","Jabón de manos bebé New White transparente azul, marca Dinamic, bidón 5 L.",jabón de manos|new white|bebé|bidón|1130,ACTUALIZAR
1132,JABON DE MANOS ANTIBACTERIAL ESPADOL TRANSP. AMARILLO — 5 L,"Producto de higiene Jabon De Manos Antibacterial Espadol Transp. Amarillo, marca Dinamic, 5 L, listo para usar.","Jabón de manos antibacterial tipo Espadol, amarillo, marca Dinamic, bidón 5 L.",jabón de manos|espadol|antibacterial|bidón|1132,ACTUALIZAR
1133,PERFUMES P/TAPIZADOS AUTOS — 5 L,"Producto automotor Perfumes P/Tapizados Autos, marca Dinamic, 5 L, listo para usar.","Perfume para tapizados de autos, marca Dinamic, presentación 5 L.",perfume|fragancia|aromatizante|limpiador de tapizados|1133,ACTUALIZAR
1134,JABON DE MANOS CREMOSO DOVE — 5 L,"Producto de higiene Jabon De Manos Cremoso Dove, marca Dinamic, 5 L, listo para usar.","Jabón de manos cremoso tipo Dove, marca Dinamic, bidón 5 L.",jabón de manos|tipo dove|bidón|1134,ACTUALIZAR
1137,DET. LAVAVAJILLA NARANJA — 5 L,"Detergente lavavajillas Det. Lavavajilla Naranja, marca Dinamic, 5 L, listo para usar.","Detergente lavavajillas naranja, marca Dinamic, bidón 5 L.",detergente|lavavajillas|naranja|bidón|1137,ACTUALIZAR
1138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 5 L,"Detergente lavavajillas Det Gastronomico Especializado X3 Concentrado, marca Dinamic, 5 L, listo para usar.","Detergente gastronómico concentrado X3, marca Dinamic, bidón 5 L.",detergente|gastronómico|x3|bidón|1138,ACTUALIZAR
1146,ACEITE P/ANTORCHAS CON CITRONELLA — 5 L,"Producto de limpieza Aceite P/Antorchas Con Citronella, marca Dinamic, 5 L, listo para usar.","Aceite para antorchas con citronela, marca Dinamic, bidón 5 L.",aceite antorchas|citronela|bidón|1146,ACTUALIZAR
1147,JABON LIQ. PREMIUN PROFESIONAL . 10 % MATERIA ACTIVA — 5 L,"Producto para ropa Jabon Liq. Premiun Profesional . 10 % Materia, marca Dinamic, 5 L, listo para usar.","Jabón líquido profesional 10% materia activa, marca Dinamic, bidón 5 L.",jabón líquido|profesional|10%|bidón|1147,ACTUALIZAR
1154,DESENG. GASTROMICO C/ BASE DE TERPERNO (GRASA ANIMAL/VEGETAL) — 5 L,"Desengrasante Deseng. Gastromico C/ Base De Terperno (Grasa Animal/Vegetal), marca Dinamic, 5 L, dilución 1+1.","Desengrasante gastronómico base terpeno, grasa animal/vegetal, marca Dinamic, bidón 5 L.",desengrasante|gastronómico|terpeno|bidón|1154,ACTUALIZAR
1160,LIMPIADOR CONCENTRADO LECHOSO PROCENEX — 5 L,"Producto para pisos Limpiador Concentrado Lechoso Procenex, marca Dinamic, 5 L, dilución 1 LT + 60.","Limpiapisos concentrado lechoso tipo Procenex, marca Dinamic, bidón 5 L.",limpiapisos|procenex|lechoso|bidón|1160,ACTUALIZAR
1162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 5 L,"Producto automotor Limpiador Abrillantador De Metales (Inoxidable Y Aluminio), marca Dinamic, 5 L, listo para usar.","Limpiador abrillantador de metales para inoxidable y aluminio, marca Dinamic, 5 L.",limpiador|abrillantador|bidón|litro|1162,ACTUALIZAR
1164,JABON MANOS DESENGRASANTE P/ TALLERES — 5 L,"Producto automotor Jabon Manos Desengrasante P/ Talleres, marca Dinamic, 5 L, listo para usar.","Jabón desengrasante para manos, marca Dinamic, formato bidón de 5 L.",jabón|bidón|detergente|desengrasante|1164,ACTUALIZAR
1168,SUAVIZANTE AZUL — 5 L,"Producto para ropa Suavizante Azul, marca Dinamic, 5 L, listo para usar.","Suavizante líquido azul, marca Dinamic, presentación 5 L.",suavizante|bidón|litro|caja|1168,ACTUALIZAR
1170,LIMPIADOR CONCENTRADO CITRAL TRANSP. (VERDE) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO CITRAL TRANSP. (verde), marca Dinamic, 5 L, dilución 1 LT + 60.","Limpiador concentrado de citral transparente, marca Dinamic, presentación de 5 L.",limpiador|bidón|litro|código|tipo limpiador|1170,ACTUALIZAR
1171,DESMANCHADOR DE TELAS OXI -POWER LISTO — 5 L,"Producto para ropa Desmanchador De Telas Oxi -Power Listo, marca Dinamic, 5 L, listo para usar.","Desmanchador de telas Oxi-Power listo para usar, marca Dinamic, bidón 5 L.",desmanchador|oxi power|telas|bidón|1171,ACTUALIZAR
1174,SHAMPOO PARA PERROS (PH NEUTRO) — 5 L,"Producto de higiene Shampoo Para Perros (Ph Neutro), marca Dinamic, 5 L, listo para usar.","Shampoo para perros pH neutro, marca Dinamic, bidón 5 L.",shampoo perros|ph neutro|bidón|1174,ACTUALIZAR
1177,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 5 KG,"Producto para pileta Cloro Polvo Pote ( Disolucion Rapida), marca Dinamic, 5 KG, listo para usar.","Cloro granulado disolución rápida, marca Dinamiclor, pote 5 kg.",cloro polvo|granulado|pileta|dinamiclor|1177,ACTUALIZAR
1178,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 5 KG,"Producto para pileta Microbiocida ( Cloro Polvo 3 En 1 ), marca Dinamic, 5 KG, listo para usar.","Cloro en polvo microbiocida 3 en 1, marca Dinamiclor, pote 5 kg.",cloro polvo|3 en 1|pileta|dinamiclor|1178,ACTUALIZAR
1196,SUAVIZANTE LILA C/ MICROCAPSULAS (FROTAR ROPA) — 5 L,"Producto para ropa Suavizante Lila C/ Microcapsulas (Frotar Ropa), marca Dinamic, 5 L, listo para usar.","Suavizante lila con microcápsulas para frotar ropa, marca Dinamic, bidón 5 L.",suavizante|lila|microcápsulas|bidón|1196,ACTUALIZAR
12,JABON LIQUIDO C/SUAVI. LILA B/E — 20 L,"Producto para ropa Jabon Liquido C/Suavi. Lila B/E, marca Dinamic, 20 L, listo para usar.","Jabón líquido con suavizante, aroma lila, marca Dinamic, presentación 20 L.",jabón|suavizante|bidón|litro|detergente|12,ACTUALIZAR
1235,DET. LAVAVAJILLAS AROMA LIMON — 5 L,"Detergente lavavajillas Det. Lavavajillas Aroma Limon, marca Dinamic, 5 L, listo para usar.","Detergente lavavajillas aroma limón, marca Dinamic, bidón 5 L.",detergente|lavavajillas|limón|bidón|1235,ACTUALIZAR
1300,DESENGRASANTE MOTORES FORCE X PREMIUM — 5 L,"Producto automotor Desengrasante Motores Force X Premium, marca Dinamic, 5 L, listo para usar.","Desengrasante para motores Force X Premium, marca Dinamic, bidón 5 L.",desengrasante|motores|force x|bidón|1300,ACTUALIZAR
138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 20 L,"Detergente lavavajillas Det Gastronomico Especializado X3 Concentrado, marca Dinamic, 20 L, listo para usar.","Detergente concentrado especializado para gastronomía, marca Dinamic, presentación 20 L.",detergente|det|lavavajillas|código|bidón|litro|tipo X|138,ACTUALIZAR
150,DIFUSOR CON VARILLAS VAINILLA - VAINILLA/COCO - VAINILLA-LIMON - FRUTOS ROJOS - UVA - CHICLES - CITRICOS - LIMON - LAVANDA-LAVANDA/LIMON - BAMBU - VAINILLA/NARANJA - CONIGLIO — UNIDAD,"Aromatizante Difusor Con Varillas Vainilla - Vainilla/Coco - Vainilla-Limon, marca Dinamic, unidad, listo para usar.","Difusor con varillas, varios aromas, marca Dinamic, unidad.",difusor|varillas|aromatizante|vainilla|150,ACTUALIZAR
152,PERFUMANTE VEHICULO VAINILLA-LIMON-LAVANDA-CONIGLIO-VIVEX-UVA — UNIDAD,"Producto automotor Perfumante Vehiculo Vainilla-Limon-Lavanda-Coniglio-Vivex-Uva, marca Dinamic, unidad, listo para usar.","Perfumante para vehículo, varios aromas, marca Dinamic, unidad.",perfumante|auto|vainilla|coniglio|152,ACTUALIZAR
153,ESENCIA HORNILLO LAVANDA-LIMON-VAINILLA-FRUTILLA-DURAZNO-CANELA-MARINO — UNIDAD,"Aromatizante Esencia Hornillo Lavanda-Limon-Vainilla-Frutilla-Durazno-Canela-Marino, marca Dinamic, unidad, listo para usar.","Esencia para hornillo de lavanda, limón, vainilla, frutilla, durazno, canela y marino, unidad.",esencia|fragancia|aroma|hornillo|153,ACTUALIZAR
19,SUAVIZANTE AMARILLO — 20 L,"Producto para ropa Suavizante Amarillo, marca Dinamic, 20 L, listo para usar.","Suavizante amarillo, marca Dinamic, bidón 20 L.",suavizante|amarillo|bidón 20|19,ACTUALIZAR
