numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
22,Alimentos y Snacks,Alimentos y Snacks,5492619239862,3,22,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.408582,-64.163712,true
23,La Golosina de Oro,La Golosina de Oro,5493513952681,4,23,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.403551,-64.166378,true
24,El Almacén de la Dulzura,El Almacén de la Dulzura,5493414799650,1,24,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.407886,-64.164521,true
25,Dulces de la Abuela,Dulces de la Abuela,5492992500733,2,25,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.405162,-64.160806,true
26,La Tienda del Sabor,La Tienda del Sabor,5492615139305,3,26,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.408348,-64.163557,true
27,Sabor y Dulzura,Sabor y Dulzura,5492618861463,4,27,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.428472,-64.201341,true
28,El Rincón del Alimento,El Rincón del Alimento,5493812941974,1,28,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.428083,-64.204497,true
29,Dulces y Tentaciones,Dulces y Tentaciones,5493817404433,2,29,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.423323,-64.203438,true
30,Alimentos de Calidad,Alimentos de Calidad,5493419686914,3,30,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.423306,-64.207175,true
31,La Golosina Artesanal,La Golosina Artesanal,5493518648263,4,31,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.42803,-64.199676,true
32,El Sabor Cordobés,El Sabor Cordobés,5493516216782,1,32,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.427721,-64.199928,true
33,Dulces y Sabores,Dulces y Sabores,5492612780568,2,33,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.429983,-64.204464,true
34,La Casa de los Snacks,La Casa de los Snacks,5493582639964,3,34,jueves,viernes,"Zona ZONA SUROESTE - Mendiolaza - Córdoba, Argentina",Juan Pérez,0,3,-31.423836,-64.203618,true
35,El Mercado de Alimentos,El Mercado de Alimentos,5493814729528,4,35,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.426476,-64.185929,true
36,Dulce y Saludable,Dulce y Saludable,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.430035,-64.18288,true
37,La Tienda de la Golosina,La Tienda de la Golosina,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.424374,-64.184,true
38,Dulces y Comidas,Dulces y Comidas,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.425512,-64.188194,true
39,El Almacén de Golosinas,El Almacén de Golosinas,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.428512,-64.18704,true
40,Surtido de Dulces,Surtido de Dulces,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.423889,-64.186866,true
41,La Golosina del Barrio,La Golosina del Barrio,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.427465,-64.186018,true
42,Dulces y Más,Dulces y Más,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - La Calera - Córdoba, Argentina",Carlos López,2,4,-31.42238,-64.183105,true
43,El Rincón de los Snacks,El Rincón de los Snacks,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.428127,-64.166654,true
44,La Dulcería Cordobesa,La Dulcería Cordobesa,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.428587,-64.160305,true
45,Alimentos y Golosinas,Alimentos y Golosinas,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.425299,-64.164163,true
46,Dulces y Snacks,Dulces y Snacks,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.429998,-64.162471,true
47,La Casa de los Sabores,La Casa de los Sabores,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.42705,-64.167127,true
48,Dulces y Delicias,Dulces y Delicias,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.422462,-64.164276,true
49,El Surtido de Córdoba,El Surtido de Córdoba,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.430492,-64.167637,true
50,La Tienda de la Dulzura,La Tienda de la Dulzura,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - Valle Escondido - Córdoba, Argentina",Carlos López,2,5,-31.429884,-64.162641,true
