pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00047,25016,5493515971311,Tentaciones del Sabor,2026-03-31 14:04:52,entregado,31443.81,Pedido historico mock - Tentaciones del Sabor,true,false,1
P-00048,25016,5493515971311,Tentaciones del Sabor,2026-04-17 15:23:59,facturado,26519.72,Pedido historico mock - Tentaciones del Sabor,true,false,1
P-00049,25017,5492994228106,La Tienda de los Dulces,2026-03-21 16:56:08,entregado,33910.08,Pedido historico mock - La Tienda de los Dulces,true,false,2
P-00050,25017,5492994228106,La Tienda de los Dulces,2026-04-07 17:15:15,facturado,158872.89,Pedido historico mock - La Tienda de los Dulces,true,false,2
P-00051,25017,5492994228106,La Tienda de los Dulces,2026-04-24 08:34:22,confirmado,17390.64,Pedido historico mock - La Tienda de los Dulces,true,false,2
P-00052,25018,5492998718887,Dulces y Delicias,2026-03-28 09:07:31,facturado,9588.89,Pedido historico mock - Dulces y Delicias,true,false,3
P-00053,25018,5492998718887,Dulces y Delicias,2026-04-14 10:26:38,confirmado,5335.43,Pedido historico mock - Dulces y Delicias,true,false,3
P-00054,25018,5492998718887,Dulces y Delicias,2026-05-01 11:45:45,entregado,53261.30,Pedido historico mock - Dulces y Delicias,true,false,3
P-00055,25019,5492995028869,El Surtido Cordobés,2026-04-04 12:18:54,confirmado,52975.67,Pedido historico mock - El Surtido Cordobés,true,false,4
P-00056,25019,5492995028869,El Surtido Cordobés,2026-04-21 13:37:01,entregado,30396.34,Pedido historico mock - El Surtido Cordobés,true,false,4
P-00057,25019,5492995028869,El Surtido Cordobés,2026-05-08 14:56:08,facturado,21687.19,Pedido historico mock - El Surtido Cordobés,true,false,4
P-00058,25020,5493517304254,La Casa de la Golosina,2026-04-11 15:29:17,entregado,93688.30,Pedido historico mock - La Casa de la Golosina,true,false,1
P-00059,25020,5493517304254,La Casa de la Golosina,2026-04-28 16:48:24,facturado,2773.74,Pedido historico mock - La Casa de la Golosina,true,false,1
P-00060,25020,5493517304254,La Casa de la Golosina,2026-05-15 17:07:31,confirmado,21322.20,Pedido historico mock - La Casa de la Golosina,true,false,1
P-00061,25021,5493416986538,Dulce y Salado,2026-04-18 08:40:40,facturado,25587.95,Pedido historico mock - Dulce y Salado,true,false,2
P-00062,25021,5493416986538,Dulce y Salado,2026-05-05 09:59:47,confirmado,88172.31,Pedido historico mock - Dulce y Salado,true,false,2
P-00063,25021,5493416986538,Dulce y Salado,2026-05-22 10:18:54,entregado,56812.08,Pedido historico mock - Dulce y Salado,true,false,2
P-00064,25022,5492619239862,Alimentos y Snacks,2026-04-25 11:51:03,confirmado,24828.49,Pedido historico mock - Alimentos y Snacks,true,false,3
P-00065,25022,5492619239862,Alimentos y Snacks,2026-05-12 12:10:10,entregado,32163.06,Pedido historico mock - Alimentos y Snacks,true,false,3
P-00066,25022,5492619239862,Alimentos y Snacks,2026-05-29 13:29:17,facturado,3016.04,Pedido historico mock - Alimentos y Snacks,true,false,3
P-00067,25023,5493513952681,La Golosina de Oro,2026-05-02 14:02:26,entregado,61126.19,Pedido historico mock - La Golosina de Oro,true,false,4
P-00068,25023,5493513952681,La Golosina de Oro,2026-05-19 15:21:33,facturado,236177.95,Pedido historico mock - La Golosina de Oro,true,false,4
P-00069,25023,5493513952681,La Golosina de Oro,2026-03-05 16:40:40,confirmado,33541.75,Pedido historico mock - La Golosina de Oro,true,false,4
P-00070,25024,5493414799650,El Almacén de la Dulzura,2026-05-09 17:13:49,facturado,64194.30,Pedido historico mock - El Almacén de la Dulzura,true,false,1
P-00071,25024,5493414799650,El Almacén de la Dulzura,2026-05-26 08:32:56,confirmado,14125.33,Pedido historico mock - El Almacén de la Dulzura,true,false,1
P-00072,25024,5493414799650,El Almacén de la Dulzura,2026-03-12 09:51:03,entregado,32456.51,Pedido historico mock - El Almacén de la Dulzura,true,false,1
P-00073,25025,5492992500733,Dulces de la Abuela,2026-05-16 10:24:12,confirmado,43252.32,Pedido historico mock - Dulces de la Abuela,true,false,2
P-00074,25025,5492992500733,Dulces de la Abuela,2026-03-02 11:43:19,entregado,10791.65,Pedido historico mock - Dulces de la Abuela,true,false,2
P-00075,25025,5492992500733,Dulces de la Abuela,2026-03-19 12:02:26,facturado,182188.98,Pedido historico mock - Dulces de la Abuela,true,false,2
P-00076,25026,5492615139305,La Tienda del Sabor,2026-05-23 13:35:35,entregado,49717.94,Pedido historico mock - La Tienda del Sabor,true,false,3
P-00077,25026,5492615139305,La Tienda del Sabor,2026-03-09 14:54:42,facturado,68565.21,Pedido historico mock - La Tienda del Sabor,true,false,3
P-00078,25026,5492615139305,La Tienda del Sabor,2026-03-26 15:13:49,confirmado,49972.16,Pedido historico mock - La Tienda del Sabor,true,false,3
P-00079,25027,5492618861463,Sabor y Dulzura,2026-05-30 16:46:58,facturado,133195.61,Pedido historico mock - Sabor y Dulzura,true,false,4
P-00080,25027,5492618861463,Sabor y Dulzura,2026-03-16 17:05:05,confirmado,111473.32,Pedido historico mock - Sabor y Dulzura,true,false,4
P-00081,25027,5492618861463,Sabor y Dulzura,2026-04-02 08:24:12,entregado,52937.75,Pedido historico mock - Sabor y Dulzura,true,false,4
P-00082,25028,5493812941974,El Rincón del Alimento,2026-03-06 09:57:21,confirmado,24121.97,Pedido historico mock - El Rincón del Alimento,true,false,1
P-00083,25028,5493812941974,El Rincón del Alimento,2026-03-23 10:16:28,entregado,15603.45,Pedido historico mock - El Rincón del Alimento,true,false,1
P-00084,25028,5493812941974,El Rincón del Alimento,2026-04-09 11:35:35,facturado,58946.19,Pedido historico mock - El Rincón del Alimento,true,false,1
P-00085,25029,5493817404433,Dulces y Tentaciones,2026-03-13 12:08:44,entregado,46015.98,Pedido historico mock - Dulces y Tentaciones,true,false,2
P-00086,25029,5493817404433,Dulces y Tentaciones,2026-03-30 13:27:51,facturado,29195.14,Pedido historico mock - Dulces y Tentaciones,true,false,2
P-00087,25029,5493817404433,Dulces y Tentaciones,2026-04-16 14:46:58,confirmado,200201.81,Pedido historico mock - Dulces y Tentaciones,true,false,2
P-00088,25030,5493419686914,Alimentos de Calidad,2026-03-20 15:19:07,facturado,29506.24,Pedido historico mock - Alimentos de Calidad,true,false,3
P-00089,25030,5493419686914,Alimentos de Calidad,2026-04-06 16:38:14,confirmado,22407.46,Pedido historico mock - Alimentos de Calidad,true,false,3
P-00090,25030,5493419686914,Alimentos de Calidad,2026-04-23 17:57:21,entregado,172781.42,Pedido historico mock - Alimentos de Calidad,true,false,3
P-00091,25031,5493518648263,La Golosina Artesanal,2026-03-27 08:30:30,confirmado,10794.21,Pedido historico mock - La Golosina Artesanal,true,false,4
P-00092,25031,5493518648263,La Golosina Artesanal,2026-04-13 09:49:37,entregado,58439.52,Pedido historico mock - La Golosina Artesanal,true,false,4
P-00093,25031,5493518648263,La Golosina Artesanal,2026-04-30 10:08:44,facturado,164203.87,Pedido historico mock - La Golosina Artesanal,true,false,4
P-00094,25032,5493516216782,El Sabor Cordobés,2026-04-03 11:41:53,entregado,366879.17,Pedido historico mock - El Sabor Cordobés,true,false,1
P-00095,25032,5493516216782,El Sabor Cordobés,2026-04-20 12:00:00,facturado,21547.42,Pedido historico mock - El Sabor Cordobés,true,false,1
P-00096,25032,5493516216782,El Sabor Cordobés,2026-05-07 13:19:07,confirmado,52745.09,Pedido historico mock - El Sabor Cordobés,true,false,1
P-00097,25033,5492612780568,Dulces y Sabores,2026-04-10 14:52:16,facturado,8455.64,Pedido historico mock - Dulces y Sabores,true,false,2
P-00098,25033,5492612780568,Dulces y Sabores,2026-04-27 15:11:23,confirmado,208907.10,Pedido historico mock - Dulces y Sabores,true,false,2
P-00099,25033,5492612780568,Dulces y Sabores,2026-05-14 16:30:30,entregado,2661.15,Pedido historico mock - Dulces y Sabores,true,false,2
P-00100,25034,5493582639964,La Casa de los Snacks,2026-04-17 17:03:39,confirmado,52542.77,Pedido historico mock - La Casa de los Snacks,true,false,3
P-00101,25034,5493582639964,La Casa de los Snacks,2026-05-04 08:22:46,entregado,205655.88,Pedido historico mock - La Casa de los Snacks,true,false,3
P-00102,25034,5493582639964,La Casa de los Snacks,2026-05-21 09:41:53,facturado,6923.22,Pedido historico mock - La Casa de los Snacks,true,false,3
P-00103,25035,5493814729528,El Mercado de Alimentos,2026-04-24 10:14:02,entregado,62128.01,Pedido historico mock - El Mercado de Alimentos,true,false,4
P-00104,25035,5493814729528,El Mercado de Alimentos,2026-05-11 11:33:09,facturado,133028.87,Pedido historico mock - El Mercado de Alimentos,true,false,4
P-00105,25035,5493814729528,El Mercado de Alimentos,2026-05-28 12:52:16,confirmado,58622.19,Pedido historico mock - El Mercado de Alimentos,true,false,4
P-00106,25036,5493876922419,Dulce y Saludable,2026-05-01 13:25:25,facturado,3174.10,Pedido historico mock - Dulce y Saludable,true,false,1
P-00107,25036,5493876922419,Dulce y Saludable,2026-05-18 14:44:32,confirmado,5626.68,Pedido historico mock - Dulce y Saludable,true,false,1
P-00108,25036,5493876922419,Dulce y Saludable,2026-03-04 15:03:39,entregado,14395.36,Pedido historico mock - Dulce y Saludable,true,false,1
P-00109,25037,5492618889598,La Tienda de la Golosina,2026-05-08 16:36:48,confirmado,2661.15,Pedido historico mock - La Tienda de la Golosina,true,false,2
P-00110,25037,5492618889598,La Tienda de la Golosina,2026-05-25 17:55:55,entregado,81727.36,Pedido historico mock - La Tienda de la Golosina,true,false,2
P-00111,25037,5492618889598,La Tienda de la Golosina,2026-03-11 08:14:02,facturado,8891.68,Pedido historico mock - La Tienda de la Golosina,true,false,2
P-00112,25038,5492615021286,Dulces y Comidas,2026-05-15 09:47:11,entregado,17671.00,Pedido historico mock - Dulces y Comidas,true,false,3
P-00113,25038,5492615021286,Dulces y Comidas,2026-03-01 10:06:18,facturado,48218.52,Pedido historico mock - Dulces y Comidas,true,false,3
P-00114,25038,5492615021286,Dulces y Comidas,2026-03-18 11:25:25,confirmado,22160.45,Pedido historico mock - Dulces y Comidas,true,false,3
P-00115,25039,5493813520000,El Almacén de Golosinas,2026-05-22 12:58:34,facturado,11429.75,Pedido historico mock - El Almacén de Golosinas,true,false,4
P-00116,25039,5493813520000,El Almacén de Golosinas,2026-03-08 13:17:41,confirmado,37962.45,Pedido historico mock - El Almacén de Golosinas,true,false,4
P-00117,25039,5493813520000,El Almacén de Golosinas,2026-03-25 14:36:48,entregado,32067.41,Pedido historico mock - El Almacén de Golosinas,true,false,4
P-00118,25040,5492997489876,Surtido de Dulces,2026-05-29 15:09:57,confirmado,26136.02,Pedido historico mock - Surtido de Dulces,true,false,1
P-00119,25040,5492997489876,Surtido de Dulces,2026-03-15 16:28:04,entregado,65553.72,Pedido historico mock - Surtido de Dulces,true,false,1
P-00120,25040,5492997489876,Surtido de Dulces,2026-04-01 17:47:11,facturado,49302.49,Pedido historico mock - Surtido de Dulces,true,false,1
P-00121,0,5492612928724,Alimentos y Golosinas,2026-03-05 08:20:20,entregado,54522.82,Pedido historico mock - Alimentos y Golosinas,true,false,2
P-00122,0,5492612928724,Alimentos y Golosinas,2026-03-22 09:39:27,facturado,7628.90,Pedido historico mock - Alimentos y Golosinas,true,false,2
P-00123,0,5492612928724,Alimentos y Golosinas,2026-04-08 10:58:34,confirmado,20017.20,Pedido historico mock - Alimentos y Golosinas,true,false,2
P-00124,0,5492617236955,La Dulcería Cordobesa,2026-03-12 11:31:43,facturado,210690.78,Pedido historico mock - La Dulcería Cordobesa,true,false,1
P-00125,0,5492617236955,La Dulcería Cordobesa,2026-03-29 12:50:50,confirmado,14127.59,Pedido historico mock - La Dulcería Cordobesa,true,false,1
P-00126,0,5492617236955,La Dulcería Cordobesa,2026-04-15 13:09:57,entregado,42630.47,Pedido historico mock - La Dulcería Cordobesa,true,false,1
P-00127,0,5492617413812,El Rincón de los Snacks,2026-03-19 14:42:06,confirmado,47784.99,Pedido historico mock - El Rincón de los Snacks,true,false,4
P-00128,0,5492617413812,El Rincón de los Snacks,2026-04-05 15:01:13,entregado,65168.30,Pedido historico mock - El Rincón de los Snacks,true,false,4
P-00129,0,5492617413812,El Rincón de los Snacks,2026-04-22 16:20:20,facturado,7276.93,Pedido historico mock - El Rincón de los Snacks,true,false,4
P-00130,0,5492998066543,La Tienda de la Dulzura,2026-03-26 17:53:29,entregado,66912.53,Pedido historico mock - La Tienda de la Dulzura,true,false,3
P-00131,0,5492998066543,La Tienda de la Dulzura,2026-04-12 08:12:36,facturado,2378.69,Pedido historico mock - La Tienda de la Dulzura,true,false,3
P-00132,0,5492998066543,La Tienda de la Dulzura,2026-04-29 09:31:43,confirmado,43691.30,Pedido historico mock - La Tienda de la Dulzura,true,false,3
P-00133,0,5492999435946,Dulces y Snacks,2026-04-02 10:04:52,facturado,19830.80,Pedido historico mock - Dulces y Snacks,true,false,3
P-00134,0,5492999435946,Dulces y Snacks,2026-04-19 11:23:59,confirmado,173666.38,Pedido historico mock - Dulces y Snacks,true,false,3
P-00135,0,5492999435946,Dulces y Snacks,2026-05-06 12:42:06,entregado,40928.59,Pedido historico mock - Dulces y Snacks,true,false,3
P-00136,0,5493416524997,Dulces y Delicias,2026-04-09 13:15:15,confirmado,9375.75,Pedido historico mock - Dulces y Delicias,true,false,1
P-00137,0,5493416524997,Dulces y Delicias,2026-04-26 14:34:22,entregado,49555.45,Pedido historico mock - Dulces y Delicias,true,false,1
P-00138,0,5493416524997,Dulces y Delicias,2026-05-13 15:53:29,facturado,38509.02,Pedido historico mock - Dulces y Delicias,true,false,1
P-00139,0,5493517632424,La Casa de los Sabores,2026-04-16 16:26:38,entregado,86715.75,Pedido historico mock - La Casa de los Sabores,true,false,4
P-00140,0,5493517632424,La Casa de los Sabores,2026-05-03 17:45:45,facturado,22440.40,Pedido historico mock - La Casa de los Sabores,true,false,4
P-00141,0,5493517632424,La Casa de los Sabores,2026-05-20 08:04:52,confirmado,11599.18,Pedido historico mock - La Casa de los Sabores,true,false,4
P-00142,0,5493519107005,La Golosina del Barrio,2026-04-23 09:37:01,facturado,66810.95,Pedido historico mock - La Golosina del Barrio,true,false,2
P-00143,0,5493519107005,La Golosina del Barrio,2026-05-10 10:56:08,confirmado,3617.52,Pedido historico mock - La Golosina del Barrio,true,false,2
P-00144,0,5493519107005,La Golosina del Barrio,2026-05-27 11:15:15,entregado,14799.02,Pedido historico mock - La Golosina del Barrio,true,false,2
P-00145,0,5493874104594,Dulces y Más,2026-04-30 12:48:24,confirmado,50794.22,Pedido historico mock - Dulces y Más,true,false,3
P-00146,0,5493874104594,Dulces y Más,2026-05-17 13:07:31,entregado,299967.23,Pedido historico mock - Dulces y Más,true,false,3
P-00147,0,5493874104594,Dulces y Más,2026-03-03 14:26:38,facturado,10191.51,Pedido historico mock - Dulces y Más,true,false,3
P-00148,0,5493876499570,El Surtido de Córdoba,2026-05-07 15:59:47,entregado,2539.28,Pedido historico mock - El Surtido de Córdoba,true,false,2
P-00149,0,5493876499570,El Surtido de Córdoba,2026-05-24 16:18:54,facturado,56687.56,Pedido historico mock - El Surtido de Córdoba,true,false,2
P-00150,0,5493876499570,El Surtido de Córdoba,2026-03-10 17:37:01,confirmado,12480.34,Pedido historico mock - El Surtido de Córdoba,true,false,2
P-00151,25001,5493587905250,Dulces y Salados,2026-07-16 11:15:00,abierto,31165.85,Pedido abierto mock - Dulces y Salados,true,true,2
P-00152,25002,5493582641213,La Golosina Feliz,2026-07-16 11:15:13,pendiente,68236.25,Pedido abierto mock - La Golosina Feliz,true,true,3
P-00153,25003,5492991227644,Alimentos del Barrio,2026-07-16 11:15:26,abierto,60545.60,Pedido abierto mock - Alimentos del Barrio,true,true,4
P-00154,25004,5493418277249,Sabor a Casa,2026-07-16 11:15:39,pendiente,38376.08,Pedido abierto mock - Sabor a Casa,true,true,1
P-00155,25005,5493587747641,Dulce Tentación,2026-07-16 11:15:52,abierto,119912.75,Pedido abierto mock - Dulce Tentación,true,true,2
P-00156,25006,5492614053074,El Rincón de la Golosina,2026-07-16 11:15:05,pendiente,107792.28,Pedido abierto mock - El Rincón de la Golosina,true,true,3
P-00157,25007,5493514079279,Golosinas y Snacks,2026-07-16 11:15:18,abierto,1181.69,Pedido abierto mock - Golosinas y Snacks,true,true,4
