numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
32,Proveeduría Microcentro,Proveeduría Microcentro,5493516216782,1,32,jueves,viernes,"Zona ZONA OESTE - Laguna del Junco - Concordia, Entre Ríos, Argentina",Mariana Acosta,1,3,-31.403831,-58.033508,true
33,Autoservicio Junco,Autoservicio Junco,5492612780568,2,33,jueves,viernes,"Zona ZONA OESTE - Laguna del Junco - Concordia, Entre Ríos, Argentina",Mariana Acosta,1,3,-31.406093,-58.038044,true
34,Despensa Parque,Despensa Parque,5493582639964,3,34,jueves,viernes,"Zona ZONA OESTE - Laguna del Junco - Concordia, Entre Ríos, Argentina",Mariana Acosta,1,3,-31.399946,-58.037198,true
35,Fiambrería Unión Quesos,Fiambrería Unión Quesos,5493814729528,4,35,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.402586,-58.019509,true
36,Almacén El Progreso,Almacén El Progreso,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.406145,-58.01646,true
37,Minimarket Las Palmas,Minimarket Las Palmas,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.400484,-58.01758,true
38,Proveeduría Ruta 14,Proveeduría Ruta 14,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.401622,-58.021774,true
39,Autoservicio Colinas,Autoservicio Colinas,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.404622,-58.02062,true
40,Despensa Barrio Sur,Despensa Barrio Sur,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.399999,-58.020446,true
41,Fiambrería Bierzo,Fiambrería Bierzo,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.403575,-58.019598,true
42,Almacén Doña Marta,Almacén Doña Marta,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - Villa Zorraquín - Concordia, Entre Ríos, Argentina",Diego Benítez,2,4,-31.39849,-58.016685,true
43,Minimarket San Antonio,Minimarket San Antonio,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.404237,-58.000234,true
44,Proveeduría Costa Sur,Proveeduría Costa Sur,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.404697,-57.993885,true
45,Autoservicio El Mirador,Autoservicio El Mirador,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.401409,-57.997743,true
46,Despensa La Ribera,Despensa La Ribera,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.406108,-57.996051,true
47,Fiambrería Spalen,Fiambrería Spalen,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.40316,-58.000707,true
48,Almacén Los Pinos,Almacén Los Pinos,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.398572,-57.997856,true
49,Rotisería El Trébol,Rotisería El Trébol,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.406602,-58.001217,true
50,Minimarket Villa del Lago,Minimarket Villa del Lago,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - Barrio Belgrano - Concordia, Entre Ríos, Argentina",Diego Benítez,2,5,-31.405994,-57.996221,true
