pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00059,25020,5493517304254,Autoservicio Av. San Martín,2026-04-28 16:48:24,facturado,6277.12,Pedido historico mock - Autoservicio Av. San Martín,true,false,1
P-00060,25020,5493517304254,Autoservicio Av. San Martín,2026-05-15 17:07:31,confirmado,18900.00,Pedido historico mock - Autoservicio Av. San Martín,true,false,1
P-00061,25021,5493416986538,Despensa Barrio Norte,2026-04-18 08:40:40,facturado,7618.04,Pedido historico mock - Despensa Barrio Norte,true,false,2
P-00062,25021,5493416986538,Despensa Barrio Norte,2026-05-05 09:59:47,confirmado,62766.18,Pedido historico mock - Despensa Barrio Norte,true,false,2
P-00063,25021,5493416986538,Despensa Barrio Norte,2026-05-22 10:18:54,entregado,5679.44,Pedido historico mock - Despensa Barrio Norte,true,false,2
P-00064,25022,5492619239862,Fiambrería Fox Express,2026-04-25 11:51:03,confirmado,9796.79,Pedido historico mock - Fiambrería Fox Express,true,false,3
P-00065,25022,5492619239862,Fiambrería Fox Express,2026-05-12 12:10:10,entregado,140965.38,Pedido historico mock - Fiambrería Fox Express,true,false,3
P-00066,25022,5492619239862,Fiambrería Fox Express,2026-05-29 13:29:17,facturado,5279.01,Pedido historico mock - Fiambrería Fox Express,true,false,3
P-00067,25023,5493513952681,Almacén Tres Esquinas,2026-05-02 14:02:26,entregado,30071.07,Pedido historico mock - Almacén Tres Esquinas,true,false,4
P-00068,25023,5493513952681,Almacén Tres Esquinas,2026-05-19 15:21:33,facturado,142288.69,Pedido historico mock - Almacén Tres Esquinas,true,false,4
P-00069,25023,5493513952681,Almacén Tres Esquinas,2026-03-05 16:40:40,confirmado,81309.77,Pedido historico mock - Almacén Tres Esquinas,true,false,4
P-00070,25024,5493414799650,Proveeduría El Faro,2026-05-09 17:13:49,facturado,19668.58,Pedido historico mock - Proveeduría El Faro,true,false,1
P-00071,25024,5493414799650,Proveeduría El Faro,2026-05-26 08:32:56,confirmado,178647.90,Pedido historico mock - Proveeduría El Faro,true,false,1
P-00072,25024,5493414799650,Proveeduría El Faro,2026-03-12 09:51:03,entregado,10015.24,Pedido historico mock - Proveeduría El Faro,true,false,1
P-00073,25025,5492992500733,Minimarket Villa Nueva,2026-05-16 10:24:12,confirmado,6277.12,Pedido historico mock - Minimarket Villa Nueva,true,false,2
P-00074,25025,5492992500733,Minimarket Villa Nueva,2026-03-02 11:43:19,entregado,90336.45,Pedido historico mock - Minimarket Villa Nueva,true,false,2
P-00075,25025,5492992500733,Minimarket Villa Nueva,2026-03-19 12:02:26,facturado,15392.91,Pedido historico mock - Minimarket Villa Nueva,true,false,2
P-00076,25026,5492615139305,Autoservicio Costanera,2026-05-23 13:35:35,entregado,154960.07,Pedido historico mock - Autoservicio Costanera,true,false,3
P-00077,25026,5492615139305,Autoservicio Costanera,2026-03-09 14:54:42,facturado,4535.85,Pedido historico mock - Autoservicio Costanera,true,false,3
P-00078,25026,5492615139305,Autoservicio Costanera,2026-03-26 15:13:49,confirmado,92765.73,Pedido historico mock - Autoservicio Costanera,true,false,3
P-00079,25027,5492618861463,Despensa La Estación,2026-05-30 16:46:58,facturado,53603.20,Pedido historico mock - Despensa La Estación,true,false,4
P-00080,25027,5492618861463,Despensa La Estación,2026-03-16 17:05:05,confirmado,28484.41,Pedido historico mock - Despensa La Estación,true,false,4
P-00081,25027,5492618861463,Despensa La Estación,2026-04-02 08:24:12,entregado,1506.08,Pedido historico mock - Despensa La Estación,true,false,4
P-00082,25028,5493812941974,Fiambrería La Paulina Sur,2026-03-06 09:57:21,confirmado,38933.82,Pedido historico mock - Fiambrería La Paulina Sur,true,false,1
P-00083,25028,5493812941974,Fiambrería La Paulina Sur,2026-03-23 10:16:28,entregado,22098.55,Pedido historico mock - Fiambrería La Paulina Sur,true,false,1
P-00084,25028,5493812941974,Fiambrería La Paulina Sur,2026-04-09 11:35:35,facturado,100579.45,Pedido historico mock - Fiambrería La Paulina Sur,true,false,1
P-00085,25029,5493817404433,Almacén Los Álamos,2026-03-13 12:08:44,entregado,223245.18,Pedido historico mock - Almacén Los Álamos,true,false,2
P-00086,25029,5493817404433,Almacén Los Álamos,2026-03-30 13:27:51,facturado,66176.21,Pedido historico mock - Almacén Los Álamos,true,false,2
P-00087,25029,5493817404433,Almacén Los Álamos,2026-04-16 14:46:58,confirmado,36474.02,Pedido historico mock - Almacén Los Álamos,true,false,2
P-00088,25030,5493419686914,Rotisería Entre Ríos,2026-03-20 15:19:07,facturado,158454.21,Pedido historico mock - Rotisería Entre Ríos,true,false,3
P-00089,25030,5493419686914,Rotisería Entre Ríos,2026-04-06 16:38:14,confirmado,7508.73,Pedido historico mock - Rotisería Entre Ríos,true,false,3
P-00090,25030,5493419686914,Rotisería Entre Ríos,2026-04-23 17:57:21,entregado,112482.02,Pedido historico mock - Rotisería Entre Ríos,true,false,3
P-00091,25031,5493518648263,Minimarket Salto,2026-03-27 08:30:30,confirmado,2380.00,Pedido historico mock - Minimarket Salto,true,false,4
P-00092,25031,5493518648263,Minimarket Salto,2026-04-13 09:49:37,entregado,19217.81,Pedido historico mock - Minimarket Salto,true,false,4
P-00093,25031,5493518648263,Minimarket Salto,2026-04-30 10:08:44,facturado,5513.08,Pedido historico mock - Minimarket Salto,true,false,4
P-00094,25032,5493516216782,Proveeduría Microcentro,2026-04-03 11:41:53,entregado,10957.76,Pedido historico mock - Proveeduría Microcentro,true,false,1
P-00095,25032,5493516216782,Proveeduría Microcentro,2026-04-20 12:00:00,facturado,22062.63,Pedido historico mock - Proveeduría Microcentro,true,false,1
P-00096,25032,5493516216782,Proveeduría Microcentro,2026-05-07 13:19:07,confirmado,13545.53,Pedido historico mock - Proveeduría Microcentro,true,false,1
P-00097,25033,5492612780568,Autoservicio Junco,2026-04-10 14:52:16,facturado,12195.06,Pedido historico mock - Autoservicio Junco,true,false,2
P-00098,25033,5492612780568,Autoservicio Junco,2026-04-27 15:11:23,confirmado,39566.98,Pedido historico mock - Autoservicio Junco,true,false,2
P-00099,25033,5492612780568,Autoservicio Junco,2026-05-14 16:30:30,entregado,46354.20,Pedido historico mock - Autoservicio Junco,true,false,2
P-00100,25034,5493582639964,Despensa Parque,2026-04-17 17:03:39,confirmado,63469.74,Pedido historico mock - Despensa Parque,true,false,3
P-00101,25034,5493582639964,Despensa Parque,2026-05-04 08:22:46,entregado,98448.01,Pedido historico mock - Despensa Parque,true,false,3
P-00102,25034,5493582639964,Despensa Parque,2026-05-21 09:41:53,facturado,18156.86,Pedido historico mock - Despensa Parque,true,false,3
P-00103,25035,5493814729528,Fiambrería Unión Quesos,2026-04-24 10:14:02,entregado,58829.43,Pedido historico mock - Fiambrería Unión Quesos,true,false,4
P-00104,25035,5493814729528,Fiambrería Unión Quesos,2026-05-11 11:33:09,facturado,16306.91,Pedido historico mock - Fiambrería Unión Quesos,true,false,4
P-00105,25035,5493814729528,Fiambrería Unión Quesos,2026-05-28 12:52:16,confirmado,76200.10,Pedido historico mock - Fiambrería Unión Quesos,true,false,4
P-00106,25036,5493876922419,Almacén El Progreso,2026-05-01 13:25:25,facturado,60453.83,Pedido historico mock - Almacén El Progreso,true,false,1
P-00107,25036,5493876922419,Almacén El Progreso,2026-05-18 14:44:32,confirmado,18027.01,Pedido historico mock - Almacén El Progreso,true,false,1
P-00108,25036,5493876922419,Almacén El Progreso,2026-03-04 15:03:39,entregado,27351.44,Pedido historico mock - Almacén El Progreso,true,false,1
P-00109,25037,5492618889598,Minimarket Las Palmas,2026-05-08 16:36:48,confirmado,7559.75,Pedido historico mock - Minimarket Las Palmas,true,false,2
P-00110,25037,5492618889598,Minimarket Las Palmas,2026-05-25 17:55:55,entregado,89174.69,Pedido historico mock - Minimarket Las Palmas,true,false,2
P-00111,25037,5492618889598,Minimarket Las Palmas,2026-03-11 08:14:02,facturado,126016.53,Pedido historico mock - Minimarket Las Palmas,true,false,2
P-00112,25038,5492615021286,Proveeduría Ruta 14,2026-05-15 09:47:11,entregado,24358.68,Pedido historico mock - Proveeduría Ruta 14,true,false,3
P-00113,25038,5492615021286,Proveeduría Ruta 14,2026-03-01 10:06:18,facturado,85578.48,Pedido historico mock - Proveeduría Ruta 14,true,false,3
P-00114,25038,5492615021286,Proveeduría Ruta 14,2026-03-18 11:25:25,confirmado,40429.85,Pedido historico mock - Proveeduría Ruta 14,true,false,3
P-00115,25039,5493813520000,Autoservicio Colinas,2026-05-22 12:58:34,facturado,152806.16,Pedido historico mock - Autoservicio Colinas,true,false,4
P-00116,25039,5493813520000,Autoservicio Colinas,2026-03-08 13:17:41,confirmado,13188.30,Pedido historico mock - Autoservicio Colinas,true,false,4
P-00117,25039,5493813520000,Autoservicio Colinas,2026-03-25 14:36:48,entregado,109264.35,Pedido historico mock - Autoservicio Colinas,true,false,4
P-00118,25040,5492997489876,Despensa Barrio Sur,2026-05-29 15:09:57,confirmado,69299.46,Pedido historico mock - Despensa Barrio Sur,true,false,1
P-00119,25040,5492997489876,Despensa Barrio Sur,2026-03-15 16:28:04,entregado,220247.40,Pedido historico mock - Despensa Barrio Sur,true,false,1
P-00120,25040,5492997489876,Despensa Barrio Sur,2026-04-01 17:47:11,facturado,22800.00,Pedido historico mock - Despensa Barrio Sur,true,false,1
P-00121,0,5492612928724,Autoservicio El Mirador,2026-03-05 08:20:20,entregado,62534.36,Pedido historico mock - Autoservicio El Mirador,true,false,2
P-00122,0,5492612928724,Autoservicio El Mirador,2026-03-22 09:39:27,facturado,43136.85,Pedido historico mock - Autoservicio El Mirador,true,false,2
P-00123,0,5492612928724,Autoservicio El Mirador,2026-04-08 10:58:34,confirmado,34395.09,Pedido historico mock - Autoservicio El Mirador,true,false,2
P-00124,0,5492617236955,Proveeduría Costa Sur,2026-03-12 11:31:43,facturado,1428.50,Pedido historico mock - Proveeduría Costa Sur,true,false,1
P-00125,0,5492617236955,Proveeduría Costa Sur,2026-03-29 12:50:50,confirmado,36400.30,Pedido historico mock - Proveeduría Costa Sur,true,false,1
P-00126,0,5492617236955,Proveeduría Costa Sur,2026-04-15 13:09:57,entregado,22401.12,Pedido historico mock - Proveeduría Costa Sur,true,false,1
P-00127,0,5492617413812,Minimarket San Antonio,2026-03-19 14:42:06,confirmado,3029.46,Pedido historico mock - Minimarket San Antonio,true,false,4
P-00128,0,5492617413812,Minimarket San Antonio,2026-04-05 15:01:13,entregado,75097.42,Pedido historico mock - Minimarket San Antonio,true,false,4
P-00129,0,5492617413812,Minimarket San Antonio,2026-04-22 16:20:20,facturado,51702.97,Pedido historico mock - Minimarket San Antonio,true,false,4
P-00130,0,5492998066543,Minimarket Villa del Lago,2026-03-26 17:53:29,entregado,42516.37,Pedido historico mock - Minimarket Villa del Lago,true,false,3
P-00131,0,5492998066543,Minimarket Villa del Lago,2026-04-12 08:12:36,facturado,14001.80,Pedido historico mock - Minimarket Villa del Lago,true,false,3
P-00132,0,5492998066543,Minimarket Villa del Lago,2026-04-29 09:31:43,confirmado,126581.10,Pedido historico mock - Minimarket Villa del Lago,true,false,3
P-00133,0,5492999435946,Despensa La Ribera,2026-04-02 10:04:52,facturado,135301.40,Pedido historico mock - Despensa La Ribera,true,false,3
P-00134,0,5492999435946,Despensa La Ribera,2026-04-19 11:23:59,confirmado,14784.28,Pedido historico mock - Despensa La Ribera,true,false,3
P-00135,0,5492999435946,Despensa La Ribera,2026-05-06 12:42:06,entregado,194029.38,Pedido historico mock - Despensa La Ribera,true,false,3
P-00136,0,5493416524997,Almacén Los Pinos,2026-04-09 13:15:15,confirmado,44300.33,Pedido historico mock - Almacén Los Pinos,true,false,1
P-00137,0,5493416524997,Almacén Los Pinos,2026-04-26 14:34:22,entregado,39202.28,Pedido historico mock - Almacén Los Pinos,true,false,1
P-00138,0,5493416524997,Almacén Los Pinos,2026-05-13 15:53:29,facturado,137491.47,Pedido historico mock - Almacén Los Pinos,true,false,1
P-00139,0,5493517632424,Fiambrería Spalen,2026-04-16 16:26:38,entregado,83998.20,Pedido historico mock - Fiambrería Spalen,true,false,4
P-00140,0,5493517632424,Fiambrería Spalen,2026-05-03 17:45:45,facturado,10691.36,Pedido historico mock - Fiambrería Spalen,true,false,4
P-00141,0,5493517632424,Fiambrería Spalen,2026-05-20 08:04:52,confirmado,32292.73,Pedido historico mock - Fiambrería Spalen,true,false,4
P-00142,0,5493519107005,Fiambrería Bierzo,2026-04-23 09:37:01,facturado,7891.77,Pedido historico mock - Fiambrería Bierzo,true,false,2
P-00143,0,5493519107005,Fiambrería Bierzo,2026-05-10 10:56:08,confirmado,209148.75,Pedido historico mock - Fiambrería Bierzo,true,false,2
P-00144,0,5493519107005,Fiambrería Bierzo,2026-05-27 11:15:15,entregado,2884.18,Pedido historico mock - Fiambrería Bierzo,true,false,2
P-00145,0,5493874104594,Almacén Doña Marta,2026-04-30 12:48:24,confirmado,44640.00,Pedido historico mock - Almacén Doña Marta,true,false,3
P-00146,0,5493874104594,Almacén Doña Marta,2026-05-17 13:07:31,entregado,22283.64,Pedido historico mock - Almacén Doña Marta,true,false,3
P-00147,0,5493874104594,Almacén Doña Marta,2026-03-03 14:26:38,facturado,50383.05,Pedido historico mock - Almacén Doña Marta,true,false,3
P-00148,0,5493876499570,Rotisería El Trébol,2026-05-07 15:59:47,entregado,62074.82,Pedido historico mock - Rotisería El Trébol,true,false,2
P-00149,0,5493876499570,Rotisería El Trébol,2026-05-24 16:18:54,facturado,57628.56,Pedido historico mock - Rotisería El Trébol,true,false,2
P-00150,0,5493876499570,Rotisería El Trébol,2026-03-10 17:37:01,confirmado,99407.61,Pedido historico mock - Rotisería El Trébol,true,false,2
P-00151,25001,5493587905250,Almacén Don Julio,2026-08-10 11:15:00,abierto,75146.03,Pedido abierto mock - Almacén Don Julio | ancla marca_lider Cremigal + promo fase2,true,true,2
P-00152,25002,5493582641213,Despensa La Costanera,2026-08-10 11:15:13,pendiente,23688.00,Pedido abierto mock - Despensa La Costanera,true,true,3
P-00153,25003,5492991227644,Fiambrería El Paraná,2026-08-10 11:15:26,abierto,19659.86,Pedido abierto mock - Fiambrería El Paraná,true,true,4
P-00154,25004,5493418277249,Minimarket Concordia Sur,2026-08-10 11:15:39,pendiente,18126.91,Pedido abierto mock - Minimarket Concordia Sur,true,true,1
P-00155,25005,5493587747641,Autoservicio Salto Grande,2026-08-10 11:15:52,abierto,104764.62,Pedido abierto mock - Autoservicio Salto Grande,true,true,2
P-00156,25006,5492614053074,Proveeduría Villa Adela,2026-08-10 11:15:05,pendiente,23462.31,Pedido abierto mock - Proveeduría Villa Adela,true,true,3
P-00157,25007,5493514079279,Almacén Los Naranjos,2026-08-10 11:15:18,abierto,183620.82,Pedido abierto mock - Almacén Los Naranjos,true,true,4
