numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
30,Rotisería Punilla Sur,Rotisería Punilla Sur,5493419686914,3,30,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.430716,-64.521555,true
31,Minimarket El Faro,Minimarket El Faro,5493518648263,4,31,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.43544,-64.514056,true
32,Proveeduría Sol y Río,Proveeduría Sol y Río,5493516216782,1,32,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.435131,-64.514308,true
33,Autoservicio Las Casuarinas,Autoservicio Las Casuarinas,5492612780568,2,33,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.437393,-64.518844,true
34,Despensa Río San Antonio,Despensa Río San Antonio,5493582639964,3,34,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.431246,-64.517998,true
35,Fiambrería Dánica Point,Fiambrería Dánica Point,5493814729528,4,35,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.433886,-64.500309,true
36,Almacén El Progreso,Almacén El Progreso,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.437445,-64.49726,true
37,Minimarket Villa del Lago Sur,Minimarket Villa del Lago Sur,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.431784,-64.49838,true
38,Proveeduría Centro Comercial,Proveeduría Centro Comercial,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.432922,-64.502574,true
39,Autoservicio Avenida España,Autoservicio Avenida España,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.435922,-64.50142,true
40,Despensa Barrio Norte,Despensa Barrio Norte,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.431299,-64.501246,true
41,Fiambrería La Tirolesa,Fiambrería La Tirolesa,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.434875,-64.500398,true
42,Almacén Los Nogales,Almacén Los Nogales,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - Villa Parque Síquiman - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,4,-31.42979,-64.497485,true
43,Rotisería Villa Carlos Paz,Rotisería Villa Carlos Paz,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.435537,-64.481034,true
44,Minimarket El Lago,Minimarket El Lago,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.435997,-64.474685,true
45,Proveeduría Ruta 38,Proveeduría Ruta 38,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.432709,-64.478543,true
46,Autoservicio Colinas,Autoservicio Colinas,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.437408,-64.476851,true
47,Despensa Parque Nacional,Despensa Parque Nacional,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.43446,-64.481507,true
48,Fiambrería Unión Quesos,Fiambrería Unión Quesos,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.429872,-64.478656,true
49,Almacén Doña Marta,Almacén Doña Marta,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.437902,-64.482017,true
50,Minimarket San Antonio,Minimarket San Antonio,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - Estancia Vieja - Villa Carlos Paz, Córdoba, Argentina",Paula Sosa,2,5,-31.437294,-64.477021,true
