numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
18,Aluminio y Plásticos,Aluminio y Plásticos,5492998718887,3,18,martes,miercoles,"Zona ZONA NORTE - Barrio 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,1,-26.818748,-65.200991,true
19,Telgopor y Más,Telgopor y Más,5492995028869,4,19,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.816119,-65.187878,true
20,Descarte Fácil,Descarte Fácil,5493517304254,1,20,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.815828,-65.182636,true
21,Pack & Go,Pack & Go,5493416986538,2,21,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.823432,-65.185133,true
22,Bandejas de Cartón,Bandejas de Cartón,5492619239862,3,22,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.822262,-65.184102,true
23,Vasos Desechables,Vasos Desechables,5493513952681,4,23,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.817231,-65.186768,true
24,Bolsas Ecológicas,Bolsas Ecológicas,5493414799650,1,24,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.821566,-65.184911,true
25,Aluminio Premium,Aluminio Premium,5492992500733,2,25,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.818842,-65.181196,true
26,Telgopor Tucumán,Telgopor Tucumán,5492615139305,3,26,miercoles,jueves,"Zona ZONA NORESTE - Barrio Villa 9 de Julio - San Miguel de Tucumán, Tucumán, Argentina",María González,1,2,-26.822028,-65.183947,true
27,Envases de Plástico,Envases de Plástico,5492618861463,4,27,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.842152,-65.221731,true
28,Bandejas para Delivery,Bandejas para Delivery,5493812941974,1,28,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.841763,-65.224887,true
29,Vasos de Papel,Vasos de Papel,5493817404433,2,29,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.837003,-65.223828,true
30,Bolsas de Polietileno,Bolsas de Polietileno,5493419686914,3,30,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.836986,-65.227565,true
31,Aluminio para Parrilla,Aluminio para Parrilla,5493518648263,4,31,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.84171,-65.220066,true
32,Telgopor para Comida,Telgopor para Comida,5493516216782,1,32,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.841401,-65.220318,true
33,Descarte Rápido,Descarte Rápido,5492612780568,2,33,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.843663,-65.224854,true
34,Pack Gourmet,Pack Gourmet,5493582639964,3,34,jueves,viernes,"Zona ZONA SUROESTE - Barrio San Martín - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,3,-26.837516,-65.224008,true
35,Bandejas para Catering,Bandejas para Catering,5493814729528,4,35,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.840156,-65.206319,true
36,Vasos de Plástico,Vasos de Plástico,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.843715,-65.20327,true
37,Bolsas de Papel,Bolsas de Papel,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.838054,-65.20439,true
38,Aluminio y Cartón,Aluminio y Cartón,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.839192,-65.208584,true
39,Telgopor para Eventos,Telgopor para Eventos,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.842192,-65.20743,true
40,Descarte Eficiente,Descarte Eficiente,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.837569,-65.207256,true
41,Pack Rápido,Pack Rápido,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.841145,-65.206408,true
42,Bandejas de Aluminio,Bandejas de Aluminio,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - Barrio La Florida - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,4,-26.83606,-65.203495,true
43,Vasos Biodegradables,Vasos Biodegradables,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.841807,-65.187044,true
44,Bolsas de Tela,Bolsas de Tela,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.842267,-65.180695,true
45,Aluminio para Catering,Aluminio para Catering,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.838979,-65.184553,true
46,Telgopor para Delivery,Telgopor para Delivery,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.843678,-65.182861,true
47,Descarte Sostenible,Descarte Sostenible,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.84073,-65.187517,true
48,Pack Familiar,Pack Familiar,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.836142,-65.184666,true
49,Bandejas de Cartón Reciclado,Bandejas de Cartón Reciclado,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.844172,-65.188027,true
50,Vasos de Cartón,Vasos de Cartón,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - Barrio Lomas de Tafí - San Miguel de Tucumán, Tucumán, Argentina",Carlos Fernández,2,5,-26.843564,-65.183031,true
