pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00071,25024,5493414799650,Fiambres La Tradición,2026-05-26 08:32:56,confirmado,186450.00,Pedido historico mock - Fiambres La Tradición,true,false,1
P-00072,25024,5493414799650,Fiambres La Tradición,2026-03-12 09:51:03,entregado,384520.00,Pedido historico mock - Fiambres La Tradición,true,false,1
P-00073,25025,5492992500733,Carnicería El Rincón,2026-05-16 10:24:12,confirmado,251820.00,Pedido historico mock - Carnicería El Rincón,true,false,2
P-00074,25025,5492992500733,Carnicería El Rincón,2026-03-02 11:43:19,entregado,84060.00,Pedido historico mock - Carnicería El Rincón,true,false,2
P-00075,25025,5492992500733,Carnicería El Rincón,2026-03-19 12:02:26,facturado,402800.00,Pedido historico mock - Carnicería El Rincón,true,false,2
P-00076,25026,5492615139305,Embutidos Don Carlos,2026-05-23 13:35:35,entregado,1262960.00,Pedido historico mock - Embutidos Don Carlos,true,false,3
P-00077,25026,5492615139305,Embutidos Don Carlos,2026-03-09 14:54:42,facturado,259400.00,Pedido historico mock - Embutidos Don Carlos,true,false,3
P-00078,25026,5492615139305,Embutidos Don Carlos,2026-03-26 15:13:49,confirmado,171660.00,Pedido historico mock - Embutidos Don Carlos,true,false,3
P-00079,25027,5492618861463,Frigorífico Observatorio,2026-05-30 16:46:58,facturado,47920.00,Pedido historico mock - Frigorífico Observatorio,true,false,4
P-00080,25027,5492618861463,Frigorífico Observatorio,2026-03-16 17:05:05,confirmado,109010.00,Pedido historico mock - Frigorífico Observatorio,true,false,4
P-00081,25027,5492618861463,Frigorífico Observatorio,2026-04-02 08:24:12,entregado,78400.00,Pedido historico mock - Frigorífico Observatorio,true,false,4
P-00082,25028,5493812941974,Carnicería El Pionero,2026-03-06 09:57:21,confirmado,48320.00,Pedido historico mock - Carnicería El Pionero,true,false,1
P-00083,25028,5493812941974,Carnicería El Pionero,2026-03-23 10:16:28,entregado,241760.00,Pedido historico mock - Carnicería El Pionero,true,false,1
P-00084,25028,5493812941974,Carnicería El Pionero,2026-04-09 11:35:35,facturado,52990.00,Pedido historico mock - Carnicería El Pionero,true,false,1
P-00085,25029,5493817404433,Chacinados El Rancho,2026-03-13 12:08:44,entregado,53330.00,Pedido historico mock - Chacinados El Rancho,true,false,2
P-00086,25029,5493817404433,Chacinados El Rancho,2026-03-30 13:27:51,facturado,101480.00,Pedido historico mock - Chacinados El Rancho,true,false,2
P-00087,25029,5493817404433,Chacinados El Rancho,2026-04-16 14:46:58,confirmado,56040.00,Pedido historico mock - Chacinados El Rancho,true,false,2
P-00088,25030,5493419686914,Carnicería La Cañada,2026-03-20 15:19:07,facturado,382190.00,Pedido historico mock - Carnicería La Cañada,true,false,3
P-00089,25030,5493419686914,Carnicería La Cañada,2026-04-06 16:38:14,confirmado,586620.00,Pedido historico mock - Carnicería La Cañada,true,false,3
P-00090,25030,5493419686914,Carnicería La Cañada,2026-04-23 17:57:21,entregado,2750.00,Pedido historico mock - Carnicería La Cañada,true,false,3
P-00091,25031,5493518648263,Elaboradora Don Rafael,2026-03-27 08:30:30,confirmado,357890.00,Pedido historico mock - Elaboradora Don Rafael,true,false,4
P-00092,25031,5493518648263,Elaboradora Don Rafael,2026-04-13 09:49:37,entregado,75360.00,Pedido historico mock - Elaboradora Don Rafael,true,false,4
P-00093,25031,5493518648263,Elaboradora Don Rafael,2026-04-30 10:08:44,facturado,296400.00,Pedido historico mock - Elaboradora Don Rafael,true,false,4
P-00094,25032,5493516216782,Carnicería El Cruce,2026-04-03 11:41:53,entregado,501880.00,Pedido historico mock - Carnicería El Cruce,true,false,1
P-00095,25032,5493516216782,Carnicería El Cruce,2026-04-20 12:00:00,facturado,84960.00,Pedido historico mock - Carnicería El Cruce,true,false,1
P-00096,25032,5493516216782,Carnicería El Cruce,2026-05-07 13:19:07,confirmado,222510.00,Pedido historico mock - Carnicería El Cruce,true,false,1
P-00097,25033,5492612780568,Fiambres El Nativo,2026-04-10 14:52:16,facturado,353970.00,Pedido historico mock - Fiambres El Nativo,true,false,2
P-00098,25033,5492612780568,Fiambres El Nativo,2026-04-27 15:11:23,confirmado,71330.00,Pedido historico mock - Fiambres El Nativo,true,false,2
P-00099,25033,5492612780568,Fiambres El Nativo,2026-05-14 16:30:30,entregado,45760.00,Pedido historico mock - Fiambres El Nativo,true,false,2
P-00100,25034,5493582639964,Carnicería Las Sierras,2026-04-17 17:03:39,confirmado,295400.00,Pedido historico mock - Carnicería Las Sierras,true,false,3
P-00101,25034,5493582639964,Carnicería Las Sierras,2026-05-04 08:22:46,entregado,200310.00,Pedido historico mock - Carnicería Las Sierras,true,false,3
P-00102,25034,5493582639964,Carnicería Las Sierras,2026-05-21 09:41:53,facturado,443870.00,Pedido historico mock - Carnicería Las Sierras,true,false,3
P-00103,25035,5493814729528,Embutidos El Algarrobo,2026-04-24 10:14:02,entregado,242030.00,Pedido historico mock - Embutidos El Algarrobo,true,false,4
P-00104,25035,5493814729528,Embutidos El Algarrobo,2026-05-11 11:33:09,facturado,26760.00,Pedido historico mock - Embutidos El Algarrobo,true,false,4
P-00105,25035,5493814729528,Embutidos El Algarrobo,2026-05-28 12:52:16,confirmado,528800.00,Pedido historico mock - Embutidos El Algarrobo,true,false,4
P-00106,25036,5493876922419,Frigorífico Villa El Libertador,2026-05-01 13:25:25,facturado,369200.00,Pedido historico mock - Frigorífico Villa El Libertador,true,false,1
P-00107,25036,5493876922419,Frigorífico Villa El Libertador,2026-05-18 14:44:32,confirmado,111200.00,Pedido historico mock - Frigorífico Villa El Libertador,true,false,1
P-00108,25036,5493876922419,Frigorífico Villa El Libertador,2026-03-04 15:03:39,entregado,1329270.00,Pedido historico mock - Frigorífico Villa El Libertador,true,false,1
P-00109,25037,5492618889598,Carnicería El Encuentro,2026-05-08 16:36:48,confirmado,64480.00,Pedido historico mock - Carnicería El Encuentro,true,false,2
P-00110,25037,5492618889598,Carnicería El Encuentro,2026-05-25 17:55:55,entregado,61510.00,Pedido historico mock - Carnicería El Encuentro,true,false,2
P-00111,25037,5492618889598,Carnicería El Encuentro,2026-03-11 08:14:02,facturado,754300.00,Pedido historico mock - Carnicería El Encuentro,true,false,2
P-00112,25038,5492615021286,Chacinados La Chacra,2026-05-15 09:47:11,entregado,350720.00,Pedido historico mock - Chacinados La Chacra,true,false,3
P-00113,25038,5492615021286,Chacinados La Chacra,2026-03-01 10:06:18,facturado,290790.00,Pedido historico mock - Chacinados La Chacra,true,false,3
P-00114,25038,5492615021286,Chacinados La Chacra,2026-03-18 11:25:25,confirmado,1084400.00,Pedido historico mock - Chacinados La Chacra,true,false,3
P-00115,25039,5493813520000,Carnicería Don Juan,2026-05-22 12:58:34,facturado,118100.00,Pedido historico mock - Carnicería Don Juan,true,false,4
P-00116,25039,5493813520000,Carnicería Don Juan,2026-03-08 13:17:41,confirmado,52550.00,Pedido historico mock - Carnicería Don Juan,true,false,4
P-00117,25039,5493813520000,Carnicería Don Juan,2026-03-25 14:36:48,entregado,76160.00,Pedido historico mock - Carnicería Don Juan,true,false,4
P-00118,25040,5492997489876,Sala de Desposte El Corral,2026-05-29 15:09:57,confirmado,95260.00,Pedido historico mock - Sala de Desposte El Corral,true,false,1
P-00119,25040,5492997489876,Sala de Desposte El Corral,2026-03-15 16:28:04,entregado,655700.00,Pedido historico mock - Sala de Desposte El Corral,true,false,1
P-00120,25040,5492997489876,Sala de Desposte El Corral,2026-04-01 17:47:11,facturado,227370.00,Pedido historico mock - Sala de Desposte El Corral,true,false,1
P-00121,0,5492612928724,Elaboradora El Portal,2026-03-05 08:20:20,entregado,468220.00,Pedido historico mock - Elaboradora El Portal,true,false,2
P-00122,0,5492612928724,Elaboradora El Portal,2026-03-22 09:39:27,facturado,274080.00,Pedido historico mock - Elaboradora El Portal,true,false,2
P-00123,0,5492612928724,Elaboradora El Portal,2026-04-08 10:58:34,confirmado,395760.00,Pedido historico mock - Elaboradora El Portal,true,false,2
P-00124,0,5492617236955,Carnicería La Cumbre,2026-03-12 11:31:43,facturado,42750.00,Pedido historico mock - Carnicería La Cumbre,true,false,1
P-00125,0,5492617236955,Carnicería La Cumbre,2026-03-29 12:50:50,confirmado,313070.00,Pedido historico mock - Carnicería La Cumbre,true,false,1
P-00126,0,5492617236955,Carnicería La Cumbre,2026-04-15 13:09:57,entregado,174990.00,Pedido historico mock - Carnicería La Cumbre,true,false,1
P-00127,0,5492617413812,Fiambres Don Roberto,2026-03-19 14:42:06,confirmado,17780.00,Pedido historico mock - Fiambres Don Roberto,true,false,4
P-00128,0,5492617413812,Fiambres Don Roberto,2026-04-05 15:01:13,entregado,165530.00,Pedido historico mock - Fiambres Don Roberto,true,false,4
P-00129,0,5492617413812,Fiambres Don Roberto,2026-04-22 16:20:20,facturado,26840.00,Pedido historico mock - Fiambres Don Roberto,true,false,4
P-00130,0,5492998066543,Embutidos La Arboleda,2026-03-26 17:53:29,entregado,55020.00,Pedido historico mock - Embutidos La Arboleda,true,false,3
P-00131,0,5492998066543,Embutidos La Arboleda,2026-04-12 08:12:36,facturado,68180.00,Pedido historico mock - Embutidos La Arboleda,true,false,3
P-00132,0,5492998066543,Embutidos La Arboleda,2026-04-29 09:31:43,confirmado,91480.00,Pedido historico mock - Embutidos La Arboleda,true,false,3
P-00133,0,5492999435946,Carnicería Las Flores,2026-04-02 10:04:52,facturado,9570.00,Pedido historico mock - Carnicería Las Flores,true,false,3
P-00134,0,5492999435946,Carnicería Las Flores,2026-04-19 11:23:59,confirmado,259220.00,Pedido historico mock - Carnicería Las Flores,true,false,3
P-00135,0,5492999435946,Carnicería Las Flores,2026-05-06 12:42:06,entregado,11420.00,Pedido historico mock - Carnicería Las Flores,true,false,3
P-00136,0,5493416524997,Carnicería El Paraíso,2026-04-09 13:15:15,confirmado,344410.00,Pedido historico mock - Carnicería El Paraíso,true,false,1
P-00137,0,5493416524997,Carnicería El Paraíso,2026-04-26 14:34:22,entregado,11500.00,Pedido historico mock - Carnicería El Paraíso,true,false,1
P-00138,0,5493416524997,Carnicería El Paraíso,2026-05-13 15:53:29,facturado,21040.00,Pedido historico mock - Carnicería El Paraíso,true,false,1
P-00139,0,5493517632424,Chacinados El Nogal,2026-04-16 16:26:38,entregado,79340.00,Pedido historico mock - Chacinados El Nogal,true,false,4
P-00140,0,5493517632424,Chacinados El Nogal,2026-05-03 17:45:45,facturado,59180.00,Pedido historico mock - Chacinados El Nogal,true,false,4
P-00141,0,5493517632424,Chacinados El Nogal,2026-05-20 08:04:52,confirmado,764450.00,Pedido historico mock - Chacinados El Nogal,true,false,4
P-00142,0,5493519107005,Embutidos La Unión,2026-04-23 09:37:01,facturado,31560.00,Pedido historico mock - Embutidos La Unión,true,false,2
P-00143,0,5493519107005,Embutidos La Unión,2026-05-10 10:56:08,confirmado,148550.00,Pedido historico mock - Embutidos La Unión,true,false,2
P-00144,0,5493519107005,Embutidos La Unión,2026-05-27 11:15:15,entregado,955880.00,Pedido historico mock - Embutidos La Unión,true,false,2
P-00145,0,5493874104594,Carnicería El Sauce,2026-04-30 12:48:24,confirmado,376600.00,Pedido historico mock - Carnicería El Sauce,true,false,3
P-00146,0,5493874104594,Carnicería El Sauce,2026-05-17 13:07:31,entregado,242580.00,Pedido historico mock - Carnicería El Sauce,true,false,3
P-00147,0,5493874104594,Carnicería El Sauce,2026-03-03 14:26:38,facturado,11490.00,Pedido historico mock - Carnicería El Sauce,true,false,3
P-00148,0,5493876499570,Frigorífico General Paz,2026-05-07 15:59:47,entregado,228630.00,Pedido historico mock - Frigorífico General Paz,true,false,2
P-00149,0,5493876499570,Frigorífico General Paz,2026-05-24 16:18:54,facturado,125570.00,Pedido historico mock - Frigorífico General Paz,true,false,2
P-00150,0,5493876499570,Frigorífico General Paz,2026-03-10 17:37:01,confirmado,462170.00,Pedido historico mock - Frigorífico General Paz,true,false,2
P-00151,25001,5493587905250,Carnicería Don Julio Altamira,2026-08-20 11:15:00,abierto,10290.00,Pedido abierto mock - promo Fase 2 - Carnicería Don Julio Altamira,true,true,2
P-00152,25002,5493582641213,Frigorífico San Vicente SRL,2026-08-20 11:15:13,pendiente,120440.00,Pedido abierto mock - Frigorífico San Vicente SRL,true,true,3
P-00153,25003,5492991227644,Embutidos El Criollo,2026-08-20 11:15:26,abierto,981840.00,Pedido abierto mock - Embutidos El Criollo,true,true,4
P-00154,25004,5493418277249,Chacinados La Estancia,2026-08-20 11:15:39,pendiente,201920.00,Pedido abierto mock - Chacinados La Estancia,true,true,1
P-00155,25005,5493587747641,Sala de Desposte Yofre,2026-08-20 11:15:52,abierto,49900.00,Pedido abierto mock - Sala de Desposte Yofre,true,true,2
P-00156,25006,5492614053074,Fiambres Don Pedro,2026-08-20 11:15:05,pendiente,288140.00,Pedido abierto mock - Fiambres Don Pedro,true,true,3
P-00157,25007,5493514079279,Carnicería El Gaucho,2026-08-20 11:15:18,abierto,83100.00,Pedido abierto mock - Carnicería El Gaucho,true,true,4
