id,cliente_id,fecha,items,total,estado,origen,is_mock
11,5,2026-06-25 09:55:13,"[{""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 2, ""precio_unitario"": 12500.0}, {""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 1, ""precio_unitario"": 55100.0}, {""product_code"": ""426"", ""nombre"": ""FACTURA RECTANGULAR CRUDA CONGELADA"", ""cantidad"": 3, ""precio_unitario"": 69300.0}, {""product_code"": ""422"", ""nombre"": ""MEDIALUNA C/ MANTECA SALADA"", ""cantidad"": 4, ""precio_unitario"": 74650.0}]",586600.0,entregado,whatsapp,True
12,5,2026-06-25 09:55:13,"[{""product_code"": ""449"", ""nombre"": ""CRIOLLO COMÚN CON CHICHARRÓN x 11kg"", ""cantidad"": 3, ""precio_unitario"": 45600.0}, {""product_code"": ""440"", ""nombre"": ""PAN BAGUETTE CRUDO CONGELADO x 7kg*"", ""cantidad"": 2, ""precio_unitario"": 18000.0}]",172800.0,entregado,whatsapp,True
13,6,2026-06-09 09:55:13,"[{""product_code"": ""430"", ""nombre"": ""CHIPACA DE GRASA x 5kg*"", ""cantidad"": 2, ""precio_unitario"": 31400.0}, {""product_code"": ""443"", ""nombre"": ""TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 5, ""precio_unitario"": 19220.0}, {""product_code"": ""424"", ""nombre"": ""CRIOLLO COMÚN HEXAGONAL x 11kg*"", ""cantidad"": 5, ""precio_unitario"": 45600.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 3, ""precio_unitario"": 18000.0}]",440900.0,entregado,whatsapp,True
14,6,2026-04-25 09:55:13,"[{""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 2, ""precio_unitario"": 43000.0}, {""product_code"": ""440"", ""nombre"": ""PAN BAGUETTE CRUDO CONGELADO x 7kg*"", ""cantidad"": 2, ""precio_unitario"": 18000.0}, {""product_code"": ""428"", ""nombre"": ""PAN BAGUETTE PRECOCIDO x 30un."", ""cantidad"": 5, ""precio_unitario"": 13300.0}, {""product_code"": ""427"", ""nombre"": ""CHIPÁ x 5kg*"", ""cantidad"": 4, ""precio_unitario"": 133300.0}]",721700.0,entregado,whatsapp,True
15,6,2026-07-18 09:55:13,"[{""product_code"": ""422-MIX"", ""nombre"": ""FACTURA MIXTA"", ""cantidad"": 2, ""precio_unitario"": 64200.0}, {""product_code"": ""443"", ""nombre"": ""TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 4, ""precio_unitario"": 19220.0}]",205280.0,entregado,whatsapp,True
16,7,2026-06-10 09:55:13,"[{""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 3, ""precio_unitario"": 18000.0}, {""product_code"": ""430"", ""nombre"": ""CHIPACA DE GRASA x 5kg*"", ""cantidad"": 5, ""precio_unitario"": 31400.0}, {""product_code"": ""435"", ""nombre"": ""PAN MIGNON CRUDO CONGELADO x 14kg*"", ""cantidad"": 1, ""precio_unitario"": 35000.0}]",246000.0,entregado,whatsapp,True
17,7,2026-05-03 09:55:13,"[{""product_code"": ""422-MIX"", ""nombre"": ""FACTURA MIXTA"", ""cantidad"": 1, ""precio_unitario"": 64200.0}, {""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 3, ""precio_unitario"": 12500.0}, {""product_code"": ""424"", ""nombre"": ""CRIOLLO COMÚN HEXAGONAL x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 45600.0}, {""product_code"": ""426"", ""nombre"": ""FACTURA RECTANGULAR CRUDA CONGELADA"", ""cantidad"": 2, ""precio_unitario"": 69300.0}]",422700.0,entregado,whatsapp,True
18,8,2026-07-29 09:55:13,"[{""product_code"": ""424"", ""nombre"": ""CRIOLLO COMÚN HEXAGONAL x 11kg*"", ""cantidad"": 1, ""precio_unitario"": 45600.0}, {""product_code"": ""435"", ""nombre"": ""PAN MIGNON CRUDO CONGELADO x 14kg*"", ""cantidad"": 3, ""precio_unitario"": 35000.0}, {""product_code"": ""448"", ""nombre"": ""HOJALDRITOS ESPECIALES x 5kg"", ""cantidad"": 5, ""precio_unitario"": 24600.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 5, ""precio_unitario"": 18000.0}]",363600.0,entregado,whatsapp,True
19,8,2026-07-04 09:55:13,"[{""product_code"": ""427"", ""nombre"": ""CHIPÁ x 5kg*"", ""cantidad"": 5, ""precio_unitario"": 133300.0}, {""product_code"": ""448"", ""nombre"": ""HOJALDRITOS ESPECIALES x 5kg"", ""cantidad"": 5, ""precio_unitario"": 24600.0}]",789500.0,entregado,whatsapp,True
20,8,2026-07-29 09:55:13,"[{""product_code"": ""426"", ""nombre"": ""FACTURA RECTANGULAR CRUDA CONGELADA"", ""cantidad"": 3, ""precio_unitario"": 69300.0}, {""product_code"": ""433"", ""nombre"": ""PAN TREBOLIN SALVADO PRECOCIDO x3kg"", ""cantidad"": 3, ""precio_unitario"": 12500.0}, {""product_code"": ""421"", ""nombre"": ""MEDIALUNA CON MANTECA"", ""cantidad"": 2, ""precio_unitario"": 74650.0}, {""product_code"": ""422-MIX"", ""nombre"": ""FACTURA MIXTA"", ""cantidad"": 1, ""precio_unitario"": 64200.0}]",458900.0,entregado,whatsapp,True
21,9,2026-05-18 09:55:13,"[{""product_code"": ""415"", ""nombre"": ""PAN MIGNON PRECOCIDO X 18un."", ""cantidad"": 1, ""precio_unitario"": 13300.0}, {""product_code"": ""433"", ""nombre"": ""PAN TREBOLIN SALVADO PRECOCIDO x3kg"", ""cantidad"": 5, ""precio_unitario"": 12500.0}]",75800.0,entregado,whatsapp,True
22,9,2026-04-22 09:55:13,"[{""product_code"": ""443"", ""nombre"": ""TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 5, ""precio_unitario"": 19220.0}, {""product_code"": ""433"", ""nombre"": ""PAN TREBOLIN SALVADO PRECOCIDO x3kg"", ""cantidad"": 2, ""precio_unitario"": 12500.0}]",121100.0,entregado,whatsapp,True
23,10,2026-05-23 09:55:13,"[{""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 3, ""precio_unitario"": 43000.0}, {""product_code"": ""449"", ""nombre"": ""CRIOLLO COMÚN CON CHICHARRÓN x 11kg"", ""cantidad"": 4, ""precio_unitario"": 45600.0}, {""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 3, ""precio_unitario"": 12500.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 4, ""precio_unitario"": 18000.0}]",420900.0,entregado,whatsapp,True
24,10,2026-05-24 09:55:13,"[{""product_code"": ""422-MIX"", ""nombre"": ""FACTURA MIXTA"", ""cantidad"": 1, ""precio_unitario"": 64200.0}, {""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 3, ""precio_unitario"": 55100.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 1, ""precio_unitario"": 18000.0}]",247500.0,entregado,whatsapp,True
25,10,2026-05-15 09:55:13,"[{""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 1, ""precio_unitario"": 55100.0}, {""product_code"": ""440"", ""nombre"": ""PAN BAGUETTE CRUDO CONGELADO x 7kg*"", ""cantidad"": 1, ""precio_unitario"": 18000.0}, {""product_code"": ""442"", ""nombre"": ""BAGUETTE SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 2, ""precio_unitario"": 19220.0}, {""product_code"": ""421"", ""nombre"": ""MEDIALUNA CON MANTECA"", ""cantidad"": 1, ""precio_unitario"": 74650.0}]",186190.0,entregado,whatsapp,True
26,11,2026-06-17 09:55:13,"[{""product_code"": ""435"", ""nombre"": ""PAN MIGNON CRUDO CONGELADO x 14kg*"", ""cantidad"": 3, ""precio_unitario"": 35000.0}, {""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 55100.0}]",325400.0,entregado,whatsapp,True
27,11,2026-07-02 09:55:13,"[{""product_code"": ""443"", ""nombre"": ""TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 2, ""precio_unitario"": 19220.0}, {""product_code"": ""440"", ""nombre"": ""PAN BAGUETTE CRUDO CONGELADO x 7kg*"", ""cantidad"": 4, ""precio_unitario"": 18000.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 4, ""precio_unitario"": 18000.0}, {""product_code"": ""433"", ""nombre"": ""PAN TREBOLIN SALVADO PRECOCIDO x3kg"", ""cantidad"": 2, ""precio_unitario"": 12500.0}]",207440.0,entregado,whatsapp,True
28,12,2026-07-17 09:55:13,"[{""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 4, ""precio_unitario"": 43000.0}, {""product_code"": ""427"", ""nombre"": ""CHIPÁ x 5kg*"", ""cantidad"": 1, ""precio_unitario"": 133300.0}, {""product_code"": ""442"", ""nombre"": ""BAGUETTE SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 1, ""precio_unitario"": 19220.0}, {""product_code"": ""440"", ""nombre"": ""PAN BAGUETTE CRUDO CONGELADO x 7kg*"", ""cantidad"": 1, ""precio_unitario"": 18000.0}]",342520.0,entregado,whatsapp,True
29,12,2026-06-08 09:55:13,"[{""product_code"": ""426"", ""nombre"": ""FACTURA RECTANGULAR CRUDA CONGELADA"", ""cantidad"": 2, ""precio_unitario"": 69300.0}, {""product_code"": ""422-MIX"", ""nombre"": ""FACTURA MIXTA"", ""cantidad"": 5, ""precio_unitario"": 64200.0}, {""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 55100.0}, {""product_code"": ""449"", ""nombre"": ""CRIOLLO COMÚN CON CHICHARRÓN x 11kg"", ""cantidad"": 2, ""precio_unitario"": 45600.0}]",771200.0,entregado,whatsapp,True
30,13,2026-07-06 09:55:13,"[{""product_code"": ""430"", ""nombre"": ""CHIPACA DE GRASA x 5kg*"", ""cantidad"": 4, ""precio_unitario"": 31400.0}, {""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 5, ""precio_unitario"": 55100.0}, {""product_code"": ""415"", ""nombre"": ""PAN MIGNON PRECOCIDO X 18un."", ""cantidad"": 1, ""precio_unitario"": 13300.0}]",414400.0,entregado,whatsapp,True
31,13,2026-07-23 09:55:13,"[{""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 2, ""precio_unitario"": 12500.0}, {""product_code"": ""421"", ""nombre"": ""MEDIALUNA CON MANTECA"", ""cantidad"": 4, ""precio_unitario"": 74650.0}, {""product_code"": ""415"", ""nombre"": ""PAN MIGNON PRECOCIDO X 18un."", ""cantidad"": 4, ""precio_unitario"": 13300.0}, {""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 55100.0}]",597200.0,entregado,whatsapp,True
32,13,2026-07-02 09:55:13,"[{""product_code"": ""422"", ""nombre"": ""MEDIALUNA C/ MANTECA SALADA"", ""cantidad"": 1, ""precio_unitario"": 74650.0}, {""product_code"": ""448"", ""nombre"": ""HOJALDRITOS ESPECIALES x 5kg"", ""cantidad"": 4, ""precio_unitario"": 24600.0}, {""product_code"": ""428"", ""nombre"": ""PAN BAGUETTE PRECOCIDO x 30un."", ""cantidad"": 3, ""precio_unitario"": 13300.0}]",212950.0,entregado,whatsapp,True
33,14,2026-06-23 09:55:13,"[{""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 2, ""precio_unitario"": 12500.0}, {""product_code"": ""433"", ""nombre"": ""PAN TREBOLIN SALVADO PRECOCIDO x3kg"", ""cantidad"": 3, ""precio_unitario"": 12500.0}, {""product_code"": ""443"", ""nombre"": ""TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 2, ""precio_unitario"": 19220.0}]",100940.0,entregado,whatsapp,True
34,14,2026-07-22 09:55:13,"[{""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 1, ""precio_unitario"": 12500.0}, {""product_code"": ""422"", ""nombre"": ""MEDIALUNA C/ MANTECA SALADA"", ""cantidad"": 5, ""precio_unitario"": 74650.0}, {""product_code"": ""426"", ""nombre"": ""FACTURA RECTANGULAR CRUDA CONGELADA"", ""cantidad"": 4, ""precio_unitario"": 69300.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 5, ""precio_unitario"": 18000.0}]",752950.0,entregado,whatsapp,True
35,14,2026-05-23 09:55:13,"[{""product_code"": ""422"", ""nombre"": ""MEDIALUNA C/ MANTECA SALADA"", ""cantidad"": 1, ""precio_unitario"": 74650.0}, {""product_code"": ""435"", ""nombre"": ""PAN MIGNON CRUDO CONGELADO x 14kg*"", ""cantidad"": 2, ""precio_unitario"": 35000.0}]",144650.0,entregado,whatsapp,True
36,15,2026-05-14 09:55:13,"[{""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 1, ""precio_unitario"": 55100.0}, {""product_code"": ""428"", ""nombre"": ""PAN BAGUETTE PRECOCIDO x 30un."", ""cantidad"": 5, ""precio_unitario"": 13300.0}]",121600.0,entregado,whatsapp,True
37,15,2026-06-28 09:55:13,"[{""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 5, ""precio_unitario"": 18000.0}, {""product_code"": ""422"", ""nombre"": ""MEDIALUNA C/ MANTECA SALADA"", ""cantidad"": 5, ""precio_unitario"": 74650.0}, {""product_code"": ""415"", ""nombre"": ""PAN MIGNON PRECOCIDO X 18un."", ""cantidad"": 5, ""precio_unitario"": 13300.0}, {""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 3, ""precio_unitario"": 43000.0}]",658750.0,entregado,whatsapp,True
38,16,2026-07-03 09:55:13,"[{""product_code"": ""426"", ""nombre"": ""FACTURA RECTANGULAR CRUDA CONGELADA"", ""cantidad"": 2, ""precio_unitario"": 69300.0}, {""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 3, ""precio_unitario"": 55100.0}, {""product_code"": ""424"", ""nombre"": ""CRIOLLO COMÚN HEXAGONAL x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 45600.0}, {""product_code"": ""428"", ""nombre"": ""PAN BAGUETTE PRECOCIDO x 30un."", ""cantidad"": 3, ""precio_unitario"": 13300.0}]",526200.0,entregado,whatsapp,True
39,16,2026-04-24 09:55:13,"[{""product_code"": ""421"", ""nombre"": ""MEDIALUNA CON MANTECA"", ""cantidad"": 5, ""precio_unitario"": 74650.0}, {""product_code"": ""430"", ""nombre"": ""CHIPACA DE GRASA x 5kg*"", ""cantidad"": 5, ""precio_unitario"": 31400.0}]",530250.0,entregado,whatsapp,True
40,16,2026-07-17 09:55:13,"[{""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 5, ""precio_unitario"": 12500.0}, {""product_code"": ""449"", ""nombre"": ""CRIOLLO COMÚN CON CHICHARRÓN x 11kg"", ""cantidad"": 3, ""precio_unitario"": 45600.0}]",199300.0,entregado,whatsapp,True
41,17,2026-06-15 09:55:13,"[{""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 3, ""precio_unitario"": 55100.0}, {""product_code"": ""427"", ""nombre"": ""CHIPÁ x 5kg*"", ""cantidad"": 2, ""precio_unitario"": 133300.0}]",431900.0,entregado,whatsapp,True
42,17,2026-06-03 09:55:13,"[{""product_code"": ""425"", ""nombre"": ""TORTILLA TUCUMANA x 7.8kg*"", ""cantidad"": 5, ""precio_unitario"": 40200.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 3, ""precio_unitario"": 18000.0}, {""product_code"": ""435"", ""nombre"": ""PAN MIGNON CRUDO CONGELADO x 14kg*"", ""cantidad"": 1, ""precio_unitario"": 35000.0}, {""product_code"": ""421"", ""nombre"": ""MEDIALUNA CON MANTECA"", ""cantidad"": 2, ""precio_unitario"": 74650.0}]",439300.0,entregado,whatsapp,True
43,18,2026-07-15 09:55:13,"[{""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 3, ""precio_unitario"": 12500.0}, {""product_code"": ""443"", ""nombre"": ""TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 3, ""precio_unitario"": 19220.0}]",95160.0,entregado,whatsapp,True
44,18,2026-05-13 09:55:13,"[{""product_code"": ""426"", ""nombre"": ""FACTURA RECTANGULAR CRUDA CONGELADA"", ""cantidad"": 3, ""precio_unitario"": 69300.0}, {""product_code"": ""449"", ""nombre"": ""CRIOLLO COMÚN CON CHICHARRÓN x 11kg"", ""cantidad"": 5, ""precio_unitario"": 45600.0}]",435900.0,entregado,whatsapp,True
45,18,2026-05-28 09:55:13,"[{""product_code"": ""422"", ""nombre"": ""MEDIALUNA C/ MANTECA SALADA"", ""cantidad"": 3, ""precio_unitario"": 74650.0}, {""product_code"": ""415"", ""nombre"": ""PAN MIGNON PRECOCIDO X 18un."", ""cantidad"": 1, ""precio_unitario"": 13300.0}, {""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 1, ""precio_unitario"": 43000.0}]",280250.0,entregado,whatsapp,True
46,19,2026-04-22 09:55:13,"[{""product_code"": ""442"", ""nombre"": ""BAGUETTE SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 2, ""precio_unitario"": 19220.0}, {""product_code"": ""424"", ""nombre"": ""CRIOLLO COMÚN HEXAGONAL x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 45600.0}]",220840.0,entregado,whatsapp,True
47,19,2026-05-20 09:55:13,"[{""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 1, ""precio_unitario"": 43000.0}, {""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 2, ""precio_unitario"": 12500.0}, {""product_code"": ""421"", ""nombre"": ""MEDIALUNA CON MANTECA"", ""cantidad"": 5, ""precio_unitario"": 74650.0}, {""product_code"": ""422-MIX"", ""nombre"": ""FACTURA MIXTA"", ""cantidad"": 1, ""precio_unitario"": 64200.0}]",505450.0,entregado,whatsapp,True
48,19,2026-06-12 09:55:13,"[{""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 1, ""precio_unitario"": 12500.0}, {""product_code"": ""443"", ""nombre"": ""TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*"", ""cantidad"": 3, ""precio_unitario"": 19220.0}, {""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 3, ""precio_unitario"": 43000.0}, {""product_code"": ""441"", ""nombre"": ""PAN TREBOLÍN CRUDO CONGELADO x 7kg*"", ""cantidad"": 1, ""precio_unitario"": 18000.0}]",217160.0,entregado,whatsapp,True
49,20,2026-07-03 09:55:13,"[{""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 55100.0}, {""product_code"": ""422-MIX"", ""nombre"": ""FACTURA MIXTA"", ""cantidad"": 5, ""precio_unitario"": 64200.0}, {""product_code"": ""427"", ""nombre"": ""CHIPÁ x 5kg*"", ""cantidad"": 2, ""precio_unitario"": 133300.0}, {""product_code"": ""436"", ""nombre"": ""PAN TREBOLIN PRECOCIDO x3kg"", ""cantidad"": 2, ""precio_unitario"": 12500.0}]",833000.0,entregado,whatsapp,True
50,20,2026-07-09 09:55:13,"[{""product_code"": ""429"", ""nombre"": ""CROISSANT"", ""cantidad"": 2, ""precio_unitario"": 43000.0}, {""product_code"": ""421"", ""nombre"": ""MEDIALUNA CON MANTECA"", ""cantidad"": 3, ""precio_unitario"": 74650.0}]",309950.0,entregado,whatsapp,True
51,20,2026-04-20 09:55:13,"[{""product_code"": ""423"", ""nombre"": ""CRIOLLO DE HOJALDRE x 11kg*"", ""cantidad"": 1, ""precio_unitario"": 55100.0}, {""product_code"": ""424"", ""nombre"": ""CRIOLLO COMÚN HEXAGONAL x 11kg*"", ""cantidad"": 4, ""precio_unitario"": 45600.0}, {""product_code"": ""448"", ""nombre"": ""HOJALDRITOS ESPECIALES x 5kg"", ""cantidad"": 1, ""precio_unitario"": 24600.0}]",262100.0,entregado,whatsapp,True
52,21,2026-07-01 09:55:13,"[{""product_code"": ""430"", ""nombre"": ""CHIPACA DE GRASA x 5kg*"", ""cantidad"": 3, ""precio_unitario"": 31400.0}, {""product_code"": ""427"", ""nombre"": ""CHIPÁ x 5kg*"", ""cantidad"": 2, ""precio_unitario"": 133300.0}]",360800.0,entregado,whatsapp,True
53,21,2026-07-01 09:55:13,"[{""product_code"": ""449"", ""nombre"": ""CRIOLLO COMÚN CON CHICHARRÓN x 11kg"", ""cantidad"": 3, ""precio_unitario"": 45600.0}, {""product_code"": ""428"", ""nombre"": ""PAN BAGUETTE PRECOCIDO x 30un."", ""cantidad"": 3, ""precio_unitario"": 13300.0}]",176700.0,entregado,whatsapp,True
54,21,2026-07-21 09:55:13,"[{""product_code"": ""427"", ""nombre"": ""CHIPÁ x 5kg*"", ""cantidad"": 5, ""precio_unitario"": 133300.0}, {""product_code"": ""435"", ""nombre"": ""PAN MIGNON CRUDO CONGELADO x 14kg*"", ""cantidad"": 3, ""precio_unitario"": 35000.0}, {""product_code"": ""428"", ""nombre"": ""PAN BAGUETTE PRECOCIDO x 30un."", ""cantidad"": 1, ""precio_unitario"": 13300.0}]",784800.0,entregado,whatsapp,True
