id,session_id,message,is_mock
30,5493547490008,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Parador Los Aromos tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
31,5493547490008,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
32,5493547490008,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
33,5493547490009,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Bakery & Coffee Sierras.""}",True
34,5493547490009,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Bakery & Coffee Sierras tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
35,5493547490009,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
36,5493547490009,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
37,5493547490010,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Panadería La Espiga.""}",True
38,5493547490010,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Panadería La Espiga tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
39,5493547490010,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
40,5493547490010,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
41,5493547490011,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Cafetería Italia.""}",True
42,5493547490011,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Cafetería Italia tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
43,5493547490011,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
44,5493547490011,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
45,5493547490012,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Bar & Resto Plaza.""}",True
46,5493547490012,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Bar & Resto Plaza tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
47,5493547490012,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
48,5493547490012,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
49,5493547490013,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Estación Shell Paravachasca.""}",True
50,5493547490013,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Estación Shell Paravachasca tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
51,5493547490013,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
52,5493547490013,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
53,5493547490014,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Supermercado Becerra.""}",True
54,5493547490014,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Supermercado Becerra tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
55,5493547490014,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
56,5493547490014,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
57,5493547490015,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Despensa Don José.""}",True
58,5493547490015,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Despensa Don José tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
59,5493547490015,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
60,5493547490015,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
