codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
29041,Schweppes Pomelo Zero Lata 310ml,"Schweppes Pomelo Zero en lata de 310ml. Disfruta del sabor a pomelo sin azúcar, ideal para quienes cuidan su dieta.","Gaseosa sabor pomelo Zero, marca Schweppes, en lata de 310ml.",gaseosa|refresco|bebida,ACTUALIZAR
29043,Schweppes Tónica Zero Lata 310ml,"Schweppes Tónica Zero en lata de 310ml. Disfruta del sabor tónico sin azúcar, ideal para tus cócteles.",Agua tónica sin azúcar marca Schweppes en lata de 310ml.,gaseosa tónica|agua tónica,ACTUALIZAR
29046,Coca-Cola Zero 2.5L,"Gaseosa Coca-Cola Zero de 2.5L. Disfruta del sabor clásico de Coca-Cola sin azúcar, ideal para cualquier ocasión.",Gaseosa marca Coca-Cola sabor Zero Azúcar en botella de 2.5L.,refresco|gaseosa sin azúcar,ACTUALIZAR
29050,Fanta Naranja Zero 2.25L,"Gaseosa Fanta Naranja Zero de 2.25L. Disfruta del sabor de la naranja sin azúcar, ideal para cualquier momento.",Gaseosa sabor Naranja marca Fanta en botella de 2.25L.,gaseosa|fanta|naranja,ACTUALIZAR
29052,Fanta Naranja Zero 1.5L,"Gaseosa Fanta Naranja Zero de 1.5L. El sabor de la naranja sin azúcar, ideal para disfrutar sin remordimientos.",Gaseosa marca Fanta sabor Naranja Zero en botella de 1.5L.,gaseosa|fanta|naranja,ACTUALIZAR
29054,Crush Naranja Zero 2.25L,"Gaseosa Crush Naranja Zero de 2.25L. El sabor de la naranja sin azúcar, ideal para disfrutar en cualquier momento.","Gaseosa sabor Naranja Zero, marca Crush, en botella de 2.25L.",gaseosa|refresco|bebida,ACTUALIZAR
29125,Cepita Manzana Roja Hot Fill 1L,"Delicioso jugo Cepita de Manzana Roja Hot Fill de 1L. Refrescante y natural, ideal para disfrutar en cualquier momento.","Jugo de fruta sabor manzana, marca Cepita, en envase de 1 litro.",jugo|bebida de manzana|jugo de manzana,ACTUALIZAR
29139,Schweppes Pomelo Zero 2.25L,Botella de 2.25L de Schweppes Pomelo Zero. Ideal para compartir y disfrutar del sabor refrescante sin azúcar.,Gaseosa sabor pomelo marca Schweppes en botella de 2.25L.,gaseosa|agua saborizada,ACTUALIZAR
29174,"Fanta Naranja Zero 2,25L","Fanta Naranja Zero de 2,25L. Disfruta del sabor de la Fanta Naranja sin azúcar, ideal para quienes cuidan su ingesta.","Gaseosa sabor Naranja Zero, marca Fanta en botella de 2.25L.",gaseosa|refresco|bebida,ACTUALIZAR
29217,Aquarius Naranja 500ml,Refrescante bebida saborizada de naranja Aquarius en presentación de 500ml. Ideal para disfrutar en cualquier momento.,Agua saborizada marca Aquarius sabor Naranja en botella de 500ml.,agua saborizada|agua con sabor|bebida saborizada,ACTUALIZAR
29225,Aquarius Uva 2.25L,Bebida saborizada de uva Aquarius en presentación de 2.25L. Ideal para disfrutar en familia.,Agua saborizada marca Aquarius sabor Uva en botella de 2.25L.,agua saborizada|agua con sabor|agua de uva,ACTUALIZAR
29228,Aquarius Naranja 1.5L,Refrescante bebida saborizada de naranja Aquarius en presentación de 1.5L. Ideal para disfrutar en cualquier momento.,"Gaseosa sabor Naranja, marca Aquarius, en botella descartable de 1.5L.",agua saborizada|agua con sabor|bebida saborizada,ACTUALIZAR
29230,Aquarius Manzana 2.25L,Bebida saborizada de manzana Aquarius en presentación de 2.25L. Ideal para disfrutar en familia.,Agua saborizada marca Aquarius sabor Manzana en botella de 2.25L.,agua saborizada|agua de manzana,ACTUALIZAR
29004,Coca-Cola Zero Edición Limitada Mundial 473ml x6,Coca-Cola Zero en edición limitada de 473ml. Disfruta del sabor sin azúcar en esta presentación especial.,Gaseosa marca Coca-Cola sabor Zero en pack de 6 latas de 473ml.,gaseosa|coca|coca zero,ACTUALIZAR
29030,Schweppes Pomelo Zero 500ml x6,"Gaseosa Schweppes Pomelo Zero de 500ml. Refrescante y sin azúcar, ideal para disfrutar en cualquier momento.","Gaseosa sabor pomelo sin azúcar, marca Schweppes en botella de 500ml, pack de 6.",gaseosa|bebida|refresco,ACTUALIZAR
29032,Fanta Limón 500ml,"Fanta Limón en botella de 500ml. El sabor cítrico y refrescante que te encanta, ideal para cualquier ocasión.",Gaseosa marca Fanta sabor Limón en botella descartable de 500ml.,gaseosa|bebida gasificada,ACTUALIZAR
29034,Fanta Naranja 500ml,"Fanta Naranja en botella de 500ml. El sabor clásico y refrescante de naranja, perfecto para compartir.","Gaseosa sabor Naranja, marca Fanta, en botella descartable de 500ml.",gaseosa|refresco|bebida,ACTUALIZAR
29038,Schweppes Tónica Lata 310ml,Schweppes Tónica en lata de 310ml. Ideal para disfrutar solo o como mezcla en tus cócteles.,Gaseosa tónica marca Schweppes en lata de 310ml.,tónica|gaseosa tónica,ACTUALIZAR
29040,Schweppes Tónica 1.5L,Schweppes Tónica en botella de 1.5L. Ideal para disfrutar solo o como mezcla en tus cócteles.,Gaseosa agua tónica marca Schweppes en botella de 1.5L.,agua tónica|tonic|gaseosa tónica,ACTUALIZAR
29116,Cepita Naranja 200ml,Jugo Cepita Naranja en presentación de 200ml. Ideal para un refresco rápido y delicioso.,"Jugo de naranja en caja de cartón de 200ml, marca Cepita.",jugo|bebida|jugo de naranja,ACTUALIZAR
29123,Cepita Ananá Tropical 1.5L,Jugo Cepita Ananá Tropical en presentación de 1.5L. Un sabor exótico y refrescante para disfrutar.,Jugo de ananá marca Cepita en botella de 1.5L.,jugo|bebida|nectar,ACTUALIZAR
29133,Schweppes Pomelo Zero 500ml,"Gaseosa Schweppes Pomelo Zero de 500ml. Refrescante y sin azúcar, ideal para disfrutar en cualquier momento.","Gaseosa sabor pomelo sin azúcar, marca Schweppes en botella de 500ml.",gaseosa|bebida|refresco,ACTUALIZAR
29137,Schweppes Tónica 1.5L,"Botella de 1.5L de Schweppes Tónica. Ideal para mezclar o disfrutar sola, un clásico refrescante.",Gaseosa agua tónica marca Schweppes en botella de 1.5L.,agua tónica|tonic|gaseosa tónica,ACTUALIZAR
29138,Schweppes Pomelo Zero Lata 310ml,"Lata de 310ml de Schweppes Pomelo Zero. Refrescante y sin azúcar, ideal para disfrutar en cualquier momento.",Gaseosa sabor pomelo marca Schweppes en lata de 310ml.,gaseosa|refresco|bebida,ACTUALIZAR
29140,Schweppes Citrus 1.5L,"Botella de 1.5L de Schweppes Citrus. Refrescante y con un sabor cítrico único, ideal para cualquier ocasión.",Gaseosa sabor pomelo marca Schweppes en botella de 1.5L.,gaseosa|agua tónica,ACTUALIZAR
29163,Fanta XBOX Carmesí Lata 354ml,Fanta XBOX Carmesí en lata de 354ml. Un sabor único y divertido para disfrutar en cualquier momento.,"Gaseosa sabor Carmesí, marca Fanta, en lata de 354ml.",gaseosa|fanta|bebida|refresco,ACTUALIZAR
29168,Coca-Cola Zero y Fanta Zero 500ml,Combo de Coca-Cola Zero y Fanta Zero de 500ml. Disfruta de la frescura y el sabor sin azúcar de tus gaseosas favoritas.,Gaseosa marca Coca-Cola sabor Original en botella de 500ml.,gaseosa|coca|coca cola|refresco,ACTUALIZAR
29169,Fanta Limón 500ml,"Fanta Limón de 500ml. Refrescante y burbujeante, ideal para disfrutar en cualquier momento.",Gaseosa marca Fanta sabor Limón en botella descartable de 500ml.,gaseosa|bebida gasificada,ACTUALIZAR
29171,Fanta Naranja 500ml,"Fanta Naranja de 500ml. El sabor refrescante y afrutado que todos aman, ideal para compartir.",Gaseosa marca Fanta sabor Naranja en botella de 500ml.,gaseosa|refresco|bebida,ACTUALIZAR
29176,"Fanta Limón 2,25L","Fanta Limón de 2,25L. Refrescante y burbujeante, ideal para disfrutar en cualquier momento.",Gaseosa marca Fanta sabor Limón en botella de 2.25L.,gaseosa|refresco|bebida,ACTUALIZAR
29193,Bonaqua Sin Gas 2.5L,"Agua mineral Bonaqua sin gas de 2.5L. Refrescante y pura, ideal para acompañar tus comidas o disfrutar en cualquier momento.",Agua mineral sin gas marca Bonaqua en envase de 2.5L.,agua|agua mineral,ACTUALIZAR
29196,Bonaqua Con Gas 1.5L,"Agua mineral Bonaqua con gas de 1.5L. Refrescante y burbujeante, ideal para disfrutar en cualquier momento.","Gaseosa agua mineral con gas, marca Bonaqua, en botella de 1.5L.",agua con gas|agua mineral con gas,ACTUALIZAR
29198,Bonaqua Sin Gas 1.5L + Vaso Plástico 350ml,Combo de agua mineral Bonaqua sin gas de 1.5L y vaso plástico de 350ml. Perfecto para disfrutar en cualquier lugar.,Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua sin gas,ACTUALIZAR
29214,Aquarius Pomelo 500ml,"Bebida sabor pomelo Aquarius de 500ml. Refrescante y deliciosa, ideal para cualquier momento del día.",Agua saborizada marca Aquarius sabor pomelo rosado en botella de 500ml.,agua saborizada|agua con sabor|agua sabor pomelo,ACTUALIZAR
29216,Aquarius Manzana 500ml,"Bebida sabor manzana Aquarius de 500ml. Refrescante y deliciosa, ideal para cualquier momento del día.",Agua saborizada marca Aquarius sabor Manzana en botella de 500ml.,agua saborizada|agua con sabor|agua manzana,ACTUALIZAR
29219,Aquarius Limonada 500ml,Refrescante bebida saborizada de limonada Aquarius en presentación de 500ml. Ideal para refrescarte en cualquier momento.,Agua saborizada marca Aquarius sabor Limonada en botella de 500ml.,agua saborizada|agua con sabor|agua limonada,ACTUALIZAR
29223,Aquarius Pomelo 1.5L,Bebida saborizada de pomelo Aquarius en presentación de 1.5L. Ideal para refrescarte en cualquier momento.,Agua saborizada marca Aquarius sabor Pomelo en botella de 1.5L.,agua saborizada|agua con sabor|agua pomelo,ACTUALIZAR
29226,Aquarius Limonada 1.5L,Refrescante bebida saborizada de limonada Aquarius en presentación de 1.5L. Ideal para compartir.,Agua saborizada marca Aquarius sabor Limonada en botella descartable de 1.5L.,agua saborizada|agua con sabor|agua limonada,ACTUALIZAR
29229,Aquarius Naranja 2.25L,Refrescante bebida saborizada de naranja Aquarius en presentación de 2.25L. Ideal para compartir.,Agua saborizada marca Aquarius sabor Naranja en botella de 2.25L.,agua saborizada|agua con sabor|agua de naranja,ACTUALIZAR
29005,Coca-Cola Lata 354ml x6 “Edición Países Mundialistas”,"Coca-Cola en latas de 354ml, edición especial por los países mundialistas. Ideal para los fanáticos del fútbol.","Gaseosa marca Coca-Cola sabor Original en lata de 354ml, pack de 6 unidades.",gaseosa|coca|coca-cola,ACTUALIZAR
29006,Coca-Cola Zero 500ml x12,"Coca-Cola Zero en botellas de 500ml. El sabor que amas, ahora sin azúcar.","Gaseosa marca Coca-Cola sabor Zero en botella de 500ml, pack de 12 unidades.",gaseosa|coca|coca zero,ACTUALIZAR
29009,Fanta XBOX Carmesí Lata 354ml x6,Fanta XBOX Carmesí en latas de 354ml. Un sabor único y refrescante para los amantes de la diversión.,"Gaseosa sabor naranja marca Fanta en lata de 354ml, pack de 6 unidades.",gaseosa|fanta|lata|naranja,ACTUALIZAR
29014,Coca-Cola Café 220ml x6,Coca-Cola Café en latas de 220ml. Una combinación única de café y el sabor de Coca-Cola.,"Gaseosa Coca-Cola sabor Café en lata de 220ml, marca Coca-Cola, pack de 6 unidades.",gaseosa|refresco|coca|coca cola,ACTUALIZAR
29029,Coca-Cola Zero 500ml x12 + Fanta Zero 500ml x6,Combo de Gaseosas: 12 Coca-Cola Zero de 500ml y 6 Fanta Zero de 500ml. Ideal para quienes buscan opciones sin azúcar.,"Gaseosa Coca-Cola sabor Zero en botella de 500ml, pack de 12 unidades.",gaseosa|coca|coca zero|fanta|fanta zero,ACTUALIZAR
29048,Schweppes Pomelo Zero 2.25L,"Gaseosa Schweppes Pomelo Zero de 2.25L. Refresca tu día con el sabor único del pomelo, sin azúcar.",Gaseosa sabor pomelo marca Schweppes en botella de 2.25L.,gaseosa|agua saborizada,ACTUALIZAR
29049,Fanta Naranja 1.5L,Gaseosa Fanta Naranja de 1.5L. El sabor refrescante y afrutado de la naranja en cada botella.,Gaseosa marca Fanta sabor Naranja en botella descartable de 1.5L.,gaseosa|bebida|refresco,ACTUALIZAR
29055,Schweppes Citrus 1.5L,Gaseosa Schweppes Citrus de 1.5L. Refresca tu día con el sabor cítrico de Schweppes.,Gaseosa sabor pomelo marca Schweppes en botella de 1.5L.,gaseosa|agua tónica,ACTUALIZAR
29056,Fanta Limón 2.25L,Gaseosa Fanta Limón de 2.25L. El refresco con sabor a limón que te brinda frescura en cada sorbo.,"Gaseosa sabor Limón, marca Fanta en botella de 2.25L.",gaseosa|frescolita|limonada,ACTUALIZAR
29057,Fanta Naranja 2.25L,Gaseosa Fanta Naranja de 2.25L. El sabor refrescante y afrutado de la naranja en cada botella.,"Gaseosa sabor Naranja, marca Fanta, en botella de 2.25L.",gaseosa|bebida|fanta,ACTUALIZAR
29109,Cepita Naranja Hot Fill 1.5L,"Cepita Naranja Hot Fill de 1.5L. Un jugo natural y refrescante, ideal para compartir en familia.","Gaseosa sabor Naranja, marca Cepita, en botella descartable de 1.5L.",gaseosa|bebida|naranja,ACTUALIZAR
29113,Cepita Ananá Tropical 300ml,Refrescante jugo Cepita Ananá Tropical en presentación de 300ml. Un sabor exótico que te transporta a la playa.,"Jugo de ananá sabor tropical, marca Cepita, en botella de 300ml.",jugo|bebida|nectar,ACTUALIZAR
29117,Cepita Manzana Roja 300ml,Refrescante jugo Cepita Manzana Roja en botella de 300ml. Un sabor clásico que encanta a todos.,"Jugo de manzana sin pulpa, marca Cepita, en envase Tetra Pak de 300ml.",jugo|bebida de manzana,ACTUALIZAR
29119,Cepita Multifruta 200ml,Jugo Cepita Multifruta en presentación de 200ml. Una mezcla de sabores frutales que te encantará.,"Jugo en caja Tetra Pak sabor multifruta, marca Cepita, 200ml.",jugo|bebida|jugo de frutas,ACTUALIZAR
29135,Schweppes Tónica Lata 310ml,Lata de 310ml de Schweppes Tónica. Perfecta para mezclar con tus bebidas favoritas o disfrutar sola.,Gaseosa tónica marca Schweppes en lata de 310ml.,tónica|gaseosa tónica,ACTUALIZAR
29136,Schweppes Pomelo Zero 1.5L,"Botella de 1.5L de Schweppes Pomelo Zero. Refrescante y sin azúcar, ideal para cualquier ocasión.","Gaseosa sabor pomelo sin azúcares, marca Schweppes en botella de 1.5L.",gaseosa|bebida|agua saborizada,ACTUALIZAR
29166,Fanta Naranja Lata 354ml,Fanta Naranja en lata de 354ml. Un sabor cítrico y refrescante que te encantará.,Gaseosa marca Fanta sabor Naranja en lata de 354ml.,gaseosa|fanta|naranja,ACTUALIZAR
29167,Fanta Naranja Vidrio 237ml,Fanta Naranja en botella de vidrio de 237ml. Un sabor refrescante en un formato clásico.,"Gaseosa sabor Naranja, marca Fanta, en botella de vidrio de 237ml.",gaseosa|fanta|naranja,ACTUALIZAR
29170,Fanta Naranja Zero 500ml,"Fanta Naranja Zero de 500ml. El sabor clásico de la Fanta Naranja, ahora sin azúcar. Perfecta para cualquier ocasión.","Gaseosa sabor Naranja Zero, marca Fanta, en botella de 500ml.",gaseosa|fanta|naranja,ACTUALIZAR
29173,"Fanta Naranja 1,5L","Fanta Naranja de 1,5L. El sabor afrutado y refrescante que te acompaña en cada momento.","Gaseosa sabor Naranja, marca Fanta en botella de 1.5L.",gaseosa|refresco|bebida,ACTUALIZAR
29175,"Fanta Naranja Zero 1,5L","Fanta Naranja Zero de 1,5L. El sabor refrescante de la Fanta Naranja, ahora sin azúcar.",Gaseosa sabor Naranja marca Fanta en botella descartable de 1.5L.,gaseosa|refresco|bebida,ACTUALIZAR
29177,"Fanta Naranja 2,25L","Fanta Naranja de 2,25L. El sabor afrutado y refrescante que te acompaña en cada momento.","Gaseosa sabor Naranja, marca Fanta, en botella de 2.25L.",gaseosa|frescolita|bebida naranja,ACTUALIZAR
29188,Bonaqua Sin Gas 500ml,"Bonaqua Sin Gas de 500ml. Agua mineral pura y refrescante, ideal para mantenerte hidratado.",Agua mineral sin gas marca Bonaqua en botella de 500ml.,agua|agua mineral,ACTUALIZAR
29189,"Bonaqua Sin Gas 1,5L y Coca-Cola Fibre Bowl","Combo de Bonaqua Sin Gas de 1,5L y Fibre Bowl Coca-Cola. Hidratación y sabor en un solo paquete.",Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua sin gas,ACTUALIZAR
29192,Bonaqua Con Gas 500ml,"Bonaqua Con Gas de 500ml. Agua mineral con burbujas, ideal para refrescarte en cualquier momento.","Agua mineral con gas, marca Bonaqua, en botella de 500ml.",agua con gas|agua mineral|agua burbujeante,ACTUALIZAR
29195,Bonaqua Sin Gas 2L,Agua mineral Bonaqua sin gas de 2L. Ideal para mantenerte hidratado en cualquier ocasión.,Agua mineral sin gas marca Bonaqua en botella de 2 litros.,agua|agua mineral,ACTUALIZAR
29197,Bonaqua Sin Gas 1.5L + Lata de Cocina Coca-Cola,Combo de agua mineral Bonaqua sin gas de 1.5L y lata de cocina Coca-Cola. Ideal para tus comidas y reuniones.,Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua mineral,ACTUALIZAR
29199,Bonaqua Sin Gas 1.5L + Bolso Verano Coca-Cola,Combo de agua mineral Bonaqua sin gas de 1.5L y bolso de verano Coca-Cola. Ideal para tus días de playa.,Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua mineral,ACTUALIZAR
29201,Bonaqua Sin Gas 1.5L + Tabla Coca-Cola,Combo de agua mineral Bonaqua sin gas de 1.5L y tabla Coca-Cola. Ideal para tus comidas y picnics.,Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua mineral,ACTUALIZAR
29202,Bonaqua Sin Gas 1.5L + Paño de Cocina Coca-Cola,Combo de agua mineral Bonaqua sin gas de 1.5L y paño de cocina Coca-Cola. Ideal para tus comidas.,Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua mineral,ACTUALIZAR
29203,Bonaqua Sin Gas 500ml + Bowl Mediano 1500 cm3,Combo de agua mineral Bonaqua sin gas de 500ml y bowl mediano de 1500 cm3. Ideal para tus comidas.,Agua mineral sin gas marca Bonaqua en botella de 500ml.,agua|agua mineral,ACTUALIZAR
29204,Bonaqua Sin Gas 1.5L + Bowl Grande 3500 cm3,Combo de agua mineral Bonaqua sin gas de 1.5L y bowl grande de 3500 cm3. Ideal para tus comidas.,Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua mineral,ACTUALIZAR
29218,Aquarius Uva 500ml,Refrescante bebida saborizada de uva Aquarius en presentación de 500ml. Perfecta para cualquier ocasión.,Agua saborizada marca Aquarius sabor Uva en botella de 500ml.,agua saborizada|agua con sabor|agua uva,ACTUALIZAR
29222,Aquarius Manzana 1.5L,Bebida saborizada de manzana Aquarius en presentación de 1.5L. Refrescante y deliciosa para cualquier ocasión.,Agua saborizada marca Aquarius sabor Manzana en botella de 1.5L.,agua saborizada|agua con sabor|agua manzana,ACTUALIZAR
29224,Aquarius Pomelo 2.25L,Bebida saborizada de pomelo Aquarius en presentación de 2.25L. Perfecta para compartir.,"Agua saborizada marca Aquarius sabor Pomelo, en botella de 2.25L.",agua saborizada|agua con sabor|agua pomelo,ACTUALIZAR
29227,Aquarius Uva 1.5L,Bebida saborizada de uva Aquarius en presentación de 1.5L. Perfecta para cualquier ocasión.,Agua saborizada marca Aquarius sabor Uva en botella descartable de 1.5L.,agua saborizada|agua con sabor|bebida saborizada,ACTUALIZAR
29122,Cepita Manzana 200ml,Jugo Cepita Manzana en presentación de 200ml. Un clásico que nunca pasa de moda.,"Jugo en caja sabor manzana, marca Cepita, en envase de 200ml.",jugo|bebida|nectar,ACTUALIZAR
29190,"Bonaqua Sin Gas 1,5L y Toalla Coca-Cola","Combo de Bonaqua Sin Gas de 1,5L y Toalla Coca-Cola. Hidratación y comodidad en un solo paquete.",Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua mineral,ACTUALIZAR
29194,Bonaqua Sin Gas 1.5L,"Agua mineral Bonaqua sin gas de 1.5L. Refrescante y pura, perfecta para llevar a cualquier lugar.",Agua mineral sin gas marca Bonaqua en botella de 1.5L.,agua|agua mineral,ACTUALIZAR
29024,Sprite Lata 354ml x6,"Gaseosa Sprite en lata de 354ml. Refrescante y con sabor a limón, ideal para disfrutar en cualquier momento.","Gaseosa marca Sprite sabor Lima-Limón en lata de 354ml, pack de 6 unidades.",gaseosa|sprite|lima-limón,ACTUALIZAR
29026,Sprite Vidrio 237ml x6,"Gaseosa Sprite en vidrio de 237ml. Refrescante y con sabor a limón, ideal para disfrutar en cualquier ocasión.","Gaseosa sabor Limón, marca Sprite en botella de vidrio de 237ml, pack x6.",gaseosa|sprite|limonada,ACTUALIZAR
29028,Sprite 500ml x12,"Gaseosa Sprite de 500ml. Refrescante y con sabor a limón, ideal para disfrutar en cualquier momento.","Gaseosa sabor Lima Limón, marca Sprite, en botella de 500ml, pack de 12.",gaseosa|sprite|limonada,ACTUALIZAR
29110,Cepita Naranja Tentación 300ml,"Delicioso jugo Cepita Naranja Tentación en presentación de 300ml. Refrescante y natural, ideal para disfrutar en cualquier momento.","Jugo de naranja, marca Cepita, presentación Tentación en envase de 300ml.",jugo|bebida de naranja,ACTUALIZAR
29111,Cepita Durazno Delicioso 300ml,Refrescante jugo Cepita Durazno Delicioso en botella de 300ml. Perfecto para disfrutar en cualquier ocasión.,"Jugo envasado sabor durazno, marca Cepita, en botella de 300ml.",jugo|bebida|nectar,ACTUALIZAR
29118,Cepita Durazno Delicioso 1L,Jugo Cepita Durazno Delicioso en presentación de 1L. Un sabor dulce y refrescante para disfrutar en familia.,"Jugo de durazno, marca Cepita, en botella de 1L.",jugo|bebida de durazno,ACTUALIZAR
29126,Cepita Manzana Tentación 1L,"Jugo Cepita de Manzana Tentación de 1L. Un sabor irresistible y refrescante, perfecto para cualquier ocasión.","Jugo de manzana, marca Cepita, en botella de 1 litro.",jugo|bebida de manzana,ACTUALIZAR
29134,Schweppes Ginger Ale Lata 310ml,"Lata de 310ml de Schweppes Ginger Ale. Un sabor único y refrescante, ideal para combinar o disfrutar solo.","Gaseosa sabor jengibre, marca Schweppes, en lata de 310ml.",gaseosa|ginger ale,ACTUALIZAR
29221,Aquarius Pera 2.25L,Bebida saborizada de pera Aquarius en presentación de 2.25L. Ideal para disfrutar en familia.,Agua saborizada marca Aquarius sabor Pera en botella de 2.25L.,agua saborizada|agua con sabor|agua de pera,ACTUALIZAR
29008,Coca-Cola Original Lata 220ml x6,Coca-Cola Original en latas de 220ml. Ideal para disfrutar en cualquier momento.,"Gaseosa marca Coca-Cola sabor Original en lata de 220ml, pack de 6.",coca|gaseosa|coca cola,ACTUALIZAR
29011,Coca-Cola Original 1.5L x6,"Coca-Cola Original en botellas de 1.5L. El sabor clásico que todos aman, ideal para cualquier ocasión.",Gaseosa marca Coca-Cola sabor Original en pack de 6 botellas de 1.5L.,gaseosa|coca|coca cola,ACTUALIZAR
29016,Coca-Cola Original 2.5L x6,"Gaseosa Coca-Cola Original de 2.5L. El sabor único y refrescante de siempre, ideal para compartir en reuniones y comidas.",Gaseosa marca Coca-Cola sabor Original en pack de 6 botellas de 2.5L.,refresco|gaseosa|coca|coca cola,ACTUALIZAR
29025,Coca-Cola Original Vidrio 237ml x12 + Coca-Cola Lata 354ml x6,Combo de Gaseosas: 12 Coca-Cola Original en vidrio de 237ml y 6 Coca-Cola en lata de 354ml. Ideal para disfrutar en reuniones.,"Gaseosa Coca-Cola sabor Original en botella de vidrio de 237ml, pack de 12 unidades.",gaseosa|coca|coca cola|botellita|vidrio,ACTUALIZAR
29031,Schweppes Ginger Ale Lata 310ml,Refrescante Schweppes Ginger Ale en lata de 310ml. Ideal para disfrutar solo o como mezcla en tus cócteles.,"Gaseosa sabor jengibre, marca Schweppes, en lata de 310ml.",gaseosa|ginger ale,ACTUALIZAR
29035,Sprite Zero 500ml,"Sprite Zero en botella de 500ml. El refresco de limón y lima sin azúcar, ideal para disfrutar sin culpa.",Gaseosa sabor lima limón marca Sprite Zero en botella de 500ml.,gaseosa|sprite|limonada,ACTUALIZAR
29036,Coca-Cola Original 1L,"Coca-Cola Original en botella de 1L. El sabor único y refrescante de siempre, ideal para tus comidas.",Gaseosa marca Coca-Cola sabor Original en botella descartable de 1L.,gaseosa|coca|coca cola,ACTUALIZAR
29042,Sprite Zero Lata 354ml,"Sprite Zero en lata de 354ml. El refresco de limón y lima sin azúcar, ideal para disfrutar sin culpa.",Gaseosa sabor Lima Limón marca Sprite en lata de 354ml.,gaseosa|sprite|limonada,ACTUALIZAR
29044,Sprite Zero 2.25L,"Sprite Zero en botella de 2.25L. El refresco de limón y lima sin azúcar, ideal para disfrutar sin culpa.","Gaseosa sin azúcares sabor lima-limón, marca Sprite, en botella de 2.25L.",gaseosa|sprite|limón|sprite zero,ACTUALIZAR
