product_code,excel_row,fuente,ok,url
INS-INS-01349,123,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01349.jpg
INS-INS-01347,124,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01347.jpg
INS-INS-01766,125,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01766.jpg
INS-INS-01901,126,excel,sin_foto,
INS-INS-01762,127,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01762.jpg
INS-INS-01763,128,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01763.jpg
INS-INS-01596,129,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01596.jpg
INS-INS-01900,130,excel,sin_foto,
INS-INS-01899,131,excel,sin_foto,
INS-INS-01898,132,excel,sin_foto,
INS-INS-01601,133,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01601.jpg
INS-INS-01600,134,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01600.jpg
INS-INS-01568,135,excel,sin_foto,
INS-INS-01602,136,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01602.jpg
INS-INS-01603,137,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01603.jpg
INS-INS-01356,138,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01356.jpg
INS-INS-01337,139,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01337.jpg
INS-INS-01338,140,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01338.jpg
INS-INS-01339,141,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01339.jpg
INS-INS-01340,142,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01340.jpg
INS-INS-01341,143,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01341.jpg
INS-INS-01622,144,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01622.jpg
INS-INS-01621,145,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/INS-INS-01621.jpg
PAN-LCH-01962,146,excel,sin_foto,
BAL-LOM-01906,147,excel,sin_foto,
IMP-IMP-03502,148,excel,sin_foto,
IMP-IMP-01765,149,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01765.jpg
IMP-LOM-01888,150,excel,sin_foto,
IMP-IMP-01759,151,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01759.jpg
IMP-IMP-01758,152,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01758.jpg
GAS-BAL-01508,153,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/GAS-BAL-01508.jpg
GAS-BAL-01509,154,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/GAS-BAL-01509.jpg
BAL-LOM-01909,155,excel,sin_foto,
BAL-LOM-01923,156,excel,sin_foto,
BAL-LOM-01904,157,excel,sin_foto,
GAS-BAL-01534,158,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/GAS-BAL-01534.jpg
BAL-LOM-01902,159,excel,sin_foto,
BAL-LOM-01903,160,excel,sin_foto,
BAL-LOM-01952,161,excel,sin_foto,
BAL-LOM-01919,162,excel,sin_foto,
GAS-BAL-01538,163,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/GAS-BAL-01538.jpg
GAS-BAL-01540,164,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/GAS-BAL-01540.jpg
GAS-BAL-01527,165,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/GAS-BAL-01527.jpg
BAL-LOM-01924,166,excel,sin_foto,
IMP-IMP-01312,167,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01312.jpg
IMP-IMP-01313,168,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01313.jpg
IMP-IMP-01411,169,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01411.jpg
IMP-IMP-01712,170,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01712.jpg
IMP-LOM-20003,171,excel,sin_foto,
IMP-LOM-01890,172,excel,sin_foto,
IMP-LOM-20004,173,excel,sin_foto,
IMP-LOM-20005,174,excel,sin_foto,
IMP-LOM-01921,175,excel,sin_foto,
IMP-LOM-20006,176,excel,sin_foto,
IMP-LOM-20007,177,excel,sin_foto,
IMP-IMP-01320,178,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01320.jpg
IMP-IMP-03536,179,excel,sin_foto,
IMP-IMP-03642,180,excel,sin_foto,
IMP-LOM-01835,181,excel,sin_foto,
IMP-LOM-01832,182,excel,sin_foto,
IMP-LOM-01842,183,excel,sin_foto,
IMP-LOM-01834,184,excel,sin_foto,
IMP-LOM-01887,185,excel,sin_foto,
IMP-LOM-01907,186,excel,sin_foto,
IMP-IMP-01778,187,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01778.jpg
IMP-LOM-01846,188,excel,sin_foto,
COM-LOM-20008,189,excel,sin_foto,
IMP-IMP-01289,190,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01289.jpg
IMP-IMP-01290,191,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01290.jpg
IMP-IMP-01769,192,excel,sin_foto,
COM-LOM-01893,193,excel,sin_foto,
IMP-LOM-01850,194,excel,sin_foto,
IMP-IMP-01607,195,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01607.jpg
IMP-IMP-01608,196,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01608.jpg
IMP-IMP-01680,197,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01680.jpg
IMP-IMP-01604,198,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01604.jpg
IMP-IMP-01691,199,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01691.jpg
IMP-IMP-01408,200,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01408.jpg
IMP-IMP-001768,201,excel,sin_foto,
IMP-IMP-01273,202,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01273.jpg
IMP-LOM-01925,203,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-LOM-01925.jpg
IMP-IMP-01269,204,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01269.jpg
IMP-IMP-01268,205,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01268.jpg
IMP-LOM-01864,206,excel,sin_foto,
IMP-LOM-01862,207,excel,sin_foto,
IMP-IMP-01260,208,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01260.jpg
IMP-IMP-01261,209,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01261.jpg
IMP-LOM-01908,210,excel,sin_foto,
IMP-LOM-01922,211,excel,sin_foto,
IMP-IMP-01279,212,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01279.jpg
IMP-IMP-01276,213,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01276.jpg
IMP-IMP-01278,214,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01278.jpg
IMP-LOM-01867,215,excel,sin_foto,
IMP-IMP-01295,216,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01295.jpg
IMP-IMP-01303,217,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01303.jpg
IMP-LOM-01960,218,excel,sin_foto,
IMP-IMP-01300,219,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01300.jpg
IMP-IMP-01301,220,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01301.jpg
IMP-IMP-01299,221,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01299.jpg
IMP-LOM-01928,222,excel,sin_foto,
IMP-IMP-01757,223,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01757.jpg
IMP-IMP-01298,224,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01298.jpg
IMP-LOM-01926,225,excel,sin_foto,
IMP-IMP-01294,226,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01294.jpg
TOR-LOM-01860,227,excel,sin_foto,
IMP-IMP-01308,228,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01308.jpg
IMP-IMP-01304,229,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01304.jpg
IMP-IMP-01307,230,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01307.jpg
TOR-LOM-01874,231,excel,sin_foto,
IMP-IMP-01641,232,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01641.jpg
IMP-IMP-01285,233,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01285.jpg
IMP-IMP-01284,234,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01284.jpg
IMP-IMP-01640,235,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01640.jpg
IMP-IMP-01350,236,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/IMP-IMP-01350.jpg
PAN-PAN-01213,237,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01213.jpg
PAN-PRI-01885,238,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PRI-01885.jpg
PAN-PAN-01207,239,excel,ok,https://cvlbietibaaehgeimxgw.supabase.co/storage/v1/object/public/products-cordoba_frost/PAN-PAN-01207.jpg
