codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
PAN-PAN-01810,FACTURAS INDEPENDENCIA SIN CREMA,"Factura congelada FACTURAS INDEPENDENCIA SIN CREMA, marca CORDOBA PAN, categoría Panificados Pasteleria, presentación de catálogo.","Factura sin crema, marca Independencia, presentada en envase de plástico, marca Cordoba Pan.",factura|medialuna|pan|bulto|caja,ACTUALIZAR
PAN-COR-01964,Mini Criollo de Hojaldre x384u,"Criollo congelado, Mini Criollo de Hojaldre x384u, marca CORDOBA PAN, x384 unidades.","Mini criollo de hojaldre, presentado en caja x384u, marca Cordoba Pan.",medialuna|criollo|caja|bulto|pack,ACTUALIZAR
PAN-PAN-01812,Pan de Molde blanco caja x 6 unidades x 540 gr,"Pan congelado, Pan de Molde blanco caja x 6 unidades x 540 gr, marca CORDOBA PAN, 540 gr, x6 unidades.","Pan de molde blanco, caja x 6 unidades de 540 g, marca Cordoba Pan.",pan|molde|pan lactal|pan de miga,ACTUALIZAR
PAN-COR-01878,Pan de Molde Multiceral caja x 6 un x 540 gr,"Pan congelado, Pan de Molde Multiceral caja x 6 un x 540 gr, marca CORDOBA PAN, 540 gr, x6 unidades.","Pan de molde multicereal envasado de 540 gramos, caja x 6 unidades, marca Cordoba Pan.",pan|molde|multicereal|caja,ACTUALIZAR
PAN-PAN-01793,Pan Frances Crudo Congelado caja x14kg,"Pan congelado, Pan Frances Crudo Congelado caja x14kg, marca CORDOBA PAN, 14kg.","Pan francés crudo congelado, caja x14 kg, marca Cordoba Pan.",pan|bulto|caja,ACTUALIZAR
PAN-COR-20001,Pan Mignon Crudo Congelado caja x14kg,"Pan congelado, Pan Mignon Crudo Congelado caja x14kg, marca CORDOBA PAN, 14kg.","Pan mignon crudo congelado, caja de 14 kg, marca Cordoba Pan.",pan|bulto|caja,ACTUALIZAR
PAN-PAN-01813,Pan Molde Salvado caja x 6 unid x 540 gr,"Pan congelado, Pan Molde Salvado caja x 6 unid x 540 gr, marca CORDOBA PAN, 540 gr, x6 unidades.","Pan molde de salvado, caja x 6 unid x 540 gr, marca Cordoba Pan.",pan|molde|caja|bulto,ACTUALIZAR
PAN-PAN-01744,Super Criollo Hojaldre 65grs 120u.,"Criollo congelado, Super Criollo Hojaldre 65grs 120u, marca CORDOBA PAN, 65g, x120 unidades.","Hojaldre congelado de 65 gramos, marca Super Criollo, presentado en caja de 120 unidades, marca Cordoba Pan.",hojaldre|medialuna|factura|bulto|caja,ACTUALIZAR
PAN-PAN-01730,Super Medialuna de Manteca 50grs 120u.,"Medialuna congelada, Super Medialuna de Manteca 50grs 120u, marca CORDOBA PAN, 50g, x120 unidades.","Medialuna de manteca, 50g, marca Super, presentación de 120 unidades, marca Cordoba Pan.",medialuna|caja|bulto|pack,ACTUALIZAR
PAN-PAN-01729,Tortilla de Hojaldre 50grs 200u.,"Producto congelado, Tortilla de Hojaldre 50grs 200u, marca CORDOBA PAN, 50g, x200 unidades.","Tortilla de hojaldre de 50 g, presentada en caja de 200 unidades, marca Cordoba Pan.",tortilla|hojaldre|pack|caja,ACTUALIZAR
PAN-COR-01954,Tortilla Tucumana x 60 gr caja x 160 unidades,"Producto congelado, Tortilla Tucumana x 60 gr caja x 160 unidades, marca CORDOBA PAN, 60 gr, x160 unidades.","Tortilla tucumana de 60 gr, caja con 160 unidades, marca Cordoba Pan.",tortilla|tortilla tucumana|tortilla de maíz,ACTUALIZAR
PAN-PAN-01594,Vigilantes x 162u. unidades 40 grs.,"Producto congelado, Vigilantes x 162u. unidades 40 grs, marca CORDOBA PAN, 40 g, x162 unidades.","Vigilantes de 40 gramos, presentación de 162 unidades, marca Cordoba Pan.",vigilantes|galletitas|snacks,ACTUALIZAR
SIN-CRE-02000,Baguette de Jamon y Queso x unidad,"Baguettín congelado, Baguette de Jamon y Queso x unidad, marca CRESFOOD.","Baguette de jamón y queso sin TACC, marca Cresfood, unidad.",baguette|sin tacc|cresfood,ACTUALIZAR
SIN-CRE-01969,Caja Chipa de 25g x 25 bolsas de 10u c/u Sin TACC,"Chipá congelada, Caja Chipa de 25g x 25 bolsas de 10u c/u Sin TACC, marca CRESFOOD, 25g, x10 unidades.","Chipa congelado Sin TACC de 25g, caja con 25 bolsas de 10 unidades cada una, marca Cresfood.",chipa|bolsita|pack|caja,ACTUALIZAR
SIN-CRE-01971,Chipa x 10u de 25g Sin TACC,"Chipá congelada, Chipa x 10u de 25g Sin TACC, marca CRESFOOD, 25g, x10 unidades.","Chipa congelado Sin TACC, formato 10 unidades de 25g cada una, marca Cresfood.",chipa|medialuna|bulto|pack|caja,ACTUALIZAR
SIN-CRE-01984,Criollo Cocido de 100g Sin TACC x 5 bolsas de 3u,"Criollo congelado, Criollo Cocido de 100g Sin TACC x 5 bolsas de 3u, marca CRESFOOD, 100g, x3 unidades.","Criollo cocido de 100g sin TACC, presentado en 5 bolsas de 3 unidades, marca Cresfood.",criollo|pan|bolsa|pack,ACTUALIZAR
SIN-CRE-02002,Criollo crudo x 30u de 1kg SIN TACC,"Criollo congelado, Criollo crudo x 30u de 1kg SIN TACC, marca CRESFOOD, 1kg, x30 unidades.","Criollo crudo SIN TACC, presentado en caja de 30 unidades de 1 kg, marca Cresfood.",criollo|pan|bulto|caja,ACTUALIZAR
SIN-CRE-01965,Medialuna Cocida x 2u de 120g CAJA DE 30u Sin TACC,"Medialuna congelada, Medialuna Cocida x 2u de 120g CAJA DE 30u Sin TACC, marca CRESFOOD, 120g, x2 unidades.","Medialuna cocida sin TACC de 120g, caja de 30 unidades, marca Cresfood.",medialuna|caja|bulto|pack,ACTUALIZAR
SIN-CRE-01999,Medialuna Cruda de 60g x 12u,"Medialuna congelada, Medialuna Cruda de 60g x 12u, marca CRESFOOD, 60g, x12 unidades.","Medialuna cruda de 60 gramos, presentada en caja de 12 unidades, marca Cresfood.",medialuna|caja|bulto|pack,ACTUALIZAR
SIN-CRE-01985,Medialunas Cocidas de 120g Sin TACC x 5 bolsas de 2u,"Medialuna congelada, Medialunas Cocidas de 120g Sin TACC x 5 bolsas de 2u, marca CRESFOOD, 120g, x2 unidades.","Medialunas cocidas de 120g Sin TACC, presentadas en 5 bolsas de 2 unidades, marca Cresfood.",medialuna|bolsa|pack,ACTUALIZAR
SIN-CRE-02001,Palmeritas precocidas x12u de 250g SIN TACC,"Producto sin TACC, Palmeritas precocidas x12u de 250g SIN TACC, marca CRESFOOD, 250g, x12 unidades.","Palmeritas precocidas sin TACC, presentación de 250g x12u, marca Cresfood.",palmeritas|palito|pack|bulto|caja,ACTUALIZAR
SIN-CRE-01967,Pan Baguette Jamon y Queso (sandwich) x15 Sin TACC,"Baguettín congelado, Pan Baguette Jamon y Queso (sandwich) x15 Sin TACC, marca CRESFOOD.","Pan baguette con jamón y queso, sin TACC, presentación x15 unidades, marca Cresfood.",pan|baguette|sándwich|bulto|caja,ACTUALIZAR
SIN-CRE-01966,Pan Baguette x 2u CAJA x30u Sin TACC,"Baguettín congelado, Pan Baguette x 2u CAJA x30u Sin TACC, marca CRESFOOD, x2 unidades.","Pan baguette sin TACC, caja con 30 unidades de 2 unidades cada una, marca Cresfood.",pan|baguette|caja|bulto,ACTUALIZAR
SIN-CRE-20002,Pizza de Muzzarela 4p 400g SIN TACC,"Pizza congelada, Pizza de Muzzarela 4p 400g SIN TACC, marca CRESFOOD, 400g.","Pizza de muzzarella sin TACC, 2 unidades de 400 g, marca Cresfood.",pizza|pote|bolsa|bulto,ACTUALIZAR
FRU-DRL-01957,Arandanos Congelados x 1kg,"Fruta congelada, Arandanos Congelados x 1kg, marca DRL Congelados, 1kg.","Arándanos congelados IQF, presentación de 1 kg, marca Drl Congelados.",arándanos|frutos rojos|bulto|caja,ACTUALIZAR
REB-DRL-01944,Bocadito de Muzzarela x 5kg,"Producto congelado, Bocadito de Muzzarela x 5kg, marca DRL Congelados, 5kg.","Bocadito de muzzarella congelado, formato 5 kg, marca Drl Congelados.",bocadito|bulto|pack,ACTUALIZAR
REB-DRL-01943,Filet de Merluza Rom x 6kg,"Producto congelado, Filet de Merluza Rom x 6kg, marca DRL Congelados, 6kg.","Filet de merluza rebozado a la romana, 6 kg congelado, marca Drl Congelados.",filet|merluza|pescado|bulto,ACTUALIZAR
FRU-DRL-01912,Frutilla Congelada x 1kg,"Fruta congelada, Frutilla Congelada x 1kg, marca DRL Congelados, 1kg.","Frutilla congelada entera, 1 kg, marca Drl Congelados.",frutilla|fresa|bolsa,ACTUALIZAR
FRU-DRL-01911,Mango Congelado en cubos x 1kg,"Fruta congelada, Mango Congelado en cubos x 1kg, marca DRL Congelados, 1kg.","Mango congelado en cubos, 1 kg, sin TACC, marca Drl Congelados.",mango|cubos|bolsa|pack,ACTUALIZAR
REB-DRL-01945,Medallon de Merluza Espinaca y Queso x 5kg,"Medallón congelado, Medallon de Merluza Espinaca y Queso x 5kg, marca DRL Congelados, 5kg.","Medallón de merluza con espinaca y queso, congelado, 5 kg, marca Drl Congelados.",medallón|pote|bulto|caja,ACTUALIZAR
REB-DRL-01946,Medallon de Merluza x5kg,"Medallón congelado, Medallon de Merluza x5kg, marca DRL Congelados, 5kg.","Medallón de merluza congelado, formato 5 kg, marca Drl Congelados.",medallón|pote|bulto|caja,ACTUALIZAR
REB-DRL-01947,Medallon de Pollo Jamon y Queso x 5 kg,"Medallón congelado, Medallon de Pollo Jamon y Queso x 5 kg, marca DRL Congelados, 5 kg, venta por kg.","Medallón de pollo rebozado relleno con jamón y queso, 5 kg, marca Drl Congelados.",medallón|bulto|pack,ACTUALIZAR
REB-DRL-01948,Medallon de Pollo x 5kg,"Medallón congelado, Medallon de Pollo x 5kg, marca DRL Congelados, 5kg.","Medallón de pollo congelado, presentación de 5 kg, marca Drl Congelados.",medallón|bulto|caja,ACTUALIZAR
REB-DRL-01951,Milanesas de Pollo x 5kg,"Rebozado congelado, Milanesas de Pollo x 5kg, marca DRL Congelados, 5kg.","Milanesas de pechuga de pollo congeladas, pack de 5 kg, marca Drl Congelados.",milanesas|pollo|pack|bulto,ACTUALIZAR
FRU-DRL-01918,Mix de Frutos Rojos Congelados x 1kg,"Fruta congelada, Mix de Frutos Rojos Congelados x 1kg, marca DRL Congelados, 1kg.","Mix de frutos rojos congelados con arándanos, moras y frambuesas, 1 kg, marca Drl Congelados.",frutos rojos|mix de frutas|frutillas congeladas,ACTUALIZAR
FRU-DRL-01913,Mix de Frutos Rojos Congelados x400g,"Fruta congelada, Mix de Frutos Rojos Congelados x400g, marca DRL Congelados, 400g.","Mix de frutos rojos congelados 400g, marca Drl Congelados.",frutos rojos|mezcla de frutas|mix de frutas,ACTUALIZAR
REB-DRL-01949,Patita de Pollo de Jamon y Queso x 5kg,"Producto congelado, Patita de Pollo de Jamon y Queso x 5kg, marca DRL Congelados, 5kg.","Patita de pollo rebozada con jamón y queso, 5 kg, marca Drl Congelados.",patita|pollo|rebozado|bulto|caja,ACTUALIZAR
REB-DRL-01950,Patita de Pollo x 5kg,"Producto congelado, Patita de Pollo x 5kg, marca DRL Congelados, 5kg.","Patita de pollo congelada, envasada, formato 5 kg, marca Drl Congelados.",patita|pollo|pata de pollo,ACTUALIZAR
IMP-FRO-01938,Arandanos bañados en chocolare blanco x110grs,"Producto congelado, Arandanos bañados en chocolare blanco x110grs, marca FROST CARGO, 110g.","Arándanos bañados en chocolate blanco, formato 110 g, marca Frost Cargo.",arándanos|frutos secos|chocolate|bulto,ACTUALIZAR
IMP-FRO-01933,Frambuesas bañadas en chocolate x110grs,"Producto congelado, Frambuesas bañadas en chocolate x110grs, marca FROST CARGO, 110g.","Frambuesas bañadas en chocolate, formato 110 gramos, marca Frost Cargo.",frambuesas|chocolate|bocado|dulce,ACTUALIZAR
IMP-FRO-01939,Frutillas en mitades bañadas en chocolate x110grs,"Producto congelado, Frutillas en mitades bañadas en chocolate x110grs, marca FROST CARGO, 110g.","Frutillas en mitades bañadas en chocolate, 110 gramos, marca Frost Cargo.",frutillas|chocolate|bocaditos,ACTUALIZAR
BAL-GAT-01910,Balde helado x 10 litros CHOCOLATE DUBAI,"Balde de helado, Balde helado x 10 litros CHOCOLATE DUBAI, marca GATELIN.","Balde de helado de chocolate, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01253,Balde Helado x10 litros Artesanal Premium Maracuya a la Crema,"Balde de helado, Balde Helado x10 litros Artesanal Premium Maracuya a la Crema, marca GATELIN.","Balde de helado artesanal premium sabor maracuyá a la crema, 10 litros, marca Gatelin.",balde|pote|vaso|caja,ACTUALIZAR
BAL-BAL-01785,Balde Helado x10 litros Artesanal Premium Alfajor Havana,"Postre helado, Balde Helado x10 litros Artesanal Premium Alfajor Havana, marca GATELIN.","Balde de helado artesanal premium sabor alfajor, marca Havana, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01246,Balde Helado x10 litros Artesanal Premium Almen. chocolate almendrado,"Balde de helado, Balde Helado x10 litros Artesanal Premium Almen. chocolate almendrado, marca GATELIN.","Balde de helado artesanal premium de 10 litros sabor chocolate almendrado, marca Almen, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01234,Balde Helado x10 litros Artesanal Premium Anana a la crema,"Balde de helado, Balde Helado x10 litros Artesanal Premium Anana a la crema, marca GATELIN.","Balde de helado artesanal premium sabor ananá a la crema, 10 litros, marca Gatelin.",balde|pote|vaso|caja,ACTUALIZAR
BAL-BAL-01235,Balde Helado x10 litros Artesanal Premium Banana Split,"Balde de helado, Balde Helado x10 litros Artesanal Premium Banana Split, marca GATELIN.","Balde de helado artesanal premium sabor banana split, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01245,Balde Helado x10 litros Artesanal Premium Bombon Rocher,"Postre helado, Balde Helado x10 litros Artesanal Premium Bombon Rocher, marca GATELIN.","Balde helado x10 litros sabor bombón rocher, marca Artesanal Premium, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01251,Balde Helado x10 litros Artesanal Premium Brownie Super Orense,"Balde de helado, Balde Helado x10 litros Artesanal Premium Brownie Super Orense, marca GATELIN.","Balde helado x10 litros sabor brownie, marca Super Orense, artesanal premium, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01237,Balde Helado x10 litros Artesanal Premium Cereza Con trozos,"Balde de helado, Balde Helado x10 litros Artesanal Premium Cereza Con trozos, marca GATELIN.","Balde de helado artesanal premium sabor cereza con trozos, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01547,Balde Helado x10 litros Artesanal Premium Chantilly con duraznos,"Balde de helado, Balde Helado x10 litros Artesanal Premium Chantilly con duraznos, marca GATELIN.","Balde de helado artesanal premium sabor chantilly con duraznos, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01220,Balde Helado x10 litros Artesanal Premium Chocolate,"Balde de helado, Balde Helado x10 litros Artesanal Premium Chocolate, marca GATELIN.","Balde de helado artesanal premium sabor chocolate, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01238,Balde Helado x10 litros Artesanal Premium Chocolate Suizo,"Balde de helado, Balde Helado x10 litros Artesanal Premium Chocolate Suizo, marca GATELIN.","Balde de helado artesanal premium sabor chocolate suizo, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01247,Balde Helado x10 litros Artesanal Premium Chocotorta,"Torta helada, Balde Helado x10 litros Artesanal Premium Chocotorta, marca GATELIN.","Balde de helado artesanal premium sabor chocotorta, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01775,Balde Helado x10 litros Artesanal Premium Coco con DDL,"Balde de helado, Balde Helado x10 litros Artesanal Premium Coco con DDL, marca GATELIN.","Balde de helado artesanal premium sabor coco con dulce de leche, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01218,Balde Helado x10 litros Artesanal Premium crema americana,"Balde de helado, Balde Helado x10 litros Artesanal Premium crema americana, marca GATELIN.","Balde de helado artesanal premium sabor crema americana, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01227,Balde Helado x10 litros Artesanal Premium Crema Cookies,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Cookies, marca GATELIN.","Balde de helado artesanal premium sabor crema cookies, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01221,Balde Helado x10 litros Artesanal Premium Crema del Cielo,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema del Cielo, marca GATELIN.","Balde helado x10 litros artesanal premium sabor crema del cielo, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01229,Balde Helado x10 litros Artesanal Premium Crema Flan,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Flan, marca GATELIN.","Balde helado x10 litros artesanal premium sabor crema flan, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01750,Balde Helado x10 litros Artesanal Premium Crema Imperial,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Imperial, marca GATELIN.","Balde de helado artesanal premium sabor crema, 10 litros, marca Imperial, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01248,Balde Helado x10 litros Artesanal Premium Crema Rusa,"Balde de helado, Balde Helado x10 litros Artesanal Premium Crema Rusa, marca GATELIN.","Balde de helado artesanal premium sabor crema rusa, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01429,Balde Helado x10 litros Artesanal Premium DLB NUEZ,"Balde de helado, Balde Helado x10 litros Artesanal Premium DLB NUEZ, marca GATELIN.","Balde de helado artesanal sabor nuez, marca DLB, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01222,Balde Helado x10 litros Artesanal Premium Dulce de Leche,"Balde de helado, Balde Helado x10 litros Artesanal Premium Dulce de Leche, marca GATELIN.","Balde de helado artesanal premium sabor dulce de leche, 10 litros, marca Gatelin.",balde|pote|vaso|caja,ACTUALIZAR
BAL-BAL-01249,Balde Helado x10 litros Artesanal Premium Dulce de Leche Bombon,"Postre helado, Balde Helado x10 litros Artesanal Premium Dulce de Leche Bombon, marca GATELIN.","Balde de helado artesanal de dulce de leche Bombon, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01749,Balde Helado x10 litros Artesanal Premium Dulce de Leche Delicia,"Balde de helado, Balde Helado x10 litros Artesanal Premium Dulce de Leche Delicia, marca GATELIN.","Balde de helado artesanal de dulce de leche, 10 litros, marca Delicia, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01228,Balde Helado x10 litros Artesanal Premium Dulce de leche Granizado,"Balde de helado, Balde Helado x10 litros Artesanal Premium Dulce de leche Granizado, marca GATELIN.","Balde de helado artesanal premium sabor dulce de leche granizado, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01783,Balde Helado x10 litros Artesanal Premium Frambuesa al Agua,"Balde de helado, Balde Helado x10 litros Artesanal Premium Frambuesa al Agua, marca GATELIN.","Balde de helado artesanal premium sabor frambuesa al agua, 10 litros, marca Gatelin.",balde|pote|vaso|caja,ACTUALIZAR
BAL-BAL-01710,Balde Helado x10 litros Artesanal Premium Franui,"Balde de helado, Balde Helado x10 litros Artesanal Premium Franui, marca GATELIN.","Balde de helado artesanal premium sabor frutilla, marca Franui, 10 litros, marca Gatelin.",balde|pote|vaso,ACTUALIZAR
BAL-BAL-01223,Balde Helado x10 litros Artesanal Premium Frutilla al Agua,"Balde de helado, Balde Helado x10 litros Artesanal Premium Frutilla al Agua, marca GATELIN.","Balde de helado artesanal premium sabor frutilla al agua, 10 litros, marca Gatelin.",balde|pote|vaso,ACTUALIZAR
BAL-BAL-01230,Balde Helado x10 litros Artesanal Premium FRUTILLA CREMA,"Balde de helado, Balde Helado x10 litros Artesanal Premium FRUTILLA CREMA, marca GATELIN.","Balde de helado artesanal de crema sabor frutilla, 10 litros, marca Premium, marca Gatelin.",balde|pote|vaso|helado,ACTUALIZAR
BAL-BAL-01231,Balde Helado x10 litros Artesanal Premium FRUTILLA NEVADA,"Balde de helado, Balde Helado x10 litros Artesanal Premium FRUTILLA NEVADA, marca GATELIN.","Balde de helado artesanal premium sabor frutilla nevada, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01239,Balde Helado x10 litros Artesanal Premium Frutos del Bosque,"Balde de helado, Balde Helado x10 litros Artesanal Premium Frutos del Bosque, marca GATELIN.","Helado en balde de 10 litros sabor frutos del bosque, artesanal premium, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01232,Balde Helado x10 litros Artesanal Premium GRANIZADO,"Balde de helado, Balde Helado x10 litros Artesanal Premium GRANIZADO, marca GATELIN.","Balde de helado artesanal premium sabor granizado, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01240,Balde Helado x10 litros Artesanal Premium KINDER,"Balde de helado, Balde Helado x10 litros Artesanal Premium KINDER, marca GATELIN.","Balde de helado artesanal premium sabor Kinder, 10 litros, marca Gatelin.",balde|pote|vaso|caja,ACTUALIZAR
BAL-BAL-01241,Balde Helado x10 litros Artesanal Premium Kinotos,"Balde de helado, Balde Helado x10 litros Artesanal Premium Kinotos, marca GATELIN.","Balde de helado artesanal premium de 10 litros, marca Kinotos, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01216,Balde Helado x10 Litros Artesanal Premium Limon al agua,"Balde de helado, Balde Helado x10 Litros Artesanal Premium Limon al agua, marca GATELIN.","Helado en balde de 10 litros sabor limón al agua, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01418,Balde Helado x10 litros Artesanal Premium LIMON PRIMAVERA,"Balde de helado, Balde Helado x10 litros Artesanal Premium LIMON PRIMAVERA, marca GATELIN.","Balde de helado artesanal sabor limón primavera, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01250,Balde Helado x10 litros Artesanal Premium Mantecol,"Balde de helado, Balde Helado x10 litros Artesanal Premium Mantecol, marca GATELIN.","Balde de helado artesanal premium sabor frutilla, marca Mantecol, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01242,Balde Helado x10 litros Artesanal Premium Mascarpone Con Frutos Rojos,"Balde de helado, Balde Helado x10 litros Artesanal Premium Mascarpone Con Frutos Rojos, marca GATELIN.","Balde de helado artesanal premium de mascarpone con frutos rojos, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01233,Balde Helado x10 litros Artesanal Premium Menta Granizada,"Balde de helado, Balde Helado x10 litros Artesanal Premium Menta Granizada, marca GATELIN.","Balde helado artesanal premium sabor menta granizada, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01628,Balde Helado x10 litros artesanal Premium Naranja,"Balde de helado, Balde Helado x10 litros artesanal Premium Naranja, marca GATELIN.","Balde helado x10 litros artesanal premium sabor naranja, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-GAT-01896,Balde Helado x10 litros Artesanal Premium Pistacho,"Balde de helado, Balde Helado x10 litros Artesanal Premium Pistacho, marca GATELIN.","Helado artesanal premium sabor pistacho, balde de 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01243,Balde Helado x10 litros Artesanal Premium Tramontana,"Balde de helado, Balde Helado x10 litros Artesanal Premium Tramontana, marca GATELIN.","Balde de helado artesanal premium sabor tramontana, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01244,Balde Helado x10 litros Artesanal Premium Uvas al Rhum,"Balde de helado, Balde Helado x10 litros Artesanal Premium Uvas al Rhum, marca GATELIN.","Balde helado artesanal premium de uvas al rhum, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01225,Balde Helado x10 litros Artesanal Premium Vainilla,"Balde de helado, Balde Helado x10 litros Artesanal Premium Vainilla, marca GATELIN.","Balde de helado artesanal premium sabor vainilla, 10 litros, marca Gatelin.",balde|pote|caja,ACTUALIZAR
BAL-BAL-01217,Balde Helado x10 Litros Manzana Verde al agua Artesanal,"Balde de helado, Balde Helado x10 Litros Manzana Verde al agua Artesanal, marca GATELIN.","Balde helado 10 litros sabor manzana verde al agua, artesanal, marca Gatelin.",balde|pote|caja,ACTUALIZAR
IMP-IMP-01660,Balde Helado x3lts Limon ORENSE,"Balde de helado, Balde Helado x3lts Limon ORENSE, marca GATELIN, 3lts.","Balde de helado sabor limón, marca Orense, 3 litros, marca Gatelin.",balde|pote|vaso,ACTUALIZAR
