pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00028,25010,5493818437953,Restaurante Sabor Argentino,2026-05-03 15:39:27,confirmado,8165.00,Pedido historico mock - Restaurante Sabor Argentino,true,false,3
P-00029,25010,5493818437953,Restaurante Sabor Argentino,2026-05-20 16:58:34,entregado,98670.00,Pedido historico mock - Restaurante Sabor Argentino,true,false,3
P-00030,25010,5493818437953,Restaurante Sabor Argentino,2026-03-06 17:17:41,facturado,384100.00,Pedido historico mock - Restaurante Sabor Argentino,true,false,3
P-00031,25011,5493582132179,Congelados La Estrella,2026-05-10 08:50:50,entregado,353160.00,Pedido historico mock - Congelados La Estrella,true,false,4
P-00032,25011,5493582132179,Congelados La Estrella,2026-05-27 09:09:57,facturado,357165.00,Pedido historico mock - Congelados La Estrella,true,false,4
P-00033,25011,5493582132179,Congelados La Estrella,2026-03-13 10:28:04,confirmado,241380.00,Pedido historico mock - Congelados La Estrella,true,false,4
P-00034,25012,5493872845902,Harinas y Más,2026-05-17 11:01:13,facturado,459984.00,Pedido historico mock - Harinas y Más,true,false,1
P-00035,25012,5493872845902,Harinas y Más,2026-03-03 12:20:20,confirmado,368000.00,Pedido historico mock - Harinas y Más,true,false,1
P-00036,25012,5493872845902,Harinas y Más,2026-03-20 13:39:27,entregado,223200.00,Pedido historico mock - Harinas y Más,true,false,1
P-00037,25013,5492997670210,Almacén El Rincón,2026-05-24 14:12:36,confirmado,56000.00,Pedido historico mock - Almacén El Rincón,true,false,2
P-00038,25013,5492997670210,Almacén El Rincón,2026-03-10 15:31:43,entregado,106328.00,Pedido historico mock - Almacén El Rincón,true,false,2
P-00039,25013,5492997670210,Almacén El Rincón,2026-03-27 16:50:50,facturado,92344.00,Pedido historico mock - Almacén El Rincón,true,false,2
P-00040,25014,5493811657614,Pinturería La Paleta,2026-05-31 17:23:59,entregado,263465.00,Pedido historico mock - Pinturería La Paleta,true,false,3
P-00041,25014,5493811657614,Pinturería La Paleta,2026-03-17 08:42:06,facturado,197800.00,Pedido historico mock - Pinturería La Paleta,true,false,3
P-00042,25014,5493811657614,Pinturería La Paleta,2026-04-03 09:01:13,confirmado,124200.00,Pedido historico mock - Pinturería La Paleta,true,false,3
P-00043,25015,5492994145193,Carnicería La Familia,2026-03-07 10:34:22,facturado,241020.00,Pedido historico mock - Carnicería La Familia,true,false,4
P-00044,25015,5492994145193,Carnicería La Familia,2026-03-24 11:53:29,confirmado,484920.00,Pedido historico mock - Carnicería La Familia,true,false,4
P-00045,25015,5492994145193,Carnicería La Familia,2026-04-10 12:12:36,entregado,54000.00,Pedido historico mock - Carnicería La Familia,true,false,4
P-00046,25016,5493515971311,Parrilla El Asador,2026-03-14 13:45:45,confirmado,140000.00,Pedido historico mock - Parrilla El Asador,true,false,1
P-00047,25016,5493515971311,Parrilla El Asador,2026-03-31 14:04:52,entregado,53000.00,Pedido historico mock - Parrilla El Asador,true,false,1
P-00048,25016,5493515971311,Parrilla El Asador,2026-04-17 15:23:59,facturado,168344.00,Pedido historico mock - Parrilla El Asador,true,false,1
P-00049,25017,5492994228106,Ferretería Todo en Uno,2026-03-21 16:56:08,entregado,404400.00,Pedido historico mock - Ferretería Todo en Uno,true,false,2
P-00050,25017,5492994228106,Ferretería Todo en Uno,2026-04-07 17:15:15,facturado,250000.00,Pedido historico mock - Ferretería Todo en Uno,true,false,2
P-00051,25017,5492994228106,Ferretería Todo en Uno,2026-04-24 08:34:22,confirmado,180000.00,Pedido historico mock - Ferretería Todo en Uno,true,false,2
P-00052,25018,5492998718887,Corralón La Solución,2026-03-28 09:07:31,facturado,891825.00,Pedido historico mock - Corralón La Solución,true,false,3
P-00053,25018,5492998718887,Corralón La Solución,2026-04-14 10:26:38,confirmado,881456.60,Pedido historico mock - Corralón La Solución,true,false,3
P-00054,25018,5492998718887,Corralón La Solución,2026-05-01 11:45:45,entregado,69000.00,Pedido historico mock - Corralón La Solución,true,false,3
P-00055,25019,5492995028869,Restaurante La Parrilla,2026-04-04 12:18:54,confirmado,128520.00,Pedido historico mock - Restaurante La Parrilla,true,false,4
P-00056,25019,5492995028869,Restaurante La Parrilla,2026-04-21 13:37:01,entregado,41040.00,Pedido historico mock - Restaurante La Parrilla,true,false,4
P-00057,25019,5492995028869,Restaurante La Parrilla,2026-05-08 14:56:08,facturado,552600.00,Pedido historico mock - Restaurante La Parrilla,true,false,4
P-00058,25020,5493517304254,Congelados y Sabores,2026-04-11 15:29:17,entregado,460000.00,Pedido historico mock - Congelados y Sabores,true,false,1
P-00059,25020,5493517304254,Congelados y Sabores,2026-04-28 16:48:24,facturado,376000.00,Pedido historico mock - Congelados y Sabores,true,false,1
P-00060,25020,5493517304254,Congelados y Sabores,2026-05-15 17:07:31,confirmado,134900.00,Pedido historico mock - Congelados y Sabores,true,false,1
P-00061,25021,5493416986538,La Casa de la Harina,2026-04-18 08:40:40,facturado,265000.00,Pedido historico mock - La Casa de la Harina,true,false,2
P-00062,25021,5493416986538,La Casa de la Harina,2026-05-05 09:59:47,confirmado,420000.00,Pedido historico mock - La Casa de la Harina,true,false,2
P-00063,25021,5493416986538,La Casa de la Harina,2026-05-22 10:18:54,entregado,7100.00,Pedido historico mock - La Casa de la Harina,true,false,2
P-00064,25022,5492619239862,Almacén El Sabor,2026-04-25 11:51:03,confirmado,452525.00,Pedido historico mock - Almacén El Sabor,true,false,3
P-00065,25022,5492619239862,Almacén El Sabor,2026-05-12 12:10:10,entregado,131100.00,Pedido historico mock - Almacén El Sabor,true,false,3
P-00066,25022,5492619239862,Almacén El Sabor,2026-05-29 13:29:17,facturado,84985.00,Pedido historico mock - Almacén El Sabor,true,false,3
P-00067,25023,5493513952681,Pinturería El Colorido,2026-05-02 14:02:26,entregado,304560.00,Pedido historico mock - Pinturería El Colorido,true,false,4
P-00068,25023,5493513952681,Pinturería El Colorido,2026-05-19 15:21:33,facturado,379440.00,Pedido historico mock - Pinturería El Colorido,true,false,4
P-00069,25023,5493513952681,Pinturería El Colorido,2026-03-05 16:40:40,confirmado,18000.00,Pedido historico mock - Pinturería El Colorido,true,false,4
P-00070,25024,5493414799650,Carnicería El Buen Corte,2026-05-09 17:13:49,facturado,329100.00,Pedido historico mock - Carnicería El Buen Corte,true,false,1
P-00071,25024,5493414799650,Carnicería El Buen Corte,2026-05-26 08:32:56,confirmado,242344.00,Pedido historico mock - Carnicería El Buen Corte,true,false,1
P-00072,25024,5493414799650,Carnicería El Buen Corte,2026-03-12 09:51:03,entregado,21200.00,Pedido historico mock - Carnicería El Buen Corte,true,false,1
P-00073,25025,5492992500733,Asadería La Amistad,2026-05-16 10:24:12,confirmado,498000.00,Pedido historico mock - Asadería La Amistad,true,false,2
P-00074,25025,5492992500733,Asadería La Amistad,2026-03-02 11:43:19,entregado,1257812.00,Pedido historico mock - Asadería La Amistad,true,false,2
P-00075,25025,5492992500733,Asadería La Amistad,2026-03-19 12:02:26,facturado,584912.00,Pedido historico mock - Asadería La Amistad,true,false,2
P-00076,25026,5492615139305,Restaurante El Fogón,2026-05-23 13:35:35,entregado,967361.60,Pedido historico mock - Restaurante El Fogón,true,false,3
P-00077,25026,5492615139305,Restaurante El Fogón,2026-03-09 14:54:42,facturado,64400.00,Pedido historico mock - Restaurante El Fogón,true,false,3
P-00078,25026,5492615139305,Restaurante El Fogón,2026-03-26 15:13:49,confirmado,141450.00,Pedido historico mock - Restaurante El Fogón,true,false,3
P-00079,25027,5492618861463,Congelados del Norte,2026-05-30 16:46:58,facturado,196200.00,Pedido historico mock - Congelados del Norte,true,false,4
P-00080,25027,5492618861463,Congelados del Norte,2026-03-16 17:05:05,confirmado,494910.00,Pedido historico mock - Congelados del Norte,true,false,4
P-00081,25027,5492618861463,Congelados del Norte,2026-04-02 08:24:12,entregado,98820.00,Pedido historico mock - Congelados del Norte,true,false,4
P-00082,25028,5493812941974,Harinas del Valle,2026-03-06 09:57:21,confirmado,481850.00,Pedido historico mock - Harinas del Valle,true,false,1
P-00083,25028,5493812941974,Harinas del Valle,2026-03-23 10:16:28,entregado,64400.00,Pedido historico mock - Harinas del Valle,true,false,1
P-00084,25028,5493812941974,Harinas del Valle,2026-04-09 11:35:35,facturado,53000.00,Pedido historico mock - Harinas del Valle,true,false,1
P-00085,25029,5493817404433,Almacén La Esquina,2026-03-13 12:08:44,entregado,22400.00,Pedido historico mock - Almacén La Esquina,true,false,2
P-00086,25029,5493817404433,Almacén La Esquina,2026-03-30 13:27:51,facturado,110000.00,Pedido historico mock - Almacén La Esquina,true,false,2
P-00087,25029,5493817404433,Almacén La Esquina,2026-04-16 14:46:58,confirmado,532000.00,Pedido historico mock - Almacén La Esquina,true,false,2
P-00088,25030,5493419686914,Pinturería Color y Estilo,2026-03-20 15:19:07,facturado,131100.00,Pedido historico mock - Pinturería Color y Estilo,true,false,3
P-00089,25030,5493419686914,Pinturería Color y Estilo,2026-04-06 16:38:14,confirmado,109250.00,Pedido historico mock - Pinturería Color y Estilo,true,false,3
P-00090,25030,5493419686914,Pinturería Color y Estilo,2026-04-23 17:57:21,entregado,78660.00,Pedido historico mock - Pinturería Color y Estilo,true,false,3
P-00091,25031,5493518648263,Ferretería El Taller,2026-03-27 08:30:30,confirmado,113040.00,Pedido historico mock - Ferretería El Taller,true,false,4
P-00092,25031,5493518648263,Ferretería El Taller,2026-04-13 09:49:37,entregado,153360.00,Pedido historico mock - Ferretería El Taller,true,false,4
P-00093,25031,5493518648263,Ferretería El Taller,2026-04-30 10:08:44,facturado,216000.00,Pedido historico mock - Ferretería El Taller,true,false,4
P-00094,25032,5493516216782,Corralón El Camino,2026-04-03 11:41:53,entregado,153128.00,Pedido historico mock - Corralón El Camino,true,false,1
P-00095,25032,5493516216782,Corralón El Camino,2026-04-20 12:00:00,facturado,106000.00,Pedido historico mock - Corralón El Camino,true,false,1
P-00096,25032,5493516216782,Corralón El Camino,2026-05-07 13:19:07,confirmado,393500.00,Pedido historico mock - Corralón El Camino,true,false,1
P-00097,25033,5492612780568,Parrilla El Rincón,2026-04-10 14:52:16,facturado,139300.00,Pedido historico mock - Parrilla El Rincón,true,false,2
P-00098,25033,5492612780568,Parrilla El Rincón,2026-04-27 15:11:23,confirmado,358500.00,Pedido historico mock - Parrilla El Rincón,true,false,2
P-00099,25033,5492612780568,Parrilla El Rincón,2026-05-14 16:30:30,entregado,563156.00,Pedido historico mock - Parrilla El Rincón,true,false,2
P-00100,25034,5493582639964,Carnicería El Sabor,2026-04-17 17:03:39,confirmado,299920.00,Pedido historico mock - Carnicería El Sabor,true,false,3
P-00101,25034,5493582639964,Carnicería El Sabor,2026-05-04 08:22:46,entregado,296700.00,Pedido historico mock - Carnicería El Sabor,true,false,3
P-00102,25034,5493582639964,Carnicería El Sabor,2026-05-21 09:41:53,facturado,95450.00,Pedido historico mock - Carnicería El Sabor,true,false,3
P-00103,25035,5493814729528,Restaurante La Cocina,2026-04-24 10:14:02,entregado,275175.00,Pedido historico mock - Restaurante La Cocina,true,false,4
P-00104,25035,5493814729528,Restaurante La Cocina,2026-05-11 11:33:09,facturado,85950.00,Pedido historico mock - Restaurante La Cocina,true,false,4
P-00105,25035,5493814729528,Restaurante La Cocina,2026-05-28 12:52:16,confirmado,222044.40,Pedido historico mock - Restaurante La Cocina,true,false,4
P-00106,25036,5493876922419,Congelados La Casa,2026-05-01 13:25:25,facturado,218100.00,Pedido historico mock - Congelados La Casa,true,false,1
P-00107,25036,5493876922419,Congelados La Casa,2026-05-18 14:44:32,confirmado,293600.00,Pedido historico mock - Congelados La Casa,true,false,1
P-00108,25036,5493876922419,Congelados La Casa,2026-03-04 15:03:39,entregado,125400.00,Pedido historico mock - Congelados La Casa,true,false,1
P-00109,25037,5492618889598,Harinas y Sazón,2026-05-08 16:36:48,confirmado,79000.00,Pedido historico mock - Harinas y Sazón,true,false,2
P-00110,25037,5492618889598,Harinas y Sazón,2026-05-25 17:55:55,entregado,33600.00,Pedido historico mock - Harinas y Sazón,true,false,2
P-00111,25037,5492618889598,Harinas y Sazón,2026-03-11 08:14:02,facturado,59000.00,Pedido historico mock - Harinas y Sazón,true,false,2
P-00112,25038,5492615021286,Almacén El Mercado,2026-05-15 09:47:11,entregado,75440.00,Pedido historico mock - Almacén El Mercado,true,false,3
P-00113,25038,5492615021286,Almacén El Mercado,2026-03-01 10:06:18,facturado,488175.00,Pedido historico mock - Almacén El Mercado,true,false,3
P-00114,25038,5492615021286,Almacén El Mercado,2026-03-18 11:25:25,confirmado,220455.00,Pedido historico mock - Almacén El Mercado,true,false,3
P-00115,25039,5493813520000,Pinturería El Artista,2026-05-22 12:58:34,facturado,98730.00,Pedido historico mock - Pinturería El Artista,true,false,4
P-00116,25039,5493813520000,Pinturería El Artista,2026-03-08 13:17:41,confirmado,134640.00,Pedido historico mock - Pinturería El Artista,true,false,4
P-00117,25039,5493813520000,Pinturería El Artista,2026-03-25 14:36:48,entregado,190080.00,Pedido historico mock - Pinturería El Artista,true,false,4
P-00118,25040,5492997489876,Ferretería La Herramienta,2026-05-29 15:09:57,confirmado,378700.00,Pedido historico mock - Ferretería La Herramienta,true,false,1
P-00119,25040,5492997489876,Ferretería La Herramienta,2026-03-15 16:28:04,entregado,188400.00,Pedido historico mock - Ferretería La Herramienta,true,false,1
P-00120,25040,5492997489876,Ferretería La Herramienta,2026-04-01 17:47:11,facturado,204000.00,Pedido historico mock - Ferretería La Herramienta,true,false,1
P-00121,0,5492612928724,Congelados y Más,2026-03-05 08:20:20,entregado,76100.00,Pedido historico mock - Congelados y Más,true,false,2
P-00122,0,5492612928724,Congelados y Más,2026-03-22 09:39:27,facturado,279200.00,Pedido historico mock - Congelados y Más,true,false,2
P-00123,0,5492612928724,Congelados y Más,2026-04-08 10:58:34,confirmado,49950.00,Pedido historico mock - Congelados y Más,true,false,2
P-00124,0,5492617236955,Restaurante El Buen Gusto,2026-03-12 11:31:43,facturado,390500.00,Pedido historico mock - Restaurante El Buen Gusto,true,false,1
P-00125,0,5492617236955,Restaurante El Buen Gusto,2026-03-29 12:50:50,confirmado,471500.00,Pedido historico mock - Restaurante El Buen Gusto,true,false,1
P-00126,0,5492617236955,Restaurante El Buen Gusto,2026-04-15 13:09:57,entregado,40100.00,Pedido historico mock - Restaurante El Buen Gusto,true,false,1
P-00127,0,5492617413812,Carnicería El Asador,2026-03-19 14:42:06,confirmado,33300.00,Pedido historico mock - Carnicería El Asador,true,false,4
P-00128,0,5492617413812,Carnicería El Asador,2026-04-05 15:01:13,entregado,140400.00,Pedido historico mock - Carnicería El Asador,true,false,4
P-00129,0,5492617413812,Carnicería El Asador,2026-04-22 16:20:20,facturado,185659.20,Pedido historico mock - Carnicería El Asador,true,false,4
P-00130,0,5492998066543,Corralón La Base,2026-03-26 17:53:29,entregado,184000.00,Pedido historico mock - Corralón La Base,true,false,3
P-00131,0,5492998066543,Corralón La Base,2026-04-12 08:12:36,facturado,60375.00,Pedido historico mock - Corralón La Base,true,false,3
P-00132,0,5492998066543,Corralón La Base,2026-04-29 09:31:43,confirmado,287960.00,Pedido historico mock - Corralón La Base,true,false,3
P-00133,0,5492999435946,La Harina del Pueblo,2026-04-02 10:04:52,facturado,23000.00,Pedido historico mock - La Harina del Pueblo,true,false,3
P-00134,0,5492999435946,La Harina del Pueblo,2026-04-19 11:23:59,confirmado,291985.00,Pedido historico mock - La Harina del Pueblo,true,false,3
P-00135,0,5492999435946,La Harina del Pueblo,2026-05-06 12:42:06,entregado,138000.00,Pedido historico mock - La Harina del Pueblo,true,false,3
P-00136,0,5493416524997,Pinturería El Maestro,2026-04-09 13:15:15,confirmado,398900.00,Pedido historico mock - Pinturería El Maestro,true,false,1
P-00137,0,5493416524997,Pinturería El Maestro,2026-04-26 14:34:22,entregado,299188.00,Pedido historico mock - Pinturería El Maestro,true,false,1
P-00138,0,5493416524997,Pinturería El Maestro,2026-05-13 15:53:29,facturado,210600.00,Pedido historico mock - Pinturería El Maestro,true,false,1
P-00139,0,5493517632424,Almacén La Selección,2026-04-16 16:26:38,entregado,28620.00,Pedido historico mock - Almacén La Selección,true,false,4
P-00140,0,5493517632424,Almacén La Selección,2026-05-03 17:45:45,facturado,104265.00,Pedido historico mock - Almacén La Selección,true,false,4
P-00141,0,5493517632424,Almacén La Selección,2026-05-20 08:04:52,confirmado,434016.00,Pedido historico mock - Almacén La Selección,true,false,4
P-00142,0,5493519107005,Corralón La Tierra,2026-04-23 09:37:01,facturado,146600.00,Pedido historico mock - Corralón La Tierra,true,false,2
P-00143,0,5493519107005,Corralón La Tierra,2026-05-10 10:56:08,confirmado,65000.00,Pedido historico mock - Corralón La Tierra,true,false,2
P-00144,0,5493519107005,Corralón La Tierra,2026-05-27 11:15:15,entregado,200000.00,Pedido historico mock - Corralón La Tierra,true,false,2
P-00145,0,5493874104594,Asadería El Sabor,2026-04-30 12:48:24,confirmado,138000.00,Pedido historico mock - Asadería El Sabor,true,false,3
P-00146,0,5493874104594,Asadería El Sabor,2026-05-17 13:07:31,entregado,566375.00,Pedido historico mock - Asadería El Sabor,true,false,3
P-00147,0,5493874104594,Asadería El Sabor,2026-03-03 14:26:38,facturado,236739.00,Pedido historico mock - Asadería El Sabor,true,false,3
P-00148,0,5493876499570,Ferretería El Constructor,2026-05-07 15:59:47,entregado,160300.00,Pedido historico mock - Ferretería El Constructor,true,false,2
P-00149,0,5493876499570,Ferretería El Constructor,2026-05-24 16:18:54,facturado,299200.00,Pedido historico mock - Ferretería El Constructor,true,false,2
P-00150,0,5493876499570,Ferretería El Constructor,2026-03-10 17:37:01,confirmado,291928.00,Pedido historico mock - Ferretería El Constructor,true,false,2
P-00151,25004,5493418277249,Carnicería El Amigo,2026-07-31 11:15:00,abierto,43407.50,Pedido abierto mock - promo Fase 2 - Carnicería El Amigo,true,true,1
P-00152,25001,5493587905250,Congelados del Sur,2026-07-31 11:15:13,pendiente,402300.00,Pedido abierto mock - Congelados del Sur,true,true,2
P-00153,25002,5493582641213,La Harina Mágica,2026-07-31 11:15:26,abierto,518650.00,Pedido abierto mock - La Harina Mágica,true,true,3
P-00154,25003,5492991227644,Parrilla El Buen Sabor,2026-07-31 11:15:39,pendiente,261914.40,Pedido abierto mock - Parrilla El Buen Sabor,true,true,4
P-00155,25005,5493587747641,Almacén La Abundancia,2026-07-31 11:15:52,abierto,172100.00,Pedido abierto mock - Almacén La Abundancia,true,true,2
P-00156,25006,5492614053074,Pinturería Color y Vida,2026-07-31 11:15:05,pendiente,421360.00,Pedido abierto mock - Pinturería Color y Vida,true,true,3
P-00157,25007,5493514079279,Ferretería El Progreso,2026-07-31 11:15:18,abierto,241110.00,Pedido abierto mock - Ferretería El Progreso,true,true,4
