codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
PSQ-0218,CAMISETA 50 X 70 MUNDI MAX X PAQ (20),"Camiseta 50 x 70 mundi max x paq (20), marca Mundi Max, camiseta, paquete x20, lista B.","Bolsa camiseta 50 x 70 cm, marca Mundi Max, caja x20.",PSQ-0218|camiseta 50 x 70 mundi max x paq (20)|mundi max|paquete|bolsa|bulto,ACTUALIZAR
PSQ-0271,CLORO P/PILETAS X10L,"Cloro p/piletas x10l, marca PSQ, tratamiento de agua, venta por unidad, lista B.","Cloro líquido para piletas, marca PSQ, bidón 10 L.",PSQ-0271|cloro p/piletas x10l|psq,ACTUALIZAR
PSQ-0310,DESTAPA CAÑERIAS X LT PSQUIMICA,"Destapa cañerias x LT PSQUIMICA, marca PSQ, línea psq, venta por unidad, lista B.","Destapa cañerías líquido, marca PSQ, 1 litro.",PSQ-0310|destapa cañerias x lt psquimica|psq,ACTUALIZAR
PSQ-0329,ELIMINADOR DE OLORES PSQ X U. (1LT),"Eliminador de olores PSQ x u. (1lt), marca PSQ, línea psq, venta por unidad, lista B.","Eliminador de olores, marca PSQ, 1 lt.",PSQ-0329|eliminador de olores psq x u. (1lt)|psq|litro|x1,ACTUALIZAR
PSQ-0330,ELIMINADOR DE OLORES PSQ X U. (500ML),"Eliminador de olores PSQ x u. (500ml), marca PSQ, línea psq, venta por unidad, lista B.","Eliminador de olores, marca PSQ, 500 ml.",PSQ-0330|eliminador de olores psq x u. (500ml)|psq,ACTUALIZAR
PSQ-0348,ESCOBILLON ANDEN PLAST 60CM C/CABO,"Escobillon anden plast 60cm c/cabo, marca PSQ, herramientas, venta por unidad, lista B.",Escobillón de andén plástico 60 cm con cabo.,PSQ-0348|escobillon anden plast 60cm c/cabo|psq,ACTUALIZAR
PSQ-0405,FRIOCLEAN 500ML,"Frioclean 500ml, marca PSQ, línea psq, venta por unidad, lista B.","Limpiador Frioclean 500 ml, marca PSQ.",PSQ-0405|frioclean 500ml|psq,ACTUALIZAR
PSQ-0457,LIMPIA TAPIZADOS 500ML PSQ,"Limpia tapizados 500ml PSQ, marca PSQ, línea psq, venta por unidad, lista B.","Limpia tapizados 500 ml, marca PSQ.",PSQ-0457|limpia tapizados 500ml psq|psq,ACTUALIZAR
PSQ-0462,LIMPIAVIDRIOS GATILLO 475ML PSQ,"Limpiavidrios gatillo 475ml PSQ, marca PSQ, línea psq, venta por unidad, lista B.","Limpiavidrios con gatillo 475 ml, marca PSQ.",PSQ-0462|limpiavidrios gatillo 475ml psq|psq|gatillo|con gatillo,ACTUALIZAR
PSQ-0487,MULTIUSO AZULEJOS X 500ML PSQUIMICA,"Multiuso azulejos x 500ml PSQUIMICA, marca PSQ, línea psq, venta por unidad, lista B.","Limpiador multiuso para azulejos 500 ml, marca PSQ.",PSQ-0487|multiuso azulejos x 500ml psquimica|psq,ACTUALIZAR
PSQ-0520,PAPEL HIG ELEG/FELPITA 4x30 MTS,"Papel hig eleg/felpita 4x30 mts, marca Felpita, higiénico y cocina, venta por unidad, lista B.","Papel higiénico Elegante/Felpita, 4 rollos x 30 m.",PSQ-0520|papel hig eleg/felpita 4x30 mts|felpita,ACTUALIZAR
PSQ-0524,PAPEL HIG JUMBO C/CH 8X300MTS ECO,"Papel hig jumbo c/ch 8x300mts eco, marca PSQ, higiénico y cocina, venta por unidad, lista B.",Papel higiénico jumbo eco 8 rollos x 300 m.,PSQ-0524|papel hig jumbo c/ch 8x300mts eco|psq,ACTUALIZAR
PSQ-0538,PATO BLOQUE ADH X 3 UNID,"Pato bloque adh x 3 unid, marca Pato, marcas de góndola, venta por unidad, lista B.","Bloque adhesivo para inodoro, marca Pato, pack x3.",PSQ-0538|pato bloque adh x 3 unid|pato,ACTUALIZAR
PSQ-0542,PERFUMINA X 1L,"Perfumina x 1l, marca PSQ, líquidos, venta por unidad, lista B.","Perfumina para ropa, marca PSQ, 1 l.",PSQ-0542|perfumina x 1l|psq|litro|x1,ACTUALIZAR
PSQ-0543,PERFUMINA X 5L,"Perfumina x 5l, marca PSQ, líquidos, venta por unidad, lista B.","Perfumina para ropa, marca PSQ, 5 l.",PSQ-0543|perfumina x 5l|psq|bidón 5 litros|x5,ACTUALIZAR
PSQ-0574,QUITA SARRO X1L,"Quita sarro x1l, marca PSQ, línea psq, venta por unidad, lista B.","Quitasarro, marca PSQ, 1 l.",PSQ-0574|quita sarro x1l|psq|litro|x1,ACTUALIZAR
PSQ-0576,QUITAMANCHAS 500ML PSQ,"Quitamanchas 500ml PSQ, marca PSQ, línea psq, venta por unidad, lista B.","Quitamanchas, marca PSQ, 500 ml.",PSQ-0576|quitamanchas 500ml psq|psq,ACTUALIZAR
PSQ-0580,QUITAMANCHAS X 1LT,"Quitamanchas x 1lt, marca PSQ, línea psq, venta por unidad, lista B.","Quitamanchas, marca PSQ, 1 lt.",PSQ-0580|quitamanchas x 1lt|psq|litro|x1,ACTUALIZAR
PSQ-0582,QUITASARRO GATILLO 500ML PSQ,"Quitasarro gatillo 500ml PSQ, marca PSQ, línea psq, venta por unidad, lista B.","Quitasarro con gatillo, marca PSQ, 500 ml.",PSQ-0582|quitasarro gatillo 500ml psq|psq|gatillo|con gatillo,ACTUALIZAR
PSQ-0583,RAID CASA Y JARDIN,"Raid casa y jardin, marca Raid, marcas de góndola, venta por unidad, lista B.","Insecticida aerosol casa y jardín, marca Raid.",PSQ-0583|raid casa y jardin|raid,ACTUALIZAR
PSQ-0616,ROLLO COCINA ELEG 3X50PAÑOS,"Rollo cocina eleg 3x50paños, marca Elegante, higiénico y cocina, venta por unidad, lista B.","Rollo de cocina Elegante, 3 x 50 paños.",PSQ-0616|rollo cocina eleg 3x50paños|elegante,ACTUALIZAR
PSQ-0618,ROLLO COCINA FELPITA X 200PAÑOS,"Rollo cocina felpita x 200paños, marca Felpita, higiénico y cocina, venta por unidad, lista B.","Rollo de cocina Felpita, 200 paños, marca Felpita.",PSQ-0618|rollo cocina felpita x 200paños|felpita,ACTUALIZAR
PSQ-0619,ROLLO DE ALUMINIO X 1KG DPM/INCA (12),"Rollo de aluminio x 1kg dpm/inca (12), marca PSQ, higiénico y cocina, paquete x12, lista B.","Rollo de aluminio 1 kg, marca DPM/Inca, caja x12.",PSQ-0619|rollo de aluminio x 1kg dpm/inca (12)|dpm/inca,ACTUALIZAR
PSQ-0645,SERVILLETA 18X18 X 1000,"Servilleta 18x18 x 1000, marca PSQ, gastronomía, venta por unidad, lista B.","Servilleta de papel 18x18 cm, x1000, marca PSQ.",PSQ-0645|servilleta 18x18 x 1000|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0648,SERVILLETA SM 33X33 BLANCA,"Servilleta sm 33x33 blanca, marca PSQ, gastronomía, venta por unidad, lista B.","Servilleta de papel 33x33 cm, marca PSQ.",PSQ-0648|servilleta sm 33x33 blanca|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0649,SERVILLETAS 30X30 X 1000UNI,"Servilletas 30x30 x 1000uni, marca PSQ, gastronomía, caja x1000, lista B.","Servilleta de papel 30x30 cm, x1000, marca PSQ.",PSQ-0649|servilletas 30x30 x 1000uni|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0650,SET COMBO 4X50 LT (JAB-SUA-DES-PERF),"Set combo 4x50 LT (jab-sua-des-perf), marca PSQ, set de fabricación, venta por unidad, lista B.","Set de fabricación marca blanca: jabón, suavizante, desengrasante y perfumina, 4 bidones de 50 L, marca PSQ.",PSQ-0650|set combo 4x50 lt (jab-sua-des-perf)|psq|marca blanca|set fabricacion|kit 100 litros,ACTUALIZAR
PSQ-0666,SET PERFUMINA 100 LTS,"Set perfumina 100 LTS, marca PSQ, set de fabricación, venta por unidad, lista B.","Set de fabricación de perfumina para etiquetar, rinde 100 litros, marca PSQ.",PSQ-0666|set perfumina 100 lts|psq|marca blanca|set fabricacion|kit 100 litros,ACTUALIZAR
PSQ-0732,VALERINA / PAÑO AMARILLO,"Valerina / paño amarillo, marca PSQ, herramientas, venta por unidad, lista B.","Paño amarillo tipo valerina para limpieza, marca PSQ.",PSQ-0732|valerina / paño amarillo|psq,ACTUALIZAR
PSQ-0735,VASO 110CC PLASTICO TRASLUCIDO X 100 (42),"Vaso 110cc plastico traslucido x 100 (42), marca PSQ, gastronomía, caja x42, lista B.","Vaso plástico translúcido 110 cc, caja x42, marca PSQ.",PSQ-0735|vaso 110cc plastico traslucido x 100 (42)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0736,VASO 220 CC PLASTICO TRASLUCIDO X 50 (62),"Vaso 220 cc plastico traslucido x 50 (62), marca PSQ, gastronomía, caja x62, lista B.","Vaso plástico translúcido 220 cc, caja x62, marca PSQ.",PSQ-0736|vaso 220 cc plastico traslucido x 50 (62)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0737,VASO 330 CC PLASTICO TRASLUCIDO X 50 (49),"Vaso 330 cc plastico traslucido x 50 (49), marca PSQ, gastronomía, caja x49, lista B.","Vaso plástico translúcido 330 cc, caja x49, marca PSQ.",PSQ-0737|vaso 330 cc plastico traslucido x 50 (49)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0738,VASO 500ML TRASL X 50UNI,"Vaso 500ml trasl x 50uni, marca PSQ, gastronomía, caja x50, lista B.","Vaso plástico translúcido 500 ml, paquete x50, marca PSQ.",PSQ-0738|vaso 500ml trasl x 50uni|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0742,VASO POLIPAPEL 12 ONZAS X 50U (1000),"Vaso polipapel 12 onzas x 50u (1000), marca PSQ, gastronomía, caja x1000, lista B.","Vaso polipapel 12 onzas, paquete x50, marca PSQ.",PSQ-0742|vaso polipapel 12 onzas x 50u (1000)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0759,VIRULANA,"Virulana, marca Virulana, marcas de góndola, venta por unidad, lista B.","Lana de acero para limpieza, marca Virulana.",PSQ-0759|virulana,ACTUALIZAR
PSQ-0006,AGITADOR DE CAFE MADERA IBERIA 11CM X 1500 U,"Agitador de cafe madera iberia 11cm x 1500 u, marca Iberia, gastronomía, paquete x1500, lista B.","Agitador de café de madera 11 cm, marca Iberia, x1500.",PSQ-0006|agitador de cafe madera iberia 11cm x 1500 u|iberia,ACTUALIZAR
PSQ-0009,ALA EN POLVO 800GRS,"Ala en polvo 800grs, marca Ala, marcas de góndola, venta por unidad, lista B.","Jabón en polvo para ropa, marca Ala, 800 g.",PSQ-0009|ala en polvo 800grs|ala,ACTUALIZAR
PSQ-0052,BALDE 10LTS,"Balde 10lts, marca PSQ, herramientas, venta por unidad, lista B.","Balde plástico de 10 litros, marca PSQ.",PSQ-0052|balde 10lts|psq,ACTUALIZAR
PSQ-0054,BALDE C/ ESCURRIDOR HACENDOZA 9L,"Balde c/ escurridor hacendoza 9l, marca Hacendoza, herramientas, venta por unidad, lista B.","Balde con escurridor 9 L, marca Hacendoza.",PSQ-0054|balde c/ escurridor hacendoza 9l|hacendoza,ACTUALIZAR
PSQ-0121,BOLSA PANADERIA KRAFT N 5 - X 100U.(20),"Bolsa panaderia kraft n 5 - x 100u.(20), marca PSQ, kraft / delivery, paquete x20, lista B.","Bolsa kraft panadería N5, paquete x100, marca PSQ.",PSQ-0121|bolsa panaderia kraft n 5 - x 100u.(20)|psq|paquete|bolsa|bulto,ACTUALIZAR
PSQ-0198,CAJA EMPANADA X 100U,"Caja empanada x 100u, marca PSQ, gastronomía, caja x100, lista B.","Caja de cartón para empanadas, x100, marca PSQ.",PSQ-0198|caja empanada x 100u|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0550,PLATO 17CM BLANCO X 50 U (20),"Plato 17cm blanco x 50 u (20), marca PSQ, gastronomía, caja x20, lista B.","Plato plástico blanco 17 cm, paquete x50, marca PSQ.",PSQ-0550|plato 17cm blanco x 50 u (20)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0281,CUCHARA SOPERA X 100(1),"Cuchara sopera x 100(1), marca PSQ, gastronomía, venta por unidad, lista B.","Cuchara sopera plástica blanca, paquete x100, marca PSQ.",PSQ-0281|cuchara sopera x 100(1)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0291,CUCHILLO BLANCO X 100 (1),"Cuchillo blanco x 100 (1), marca PSQ, gastronomía, venta por unidad, lista B.","Cuchillo plástico blanco, paquete x100, marca PSQ.",PSQ-0291|cuchillo blanco x 100 (1)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0295,DESENGRASANTE 500ML PSQUIMICA,"Desengrasante 500ml PSQUIMICA, marca PSQ, línea psq, venta por unidad, lista B.","Desengrasante 500 ml, marca PSQ.",PSQ-0295|desengrasante 500ml psquimica|psq,ACTUALIZAR
PSQ-0297,DESENGRASANTE P-25 X 1L,"Desengrasante p-25 x 1l, marca PSQ, líquidos, venta por unidad, lista B.","Desengrasante P-25, marca PSQ, 1 litro.",PSQ-0297|desengrasante p-25 x 1l|psq|litro|x1,ACTUALIZAR
PSQ-0317,DETERGENTE USO DIRECTO X1L,"Detergente uso directo x1l, marca PSQ, líquidos, venta por unidad, lista B.","Detergente uso directo, marca PSQ, 1 l.",PSQ-0317|detergente uso directo x1l|psq|litro|x1,ACTUALIZAR
PSQ-0318,DETERGENTE USO DIRECTO X5L,"Detergente uso directo x5l, marca PSQ, líquidos, venta por unidad, lista B.","Detergente uso directo, marca PSQ, 5 l.",PSQ-0318|detergente uso directo x5l|psq|bidón 5 litros|x5,ACTUALIZAR
PSQ-0342,ESCOBA DE PAJA,"Escoba de paja, marca PSQ, herramientas, venta por unidad, lista B.","Escoba de paja para piso, marca PSQ.",PSQ-0342|escoba de paja|psq,ACTUALIZAR
PSQ-0435,JABON PARA MANOS X1L,"Jabon para manos x1l, marca PSQ, líquidos, venta por unidad, lista B.","Jabón líquido para manos, marca PSQ, 1 l.",PSQ-0435|jabon para manos x1l|psq|litro|x1,ACTUALIZAR
PSQ-0436,JABON PARA MANOS X5L,"Jabon para manos x5l, marca PSQ, líquidos, venta por unidad, lista B.","Jabón líquido para manos, marca PSQ, 5 l.",PSQ-0436|jabon para manos x5l|psq|bidón 5 litros|x5,ACTUALIZAR
PSQ-0437,JABON PLUS X1L (ARIEL/SKIP),"Jabon plus x1l (ariel/skip), marca PSQ, líquidos, venta por unidad, lista B.","Jabón líquido tipo Ariel/Skip, marca PSQ, 1 l.",PSQ-0437|jabon plus x1l (ariel/skip)|psq|litro|x1,ACTUALIZAR
PSQ-0439,JABON PLUS SKIP/ARIEL X5L,"Jabon plus skip/ariel x5l, marca PSQ, líquidos, venta por unidad, lista B.","Jabón líquido tipo Ariel/Skip, marca PSQ, 5 l.",PSQ-0439|jabon plus skip/ariel x5l|psq|bidón 5 litros|x5,ACTUALIZAR
PSQ-0453,LAVANDINA X1L,"Lavandina x1l, marca PSQ, líquidos, venta por unidad, lista B.","Lavandina, marca PSQ, 1 l.",PSQ-0453|lavandina x1l|psq|litro|x1,ACTUALIZAR
PSQ-0454,LAVANDINA X5L,"Lavandina x5l, marca PSQ, líquidos, venta por unidad, lista B.","Lavandina, marca PSQ, 5 l.",PSQ-0454|lavandina x5l|psq|bidón 5 litros|x5,ACTUALIZAR
PSQ-0485,MOPA MR TRAPO,"Mopa mr trapo, marca Mr Trapo, herramientas, venta por unidad, lista B.","Mopa de piso, marca Mr Trapo.",PSQ-0485|mopa mr trapo|mr trapo,ACTUALIZAR
PSQ-0536,PASTILLAS DE CLORO MULTIACCION X1KG,"Pastillas de cloro multiaccion x1kg, marca PSQ, tratamiento de agua, venta por unidad, lista B.","Pastillas de cloro multiacción, marca PSQ, 1 kg.",PSQ-0536|pastillas de cloro multiaccion x1kg|psq,ACTUALIZAR
PSQ-0551,PLATO 22CM BLANCO X 50 U (20),"Plato 22cm blanco x 50 u (20), marca PSQ, gastronomía, caja x20, lista B.","Plato plástico blanco 22 cm, paquete x50, marca PSQ.",PSQ-0551|plato 22cm blanco x 50 u (20)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0561,PORTA VASOS CAFE X 50 UNI,"Porta vasos cafe x 50 uni, marca PSQ, gastronomía, caja x50, lista B.","Vaso plástico translúcido , paquete x50, marca PSQ.",PSQ-0561|porta vasos cafe x 50 uni|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0569,POTE LISO 250CC 088 X 50U (900),"Pote liso 250cc 088 x 50u (900), marca PSQ, gastronomía, paquete x900, lista B.","Pote plástico liso 250 cc, paquete x50, marca PSQ.",PSQ-0569|pote liso 250cc 088 x 50u (900)|psq,ACTUALIZAR
PSQ-0592,REJILLA TRICOLOR CHICA N36,"Rejilla tricolor chica n36, marca PSQ, herramientas, venta por unidad, lista B.","Rejilla de limpieza tricolor chica N36, marca PSQ.",PSQ-0592|rejilla tricolor chica n36|psq,ACTUALIZAR
PSQ-0633,SECADOR HACENDOZA DOBLE GOMA 40CM,"Secador hacendoza doble goma 40cm, marca Hacendoza, herramientas, venta por unidad, lista B.","Secador de piso doble goma 40 cm, marca Hacendoza.",PSQ-0633|secador hacendoza doble goma 40cm|hacendoza,ACTUALIZAR
PSQ-0651,SET FAB DESENGRASANTE X 100LTS,"Set fab desengrasante x 100lts, marca PSQ, set de fabricación, venta por unidad, lista B.","Set de fabricación de desengrasante para etiquetar, rinde 100 litros, marca PSQ.",PSQ-0651|set fab desengrasante x 100lts|psq|marca blanca|set fabricacion|kit 100 litros,ACTUALIZAR
PSQ-0653,SET FAB DETERGENTE USO DIRECTO X 100LTS,"Set fab detergente uso directo x 100lts, marca PSQ, set de fabricación, venta por unidad, lista B.","Set de fabricación de detergente uso directo para etiquetar, rinde 100 litros, marca PSQ.",PSQ-0653|set fab detergente uso directo x 100lts|psq|marca blanca|set fabricacion|kit 100 litros,ACTUALIZAR
PSQ-0658,SET FAB JABON PLUS X 100LTS ARIEL/SKIP,"Set fab jabon plus x 100lts ariel/skip, marca PSQ, set de fabricación, venta por unidad, lista B.","Set de fabricación de jabón líquido tipo Ariel/Skip para etiquetar, rinde 100 litros, marca PSQ.",PSQ-0658|set fab jabon plus x 100lts ariel/skip|psq|marca blanca|set fabricacion|kit 100 litros,ACTUALIZAR
PSQ-0660,SET FAB SUAVIZANTE X 100LTS CONFORT/ VIVERE,"Set fab suavizante x 100lts confort/ vivere, marca PSQ, set de fabricación, venta por unidad, lista B.","Set de fabricación de suavizante tipo Confort/Vivere para etiquetar, rinde 100 litros, marca PSQ.",PSQ-0660|set fab suavizante x 100lts confort/ vivere|psq|marca blanca|set fabricacion|kit 100 litros,ACTUALIZAR
PSQ-0663,SET LAVANDINA 100LTS,"Set lavandina 100lts, marca PSQ, set de fabricación, venta por unidad, lista B.","Set de fabricación de lavandina para etiquetar, rinde 100 litros, marca PSQ.",PSQ-0663|set lavandina 100lts|psq|marca blanca|set fabricacion|kit 100 litros,ACTUALIZAR
PSQ-0684,SORBETE SUR ENSOBRADO X 1000 EN CAJA,"Sorbete sur ensobrado x 1000 en caja, marca PSQ, gastronomía, venta por unidad, lista B.","Sorbete ensobrado, caja x1000, marca PSQ.",PSQ-0684|sorbete sur ensobrado x 1000 en caja|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0686,SUAVIZANTE P/ROPA X5L,"Suavizante p/ropa x5l, marca PSQ, líquidos, venta por unidad, lista B.","Suavizante para ropa, marca PSQ, 5 l.",PSQ-0686|suavizante p/ropa x5l|psq|bidón 5 litros|x5,ACTUALIZAR
PSQ-0687,SUAVIZANTE PARA ROPA X1L,"Suavizante para ropa x1l, marca PSQ, líquidos, venta por unidad, lista B.","Suavizante para ropa, marca PSQ, 1 l.",PSQ-0687|suavizante para ropa x1l|psq|litro|x1,ACTUALIZAR
PSQ-0712,TENEDOR BLANCO X 100 (1),"Tenedor blanco x 100 (1), marca PSQ, gastronomía, venta por unidad, lista B.","Tenedor plástico blanco, paquete x100, marca PSQ.",PSQ-0712|tenedor blanco x 100 (1)|psq|caja|paquete|bulto,ACTUALIZAR
PSQ-0717,TOALLA INTERCALADA EXTRA BLANCO X 2000UNI,"Toalla intercalada extra blanco x 2000uni, marca PSQ, higiénico y cocina, paquete x2000, lista B.","Toalla intercalada extra blanca, x2000, marca PSQ.",PSQ-0717|toalla intercalada extra blanco x 2000uni|psq,ACTUALIZAR
PSQ-0721,TRAPO DE PISO BLANCO LA NACIONAL,"Trapo de piso blanco la nacional, marca PSQ, herramientas, venta por unidad, lista B.","Trapo de piso blanco, marca La Nacional.",PSQ-0721|trapo de piso blanco la nacional|la nacional,ACTUALIZAR
