numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
29,Rotisería El Cruce,Rotisería El Cruce,5493817404433,2,29,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.426733,-64.208818,true
30,Hostel Alvear,Hostel Alvear,5493419686914,3,30,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.426716,-64.212555,true
31,Café del Buen Pastor,Café del Buen Pastor,5493518648263,4,31,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.43144,-64.205056,true
32,Burger Smash Cerro,Burger Smash Cerro,5493516216782,1,32,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.431131,-64.205308,true
33,Droguería Alberdi,Droguería Alberdi,5492612780568,2,33,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.433393,-64.209844,true
34,Limpieza Don Químico,Limpieza Don Químico,5493582639964,3,34,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.427246,-64.208998,true
35,Hotel Sheraton Córdoba,Hotel Sheraton Córdoba,5493814729528,4,35,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.429886,-64.191309,true
36,Heladería Nonna,Heladería Nonna,5493876922419,1,36,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.433445,-64.18826,true
37,Bar La Cuba,Bar La Cuba,5492618889598,2,37,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.427784,-64.18938,true
38,Restó El Papagayo Patio,Restó El Papagayo Patio,5492615021286,3,38,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.428922,-64.193574,true
39,Pizzería 4 Caminos,Pizzería 4 Caminos,5493813520000,4,39,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.431922,-64.19242,true
40,Parrilla Los Troncos,Parrilla Los Troncos,5492997489876,1,40,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.427299,-64.192246,true
41,Rotisería Jardín,Rotisería Jardín,5493519107005,2,41,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.430875,-64.191398,true
42,Hostel Loft 25,Hostel Loft 25,5493874104594,3,42,viernes,sabado,"Zona ZONA SUR - Barrio Jardín - Córdoba capital, Córdoba, Argentina",Matías Soria,2,4,-31.42579,-64.188485,true
43,Café La Casona,Café La Casona,5492617413812,4,43,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.431537,-64.172034,true
44,Burger Smash Güemes,Burger Smash Güemes,5492617236955,1,44,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.431997,-64.165685,true
45,Droguería La Calera,Droguería La Calera,5492612928724,2,45,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.428709,-64.169543,true
46,Limpieza Marca Blanca,Limpieza Marca Blanca,5492999435946,3,46,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.433408,-64.167851,true
47,Hotel Azur,Hotel Azur,5493517632424,4,47,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.43046,-64.172507,true
48,Heladería Grido Calera,Heladería Grido Calera,5493416524997,1,48,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.425872,-64.169656,true
49,Bar El Papagayo Norte,Bar El Papagayo Norte,5493876499570,2,49,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.433902,-64.173017,true
50,Restó Sarmiento,Restó Sarmiento,5492998066543,3,50,sabado,lunes,"Zona ZONA SURESTE - La Calera - Córdoba capital, Córdoba, Argentina",Matías Soria,2,5,-31.433294,-64.168021,true
