numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
27,Minimercado San Martín,Minimercado San Martín,5493587120027,4,27,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.141882,-64.367821,true
28,Revendedor Neuquén Ruta 3,Revendedor Neuquén Ruta 3,5493587120028,1,28,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.141493,-64.370977,true
29,Casa de Artículos El Balde,Casa de Artículos El Balde,5493587120029,2,29,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.136733,-64.369918,true
30,Súper Chang Alberdi,Súper Chang Alberdi,5493587120030,3,30,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.136716,-64.373655,true
31,Ferretería Los Andes,Ferretería Los Andes,5493587120031,4,31,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.14144,-64.366156,true
32,Almacén Don Pedro,Almacén Don Pedro,5493587120032,1,32,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.141131,-64.366408,true
33,Distribuidora Caleta,Distribuidora Caleta,5493587120033,2,33,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.143393,-64.370944,true
34,Casa de Limpieza La Cerda,Casa de Limpieza La Cerda,5493587120034,3,34,jueves,viernes,"Zona ZONA SUROESTE - Barrio Industrial - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,3,-33.137246,-64.370098,true
35,Minimercado Barrio Jardín,Minimercado Barrio Jardín,5493587120035,4,35,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.139886,-64.352409,true
36,Ferretería El Portal,Ferretería El Portal,5493587120036,1,36,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.143445,-64.34936,true
37,Súper Chino Banda Norte,Súper Chino Banda Norte,5493587120037,2,37,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.137784,-64.35048,true
38,Revendedor Sampacho,Revendedor Sampacho,5493587120038,3,38,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.138922,-64.354674,true
39,Casa de Limpieza El Quebracho,Casa de Limpieza El Quebracho,5493587120039,4,39,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.141922,-64.35352,true
40,Autoservicio Italia,Autoservicio Italia,5493587120040,1,40,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.137299,-64.353346,true
41,Ferretería La Unión,Ferretería La Unión,5493587120041,2,41,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.140875,-64.352498,true
42,Minimercado El Progreso,Minimercado El Progreso,5493587120042,3,42,viernes,sabado,"Zona ZONA SUR - Banda Sur - Río Cuarto, Córdoba, Argentina",Héctor Sosa,1,4,-33.13579,-64.349585,true
43,Distribuidora El Encuentro,Distribuidora El Encuentro,5493587120043,4,43,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.141537,-64.333134,true
44,Casa de Artículos El Cabo,Casa de Artículos El Cabo,5493587120044,1,44,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.141997,-64.326785,true
45,Súper Chang Industrial,Súper Chang Industrial,5493587120045,2,45,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.138709,-64.330643,true
46,Ferretería Don Mario,Ferretería Don Mario,5493587120046,3,46,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.143408,-64.328951,true
47,Almacén La Esquina,Almacén La Esquina,5493587120047,4,47,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.14046,-64.333607,true
48,Revendedor Adelia María,Revendedor Adelia María,5493587120048,1,48,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.135872,-64.330756,true
49,Casa de Limpieza El Sauce,Casa de Limpieza El Sauce,5493587120049,2,49,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.143902,-64.334117,true
50,Minimercado Las Flores,Minimercado Las Flores,5493587120050,3,50,sabado,lunes,"Zona ZONA SURESTE - Barrio Jardín - Río Cuarto, Córdoba, Argentina",Paula Benítez,2,5,-33.143294,-64.329121,true
