product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
1521,LAMPAZO BARRENDERO 0.40MT CHICO,8354.89,280,1,unidad,unidad,Fabricacion,Lampazos,Estándar,,1521|LAMPAZO BARRENDERO 0.40MT CHICO|LAMPAZO BARRENDERO 040MT CHICO,0.86,0.86,"Lampazo barrendero 0.40mt chico, marca SUNDE, rubro lampazos, venta por unidad.",,true,true,L 21-08
1522,LAMPAZO BARRENDERO 0.60MT MEDIANO,10068.10,280,1,unidad,unidad,Fabricacion,Lampazos,Estándar,,1522|LAMPAZO BARRENDERO 0.60MT MEDIANO|LAMPAZO BARRENDERO 060MT MEDIANO,0.86,0.86,"Lampazo barrendero 0.60mt mediano, marca SUNDE, rubro lampazos, venta por unidad.",,true,true,L 21-08
1523,LAMPAZO BARRENDERO 0.80MT GRANDE,11867.22,280,1,unidad,unidad,Fabricacion,Lampazos,Estándar,,1523|LAMPAZO BARRENDERO 0.80MT GRANDE|LAMPAZO BARRENDERO 080MT GRANDE,0.86,0.86,"Lampazo barrendero 0.80mt grande, marca SUNDE, rubro lampazos, venta por unidad.",,true,true,L 21-08
SND-2521,LAMPAZO BARRENDERO PREMIUM 0.40MT CHICO,19819.40,280,1,unidad,unidad,Fabricacion,Lampazos,Premium,,SND-2521|LAMPAZO BARRENDERO PREMIUM 0.40MT CHICO|LAMPAZO BARRENDERO PREMIUM 040MT CHICO|SUNDE,0.86,0.86,"Lampazo barrendero premium 0.40mt chico, marca SUNDE, rubro lampazos, venta por unidad.",,true,true,L 21-08
SND-2522,LAMPAZO BARRENDERO PREMIUM 0.60MT MEDIANO,23169.10,280,1,unidad,unidad,Fabricacion,Lampazos,Premium,,SND-2522|LAMPAZO BARRENDERO PREMIUM 0.60MT MEDIANO|LAMPAZO BARRENDERO PREMIUM 060MT MEDIANO|SUNDE,0.86,0.86,"Lampazo barrendero premium 0.60mt mediano, marca SUNDE, rubro lampazos, venta por unidad.",,true,true,L 21-08
SND-2523,LAMPAZO BARRENDERO PREMIUM 0.80MT GRANDE,25987.85,280,1,unidad,unidad,Fabricacion,Lampazos,Premium,,SND-2523|LAMPAZO BARRENDERO PREMIUM 0.80MT GRANDE|LAMPAZO BARRENDERO PREMIUM 080MT GRANDE|SUNDE,0.86,0.86,"Lampazo barrendero premium 0.80mt grande, marca SUNDE, rubro lampazos, venta por unidad.",,true,true,L 21-08
SND-2524,LAMPAZO BARRENDERO PREMIUM 1.00MT,28533.95,280,1,unidad,unidad,Fabricacion,Lampazos,Premium,,SND-2524|LAMPAZO BARRENDERO PREMIUM 1.00MT|LAMPAZO BARRENDERO PREMIUM 100MT|SUNDE,0.86,0.86,"Lampazo barrendero premium 1.00mt, marca SUNDE, rubro lampazos, venta por unidad.",,true,true,L 21-08
1700,PALA RESIDUOS METAL C/CABO,10777.88,280,1,unidad,unidad,Fabricacion,Cabos,Accesorios,,1700|PALA RESIDUOS METAL C/CABO,0.86,0.86,"Pala residuos metal c/cabo, marca SUNDE, rubro cabos, venta por unidad.",,true,true,L 21-08
MEL-04,ALCOHOL GEL FRAU 500ML,2460.00,45,1,unidad,unidad,Limpieza,Limpieza,Frau,,MEL-04|ALCOHOL GEL FRAU 500ML|Frau,0.32,0.32,"Alcohol gel frau 500ml, rubro limpieza, venta por unidad, catálogo SUNDE.",,true,true,L 21-08
MK-6934,BALDE 10LTS M/PLASTICO BLACK MAKE,3750.10,280,1,unidad,unidad,Limpieza,Baldes,Make,,MK-6934|BALDE 10LTS M/PLASTICO BLACK MAKE|Make|balde,0.86,0.86,"Balde 10lts m/plastico black make, rubro baldes, venta por unidad.",,true,true,L 21-08
LNN-183,BALDE 10LTS M/PLASTICO ECONOMICO 24X28CM,2867.07,280,1,unidad,unidad,Limpieza,Baldes,,,LNN-183|BALDE 10LTS M/PLASTICO ECONOMICO 24X28CM|balde,0.86,0.86,"Balde 10lts m/plastico economico 24x28cm, marca SUNDE, rubro baldes, venta por unidad.",,true,true,L 21-08
B2412,BALDE 12LTS M/PLASTICO FLORIDA 30X29CM,5075.80,280,1,unidad,unidad,Limpieza,Baldes,,,B2412|BALDE 12LTS M/PLASTICO FLORIDA 30X29CM|balde,0.86,0.86,"Balde 12lts m/plastico florida 30x29cm, marca SUNDE, rubro baldes, venta por unidad.",,true,true,L 21-08
LNN-2460,BALDE C/ESC Y MOPA OVAL 16LTS COLORES 25X39CM,15465.38,280,1,unidad,unidad,Limpieza,Baldes,Colores,,LNN-2460|BALDE C/ESC Y MOPA OVAL 16LTS COLORES 25X39CM|balde|balde lila|balde amarillo|tres baldes lilas,0.86,0.86,"Balde c/esc y mopa oval 16lts colores 25x39cm, marca SUNDE, rubro baldes, venta por unidad.",,true,true,L 21-08
LNN-248,BALDE C/ESCURRIDOR REDONDO 13LTS,6883.06,280,1,unidad,unidad,Limpieza,Baldes,,,LNN-248|BALDE C/ESCURRIDOR REDONDO 13LTS|balde,0.86,0.86,"Balde c/escurridor redondo 13lts, marca SUNDE, rubro baldes, venta por unidad.",,true,true,L 21-08
IDI25,DESENGRASANTE MULTIUSO 5LTS,9905.48,45,1,unidad,unidad,Limpieza,Líquidos de limpieza,,,IDI25|DESENGRASANTE MULTIUSO 5LTS,0.32,0.32,"Desengrasante multiuso 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.",,true,true,L 21-08
3410,DETERGENTE ALBO 5LT,8237.50,280,1,unidad,unidad,Limpieza,Líquidos de limpieza,,,3410|DETERGENTE ALBO 5LT,0.86,0.86,"Detergente albo 5lt, marca SUNDE, rubro líquidos de limpieza, venta por unidad.",,true,true,L 21-08
3408,DETERGENTE ALBO 750CC,1114.27,280,1,unidad,unidad,Limpieza,Líquidos de limpieza,,,3408|DETERGENTE ALBO 750CC,0.86,0.86,"Detergente albo 750cc, marca SUNDE, rubro líquidos de limpieza, venta por unidad.",,true,true,L 21-08
FS-2020,ESCOBA AMERICA FS,3581.99,280,1,unidad,unidad,Limpieza,Escobas,,,FS-2020|ESCOBA AMERICA FS|escoba america fs,0.86,0.86,"Escoba america fs, marca SUNDE, rubro escobas, venta por unidad.",,true,true,L 21-08
FS-2021,ESCOBA EUROPA FS,3985.03,280,1,unidad,unidad,Limpieza,Escobas,,,FS-2021|ESCOBA EUROPA FS|escoba europa fs,0.86,0.86,"Escoba europa fs, marca SUNDE, rubro escobas, venta por unidad.",,true,true,L 21-08
MK-6127,ESCOBILLON 6 HILERAS,5000.01,280,1,unidad,unidad,Limpieza,Escobillones,Make,,MK-6127|ESCOBILLON 6 HILERAS|Make|escobillón,0.86,0.86,"Escobillon 6 hileras, marca Make, rubro escobillones, venta por unidad.",,true,true,L 21-08
FS-2035,ESCOBILLON BARREGRUESO,6122.51,280,1,unidad,unidad,Limpieza,Escobillones,,,FS-2035|ESCOBILLON BARREGRUESO|escobillón,0.86,0.86,"Escobillon barregrueso, marca SUNDE, rubro escobillones, venta por unidad, catálogo SUNDE.",,true,true,L 21-08
FS-702,ESCOBILLON CERDA BIGOTE,8166.60,280,1,unidad,unidad,Limpieza,Escobillones,,,FS-702|ESCOBILLON CERDA BIGOTE|escobillón|escobillon de cerda,0.86,0.86,"Escobillon cerda bigote, marca SUNDE, rubro escobillones, venta por unidad.",,true,true,L 21-08
1830,ESCOBILLON CERDA BIGOTE C/CABO,9719.48,280,1,unidad,unidad,Limpieza,Escobillones,,,1830|ESCOBILLON CERDA BIGOTE C/CABO|escobillón|escobillon de cerda,0.86,0.86,"Escobillon cerda bigote c/cabo, marca SUNDE, rubro escobillones, venta por unidad.",,true,true,L 21-08
FS-701,ESCOBILLON CERDA LISO,6735.40,280,1,unidad,unidad,Limpieza,Escobillones,,,FS-701|ESCOBILLON CERDA LISO|escobillón|escobillon de cerda,0.86,0.86,"Escobillon cerda liso, marca SUNDE, rubro escobillones, venta por unidad.",,true,true,L 21-08
1828,ESCOBILLON CERDA LISO C/CABO,8288.28,280,1,unidad,unidad,Limpieza,Escobillones,,,1828|ESCOBILLON CERDA LISO C/CABO|escobillón|escobillon de cerda,0.86,0.86,"Escobillon cerda liso c/cabo, marca SUNDE, rubro escobillones, venta por unidad.",,true,true,L 21-08
IJL07,JABON LIQ B/E PQR AZUL T/SKIP 5LTS,15078.96,280,1,unidad,unidad,Limpieza,Líquidos de limpieza,,,IJL07|JABON LIQ B/E PQR AZUL T/SKIP 5LTS,0.86,0.86,"Jabon liq b/e pqr azul t/skip 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.",,true,true,L 21-08
ALB-1001,JABON LIQ B/E SUND VERDE T/ARIEL 20 LTS,18290.00,280,1,unidad,unidad,Limpieza,Líquidos de limpieza,,,ALB-1001|JABON LIQ B/E SUND VERDE T/ARIEL 20 LTS,0.86,0.86,"Jabon liq b/e sund verde t/ariel 20 lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.",,true,true,L 21-08
4200,LAVANDINA ALBO 1LTS,1062.50,280,1,unidad,unidad,Limpieza,Líquidos de limpieza,,,4200|LAVANDINA ALBO 1LTS,0.86,0.86,"Lavandina albo 1lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.",,true,true,L 21-08
4204,LAVANDINA ALBO 5LTS,4500.00,280,1,unidad,unidad,Limpieza,Líquidos de limpieza,,,4204|LAVANDINA ALBO 5LTS,0.86,0.86,"Lavandina albo 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.",,true,true,L 21-08
B2533,ORGANIZADOR C/TAPA 10LTS,7251.28,140,1,unidad,unidad,Limpieza,Organizadores,,,B2533|ORGANIZADOR C/TAPA 10LTS,0.62,0.62,"Organizador c/tapa 10lts, marca SUNDE, rubro organizadores, venta por unidad.",,true,true,L 21-08
B2530,ORGANIZADOR C/TAPA 18LTS,12418.28,140,1,unidad,unidad,Limpieza,Organizadores,,,B2530|ORGANIZADOR C/TAPA 18LTS,0.62,0.62,"Organizador c/tapa 18lts, marca SUNDE, rubro organizadores, venta por unidad.",,true,true,L 21-08
B2531,ORGANIZADOR C/TAPA 30LTS,19879.75,140,1,unidad,unidad,Limpieza,Organizadores,,,B2531|ORGANIZADOR C/TAPA 30LTS,0.62,0.62,"Organizador c/tapa 30lts, marca SUNDE, rubro organizadores, venta por unidad.",,true,true,L 21-08
7004,PALA RESIDUOS C/CABO ECONOMICA,1619.50,280,1,unidad,unidad,Limpieza,Cabos,Accesorios,,7004|PALA RESIDUOS C/CABO ECONOMICA,0.86,0.86,"Pala residuos c/cabo economica, marca SUNDE, rubro cabos, venta por unidad.",,true,true,L 21-08
7000,PALA RESIDUOS CLIP COMUN,886.22,280,1,unidad,unidad,Limpieza,Palas,,,7000|PALA RESIDUOS CLIP COMUN,0.86,0.86,"Pala residuos clip comun, marca SUNDE, rubro palas, venta por unidad.",,true,true,L 21-08
7416,PAÑO ABSORBENTE REJILLA SUND -OFERTA,649.85,280,1,unidad,unidad,Limpieza,Paños y trapos,,,7416|PAÑO ABSORBENTE REJILLA SUND -OFERTA,0.86,0.86,"Paño absorbente rejilla sund -oferta, marca SUNDE, rubro paños y trapos, venta por unidad.",,true,true,L 21-08
SND-569,REJILLA AMERICANA SUN-D 35X43CM,787.69,280,1,unidad,unidad,Limpieza,Paños y trapos,SUNDE,,SND-569|REJILLA AMERICANA SUN-D 35X43CM|SUNDE,0.86,0.86,"Rejilla americana sun-d 35x43cm, marca SUNDE, rubro paños y trapos, venta por unidad.",,true,true,L 21-08
SND-568,REJILLA LAVA-VAJILLA SUN-D 38X48CM,1206.67,280,1,unidad,unidad,Limpieza,Paños y trapos,SUNDE,,SND-568|REJILLA LAVA-VAJILLA SUN-D 38X48CM|SUNDE,0.86,0.86,"Rejilla lava-vajilla sun-d 38x48cm, marca SUNDE, rubro paños y trapos, venta por unidad.",,true,true,L 21-08
FS-2040,SECADOR DOPPIO BLANCO 41CM,4171.68,280,1,unidad,unidad,Limpieza,Secadores,,,FS-2040|SECADOR DOPPIO BLANCO 41CM,0.86,0.86,"Secador doppio blanco 41cm, marca SUNDE, rubro secadores, venta por unidad.",,true,true,L 21-08
MK-40N,SECADOR GOMA NEGRO 40CM MAKE REFORZADO,3432.58,280,1,unidad,unidad,Limpieza,Secadores,Make,,MK-40N|SECADOR GOMA NEGRO 40CM MAKE REFORZADO|Make,0.86,0.86,"Secador goma negro 40cm make reforzado, rubro secadores, venta por unidad.",,true,true,L 21-08
2572,SECADOR PLASTICO DOBLE GOMA 40CM,2346.22,280,1,unidad,unidad,Limpieza,Secadores,,,2572|SECADOR PLASTICO DOBLE GOMA 40CM,0.86,0.86,"Secador plastico doble goma 40cm, marca SUNDE, rubro secadores, venta por unidad.",,true,true,L 21-08
2600,"SOPAPA GOMA 4""",1594.90,45,1,unidad,unidad,Limpieza,Limpieza,,,"2600|SOPAPA GOMA 4""|SOPAPA GOMA 4",0.32,0.32,"Sopapa goma 4"", marca SUNDE, rubro limpieza, venta por unidad.",,true,true,L 21-08
2601,"SOPAPA GOMA 4"" C/CABO",2154.55,280,1,unidad,unidad,Limpieza,Cabos,Accesorios,,"2601|SOPAPA GOMA 4"" C/CABO|SOPAPA GOMA 4 C/CABO",0.86,0.86,"Sopapa goma 4"" c/cabo, marca SUNDE, rubro cabos, venta por unidad.",,true,true,L 21-08
8026,TRAPO PISO BLANCO DURAMAS,1948.34,280,1,unidad,unidad,Limpieza,Paños y trapos,,,8026|TRAPO PISO BLANCO DURAMAS,0.86,0.86,"Trapo piso blanco duramas, marca SUNDE, rubro paños y trapos, venta por unidad.",,true,true,L 21-08
MK-6252,TRAPO PISO MAKE BLANCO 48X60,1682.91,280,1,unidad,unidad,Limpieza,Paños y trapos,Make,,MK-6252|TRAPO PISO MAKE BLANCO 48X60|Make,0.86,0.86,"Trapo piso make blanco 48x60, rubro paños y trapos, venta por unidad.",,true,true,L 21-08
8030,TRAPO PISO MT CONSORCIO BLANCO 60*70,3693.38,280,1,unidad,unidad,Limpieza,Paños y trapos,,,8030|TRAPO PISO MT CONSORCIO BLANCO 60*70|TRAPO PISO MT CONSORCIO BLANCO 6070,0.86,0.86,"Trapo piso mt consorcio blanco 60*70, marca SUNDE, rubro paños y trapos, venta por unidad.",,true,true,L 21-08
1802,BARREHOJA METALICO REGULABLE,13981.08,140,1,unidad,unidad,Jardineria,Barrehojas,,,1802|BARREHOJA METALICO REGULABLE,0.62,0.62,"Barrehoja metalico regulable, marca SUNDE, rubro barrehojas, venta por unidad.",,true,true,J 21-08
1810,BARREHOJA PLASTICO COMUN,1209.50,140,1,unidad,unidad,Jardineria,Barrehojas,,,1810|BARREHOJA PLASTICO COMUN,0.62,0.62,"Barrehoja plastico comun, marca SUNDE, rubro barrehojas, venta por unidad.",,true,true,J 21-08
B2507,JARDINERA N° 35,2677.30,45,1,unidad,unidad,Jardineria,Macetas,,,B2507|JARDINERA N° 35,0.32,0.32,"Jardinera n° 35, marca SUNDE, rubro macetas, venta por unidad.",,true,true,J 21-08
B2510,JARDINERA N° 45,3497.30,45,1,unidad,unidad,Jardineria,Macetas,,,B2510|JARDINERA N° 45,0.32,0.32,"Jardinera n° 45, marca SUNDE, rubro macetas, venta por unidad.",,true,true,J 21-08
B2515,JARDINERA N° 65,11174.10,45,1,unidad,unidad,Jardineria,Macetas,,,B2515|JARDINERA N° 65,0.32,0.32,"Jardinera n° 65, marca SUNDE, rubro macetas, venta por unidad.",,true,true,J 21-08
FL-911,MACETA BOWL COLGANTE C/GANCHO Nº19,1738.40,140,1,unidad,unidad,Jardineria,Macetas,Florencia,,FL-911|MACETA BOWL COLGANTE C/GANCHO Nº19|MACETA BOWL COLGANTE C/GANCHO N19|Florencia,0.62,0.62,"Maceta bowl colgante c/gancho nº19, marca Florencia, rubro macetas, venta por unidad.",,true,true,J 21-08
B2490,MACETA COLOR N° 10,645.59,140,1,unidad,unidad,Jardineria,Macetas,,,B2490|MACETA COLOR N° 10,0.62,0.62,"Maceta color n° 10, marca SUNDE, rubro macetas, venta por unidad.",,true,true,J 21-08
FL-900,MACETA COLOR N° 20,2906.29,140,1,unidad,unidad,Jardineria,Macetas,Florencia,,FL-900|MACETA COLOR N° 20|Florencia,0.62,0.62,"Maceta color n° 20, marca Florencia, rubro macetas, venta por unidad.",,true,true,J 21-08
FL-904,MACETA COLOR N° 35,6275.05,140,1,unidad,unidad,Jardineria,Macetas,Florencia,,FL-904|MACETA COLOR N° 35|Florencia,0.62,0.62,"Maceta color n° 35, marca Florencia, rubro macetas, venta por unidad.",,true,true,J 21-08
A2470,ABRELATA MANIJA LOEKEMEYER,11360.16,45,1,unidad,unidad,Bazar,Abrelatas,Loekemeyer,,A2470|ABRELATA MANIJA LOEKEMEYER|Loekemeyer,0.32,0.32,"Abrelata manija loekemeyer, rubro abrelatas, venta por unidad, catálogo SUNDE.",,true,true,B 21-08
MK-6585,ABRELATA MANIJA MAKE,11118.47,140,1,unidad,unidad,Bazar,Abrelatas,Make,,MK-6585|ABRELATA MANIJA MAKE|Make,0.62,0.62,"Abrelata manija make, rubro abrelatas, venta por unidad, catálogo SUNDE.",,true,true,B 21-08
A2472,ABRELATA MARIPOSA LOEKEMEYER,6709.50,45,1,unidad,unidad,Bazar,Abrelatas,Loekemeyer,,A2472|ABRELATA MARIPOSA LOEKEMEYER|Loekemeyer,0.32,0.32,"Abrelata mariposa loekemeyer, rubro abrelatas, venta por unidad, catálogo SUNDE.",,true,true,B 21-08
MK-6130,ABRELATA MARIPOSA MAKE,8432.28,140,1,unidad,unidad,Bazar,Abrelatas,Make,,MK-6130|ABRELATA MARIPOSA MAKE|Make,0.62,0.62,"Abrelata mariposa make, rubro abrelatas, venta por unidad, catálogo SUNDE.",,true,true,B 21-08
B5122,ASADERA ENLOZ SALPICADA N°2 21X30CM,5229.36,140,1,unidad,unidad,Bazar,Asaderas,,,B5122|ASADERA ENLOZ SALPICADA N°2 21X30CM,0.62,0.62,"Asadera enloz salpicada n°2 21x30cm, marca SUNDE, rubro asaderas, venta por unidad.",,true,true,B 21-08
PTB-0327806002,ASADERA TEFLON VERMONT 28CM,24516.26,140,1,unidad,unidad,Bazar,Asaderas,Vermont,,PTB-0327806002|ASADERA TEFLON VERMONT 28CM|Vermont,0.62,0.62,"Asadera teflon vermont 28cm, rubro asaderas, venta por unidad, catálogo SUNDE.",,true,true,B 21-08
PTB-0327899038,ASADERA TEFLON VERMONT SET X 3,82026.38,140,3,unidad,unidad,Bazar,Asaderas,Vermont,,PTB-0327899038|ASADERA TEFLON VERMONT SET X 3|Vermont,0.62,0.62,"Asadera teflon vermont set x 3, rubro asaderas, presentación x3.",,true,true,B 21-08
B3248,OLLA ALUMINIO GASTRONOMICA N° 40 - 50 LTS,170783.64,280,1,unidad,unidad,Bazar,Ollas,N° 40,,B3248|OLLA ALUMINIO GASTRONOMICA N° 40 - 50 LTS|olla del 40|olla 40,0.86,0.86,"Olla aluminio gastronomica n° 40 - 50 lts, marca SUNDE, rubro ollas, venta por unidad.",,true,true,B 21-08
B3250,OLLA ALUMINIO GASTRONOMICA N° 50 - 100 LTS,270610.48,280,1,unidad,unidad,Bazar,Ollas,N° 50,,B3250|OLLA ALUMINIO GASTRONOMICA N° 50 - 100 LTS|olla del 50|olla 50,0.86,0.86,"Olla aluminio gastronomica n° 50 - 100 lts, marca SUNDE, rubro ollas, venta por unidad.",,true,true,B 21-08
B3140,OLLA ALUMINIO N° 20,23580.02,280,1,unidad,unidad,Bazar,Ollas,N° 20,,B3140|OLLA ALUMINIO N° 20|olla del 20|olla 20,0.86,0.86,"Olla aluminio n° 20, marca SUNDE, rubro ollas, venta por unidad.",,true,true,B 21-08
B3146,OLLA ALUMINIO N° 26,37825.68,280,1,unidad,unidad,Bazar,Ollas,N° 26,,B3146|OLLA ALUMINIO N° 26|olla del 26|olla 26,0.86,0.86,"Olla aluminio n° 26, marca SUNDE, rubro ollas, venta por unidad.",,true,true,B 21-08
B3150,OLLA ALUMINIO N° 30,51209.13,280,1,unidad,unidad,Bazar,Ollas,N° 30,,B3150|OLLA ALUMINIO N° 30|olla del 30|olla 30,0.86,0.86,"Olla aluminio n° 30, marca SUNDE, rubro ollas, venta por unidad.",,true,true,B 21-08
PTB-20510726,SARTEN TEFLON C/TAPA VIDRIO PARIS ROJO Nº26,71317.10,140,1,unidad,unidad,Bazar,Sartenes,Tramontina,,PTB-20510726|SARTEN TEFLON C/TAPA VIDRIO PARIS ROJO Nº26|SARTEN TEFLON C/TAPA VIDRIO PARIS ROJO N26|Tramontina,0.62,0.62,"Sarten teflon c/tapa vidrio paris rojo nº26, marca Tramontina, rubro sartenes, venta por unidad.",,true,true,B 21-08
PTB-20144622,SARTEN TEFLON RECTA C/TAPA PARIS Nº22,34879.03,140,1,unidad,unidad,Bazar,Sartenes,Tramontina,,PTB-20144622|SARTEN TEFLON RECTA C/TAPA PARIS Nº22|SARTEN TEFLON RECTA C/TAPA PARIS N22|Tramontina,0.62,0.62,"Sarten teflon recta c/tapa paris nº22, marca Tramontina, rubro sartenes, venta por unidad.",,true,true,B 21-08
160-02,Sahumerio empaste simple x100 BENJUI,5408.19,140,1,unidad,unidad,Sahumerios,Sahumerios,,,160-02|Sahumerio empaste simple x100 BENJUI,0.62,0.62,"Sahumerio empaste simple x100 benjui, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
150-02,Sahumerio empaste simple x15 BENJUI,1051.49,140,1,unidad,unidad,Sahumerios,Sahumerios,,,150-02|Sahumerio empaste simple x15 BENJUI,0.62,0.62,"Sahumerio empaste simple x15 benjui, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
160-03,Sahumerio empaste simple x100 CANELA,5408.19,140,1,unidad,unidad,Sahumerios,Sahumerios,,,160-03|Sahumerio empaste simple x100 CANELA,0.62,0.62,"Sahumerio empaste simple x100 canela, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
432B-02,Sahumerio triple empaste x50 BENJUI,4124.50,140,1,unidad,unidad,Sahumerios,Sahumerios,,,432B-02|Sahumerio triple empaste x50 BENJUI,0.62,0.62,"Sahumerio triple empaste x50 benjui, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
160-10,Sahumerio empaste simple x100 INCIENSO,5408.19,140,1,unidad,unidad,Sahumerios,Sahumerios,,,160-10|Sahumerio empaste simple x100 INCIENSO,0.62,0.62,"Sahumerio empaste simple x100 incienso, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
432D-10,Sahumerio triple empaste x10 LAVANDA,1241.28,140,1,unidad,unidad,Sahumerios,Sahumerios,,,432D-10|Sahumerio triple empaste x10 LAVANDA,0.62,0.62,"Sahumerio triple empaste x10 lavanda, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
160-12,Sahumerio empaste simple x100 LAVANDA,5408.19,140,1,unidad,unidad,Sahumerios,Sahumerios,,,160-12|Sahumerio empaste simple x100 LAVANDA,0.62,0.62,"Sahumerio empaste simple x100 lavanda, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
160-33,Sahumerio empaste simple x100 PALO SANTO,5408.19,140,1,unidad,unidad,Sahumerios,Sahumerios,,,160-33|Sahumerio empaste simple x100 PALO SANTO,0.62,0.62,"Sahumerio empaste simple x100 palo santo, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
100P-5,Sahumerio tibetano x8 SUPER PALO SANTO,3727.43,140,1,unidad,unidad,Sahumerios,Sahumerios,,,100P-5|Sahumerio tibetano x8 SUPER PALO SANTO,0.62,0.62,"Sahumerio tibetano x8 super palo santo, marca SUNDE, rubro sahumerios, venta por unidad.",,true,true,S 21-8
072-10,Veloncito aromático 5x3.5 LAVANDA,1743.00,140,1,unidad,unidad,Aromatizantes,Aromatización,,,072-10|Veloncito aromático 5x3.5 LAVANDA|Veloncito aromático 5x35 LAVANDA,0.62,0.62,"Veloncito aromático 5x3.5 lavanda, marca SUNDE, rubro aromatización, venta por unidad.",,true,true,A 21-8
072-25,Veloncito aromático 5x3.5 PALO SANTO,1743.00,140,1,unidad,unidad,Aromatizantes,Aromatización,,,072-25|Veloncito aromático 5x3.5 PALO SANTO|Veloncito aromático 5x35 PALO SANTO,0.62,0.62,"Veloncito aromático 5x3.5 palo santo, marca SUNDE, rubro aromatización, venta por unidad.",,true,true,A 21-8
