codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
7000,PALA RESIDUOS CLIP COMUN,"Pala residuos clip comun, marca SUNDE, rubro palas, venta por unidad.","Pala residuos clip comun, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",7000|Pala residuos clip comun|pala|pala de basura|pala clip,ACTUALIZAR
1802,BARREHOJA METALICO REGULABLE,"Barrehoja metalico regulable, marca SUNDE, rubro barrehojas, venta por unidad.","Barrehoja metalico regulable, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",1802|Barrehoja metalico regulable|barrehoja|rastrillo|rastrillo de hojas,ACTUALIZAR
1810,BARREHOJA PLASTICO COMUN,"Barrehoja plastico comun, marca SUNDE, rubro barrehojas, venta por unidad.","Barrehoja plastico comun, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",1810|Barrehoja plastico comun|rastrillo|barrehoja|rastrillo de hojas,ACTUALIZAR
B2490,MACETA COLOR N° 10,"Maceta color n° 10, marca SUNDE, rubro macetas, venta por unidad.","Maceta color n° 10, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",B2490|Maceta color n° 10|maceta|macetita|maceta de plástico,ACTUALIZAR
FL-900,MACETA COLOR N° 20,"Maceta color n° 20, marca Florencia, rubro macetas, venta por unidad.","Maceta color n° 20, marca Florencia, catálogo SUNDE, venta por unidad.",FL-900|Maceta color n° 20|Florencia|maceta|macetita|maceta de plástico,ACTUALIZAR
FL-904,MACETA COLOR N° 35,"Maceta color n° 35, marca Florencia, rubro macetas, venta por unidad.","Maceta color n° 35, marca Florencia, catálogo SUNDE, venta por unidad.",FL-904|Maceta color n° 35|Florencia|maceta|macetita|jardinera,ACTUALIZAR
A2472,ABRELATA MARIPOSA LOEKEMEYER,"Abrelata mariposa loekemeyer, rubro abrelatas, venta por unidad, catálogo SUNDE.","Abrelata mariposa loekemeyer, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",A2472|Abrelata mariposa loekemeyer|Loekemeyer|abrelatas|abrelata|abre latas|abre latas mariposa,ACTUALIZAR
MK-6130,ABRELATA MARIPOSA MAKE,"Abrelata mariposa make, rubro abrelatas, venta por unidad, catálogo SUNDE.","Abrelata mariposa make, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",MK-6130|Abrelata mariposa make|Make|abrelatas|abre latas|abrelata mariposa,ACTUALIZAR
B3140,OLLA ALUMINIO N° 20,"Olla aluminio n° 20, marca SUNDE, rubro ollas, venta por unidad.","Olla aluminio n° 20, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",B3140|Olla aluminio n° 20|olla del 20|olla 20|olla|olla de aluminio,ACTUALIZAR
B3146,OLLA ALUMINIO N° 26,"Olla aluminio n° 26, marca SUNDE, rubro ollas, venta por unidad.","Olla aluminio n° 26, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",B3146|Olla aluminio n° 26|olla del 26|olla 26|olla|olla de aluminio,ACTUALIZAR
B3150,OLLA ALUMINIO N° 30,"Olla aluminio n° 30, marca SUNDE, rubro ollas, venta por unidad.","Olla aluminio n° 30, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",B3150|Olla aluminio n° 30|olla del 30|olla 30|olla|olla grande,ACTUALIZAR
100P-5,Sahumerio tibetano x8 SUPER PALO SANTO,"Sahumerio tibetano x8 super palo santo, marca SUNDE, rubro sahumerios, venta por unidad.","Sahumerio tibetano x8 super palo santo, catálogo SUNDE, venta por unidad.",100P-5|Sahumerio tibetano x8 super palo santo|sahumerio|incienso|varillas|varillas de sahumerio|palo santo,ACTUALIZAR
072-10,Veloncito aromático 5x3.5 LAVANDA,"Veloncito aromático 5x3.5 lavanda, marca SUNDE, rubro aromatización, venta por unidad.","Veloncito aromático 5x3.5 lavanda, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",072-10|Veloncito aromático 5x3.5 lavanda|vela aromática|vela de lavanda|velita|velón,ACTUALIZAR
072-25,Veloncito aromático 5x3.5 PALO SANTO,"Veloncito aromático 5x3.5 palo santo, marca SUNDE, rubro aromatización, venta por unidad.","Veloncito aromático 5x3.5 palo santo, catálogo SUNDE, venta por unidad.",072-25|Veloncito aromático 5x3.5 palo santo|vela|velita|velón,ACTUALIZAR
051-14,Esencia para hornillo LAVANDA,"Esencia para hornillo lavanda, marca SUNDE, rubro aromatización, venta por unidad.","Esencia para hornillo lavanda, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",051-14|Esencia para hornillo lavanda|fragancia|aroma|esencia aromática|sólido para hornillo,ACTUALIZAR
051-39,Esencia para hornillo PALO SANTO,"Esencia para hornillo palo santo, marca SUNDE, rubro aromatización, venta por unidad.","Esencia para hornillo palo santo, catálogo SUNDE, venta por unidad.",051-39|Esencia para hornillo palo santo|esencia|aceite para hornillo|aroma|fragancia,ACTUALIZAR
MK-70014,PRACTI DUO,"Practi duo, marca Make, rubro aromatizantes, venta por unidad, catálogo SUNDE.","Practi duo, marca Make, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",MK-70014|Practi duo|Make|recipiente,ACTUALIZAR
1415,ESCOBA 5 HILOS COMUN,"Escoba 5 hilos comun, marca SUNDE, rubro escobas, venta por unidad.","Escoba 5 hilos comun, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",1415|Escoba 5 hilos comun|escoba|escobita,ACTUALIZAR
1416,ESCOBA 5 HILOS MEZCLA,"Escoba 5 hilos mezcla, marca SUNDE, rubro escobas, venta por unidad.","Escoba 5 hilos mezcla, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",1416|Escoba 5 hilos mezcla|escoba|escobita,ACTUALIZAR
1414,ESCOBA 6 HILOS ESPECIAL,"Escoba 6 hilos especial, marca SUNDE, rubro escobas, venta por unidad.","Escoba 6 hilos especial, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",1414|Escoba 6 hilos especial|escoba|escobita,ACTUALIZAR
1407,ESCOBA 7 HILOS IMPERIAL,"Escoba 7 hilos imperial, marca SUNDE, rubro escobas, venta por unidad.","Escoba 7 hilos imperial, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",1407|Escoba 7 hilos imperial|escoba|escobita,ACTUALIZAR
1950,CABO MADERA P/SOPAPA,"Cabo madera p/sopapa, marca SUNDE, rubro cabos, venta por unidad.","Cabo madera p/sopapa, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",1950|Cabo madera p/sopapa|sopapa|destapacaños|cabo|cabo de madera|cabo para sopapa,ACTUALIZAR
MK-6934,BALDE 10LTS M/PLASTICO BLACK MAKE,"Balde 10lts m/plastico black make, rubro baldes, venta por unidad.","Balde 10lts m/plastico black make, catálogo SUNDE, venta por unidad.",MK-6934|Balde 10lts m/plastico black make|Make|balde|balde 10 litros|balde negro|balde de 10 litros|balde plástico,ACTUALIZAR
LNN-183,BALDE 10LTS M/PLASTICO ECONOMICO 24X28CM,"Balde 10lts m/plastico economico 24x28cm, marca SUNDE, rubro baldes, venta por unidad.","Balde 10lts m/plastico economico 24x28cm, catálogo SUNDE, venta por unidad.",LNN-183|Balde 10lts m/plastico economico 24x28cm|balde|balde 10 litros|balde de plástico,ACTUALIZAR
B2412,BALDE 12LTS M/PLASTICO FLORIDA 30X29CM,"Balde 12lts m/plastico florida 30x29cm, marca SUNDE, rubro baldes, venta por unidad.","Balde 12lts m/plastico florida 30x29cm, catálogo SUNDE, venta por unidad.",B2412|Balde 12lts m/plastico florida 30x29cm|balde|balde plástico|balde de 12 litros|balde con pico,ACTUALIZAR
LNN-2460,BALDE C/ESC Y MOPA OVAL 16LTS COLORES 25X39CM,"Balde c/esc y mopa oval 16lts colores 25x39cm, marca SUNDE, rubro baldes, venta por unidad.","Balde c/esc y mopa oval 16lts colores 25x39cm, venta por unidad.",LNN-2460|Balde c/esc y mopa oval 16lts colores 25x39cm|balde|balde lila|balde amarillo|tres baldes|balde escurridor|balde 16 litros|balde oval|balde de limpieza,ACTUALIZAR
LNN-248,BALDE C/ESCURRIDOR REDONDO 13LTS,"Balde c/escurridor redondo 13lts, marca SUNDE, rubro baldes, venta por unidad.","Balde c/escurridor redondo 13lts, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",LNN-248|Balde c/escurridor redondo 13lts|balde|balde escurridor|balde de 13 litros|balde redondo,ACTUALIZAR
IDI25,DESENGRASANTE MULTIUSO 5LTS,"Desengrasante multiuso 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.","Desengrasante multiuso 5lts, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",IDI25|Desengrasante multiuso 5lts|desengrasante|multiuso|limpiador|detergente,ACTUALIZAR
3410,DETERGENTE ALBO 5LT,"Detergente albo 5lt, marca SUNDE, rubro líquidos de limpieza, venta por unidad.","Detergente albo 5lt, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",3410|Detergente albo 5lt|Albo|detergente|jabón líquido|limpiador,ACTUALIZAR
3408,DETERGENTE ALBO 750CC,"Detergente albo 750cc, marca SUNDE, rubro líquidos de limpieza, venta por unidad.","Detergente albo 750cc, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",3408|Detergente albo 750cc|Albo|detergente|jabón líquido|limpiador,ACTUALIZAR
FS-2020,ESCOBA AMERICA FS,"Escoba america fs, marca SUNDE, rubro escobas, venta por unidad.","Escoba america fs, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",FS-2020|Escoba america fs|FS|escoba|escobita,ACTUALIZAR
FS-2021,ESCOBA EUROPA FS,"Escoba europa fs, marca SUNDE, rubro escobas, venta por unidad.","Escoba europa fs, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",FS-2021|Escoba europa fs|FS|escoba|escobita,ACTUALIZAR
FS-702,ESCOBILLON CERDA BIGOTE,"Escobillon cerda bigote, marca SUNDE, rubro escobillones, venta por unidad.","Escobillon cerda bigote, marca FS, cerda natural, venta por unidad.",FS-702|Escobillon cerda bigote|FS|escobillón|escobillon|escobillon de cerda|escobillón de cerda|escobita|escoba,ACTUALIZAR
1830,ESCOBILLON CERDA BIGOTE C/CABO,"Escobillon cerda bigote c/cabo, marca SUNDE, rubro escobillones, venta por unidad.","Escobillon cerda bigote c/cabo, cerda natural, catálogo SUNDE, venta por unidad.",1830|Escobillon cerda bigote c/cabo|escobillón|escobillon|escobillon de cerda|escobillón de cerda|escobita|escoba,ACTUALIZAR
IJL07,JABON LIQ B/E PQR AZUL T/SKIP 5LTS,"Jabon liq b/e pqr azul t/skip 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.","Jabon liq b/e pqr azul t/skip 5lts, tipo Skip, venta por unidad.",IJL07|Jabon liq b/e pqr azul t/skip 5lts|PQR|jabón|jabón líquido|jabón de lavar,ACTUALIZAR
ALB-1001,JABON LIQ B/E SUND VERDE T/ARIEL 20 LTS,"Jabon liq b/e sund verde t/ariel 20 lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.","Jabon liq b/e sund verde t/ariel 20 lts, marca SUNDE, tipo Ariel, venta por unidad.",ALB-1001|Jabon liq b/e sund verde t/ariel 20 lts|SUNDE|jabón|jabon liquido|jabon verde,ACTUALIZAR
4200,LAVANDINA ALBO 1LTS,"Lavandina albo 1lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.","Lavandina albo 1lts, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",4200|Lavandina albo 1lts|Albo|lavandina|cloro|blanqueador,ACTUALIZAR
4204,LAVANDINA ALBO 5LTS,"Lavandina albo 5lts, marca SUNDE, rubro líquidos de limpieza, venta por unidad.","Lavandina albo 5lts, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",4204|Lavandina albo 5lts|Albo|lavandina|agua lavandina|lavandina 5 litros,ACTUALIZAR
7416,PAÑO ABSORBENTE REJILLA SUND -OFERTA,"Paño absorbente rejilla sund -oferta, marca SUNDE, rubro paños y trapos, venta por unidad.","Paño absorbente rejilla sund -oferta, marca SUNDE, venta por unidad.",7416|Paño absorbente rejilla sund -oferta|SUNDE|paño|trapo|rejilla|trapo de cocina,ACTUALIZAR
SND-569,REJILLA AMERICANA SUN-D 35X43CM,"Rejilla americana sun-d 35x43cm, marca SUNDE, rubro paños y trapos, venta por unidad.","Rejilla americana sun-d 35x43cm, marca SUNDE, catálogo SUNDE, venta por unidad.",SND-569|Rejilla americana sun-d 35x43cm|SUNDE|rejilla|rejilla cocina|rejilla americana|rejilla de cocina,ACTUALIZAR
SND-568,REJILLA LAVA-VAJILLA SUN-D 38X48CM,"Rejilla lava-vajilla sun-d 38x48cm, marca SUNDE, rubro paños y trapos, venta por unidad.","Rejilla lava-vajilla sun-d 38x48cm, marca SUNDE, catálogo SUNDE, venta por unidad.",SND-568|Rejilla lava-vajilla sun-d 38x48cm|SUNDE|rejilla|rejilla cocina|mopa|trapo de piso,ACTUALIZAR
FS-2040,SECADOR DOPPIO BLANCO 41CM,"Secador doppio blanco 41cm, marca SUNDE, rubro secadores, venta por unidad.","Secador doppio blanco 41cm, marca FS, catálogo SUNDE, venta por unidad.",FS-2040|Secador doppio blanco 41cm|FS|secador,ACTUALIZAR
MK-40N,SECADOR GOMA NEGRO 40CM MAKE REFORZADO,"Secador goma negro 40cm make reforzado, rubro secadores, venta por unidad.","Secador goma negro 40cm make reforzado, catálogo SUNDE, venta por unidad.",MK-40N|Secador goma negro 40cm make reforzado|Make|secador|secador de piso,ACTUALIZAR
2572,SECADOR PLASTICO DOBLE GOMA 40CM,"Secador plastico doble goma 40cm, marca SUNDE, rubro secadores, venta por unidad.","Secador plastico doble goma 40cm, catálogo SUNDE, venta por unidad.",2572|Secador plastico doble goma 40cm|secador|secador de goma,ACTUALIZAR
2600,"SOPAPA GOMA 4""","Sopapa goma 4"", marca SUNDE, rubro limpieza, venta por unidad.","Sopapa goma 4"", presentación unitaria, catálogo SUNDE, línea artículos de limpieza.","2600|Sopapa goma 4""|sopapa|destapacaños|sopapa de goma",ACTUALIZAR
2601,"SOPAPA GOMA 4"" C/CABO","Sopapa goma 4"" c/cabo, marca SUNDE, rubro cabos, venta por unidad.","Sopapa goma 4"" c/cabo, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.","2601|Sopapa goma 4"" c/cabo|sopapa|destapacaños|destapador|destapador de caño",ACTUALIZAR
8026,TRAPO PISO BLANCO DURAMAS,"Trapo piso blanco duramas, marca SUNDE, rubro paños y trapos, venta por unidad.","Trapo piso blanco duramas, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",8026|Trapo piso blanco duramas|Duramas|trapo de piso|trapo|paño de limpieza|trapo blanco|trapo de microfibra,ACTUALIZAR
MK-6252,TRAPO PISO MAKE BLANCO 48X60,"Trapo piso make blanco 48x60, rubro paños y trapos, venta por unidad.","Trapo piso make blanco 48x60, catálogo SUNDE, venta por unidad.",MK-6252|Trapo piso make blanco 48x60|Make|trapo de piso|trapo|paño de piso|trapo blanco|paño,ACTUALIZAR
8030,TRAPO PISO MT CONSORCIO BLANCO 60*70,"Trapo piso mt consorcio blanco 60*70, marca SUNDE, rubro paños y trapos, venta por unidad.","Trapo piso mt consorcio blanco 60*70, catálogo SUNDE, venta por unidad.",8030|Trapo piso mt consorcio blanco 60*70|trapo de piso|trapo|paño de limpieza,ACTUALIZAR
B2507,JARDINERA N° 35,"Jardinera n° 35, marca SUNDE, rubro macetas, venta por unidad.","Jardinera n° 35, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",B2507|Jardinera n° 35|maceta|jardinera|maceta negra|maceta 35,ACTUALIZAR
B2510,JARDINERA N° 45,"Jardinera n° 45, marca SUNDE, rubro macetas, venta por unidad.","Jardinera n° 45, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",B2510|Jardinera n° 45|maceta|jardinera|maceta grande|maceta rectangular,ACTUALIZAR
B2515,JARDINERA N° 65,"Jardinera n° 65, marca SUNDE, rubro macetas, venta por unidad.","Jardinera n° 65, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",B2515|Jardinera n° 65|maceta|maceta jardinera|maceta de plástico,ACTUALIZAR
FL-911,MACETA BOWL COLGANTE C/GANCHO Nº19,"Maceta bowl colgante c/gancho nº19, marca Florencia, rubro macetas, venta por unidad.","Maceta bowl colgante c/gancho nº19, marca Florencia, venta por unidad.",FL-911|Maceta bowl colgante c/gancho nº19|Florencia|maceta colgante|maceta redonda|maceta con gancho,ACTUALIZAR
A2470,ABRELATA MANIJA LOEKEMEYER,"Abrelata manija loekemeyer, rubro abrelatas, venta por unidad, catálogo SUNDE.","Abrelata manija loekemeyer, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",A2470|Abrelata manija loekemeyer|Loekemeyer|abrelatas|abrelata|cortador de latas,ACTUALIZAR
MK-6585,ABRELATA MANIJA MAKE,"Abrelata manija make, rubro abrelatas, venta por unidad, catálogo SUNDE.","Abrelata manija make, presentación unitaria, catálogo SUNDE, línea artículos de limpieza.",MK-6585|Abrelata manija make|Make|abrelatas|abrelata|abrelata de manija,ACTUALIZAR
B5122,ASADERA ENLOZ SALPICADA N°2 21X30CM,"Asadera enloz salpicada n°2 21x30cm, marca SUNDE, rubro asaderas, venta por unidad.","Asadera enloz salpicada n°2 21x30cm, catálogo SUNDE, venta por unidad.",B5122|Asadera enloz salpicada n°2 21x30cm|asadera|asador|plato para asar,ACTUALIZAR
PTB-0327806002,ASADERA TEFLON VERMONT 28CM,"Asadera teflon vermont 28cm, rubro asaderas, venta por unidad, catálogo SUNDE.","Asadera teflon vermont 28cm, marca Tramontina, catálogo SUNDE, venta por unidad.",PTB-0327806002|Asadera teflon vermont 28cm|Tramontina|asadera|fuente|plato hondo,ACTUALIZAR
PTB-0327899038,ASADERA TEFLON VERMONT SET X 3,"Asadera teflon vermont set x 3, rubro asaderas, presentación x3.","Asadera teflon vermont set x 3, marca Tramontina, venta por unidad.",PTB-0327899038|Asadera teflon vermont set x 3|Tramontina|asadera|fuente|plato para hornear,ACTUALIZAR
B3248,OLLA ALUMINIO GASTRONOMICA N° 40 - 50 LTS,"Olla aluminio gastronomica n° 40 - 50 lts, marca SUNDE, rubro ollas, venta por unidad.","Olla aluminio gastronomica n° 40 - 50 lts, venta por unidad.",B3248|Olla aluminio gastronomica n° 40 - 50 lts|olla del 40|olla 40|olla|olla gastronómica|olla grande,ACTUALIZAR
B3250,OLLA ALUMINIO GASTRONOMICA N° 50 - 100 LTS,"Olla aluminio gastronomica n° 50 - 100 lts, marca SUNDE, rubro ollas, venta por unidad.","Olla aluminio gastronomica n° 50 - 100 lts, venta por unidad.",B3250|Olla aluminio gastronomica n° 50 - 100 lts|olla del 50|olla 50|olla,ACTUALIZAR
PTB-20510726,SARTEN TEFLON C/TAPA VIDRIO PARIS ROJO Nº26,"Sarten teflon c/tapa vidrio paris rojo nº26, marca Tramontina, rubro sartenes, venta por unidad.","Sarten teflon c/tapa vidrio paris rojo nº26, marca Tramontina, venta por unidad.",PTB-20510726|Sarten teflon c/tapa vidrio paris rojo nº26|Tramontina|sarten|sarten de teflon|sarten con tapa|sarten rojo,ACTUALIZAR
PTB-20144622,SARTEN TEFLON RECTA C/TAPA PARIS Nº22,"Sarten teflon recta c/tapa paris nº22, marca Tramontina, rubro sartenes, venta por unidad.","Sarten teflon recta c/tapa paris nº22, marca Tramontina, venta por unidad.",PTB-20144622|Sarten teflon recta c/tapa paris nº22|Tramontina|sartén|sarten|sartén antiadherente|sartén con tapa,ACTUALIZAR
160-02,Sahumerio empaste simple x100 BENJUI,"Sahumerio empaste simple x100 benjui, marca SUNDE, rubro sahumerios, venta por unidad.","Sahumerio empaste simple x100 benjui, catálogo SUNDE, venta por unidad.",160-02|Sahumerio empaste simple x100 benjui|sahumerio|incienso|varillas|varilla,ACTUALIZAR
150-02,Sahumerio empaste simple x15 BENJUI,"Sahumerio empaste simple x15 benjui, marca SUNDE, rubro sahumerios, venta por unidad.","Sahumerio empaste simple x15 benjui, catálogo SUNDE, venta por unidad.",150-02|Sahumerio empaste simple x15 benjui|sahumerio|incienso|varillas|varilla|varillas de incienso,ACTUALIZAR
160-03,Sahumerio empaste simple x100 CANELA,"Sahumerio empaste simple x100 canela, marca SUNDE, rubro sahumerios, venta por unidad.","Sahumerio empaste simple x100 canela, catálogo SUNDE, venta por unidad.",160-03|Sahumerio empaste simple x100 canela|sahumerio|incienso|varillas|varillas de incienso|sahumerio de canela,ACTUALIZAR
