schema,product_code,nombre,status,source,query,tokin_ref,tokin_name,tokin_brand,image_url,image_url_prev
almaro,10152,COMB.JARRA.JUG.BC.30,miss,tokin_catalog,ARC-1010152,,,,,
almaro,10153,COMB.JARRA.JUG.ARC.3,miss,tokin_catalog,ARC-1010153,,,,,
almaro,10157,JUG.PV.BC.MANDARINA.16X18X9GR,miss,tokin_catalog,ARC-1010157,,,,,
almaro,10160,MR.POP.EVOLUTION FRT,miss,tokin_catalog,ARC-1010160,,,,,
almaro,10161,CHUP.MR.POP.EVOL.SRT,miss,tokin_catalog,ARC-1010161,,,,,
almaro,10163,GOMAS MOGUL ORE.NAR,miss,tokin_catalog,ARC-1010163,,,,,
almaro,10164,GOMAS BANANITAS MOGU,miss,tokin_catalog,ARC-1010164,,,,,
almaro,10165,GOMAS BANANITAS MOGU,miss,tokin_catalog,ARC-1010165,,,,,
almaro,10166,MOGUL HELLO KITTY 12,miss,tokin_catalog,ARC-1010166,,,,,
almaro,10170851,CUBOS MULTIPRODUCTO,miss,tokin_catalog,ARC-1010170851,,,,,
almaro,10176,MR.POP.SUPER FRTAL.S,miss,tokin_catalog,ARC-1010176,,,,,
almaro,10177,MR. POPS GLITTS 6 X,miss,tokin_catalog,ARC-1010177,,,,,
almaro,10178,MOGUL ANILLOS 4 X 1K,miss,tokin_catalog,ARC-1010178,,,,,
almaro,10179,GOMAS MOGUL CONITOS,miss,tokin_catalog,ARC-1010179,,,,,
almaro,10183,MOGUL PARTY ANIMALS,miss,tokin_catalog,ARC-1010183,,,,,
almaro,10191,MERME.PORCION.DURAZNO 120X20 G,miss,tokin_catalog,ARC-1010191,,,,,
almaro,10194,MERME.PORCION.FRUTILLA 120X20 G,miss,tokin_catalog,ARC-1010194,,,,,
almaro,10197,B.TOFFEES BON O BON 36X150G,miss,tokin_catalog,ARC-1010197,,,,,
almaro,10198,HVO LIC.TOY STORY FP,miss,tokin_catalog,ARC-1010198,,,,,
almaro,10199,RUMBA BANANA SPLIT 1,miss,tokin_catalog,ARC-1010199,,,,,
almaro,10205,SALADIX KESITOS 47X3,miss,tokin_catalog,ARC-1010205,,,,,
almaro,10206,SALADIX KESITOS 20X8,miss,tokin_catalog,ARC-1010206,,,,,
almaro,10209,SALADIX STICKS 47X38,miss,tokin_catalog,ARC-1010209,,,,,
almaro,10210,SALADIX SNACK ORIG.,miss,tokin_catalog,ARC-1010210,,,,,
almaro,10211,SALADIX SNACK ORIG.44X36G,miss,tokin_catalog,ARC-1010211,,,,,
almaro,10212,SALADIX HULA HULA 28,miss,tokin_catalog,ARC-1010212,,,,,
almaro,10213,SALADIX HULA HULA 44,miss,tokin_catalog,ARC-1010213,,,,,
almaro,10214,SALADIX SNACK CHEDAR,miss,tokin_catalog,ARC-1010214,,,,,
almaro,10215,SALADIX SNACK CHEDAR 44X36G,miss,tokin_catalog,ARC-1010215,,,,,
almaro,10217,SALADIX SNACK BARBAC 44X36G,miss,tokin_catalog,ARC-1010217,,,,,
almaro,10221,ALF.ARROZ SER LIMON,miss,tokin_catalog,ARC-1010221,,,,,
almaro,10223,CARP. CATALOGO ARCOR 2013 (5UN),miss,tokin_catalog,ARC-1010223,,,,,
almaro,10224,HEL CORAZÓN BARBIE -,miss,tokin_catalog,ARC-1010224,,,,,
almaro,10230,CH.TL MICRO7 MENTA 2,miss,tokin_catalog,ARC-1010230,,,,,
almaro,10231,CH TL MICRO7 FLLA. 2,miss,tokin_catalog,ARC-1010231,,,,,
almaro,10233,CH.POOSH.HALLOW.UVA,miss,tokin_catalog,ARC-1010233,,,,,
almaro,10234,CHUP.C/JUG.H.KITTY.8,miss,tokin_catalog,ARC-1010234,,,,,
almaro,10235,CHUP.C/JUG.BEN10.8X1,miss,tokin_catalog,ARC-1010235,,,,,
almaro,10236,LAPIDA CHUPETIN OJO,miss,tokin_catalog,ARC-1010236,,,,,
almaro,10237,CALABAZA MASTIC. MOG,miss,tokin_catalog,ARC-1010237,,,,,
almaro,10238,CROC.MANI SEMILLAS 2,miss,tokin_catalog,ARC-1010238,,,,,
almaro,10239,PAN DULCE ARCOR C/FTA 12X600 G,miss,tokin_catalog,ARC-1010239,,,,,
almaro,10241,CH. TL CONF.MENTA 24,miss,tokin_catalog,ARC-1010241,,,,,
almaro,10242,CH. TL CONF.FRUTA 24,miss,tokin_catalog,ARC-1010242,,,,,
almaro,10243,CH. GREENMINT 12X12X24G,miss,tokin_catalog,ARC-1010243,,,,,
almaro,10244,CH. TL CONF.STRONG 2,miss,tokin_catalog,ARC-1010244,,,,,
almaro,10245,CH. TL CONF.DEFENSE,miss,tokin_catalog,ARC-1010245,,,,,
almaro,10246,CH. TL CONF.SANDÃ?A 2,miss,tokin_catalog,ARC-1010246,,,,,
almaro,10248,LOTSA FIZZ SUPER.12X,miss,tokin_catalog,ARC-1010248,,,,,
almaro,10252,BARRA YO/FR 6X20X28G,miss,tokin_catalog,ARC-1010252,,,,,
almaro,10253,BARRA CINDOR 6X20X25,miss,tokin_catalog,ARC-1010253,,,,,
almaro,10254,HUEVO LECHE BON O BO,miss,tokin_catalog,ARC-1010254,,,,,
almaro,10255,HUEVO CHOCOL BON O B,miss,tokin_catalog,ARC-1010255,,,,,
almaro,10256,HUEVO CHOC LECHE COF,miss,tokin_catalog,ARC-1010256,,,,,
almaro,10258,HVO LEC HELLO KITTY,miss,tokin_catalog,ARC-1010258,,,,,
almaro,10259,HVO CHOC LEC ANG BIR,miss,tokin_catalog,ARC-1010259,,,,,
almaro,10260,HUEVO BAÑ REP.BARBIE,miss,tokin_catalog,ARC-1010260,,,,,
almaro,10262,HUEV BÑO.REP TOY STO,miss,tokin_catalog,ARC-1010262,,,,,
almaro,10265,CONEJO BOB LECHE 28X,miss,tokin_catalog,ARC-1010265,,,,,
almaro,10266,CONEJO BOB BLANCO 28,miss,tokin_catalog,ARC-1010266,,,,,
almaro,10271,SALADIX MAX JAM-30G,miss,tokin_catalog,ARC-1010271,,,,,
almaro,10272,SALADIX MAX QUES-80G,miss,tokin_catalog,ARC-1010272,,,,,
almaro,10273,SALADIX MAX QUES-30G,miss,tokin_catalog,ARC-1010273,,,,,
almaro,10274,LIEBRE AGUILA D OR 4,miss,tokin_catalog,ARC-1010274,,,,,
almaro,10275,CRIOLLITAS TOST.DULC 18X200G,miss,tokin_catalog,ARC-1010275,,,,,
almaro,10276,VASO H.KITTY MINIROC,miss,tokin_catalog,ARC-1010276,,,,,
almaro,10280,MR.P.SUP.FTAL.SPACEB,miss,tokin_catalog,ARC-1010280,,,,,
almaro,10282,MOGUL MICKEY 12 X 12,miss,tokin_catalog,ARC-1010282,,,,,
almaro,10286,BARRA MOGUL 6X20X25G,miss,tokin_catalog,ARC-1010286,,,,,
almaro,10288,BARRA SER FRUT/CHO 6X20X28 G,miss,tokin_catalog,ARC-1010288,,,,,
almaro,10289,BARRA SER DURAZNO 6X,miss,tokin_catalog,ARC-1010289,,,,,
almaro,10291,GALLET C/CHOC LEC AR,miss,tokin_catalog,ARC-1010291,,,,,
almaro,10292,HVO.HELLO KITTY 48X2,miss,tokin_catalog,ARC-1010292,,,,,
almaro,10294,HVO.CARTERITA BARBIE,miss,tokin_catalog,ARC-1010294,,,,,
almaro,10296,KIT CACERIA HVO.BOB,miss,tokin_catalog,ARC-1010296,,,,,
almaro,10297,FORMIS VAI/FRUT 12X3X108G,miss,tokin_catalog,ARC-1010297,,,,,
almaro,10298,FORMIS VAI/CHOC 12X3X108G,miss,tokin_catalog,ARC-1010298,,,,,
almaro,10299,FORMIS CHOC/DDL 12X3,miss,tokin_catalog,ARC-1010299,,,,,
almaro,10304,CHIC.H.KITTY T.FRUTT,miss,tokin_catalog,ARC-1010304,,,,,
almaro,10306,ALMEND C/CHO BCO ARCOR 30X100 G,miss,tokin_catalog,ARC-1010306,,,,,
almaro,10310,KIT REGALE.HVO.COFLE,miss,tokin_catalog,ARC-1010310,,,,,
almaro,10313,TAB BLCO C/CONF COFL 10X55G,miss,tokin_catalog,ARC-1010313,,,,,
almaro,10314,TENTACION MOUSSE CHO 24X113G,miss,tokin_catalog,ARC-1010314,,,,,
almaro,10315,TENTACION MOUSSE FRU 24X113G,miss,tokin_catalog,ARC-1010315,,,,,
almaro,10323,MIX CRISTALES 6X935G,miss,tokin_catalog,ARC-1010323,,,,,
almaro,10324,CREMINO SURTIDO 36X150G (RELAN),miss,tokin_catalog,ARC-1010324,,,,,
almaro,10329,CHOC ROCKLE 12X24X20,miss,tokin_catalog,ARC-1010329,,,,,
almaro,10331,BOM BOB ANIVER. POTE,miss,tokin_catalog,ARC-1010331,,,,,
almaro,10332,CHOC. MINI COFLER 12,miss,tokin_catalog,ARC-1010332,,,,,
almaro,10334,TABL CH BCO/MANI ARC 6X14X100G,miss,tokin_catalog,ARC-1010334,,,,,
almaro,10335,TABL CH LE/BCO ARCOR 6X14X100G,miss,tokin_catalog,ARC-1010335,,,,,
almaro,10339,CHOC.C/ALM.COFL AIR 8X20X27 G,miss,tokin_catalog,ARC-1010339,,,,,
almaro,10349,CHOC. LEC/BCO COFLER 12X10X55G,miss,tokin_catalog,ARC-1010349,,,,,
almaro,10351,CHOC.BCO C/CONF COFL,miss,tokin_catalog,ARC-1010351,,,,,
almaro,10359,TAB.CHO.LEC/ALM COFL 4X16X170G,miss,tokin_catalog,ARC-1010359,,,,,
almaro,10360,TAB.CH.LEC.CONF COFL 4X16X170G,miss,tokin_catalog,ARC-1010360,,,,,
almaro,10361,TABL.CHOC.LECHE COFL,miss,tokin_catalog,ARC-1010361,,,,,
almaro,10362,TABL.CH.LEC/ALM.COFL,miss,tokin_catalog,ARC-1010362,,,,,
almaro,10364750,LATERALES COFLER,miss,tokin_catalog,ARC-1010364750,,,,,
almaro,10367,TAB.LE/ALMEND AGU.DO 8X10X75G,miss,tokin_catalog,ARC-1010367,,,,,
almaro,10369,TAB LEC PASAS AGU.DO 8X10X72G,miss,tokin_catalog,ARC-1010369,,,,,
almaro,10370,TAB.LE/MOUSSE  8X10X70G,miss,tokin_catalog,ARC-1010370,,,,,
almaro,10371,TAB CH SEMIAM AGU.DO,miss,tokin_catalog,ARC-1010371,,,,,
almaro,10375,CHOC BLANC DLL COFLE 8X20X42G,miss,tokin_catalog,ARC-1010375,,,,,
almaro,10377,TABL CHOC. LEC M.HIG,miss,tokin_catalog,ARC-1010377,,,,,
almaro,10380,OBLEA RELL.COFL BLOC 8X20X35G,miss,tokin_catalog,ARC-1010380,,,,,
almaro,10381,OBL BCA RELL COFLER3,miss,tokin_catalog,ARC-1010381,,,,,
almaro,10383,BARRA EXT.COCO COFLER 6X20X32 GR,miss,tokin_catalog,ARC-1010383,,,,,
almaro,10387,TAB BÑO.REP TOYS MUN,miss,tokin_catalog,ARC-1010387,,,,,
almaro,10388,CHO. C/LEC TOYS MUND,miss,tokin_catalog,ARC-1010388,,,,,
almaro,10393,BOB SNACK 12X10X60G,miss,tokin_catalog,ARC-1010393,,,,,
almaro,10397,PELOTITA MUNDIAL8X45,miss,tokin_catalog,ARC-1010397,,,,,
almaro,10398,PELOTA TOYS MUNDIAL,miss,tokin_catalog,ARC-1010398,,,,,
almaro,10417,GOMITA MOGUL MUNDIAL,miss,tokin_catalog,ARC-1010417,,,,,
almaro,10418,POTE GOM MOGUL MUNDI,miss,tokin_catalog,ARC-1010418,,,,,
almaro,10424,CH. TOPLINE MISTERY,miss,tokin_catalog,ARC-1010424,,,,,
almaro,10426,CH. ACONCAGUA 12X12X,miss,tokin_catalog,ARC-1010426,,,,,
almaro,10427,CH. TL OM CLEAN 12X1,miss,tokin_catalog,ARC-1010427,,,,,
almaro,10428,CH. TL OM HAPPY 12X1,miss,tokin_catalog,ARC-1010428,,,,,
almaro,10431,CH. WINTERMINT 12X12,miss,tokin_catalog,ARC-1010431,,,,,
almaro,10432,MOGUL MANDARINAS 6 X,miss,tokin_catalog,ARC-1010432,,,,,
almaro,10443,CHI.T.FRUT.LIC1.18X1,miss,tokin_catalog,ARC-1010443,,,,,
almaro,10447,CHI NGUMX MONSTER H,miss,tokin_catalog,ARC-1010447,,,,,
almaro,10449,ESTIROMETRO MUNDIAL,miss,tokin_catalog,ARC-1010449,,,,,
almaro,10451,CHI.GLOB.CUADRA MUND,miss,tokin_catalog,ARC-1010451,,,,,
almaro,10461,POOSH.MIX.FRUTAL.16X,miss,tokin_catalog,ARC-1010461,,,,,
almaro,10463,CHI.NGUM.MX.MUNDIAL1,miss,tokin_catalog,ARC-1010463,,,,,
almaro,10466,CHUP.EVOLUTION.MUNDI,miss,tokin_catalog,ARC-1010466,,,,,
almaro,10480,MR. POPS EVOLUTION P,miss,tokin_catalog,ARC-1010480,,,,,
almaro,10482,MR.POPS SILBAPITO MU,miss,tokin_catalog,ARC-1010482,,,,,
almaro,10483,MR. POPS 47 STREET 1,miss,tokin_catalog,ARC-1010483,,,,,
almaro,10485,MR. POPS MUNDIAL 8X1,miss,tokin_catalog,ARC-1010485,,,,,
almaro,10487,BOB BLANCO DISP.12X3,miss,tokin_catalog,ARC-1010487,,,,,
almaro,10488264,EXHIB. COFLER MICRO.NVO CHICA,miss,tokin_catalog,ARC-1010488264,,,,,
almaro,10490,SLICE FRUT C/TROZ FR,miss,tokin_catalog,ARC-1010490,,,,,
almaro,10491,MOGUL DUO CON JUGO 3,miss,tokin_catalog,ARC-1010491,,,,,
almaro,10492,PALITO BUTTER TOFEES,miss,tokin_catalog,ARC-1010492,,,,,
almaro,10494,BARRA HELADA ARCOR 1,miss,tokin_catalog,ARC-1010494,,,,,
almaro,10496,POSTRE TOFI 12 X 637G,miss,tokin_catalog,ARC-1010496,,,,,
almaro,10497,POSTRES AGUILA 12X637G,miss,tokin_catalog,ARC-1010497,,,,,
almaro,10498,BALDE CHOCOTORTA 8X8,miss,tokin_catalog,ARC-1010498,,,,,
almaro,10511,MERMELADA DURAZNO LC 12X390,miss,tokin_catalog,ARC-1010511,,,,,
almaro,10513,MERM CIRUELA LC X 12X454 G,miss,tokin_catalog,ARC-1010513,,,,,
almaro,10514,MERM NARANJA LC 12X 454 G,miss,tokin_catalog,ARC-1010514,,,,,
almaro,10515,MERMELADA DAMASCO LC 12X454GR,miss,tokin_catalog,ARC-1010515,,,,,
almaro,10516,MERM FRAMBUESA LC 12 X 454 G,miss,tokin_catalog,ARC-1010516,,,,,
almaro,10517,MERM ARANDANO LC 12 X 454 G,miss,tokin_catalog,ARC-1010517,,,,,
almaro,10519,JALEA MEMBRILLO LC 12X454GR,miss,tokin_catalog,ARC-1010519,,,,,
almaro,10523,MERMELADA NARANJA BC 12X390GR,miss,tokin_catalog,ARC-1010523,,,,,
almaro,10526821,EXHIBIDOR TO0RTUGUITA,miss,tokin_catalog,ARC-1010526821,,,,,
almaro,10528,MERMEL FRAMBUESA BC 12X390GR,miss,tokin_catalog,ARC-1010528,,,,,
almaro,10529,JALEA MEMBRILLO BC 12X390GR,miss,tokin_catalog,ARC-1010529,,,,,
almaro,10532,MASTICABLE MOGUL POTE 6X700G,miss,tokin_catalog,ARC-1010532,,,,,
almaro,10543,BOM BOB LEC. ANIV.LA,miss,tokin_catalog,ARC-1010543,,,,,
almaro,10544,B TOFF CHO BCO 6X959G,miss,tokin_catalog,ARC-1010544,,,,,
almaro,10545,HVO.TOY KIDS NENA 8X,miss,tokin_catalog,ARC-1010545,,,,,
almaro,10546,HVO.TOY KIDS NENE 8X,miss,tokin_catalog,ARC-1010546,,,,,
almaro,10548150,EXH. ROCKLETS 3 ESTAN.PREMIUM,miss,tokin_catalog,ARC-1010548150,,,,,
almaro,10549,CHOC C/LEC TOYS NENE,miss,tokin_catalog,ARC-1010549,,,,,
almaro,10550,CHOC C/LEC TOYS NENA,miss,tokin_catalog,ARC-1010550,,,,,
almaro,10559,PALITO BOB MIX 24X51,miss,tokin_catalog,ARC-1010559,,,,,
almaro,10559192,LATERAL DE LINEA AGUILA,miss,tokin_catalog,ARC-1010559192,,,,,
almaro,10568,M.PLUS CHERRY12X12UN,miss,tokin_catalog,ARC-1010568,,,,,
almaro,10569,M.PLUS MENTOL12X12UN,miss,tokin_catalog,ARC-1010569,,,,,
almaro,10570,M.PLUS STRONG12X12UN,miss,tokin_catalog,ARC-1010570,,,,,
almaro,10571,M.PLUS MIEL12X12UN R,miss,tokin_catalog,ARC-1010571,,,,,
almaro,10572,M.PLUS MENTA12X12UN,miss,tokin_catalog,ARC-1010572,,,,,
almaro,10574,CAR.MP RELL.MIEL 12X,miss,tokin_catalog,ARC-1010574,,,,,
almaro,10575,GOMITAS MOGUL MUNDIA,miss,tokin_catalog,ARC-1010575,,,,,
almaro,10577,CAR.MP COFLER 12X12X,miss,tokin_catalog,ARC-1010577,,,,,
almaro,10579,PALITO CINDOR 30X60,miss,tokin_catalog,ARC-1010579,,,,,
almaro,10580,COFLER FRUTILLA 22X6,miss,tokin_catalog,ARC-1010580,,,,,
almaro,10581,ROSQUITAS SALADAS 12,miss,tokin_catalog,ARC-1010581,,,,,
almaro,10585,ATUN EN ACEITE L.C 4X12X120 G,miss,tokin_catalog,ARC-1010585,,,,,
almaro,10586,ATUN AL NATURAL L.C 4X12X120 G,miss,tokin_catalog,ARC-1010586,,,,,
almaro,10588,MOGUL 50 % FRUTAS 12X12X25 GRS,miss,tokin_catalog,ARC-1010588,,,,,
almaro,10589,CATALOGO ARCOR 14 (CARPETA),miss,tokin_catalog,ARC-1010589,,,,,
almaro,10592,MANI C/CHO.COFLER BL,miss,tokin_catalog,ARC-1010592,,,,,
almaro,10599,BC DURAZNO (AL50) 12,miss,tokin_catalog,ARC-1010599,,,,,
almaro,10601,BC CIRUELA (AL50) 12,miss,tokin_catalog,ARC-1010601,,,,,
almaro,10611,CHICLE.POOSH.SLIME.1,miss,tokin_catalog,ARC-1010611,,,,,
almaro,10614,MR.P.SUP.FTAL.MINI R,miss,tokin_catalog,ARC-1010614,,,,,
almaro,10618,NARANJ.C/CHO.EST AGU,miss,tokin_catalog,ARC-1010618,,,,,
almaro,10623,POSTRE BOB BAÑADO 42,miss,tokin_catalog,ARC-1010623,,,,,
almaro,10624,POSTRE BOB REGULAR.4,miss,tokin_catalog,ARC-1010624,,,,,
almaro,10629,CHUP.POPS.ADRIANA.10,miss,tokin_catalog,ARC-1010629,,,,,
almaro,10632,GAR.MANI MAXI ARCOR 30X100G,miss,tokin_catalog,ARC-1010632,,,,,
almaro,10633,GAR.MANI CH.SEMI 30X,miss,tokin_catalog,ARC-1010633,,,,,
almaro,10634,GAR.MANI CH.BCO 30X1,miss,tokin_catalog,ARC-1010634,,,,,
almaro,10637,JG.PV.ARCOR.MANZANA. 12X18X20 G,miss,tokin_catalog,ARC-1010637,,,,,
almaro,10638,JG.PV.ARCOR.MULTIFR. 12X18X20 G,miss,tokin_catalog,ARC-1010638,,,,,
almaro,10639,JG.PV.ARCOR.NAR.DUR. 12X18X20 GR,miss,tokin_catalog,ARC-1010639,,,,,
almaro,10640,JG.PV.ARCOR.LIMONADA 12X18X20 GR,miss,tokin_catalog,ARC-1010640,,,,,
almaro,10641,JG.PV.ARCOR.ANANA.12X18X20 GR,miss,tokin_catalog,ARC-1010641,,,,,
almaro,10642,JG.PV.ARCOR.NAR.BAN. 12X18X20 GR,miss,tokin_catalog,ARC-1010642,,,,,
almaro,10643,JG.PV.ARCOR.NAR.DUL. 12X18X20 GR,miss,tokin_catalog,ARC-1010643,,,,,
almaro,10649,POSTRE BOB CHOCOL. 2,miss,tokin_catalog,ARC-1010649,,,,,
almaro,10650,POSTRE BOB REGULAR 2,miss,tokin_catalog,ARC-1010650,,,,,
almaro,10651,POSTRE BOB CHOCOL. 4,miss,tokin_catalog,ARC-1010651,,,,,
almaro,10654,POSTRE BOB REGULAR 2,miss,tokin_catalog,ARC-1010654,,,,,
almaro,10657,CHUP.MR P.CALAV.12X5,miss,tokin_catalog,ARC-1010657,,,,,
almaro,10658,P.DULCE VENEC.C/CH.1,miss,tokin_catalog,ARC-1010658,,,,,
almaro,10659,P.DULCE VENECIANO 12,miss,tokin_catalog,ARC-1010659,,,,,
almaro,10660,P.DULCE MAD.C/CH.12X,miss,tokin_catalog,ARC-1010660,,,,,
almaro,10661,P.DULCE VENEC. 12X50,miss,tokin_catalog,ARC-1010661,,,,,
almaro,10662,P.DULCE MADRIL. 12X5,miss,tokin_catalog,ARC-1010662,,,,,
almaro,10665,AVELLANAS C/CHOC.LEC,miss,tokin_catalog,ARC-1010665,,,,,
almaro,10666,PAN DULCE AGUILA 12X500G,miss,tokin_catalog,ARC-1010666,,,,,
almaro,10667,PAN DULCE 150 AÑOS B,miss,tokin_catalog,ARC-1010667,,,,,
almaro,10669,JG.PV.ARCOR.PERA.12X18X20 GR,miss,tokin_catalog,ARC-1010669,,,,,
almaro,10670,HVO.CHO.LECH.STAR WA,miss,tokin_catalog,ARC-1010670,,,,,
almaro,10671,HUEVO LEC JAKE&PIRAT,miss,tokin_catalog,ARC-1010671,,,,,
almaro,10674,MOGUL CONFI BERRIES,miss,tokin_catalog,ARC-1010674,,,,,
almaro,10675,HUEVO CHOCOL. BOB MI,miss,tokin_catalog,ARC-1010675,,,,,
almaro,10679,CEREAL+YOG.ADORNO NA,miss,tokin_catalog,ARC-1010679,,,,,
