product_code,nombre,is_mock,en_gev,en_gonzales,almaro_umv,almaro_umv_tipo,almaro_upb,gonzales_umv,gonzales_umv_tipo,gonzales_upb,accion
10024,CHOC BCO COFLER SUPR,False,True,False,unidades,unidad,1,,,,ok
10025,CHOC BCO COFLER SUPR,False,True,False,unidades,unidad,1,,,,ok
1003,BARRA CEREAL MIX PAS. CHOC 32X6X26G,False,True,False,unidades,unidad,1,,,,ok
10030,RUMBA BANANA SPLIT 3,False,True,False,unidades,unidad,1,,,,ok
10032,SALADIX MAX JAM-80G,False,True,False,unidades,unidad,1,,,,ok
10033,REX TUBO 28X75G,False,True,False,unidades,unidad,1,,,,ok
10044,MAST. ZOO SALVAJE 12X498 G,False,True,False,unidades,unidad,1,,,,ok
10048798,EXH. CABSHA CAJA DE MADERA,False,True,False,unidades,unidad,1,,,,ok
10053,CH.TOPLINE UVA 30X20,False,True,False,unidades,unidad,1,,,,ok
10054,CH.TL7 X-POMELO 36X1,False,True,False,unidades,unidad,1,,,,ok
10055,CH. TL7 AQUA 36X16X,False,True,False,unidades,unidad,1,,,,ok
10056,"CH.TL7 AQUA LIMONAD,,",False,True,False,unidades,unidad,1,,,,ok
10061,CH.NG.MAX.T.F.-FLLA1,False,True,False,unidades,unidad,1,,,,ok
10063315,EXH. ROCKLETS 3 ESTAN.MICROC,False,True,False,unidades,unidad,1,,,,ok
10067,CHI.GLOBO BEN 10 T.F,False,True,False,unidades,unidad,1,,,,ok
10068,CBOY.M.VIL.FAV.MTA.1,False,True,False,unidades,unidad,1,,,,ok
10069,CBOY.M.VIL.FAV.FTA.1,False,True,False,unidades,unidad,1,,,,ok
10070,"CHIC.GLOBO BEN 10 3,",False,True,False,unidades,unidad,1,,,,ok
10071,CBOY.H.KITTY 13 T.FR,False,True,False,unidades,unidad,1,,,,ok
10081,MR. POP S EVOL. FRUT,False,True,False,unidades,unidad,1,,,,ok
10085,CH. TL7 X.MINT 88X4X14G,False,True,False,unidades,unidad,1,,,,ok
10088,CH TL FUSION FRUTAL 30x20x6.7 G,False,True,False,unidades,unidad,1,,,,ok
10093,MR.POPS GLITTS 12 X,False,True,False,unidades,unidad,1,,,,ok
10094,CHU.M.POP.SUP.FTAL.S,False,True,False,unidades,unidad,1,,,,ok
10096,TABL.MANI DISNEY 4X4,False,True,False,unidades,unidad,1,,,,ok
10097,TURR.MANI ARCOR 4X28,False,True,False,unidades,unidad,1,,,,ok
1009800,EXHIBIDOR CARTON JUGOS ARCOR,False,True,False,unidades,unidad,1,,,,ok
1009801,EXH JUGOS BC/ARCOR,False,True,False,unidades,unidad,1,,,,ok
10099,CROC.ALM.SEM.Y PASAS,False,True,False,unidades,unidad,1,,,,ok
10105,B.TOFF BON O BON 6X959G,False,True,False,unidades,unidad,1,,,,ok
10106,MP EX-STRONG 12X12X3,False,True,False,unidades,unidad,1,,,,ok
10107,CAR.MP CRX BERRIES 12X12X8UN,False,True,False,unidades,unidad,1,,,,ok
10108,CAR.MP CRX FRUTIL.12X12X8UN,False,True,False,unidades,unidad,1,,,,ok
10110,MOGUL GRANEL 36 X 150 GR,False,True,False,unidades,unidad,1,,,,ok
101111,RASPADITA MENTHO PLUS,False,True,False,unidades,unidad,1,,,,ok
10113,TAB.HAMLET WAY 12X21UN.X30GR,False,True,False,unidades,unidad,1,,,,ok
10116,COPA COFLER SUPREME,False,True,False,unidades,unidad,1,,,,ok
10117,COPA AGUILA CHOCOLAT,False,True,False,unidades,unidad,1,,,,ok
10118,COPA L.CAMP FRUTILLA,False,True,False,unidades,unidad,1,,,,ok
10119,CONO COFLER 3 14U X,False,True,False,unidades,unidad,1,,,,ok
10120,COFLER EXTRA MARROC,False,True,False,unidades,unidad,1,,,,ok
10121,HELADO ALFAJOR NEGRO,False,True,False,unidades,unidad,1,,,,ok
10125,ENSALADA ATUN CALIFO,False,True,False,unidades,unidad,1,,,,ok
10126,ENSALADA ATUN MEXICA,False,True,False,unidades,unidad,1,,,,ok
10127,ENS ATUN MEDITERRANE,False,True,False,unidades,unidad,1,,,,ok
10127802,EXH. CANDY BARS,False,True,False,unidades,unidad,1,,,,ok
10136,CAR.MP C+ LIMÓN 12X1,False,True,False,unidades,unidad,1,,,,ok
10136822,EXHIB. COFLER MICRO.NUEVO,False,True,False,unidades,unidad,1,,,,ok
10136837,EXH. TOFI MICRO. NUEVO,False,True,False,unidades,unidad,1,,,,ok
10141,JG.PV.BC.MANZ.VERDE.,False,True,False,unidades,unidad,1,,,,ok
10145,CAR.BC FRUTILLA 24X6,False,True,False,unidades,unidad,1,,,,ok
10146,TAB.HAMLET ALMEN/MANI 8X21X45G,False,True,False,unidades,unidad,1,,,,ok
10147,TAB.HAMLET LEC/COKIES 8X21X45G,False,True,False,unidades,unidad,1,,,,ok
10148,TAB.HAMLET CHOCOLATOS.8X21X43G,False,True,False,unidades,unidad,1,,,,ok
10149,TAB.HAMLET BCO/COOKIE 8X21X48G,False,True,False,unidades,unidad,1,,,,ok
10150,TAB.HAMLET YOGHU.FRUT.8X21X43G,False,True,False,unidades,unidad,1,,,,ok
10150073,EXH. BOB MOSTRADOR,False,True,False,unidades,unidad,1,,,,ok
10152,COMB.JARRA.JUG.BC.30,False,True,False,unidades,unidad,1,,,,ok
10153,COMB.JARRA.JUG.ARC.3,False,True,False,unidades,unidad,1,,,,ok
10157,JUG.PV.BC.MANDARINA.16X18X9GR,False,True,False,unidades,unidad,1,,,,ok
10160,MR.POP.EVOLUTION FRT,False,True,False,unidades,unidad,1,,,,ok
10161,CHUP.MR.POP.EVOL.SRT,False,True,False,unidades,unidad,1,,,,ok
10163,GOMAS MOGUL ORE.NAR,False,True,False,unidades,unidad,1,,,,ok
10164,GOMAS BANANITAS MOGU,False,True,False,unidades,unidad,1,,,,ok
10165,GOMAS BANANITAS MOGU,False,True,False,unidades,unidad,1,,,,ok
10166,MOGUL HELLO KITTY 12,False,True,False,unidades,unidad,1,,,,ok
10170,CHOCOLINAS 40X170G,False,True,False,unidades,unidad,1,,,,ok
10170851,CUBOS MULTIPRODUCTO,False,True,False,unidades,unidad,1,,,,ok
10171,CHOCOLINAS 25X250G,False,True,False,unidades,unidad,1,,,,ok
10176,MR.POP.SUPER FRTAL.S,False,True,False,unidades,unidad,1,,,,ok
10177,MR. POPS GLITTS 6 X,False,True,False,unidades,unidad,1,,,,ok
10178,MOGUL ANILLOS 4 X 1K,False,True,False,unidades,unidad,1,,,,ok
10179,GOMAS MOGUL CONITOS,False,True,False,unidades,unidad,1,,,,ok
10183,MOGUL PARTY ANIMALS,False,True,False,unidades,unidad,1,,,,ok
10191,MERME.PORCION.DURAZNO 120X20 G,False,True,False,unidades,unidad,1,,,,ok
10194,MERME.PORCION.FRUTILLA 120X20 G,False,True,False,unidades,unidad,1,,,,ok
10197,B.TOFFEES BON O BON 36X150G,False,True,False,unidades,unidad,1,,,,ok
10198,HVO LIC.TOY STORY FP,False,True,False,unidades,unidad,1,,,,ok
10199,RUMBA BANANA SPLIT 1,False,True,False,unidades,unidad,1,,,,ok
10205,SALADIX KESITOS 47X3,False,True,False,unidades,unidad,1,,,,ok
10206,SALADIX KESITOS 20X8,False,True,False,unidades,unidad,1,,,,ok
10209,SALADIX STICKS 47X38,False,True,False,unidades,unidad,1,,,,ok
10210,SALADIX SNACK ORIG.,False,True,False,unidades,unidad,1,,,,ok
10211,SALADIX SNACK ORIG.44X36G,False,True,False,unidades,unidad,1,,,,ok
10212,SALADIX HULA HULA 28,False,True,False,unidades,unidad,1,,,,ok
10213,SALADIX HULA HULA 44,False,True,False,unidades,unidad,1,,,,ok
10214,SALADIX SNACK CHEDAR,False,True,False,unidades,unidad,1,,,,ok
10215,SALADIX SNACK CHEDAR 44X36G,False,True,False,unidades,unidad,1,,,,ok
10217,SALADIX SNACK BARBAC 44X36G,False,True,False,unidades,unidad,1,,,,ok
10221,ALF.ARROZ SER LIMON,False,True,False,unidades,unidad,1,,,,ok
10223,CARP. CATALOGO ARCOR 2013 (5UN),False,True,False,unidades,unidad,1,,,,ok
10224,HEL CORAZÓN BARBIE -,False,True,False,unidades,unidad,1,,,,ok
10230,CH.TL MICRO7 MENTA 2,False,True,False,unidades,unidad,1,,,,ok
10231,CH TL MICRO7 FLLA. 2,False,True,False,unidades,unidad,1,,,,ok
10233,CH.POOSH.HALLOW.UVA,False,True,False,unidades,unidad,1,,,,ok
10234,CHUP.C/JUG.H.KITTY.8,False,True,False,unidades,unidad,1,,,,ok
10235,CHUP.C/JUG.BEN10.8X1,False,True,False,unidades,unidad,1,,,,ok
10236,LAPIDA CHUPETIN OJO,False,True,False,unidades,unidad,1,,,,ok
10237,CALABAZA MASTIC. MOG,False,True,False,unidades,unidad,1,,,,ok
10238,CROC.MANI SEMILLAS 2,False,True,False,unidades,unidad,1,,,,ok
10239,PAN DULCE ARCOR C/FTA 12X600 G,False,True,False,unidades,unidad,1,,,,ok
10241,CH. TL CONF.MENTA 24,False,True,False,unidades,unidad,1,,,,ok
10242,CH. TL CONF.FRUTA 24,False,True,False,unidades,unidad,1,,,,ok
10243,CH. GREENMINT 12X12X24G,False,True,False,unidades,unidad,1,,,,ok
10244,CH. TL CONF.STRONG 2,False,True,False,unidades,unidad,1,,,,ok
10245,CH. TL CONF.DEFENSE,False,True,False,unidades,unidad,1,,,,ok
10246,CH. TL CONF.SANDÃ?A 2,False,True,False,unidades,unidad,1,,,,ok
10248,LOTSA FIZZ SUPER.12X,False,True,False,unidades,unidad,1,,,,ok
10252,BARRA YO/FR 6X20X28G,False,True,False,unidades,unidad,1,,,,ok
10253,BARRA CINDOR 6X20X25,False,True,False,unidades,unidad,1,,,,ok
10254,HUEVO LECHE BON O BO,False,True,False,unidades,unidad,1,,,,ok
10255,HUEVO CHOCOL BON O B,False,True,False,unidades,unidad,1,,,,ok
10256,HUEVO CHOC LECHE COF,False,True,False,unidades,unidad,1,,,,ok
10258,HVO LEC HELLO KITTY,False,True,False,unidades,unidad,1,,,,ok
10259,HVO CHOC LEC ANG BIR,False,True,False,unidades,unidad,1,,,,ok
10260,HUEVO BAÑ REP.BARBIE,False,True,False,unidades,unidad,1,,,,ok
10262,HUEV BÑO.REP TOY STO,False,True,False,unidades,unidad,1,,,,ok
10265,CONEJO BOB LECHE 28X,False,True,False,unidades,unidad,1,,,,ok
10266,CONEJO BOB BLANCO 28,False,True,False,unidades,unidad,1,,,,ok
10269,ALF.SER DDL/CHOC 40X47G,False,True,False,unidades,unidad,1,,,,ok
10270,ALF.SER DDL/CHOC 28X3X47G,False,True,False,unidades,unidad,1,,,,ok
10271,SALADIX MAX JAM-30G,False,True,False,unidades,unidad,1,,,,ok
10272,SALADIX MAX QUES-80G,False,True,False,unidades,unidad,1,,,,ok
10273,SALADIX MAX QUES-30G,False,True,False,unidades,unidad,1,,,,ok
10274,LIEBRE AGUILA D OR 4,False,True,False,unidades,unidad,1,,,,ok
10275,CRIOLLITAS TOST.DULC 18X200G,False,True,False,unidades,unidad,1,,,,ok
10276,VASO H.KITTY MINIROC,False,True,False,unidades,unidad,1,,,,ok
10280,MR.P.SUP.FTAL.SPACEB,False,True,False,unidades,unidad,1,,,,ok
10282,MOGUL MICKEY 12 X 12,False,True,False,unidades,unidad,1,,,,ok
10286,BARRA MOGUL 6X20X25G,False,True,False,unidades,unidad,1,,,,ok
10288,BARRA SER FRUT/CHO 6X20X28 G,False,True,False,unidades,unidad,1,,,,ok
10289,BARRA SER DURAZNO 6X,False,True,False,unidades,unidad,1,,,,ok
10291,GALLET C/CHOC LEC AR,False,True,False,unidades,unidad,1,,,,ok
10292,HVO.HELLO KITTY 48X2,False,True,False,unidades,unidad,1,,,,ok
10294,HVO.CARTERITA BARBIE,False,True,False,unidades,unidad,1,,,,ok
10296,KIT CACERIA HVO.BOB,False,True,False,unidades,unidad,1,,,,ok
10297,FORMIS VAI/FRUT 12X3X108G,False,True,False,unidades,unidad,1,,,,ok
10298,FORMIS VAI/CHOC 12X3X108G,False,True,False,unidades,unidad,1,,,,ok
10299,FORMIS CHOC/DDL 12X3,False,True,False,unidades,unidad,1,,,,ok
10304,CHIC.H.KITTY T.FRUTT,False,True,False,unidades,unidad,1,,,,ok
10306,ALMEND C/CHO BCO ARCOR 30X100 G,False,True,False,unidades,unidad,1,,,,ok
10310,KIT REGALE.HVO.COFLE,False,True,False,unidades,unidad,1,,,,ok
10313,TAB BLCO C/CONF COFL 10X55G,False,True,False,unidades,unidad,1,,,,ok
10314,TENTACION MOUSSE CHO 24X113G,False,True,False,unidades,unidad,1,,,,ok
10315,TENTACION MOUSSE FRU 24X113G,False,True,False,unidades,unidad,1,,,,ok
10323,MIX CRISTALES 6X935G,False,True,False,unidades,unidad,1,,,,ok
10324,CREMINO SURTIDO 36X150G (RELAN),False,True,False,unidades,unidad,1,,,,ok
10329,CHOC ROCKLE 12X24X20,False,True,False,unidades,unidad,1,,,,ok
10331,BOM BOB ANIVER. POTE,False,True,False,unidades,unidad,1,,,,ok
10332,CHOC. MINI COFLER 12,False,True,False,unidades,unidad,1,,,,ok
10334,TABL CH BCO/MANI ARC 6X14X100G,False,True,False,unidades,unidad,1,,,,ok
10335,TABL CH LE/BCO ARCOR 6X14X100G,False,True,False,unidades,unidad,1,,,,ok
10339,CHOC.C/ALM.COFL AIR 8X20X27 G,False,True,False,unidades,unidad,1,,,,ok
10349,CHOC. LEC/BCO COFLER 12X10X55G,False,True,False,unidades,unidad,1,,,,ok
10351,CHOC.BCO C/CONF COFL,False,True,False,unidades,unidad,1,,,,ok
10355,TAB LECH C/CONF COFL 4X16X100G,False,True,False,unidades,unidad,1,,,,ok
10356,TAB LEC C/ALMEN COFL 4X16X100G,False,True,False,unidades,unidad,1,,,,ok
10357,TABL CHOC LECHE COFL 4X16X100G,False,True,False,unidades,unidad,1,,,,ok
10359,TAB.CHO.LEC/ALM COFL 4X16X170G,False,True,False,unidades,unidad,1,,,,ok
10360,TAB.CH.LEC.CONF COFL 4X16X170G,False,True,False,unidades,unidad,1,,,,ok
10361,TABL.CHOC.LECHE COFL,False,True,False,unidades,unidad,1,,,,ok
10362,TABL.CH.LEC/ALM.COFL,False,True,False,unidades,unidad,1,,,,ok
10364750,LATERALES COFLER,False,True,False,unidades,unidad,1,,,,ok
10367,TAB.LE/ALMEND AGU.DO 8X10X75G,False,True,False,unidades,unidad,1,,,,ok
10369,TAB LEC PASAS AGU.DO 8X10X72G,False,True,False,unidades,unidad,1,,,,ok
10370,TAB.LE/MOUSSE  8X10X70G,False,True,False,unidades,unidad,1,,,,ok
10371,TAB CH SEMIAM AGU.DO,False,True,False,unidades,unidad,1,,,,ok
10375,CHOC BLANC DLL COFLE 8X20X42G,False,True,False,unidades,unidad,1,,,,ok
10377,TABL CHOC. LEC M.HIG,False,True,False,unidades,unidad,1,,,,ok
10380,OBLEA RELL.COFL BLOC 8X20X35G,False,True,False,unidades,unidad,1,,,,ok
10381,OBL BCA RELL COFLER3,False,True,False,unidades,unidad,1,,,,ok
